productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extAttack2,extAttack3
198530,Metagross GX - 157a/145,Metagross GX 157a 145,https://tcgplayer-cdn.tcgplayer.com/product/198530_200w.jpg,3,1938,https://cpt.tcgcsv.com/DqC2,2022-09-16T20:25:03.62,1,157a/145,Promo,Metal,250,Stage 2,"<strong>Ability — Geotech System</strong>
<br>Once during your turn <em>(before your attack)</em>, you may attach a Psychic or Metal Energy card from your discard pile to your Active Pokémon.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1MM] Giga Hammer (150)
<br>This Pokémon can't use Giga Hammer during your next turn.",Rx2,3,18.9,28.69,96.95,24.74,28.45,Holofoil,P-20,"<span style=""color:Teal""><strong>[1] Algorithm GX</strong>
<br>Search your deck for up to 5 cards and put them into your hand. Then, shuffle your deck. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
200203,Tate & Liza - 148a/168,Tate and Liza 148a 168,https://tcgplayer-cdn.tcgplayer.com/product/200203_200w.jpg,3,1938,https://cpt.tcgcsv.com/56D2,2022-09-16T16:34:33.983,1,148a/168,Promo,Supporter,,,"Choose one: 
<br>• Shuffle your hand into your deck, then draw 5 cards.
<br>• Switch your Active Pokémon with 1 of your Benched Pokémon
<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",,,,8.99,9.7,13.99,9.9,,Normal,,,
200204,Sightseer - 189a/214,Sightseer 189a 214,https://tcgplayer-cdn.tcgplayer.com/product/200204_200w.jpg,3,1938,https://cpt.tcgcsv.com/66D2,2022-09-16T16:41:18.847,1,189a/214,Promo,Supporter,,,"You may discard any number of cards from your hand. Then, draw cards until you have 5 cards in your hand. If you can't draw any cards this way, you can't play this card.
<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",,,,5.0,7.48,96.95,8.32,5.0,Normal,,,
202638,Rayquaza GX - 177a/168,Rayquaza GX 177a 168,https://tcgplayer-cdn.tcgplayer.com/product/202638_200w.jpg,3,1938,https://cpt.tcgcsv.com/N3F2,2023-11-17T16:21:11.577,1,177a/168,Promo,Dragon,180,Basic,"<strong>Ability — Stormy Winds</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may discard the top 3 cards of your deck. If you do, attach a basic Energy card from your discard pile to this Pokémon.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1GL] Dragon Break (30x)
<br>This attack does 30 damage times the amount of basic Grass and basic Lightning Energy attached to your Pokémon.",Yx2,3,90.0,138.86,199.69,120.75,138.86,Holofoil,,"<span style=""color:Teal""><strong>[G] Tempest GX</strong>
<br>Discard your hand and draw 10 cards. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
211603,Oshawott - 27/114 (Cosmos Holo),Oshawott 27 114 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/211603_200w.jpg,3,1938,https://cpt.tcgcsv.com/5GJ2,2022-09-16T20:26:58.567,1,027/114,Promo,Water,60,Basic,,[W] Tackle (10),L x2,1,40.0,40.0,40.0,11.0,,Holofoil,,[1W] Water Gun (20),
212993,Heatran - 88/156 (Prerelease),Heatran 88 156 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/212993_200w.jpg,3,1938,https://cpt.tcgcsv.com/TcK2,2024-10-18T12:29:50.227,1,088/156,Promo,Metal,130,Basic,,"[1M] Guard Press (30)
<br>
During your opponent's next turn, this Pokémon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,3,1.88,2.1,5.19,1.9,,Holofoil,P-20,"[1MM] Boiling Impact (130)
<br>
Discard 2 Energy from this Pokémon.",
216699,Dedenne GX - 195a/214,Dedenne GX 195a 214,https://tcgplayer-cdn.tcgplayer.com/product/216699_200w.jpg,3,1938,https://cpt.tcgcsv.com/_HL2,2026-02-16T14:34:35.673,1,195a/214,Promo,Lightning,160,Basic,"<strong>Ability — Dedechange</strong>
<br>When you play this Pokémon from your hand onto your Bench during your turn, you may discard your hand and draw 6 cards. You can't use more than 1 Dedechange Ability each turn.",[1L] Static Shock (50),Fx2,1,16.23,21.95,99.99,18.17,17.81,Holofoil,M-20,"<span style=""color:Teal""><strong>[1L] Tingly Return GX (50)</strong>
<br>Your opponent's Active Pokémon is now Paralyzed. Put this Pokémon and all cards attached to it into your hand. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
216702,Pokemon Communication - 152b/181,Pokemon Communication 152b 181,https://tcgplayer-cdn.tcgplayer.com/product/216702_200w.jpg,3,1938,https://cpt.tcgcsv.com/3JL2,2024-07-26T15:59:55.607,1,152b/181,Promo,Item,,,"Reveal a Pokémon from your hand and put it into your deck. if you do, search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.
<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.",,,,0.15,0.49,6.25,0.46,0.25,Normal,,,
216705,Pokegear 3.0 - 182b/214,Pokegear 30 182b 214,https://tcgplayer-cdn.tcgplayer.com/product/216705_200w.jpg,3,1938,https://cpt.tcgcsv.com/7JL2,2024-07-26T15:59:55.637,1,182b/214,Promo,Item,,,"Look at the top 7 cards of your deck. You may reveal a Supporter card you find there and put it into your hand. Shuffle the other cards back into your deck.
<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.",,,,0.75,1.64,4.99,1.47,1.65,Normal,,,
216707,Reset Stamp - 206a/236,Reset Stamp 206a 236,https://tcgplayer-cdn.tcgplayer.com/product/216707_200w.jpg,3,1938,https://cpt.tcgcsv.com/9JL2,2022-09-16T16:51:44.53,1,206a/236,Promo,Item,,,"Your opponent shuffles their hand into their deck and draws a card for each of their remaining Prize cards.
<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.",,,,0.07,0.28,2.0,0.29,,Normal,,,
226129,Togepi & Cleffa & Igglybuff GX - 143a/236,Togepi and Cleffa and Igglybuff GX 143a 236,https://tcgplayer-cdn.tcgplayer.com/product/226129_200w.jpg,3,1938,https://cpt.tcgcsv.com/CsQ2,2025-11-30T06:13:00.857,1,143a/236,Promo,Fairy,240,Basic,"<em>TAG TEAM rule — When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.</em>","[1YY] Rolling Panic (120+)
<br>Flip a coin until you get tails. This attack does 30 more damage for each heads.",Mx2,2,199.89,235.84,4321.0,224.11,260.74,Holofoil,D-20,"<span style=""color:Teal""><strong>[YY+] Supreme Puff GX</strong>
<br>Take another turn after this one. <em>(Skip the between-turns step.)</em> If this Pokémon has at least 14 extra Fairy Energy attached to it <em>(in addition to this attack’s cost)</em>, your opponent shuffles all of their Benched Pokémon and all cards attached to them into their deck.<em> (You can't use more than 1 GX attack in a game.)</em></span>",
226132,Jirachi GX - 79a/236,Jirachi GX 79a 236,https://tcgplayer-cdn.tcgplayer.com/product/226132_200w.jpg,3,1938,https://cpt.tcgcsv.com/GsQ2,2026-02-16T14:34:46.463,1,079a/236,Promo,Psychic,160,Basic,"<strong>Ability — Psychic Zone</strong>
<br>Don't apply Psychic Weakness when Pokémon <em>(both yours and your opponent's)</em> take damage from attacks.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[P] Star Search
<br>Search your deck for an Energy card and attach it to 1 of your Psychic Pokémon. Then, shuffle your deck.",Px2,1,8.99,15.14,96.95,14.1,14.87,Holofoil,,"<span style=""color:Teal""><strong>[PPP] Star Shield GX (100)</strong>
<br>Prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
