productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extCardText,extAttack3,extUPC
149055,Alolan Geodude,Alolan Geodude,https://tcgplayer-cdn.tcgplayer.com/product/149055_200w.jpg,3,2071,https://cpt.tcgcsv.com/7Fc2,2025-12-10T23:19:39.713,1,0.01,0.15,1.49,0.14,0.1,Normal,32/111,Common,Lightning,60,Basic,"[0] Defense Curl
<br>Flip a coin. If heads, prevent all damage done to this Pokemon by attacks during your opponent's next turn.",Fx2,M-20,2,[2] Tackle (20),,,
149055,Alolan Geodude,Alolan Geodude,https://tcgplayer-cdn.tcgplayer.com/product/149055_200w.jpg,3,2071,https://cpt.tcgcsv.com/7Fc2,2025-12-10T23:19:39.713,1,0.1,0.28,1.5,0.28,,Reverse Holofoil,32/111,Common,Lightning,60,Basic,"[0] Defense Curl
<br>Flip a coin. If heads, prevent all damage done to this Pokemon by attacks during your opponent's next turn.",Fx2,M-20,2,[2] Tackle (20),,,
149056,Alolan Graveler,Alolan Graveler,https://tcgplayer-cdn.tcgplayer.com/product/149056_200w.jpg,3,2071,https://cpt.tcgcsv.com/8Fc2,2025-02-05T21:26:07.84,1,0.01,0.16,1.49,0.16,0.1,Normal,33/111,Uncommon,Lightning,100,Stage 1,[2] Corkscrew (30),Fx2,M-20,3,"[1LL] Self-Destruct (100)
<br>This Pokemon does 100 damage to itself.",,,
149056,Alolan Graveler,Alolan Graveler,https://tcgplayer-cdn.tcgplayer.com/product/149056_200w.jpg,3,2071,https://cpt.tcgcsv.com/8Fc2,2025-02-05T21:26:07.84,1,0.14,0.35,2.3,0.35,,Reverse Holofoil,33/111,Uncommon,Lightning,100,Stage 1,[2] Corkscrew (30),Fx2,M-20,3,"[1LL] Self-Destruct (100)
<br>This Pokemon does 100 damage to itself.",,,
149057,Alolan Golem GX,Alolan Golem GX,https://tcgplayer-cdn.tcgplayer.com/product/149057_200w.jpg,3,2071,https://cpt.tcgcsv.com/9Fc2,2026-01-14T12:03:17.18,1,1.24,2.0,14.0,1.83,1.79,Holofoil,34/111,Ultra Rare,Lightning,250,Stage 2,[2L] hammer In (80),Fx2,M-20,4,"[2LL] Super Electromagnetic Tackle (200)
<br>This Pokemon does 50 damage to itself.",,"<span style=""color:Teal""><strong>[2LL] Heavy Rock GX (100)</strong>
<br>Your opponent can't play any cards from their hand during their next turn.<em> (You can't use more than 1 GX attack in a game.)</em></span>",
149058,Emolga,Emolga,https://tcgplayer-cdn.tcgplayer.com/product/149058_200w.jpg,3,2071,https://cpt.tcgcsv.com/bFc2,2026-02-11T16:35:23.763,1,0.01,0.18,1.49,0.17,0.1,Normal,35/111,Uncommon,Lightning,60,Basic,"[1] Energy Catch
<br>Put 3 basic Energy cards from your discard pile into your hand.",Lx2,F-20,1,"[L] Volt Switch (30)
<br>Switch this Pokemon with 1 of your Benched Lightning Pokemon.",,,
149058,Emolga,Emolga,https://tcgplayer-cdn.tcgplayer.com/product/149058_200w.jpg,3,2071,https://cpt.tcgcsv.com/bFc2,2026-02-11T16:35:23.763,1,0.19,0.36,1.95,0.34,0.22,Reverse Holofoil,35/111,Uncommon,Lightning,60,Basic,"[1] Energy Catch
<br>Put 3 basic Energy cards from your discard pile into your hand.",Lx2,F-20,1,"[L] Volt Switch (30)
<br>Switch this Pokemon with 1 of your Benched Lightning Pokemon.",,,
149059,Gastly,Gastly,https://tcgplayer-cdn.tcgplayer.com/product/149059_200w.jpg,3,2071,https://cpt.tcgcsv.com/cFc2,2022-12-05T19:13:29.797,1,0.03,0.25,4.0,0.3,0.23,Normal,36/111,Common,Psychic,50,Basic,"[P] Ominous Eyes
<br>Put 1 damage counter on 1 of your opponent's Pokemon.",Dx2,F-20,1,,,,
149059,Gastly,Gastly,https://tcgplayer-cdn.tcgplayer.com/product/149059_200w.jpg,3,2071,https://cpt.tcgcsv.com/cFc2,2022-12-05T19:13:29.797,1,0.08,0.39,2.0,0.35,,Reverse Holofoil,36/111,Common,Psychic,50,Basic,"[P] Ominous Eyes
<br>Put 1 damage counter on 1 of your opponent's Pokemon.",Dx2,F-20,1,,,,
149060,Haunter,Haunter,https://tcgplayer-cdn.tcgplayer.com/product/149060_200w.jpg,3,2071,https://cpt.tcgcsv.com/dFc2,2022-12-05T19:13:38.413,1,0.04,0.27,1.49,0.37,0.25,Normal,37/111,Uncommon,Psychic,70,Stage 1,"[P] Pain Amplifier
<br>Put 2 damage counters on each of your opponent's Pokemon that has any damage counters on it.",Dx2,F-20,1,,,,
149060,Haunter,Haunter,https://tcgplayer-cdn.tcgplayer.com/product/149060_200w.jpg,3,2071,https://cpt.tcgcsv.com/dFc2,2022-12-05T19:13:38.413,1,0.3,0.81,4.99,0.85,,Reverse Holofoil,37/111,Uncommon,Psychic,70,Stage 1,"[P] Pain Amplifier
<br>Put 2 damage counters on each of your opponent's Pokemon that has any damage counters on it.",Dx2,F-20,1,,,,
149061,Gengar,Gengar,https://tcgplayer-cdn.tcgplayer.com/product/149061_200w.jpg,3,2071,https://cpt.tcgcsv.com/fFc2,2026-01-23T18:52:23.203,1,8.36,15.0,249.96,14.79,249.96,Holofoil,38/111,Holo Rare,Psychic,130,Stage 2,"[2P] Fade to Black (70)
<br>Your opponent's Active Pokemon is now Confused.",Dx2,F-20,0,,"<strong>Ability — Gnawing Curse</strong>
<br>Whenever your opponent attaches an Energy card from their hand to 1 of their Pokemon, put 2 damage counters on that Pokemon.",,
149061,Gengar,Gengar,https://tcgplayer-cdn.tcgplayer.com/product/149061_200w.jpg,3,2071,https://cpt.tcgcsv.com/fFc2,2026-01-23T18:52:23.203,1,10.71,17.04,32.04,16.22,,Reverse Holofoil,38/111,Holo Rare,Psychic,130,Stage 2,"[2P] Fade to Black (70)
<br>Your opponent's Active Pokemon is now Confused.",Dx2,F-20,0,,"<strong>Ability — Gnawing Curse</strong>
<br>Whenever your opponent attaches an Energy card from their hand to 1 of their Pokemon, put 2 damage counters on that Pokemon.",,
149062,Misdreavus,Misdreavus,https://tcgplayer-cdn.tcgplayer.com/product/149062_200w.jpg,3,2071,https://cpt.tcgcsv.com/gFc2,2022-12-05T19:13:51.033,1,0.02,0.16,19.5,0.15,0.1,Normal,39/111,Common,Psychic,60,Basic,"[P] Confuse Ray
<br>Your opponent's Active Pokemon is now Confused.",Dx2,F-20,1,,,,
149062,Misdreavus,Misdreavus,https://tcgplayer-cdn.tcgplayer.com/product/149062_200w.jpg,3,2071,https://cpt.tcgcsv.com/gFc2,2022-12-05T19:13:51.033,1,0.1,0.34,2.0,0.33,0.4,Reverse Holofoil,39/111,Common,Psychic,60,Basic,"[P] Confuse Ray
<br>Your opponent's Active Pokemon is now Confused.",Dx2,F-20,1,,,,
149063,Mismagius,Mismagius,https://tcgplayer-cdn.tcgplayer.com/product/149063_200w.jpg,3,2071,https://cpt.tcgcsv.com/hFc2,2026-02-02T21:34:33.81,1,0.04,0.31,19.5,0.32,0.23,Normal,40/111,Rare,Psychic,110,Stage 1,"[P] Chaos Wheel (30)
<br>Your opponent can't play any Pokemon Tool, Special Energy, or Stadium cards from their hand during their next turn.",Dx2,F-20,1,"[2P] Dark Arts (20x)
<br>This attack does 20 damage for each card in your opponent's hand.",,,
149063,Mismagius,Mismagius,https://tcgplayer-cdn.tcgplayer.com/product/149063_200w.jpg,3,2071,https://cpt.tcgcsv.com/hFc2,2026-02-02T21:34:33.81,1,0.15,0.43,2.47,0.39,0.35,Reverse Holofoil,40/111,Rare,Psychic,110,Stage 1,"[P] Chaos Wheel (30)
<br>Your opponent can't play any Pokemon Tool, Special Energy, or Stadium cards from their hand during their next turn.",Dx2,F-20,1,"[2P] Dark Arts (20x)
<br>This attack does 20 damage for each card in your opponent's hand.",,,
149064,Spoink,Spoink,https://tcgplayer-cdn.tcgplayer.com/product/149064_200w.jpg,3,2071,https://cpt.tcgcsv.com/jFc2,2025-02-05T21:26:08.063,1,0.01,0.16,19.5,0.15,0.1,Normal,41/111,Common,Psychic,50,Basic,[1] Splash (10),Px2,None,1,,,,
149064,Spoink,Spoink,https://tcgplayer-cdn.tcgplayer.com/product/149064_200w.jpg,3,2071,https://cpt.tcgcsv.com/jFc2,2025-02-05T21:26:08.063,1,0.05,0.29,2.0,0.31,,Reverse Holofoil,41/111,Common,Psychic,50,Basic,[1] Splash (10),Px2,None,1,,,,
149065,Grumpig,Grumpig,https://tcgplayer-cdn.tcgplayer.com/product/149065_200w.jpg,3,2071,https://cpt.tcgcsv.com/kFc2,2025-12-10T01:03:32.043,1,0.01,0.2,4.0,0.2,0.1,Normal,42/111,Uncommon,Psychic,120,Stage 1,"[2P] Psych Up (60)
<br>During your turn, this Pokemon's Psych Up attack does 60 more damage <em>(before applying Weakness and Resistance)</em>.",Px2,None,2,,"<strong>Ability — Own Tempo</strong>
<br>This Pokemon can't be Confused.",,
149065,Grumpig,Grumpig,https://tcgplayer-cdn.tcgplayer.com/product/149065_200w.jpg,3,2071,https://cpt.tcgcsv.com/kFc2,2025-12-10T01:03:32.043,1,0.14,0.35,2.99,0.32,,Reverse Holofoil,42/111,Uncommon,Psychic,120,Stage 1,"[2P] Psych Up (60)
<br>During your turn, this Pokemon's Psych Up attack does 60 more damage <em>(before applying Weakness and Resistance)</em>.",Px2,None,2,,"<strong>Ability — Own Tempo</strong>
<br>This Pokemon can't be Confused.",,
149066,Chimecho,Chimecho,https://tcgplayer-cdn.tcgplayer.com/product/149066_200w.jpg,3,2071,https://cpt.tcgcsv.com/lFc2,2025-12-10T01:01:23.707,1,0.01,0.15,19.5,0.13,0.1,Normal,43/111,Common,Psychic,70,Basic,"[P] Bell of Silence (10)
<br>Your opponent can't play any Pokemon that has an Ability from their hand during theirn ext turn.",Px2,None,1,,,,
149066,Chimecho,Chimecho,https://tcgplayer-cdn.tcgplayer.com/product/149066_200w.jpg,3,2071,https://cpt.tcgcsv.com/lFc2,2025-12-10T01:01:23.707,1,0.09,0.3,2.99,0.28,0.24,Reverse Holofoil,43/111,Common,Psychic,70,Basic,"[P] Bell of Silence (10)
<br>Your opponent can't play any Pokemon that has an Ability from their hand during theirn ext turn.",Px2,None,1,,,,
149067,Pumpkaboo,Pumpkaboo,https://tcgplayer-cdn.tcgplayer.com/product/149067_200w.jpg,3,2071,https://cpt.tcgcsv.com/mFc2,2026-02-02T21:35:24.327,1,0.01,0.17,4.0,0.18,0.19,Normal,44/111,Common,Psychic,60,Basic,"[P] Astonish
<br>Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.",Dx2,F-20,2,,,,
149067,Pumpkaboo,Pumpkaboo,https://tcgplayer-cdn.tcgplayer.com/product/149067_200w.jpg,3,2071,https://cpt.tcgcsv.com/mFc2,2026-02-02T21:35:24.327,1,0.05,0.25,1.5,0.23,0.25,Reverse Holofoil,44/111,Common,Psychic,60,Basic,"[P] Astonish
<br>Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.",Dx2,F-20,2,,,,
149068,Gourgeist,Gourgeist,https://tcgplayer-cdn.tcgplayer.com/product/149068_200w.jpg,3,2071,https://cpt.tcgcsv.com/nFc2,2025-02-05T21:26:08.22,1,0.04,0.25,1.49,0.19,0.19,Normal,45/111,Rare,Psychic,120,Stage 1,"[P] Confuse Ray
<br>Your opponent's Active Pokemon is now Confused.",Dx2,F-20,3,"[2] Pumpkin Bomb (10+)
<br>Before doing damage, you may discard any number of Pokemon Tool cards from your Pokemon. This attack does 40 more damage for each card you discarded in this way.",,,
149068,Gourgeist,Gourgeist,https://tcgplayer-cdn.tcgplayer.com/product/149068_200w.jpg,3,2071,https://cpt.tcgcsv.com/nFc2,2025-02-05T21:26:08.22,1,0.15,0.39,2.0,0.41,,Reverse Holofoil,45/111,Rare,Psychic,120,Stage 1,"[P] Confuse Ray
<br>Your opponent's Active Pokemon is now Confused.",Dx2,F-20,3,"[2] Pumpkin Bomb (10+)
<br>Before doing damage, you may discard any number of Pokemon Tool cards from your Pokemon. This attack does 40 more damage for each card you discarded in this way.",,,
149069,Salandit,Salandit,https://tcgplayer-cdn.tcgplayer.com/product/149069_200w.jpg,3,2071,https://cpt.tcgcsv.com/pFc2,2026-02-02T21:35:57.557,1,0.01,0.15,4.0,0.09,0.04,Normal,46/111,Common,Psychic,60,Basic,"[P] Singe
<br>Your opponent's Active Pokemon is now Burned.",Px2,None,1,,,,
149069,Salandit,Salandit,https://tcgplayer-cdn.tcgplayer.com/product/149069_200w.jpg,3,2071,https://cpt.tcgcsv.com/pFc2,2026-02-02T21:35:57.557,1,0.05,0.25,1.49,0.25,0.19,Reverse Holofoil,46/111,Common,Psychic,60,Basic,"[P] Singe
<br>Your opponent's Active Pokemon is now Burned.",Px2,None,1,,,,
149070,Salazzle,Salazzle,https://tcgplayer-cdn.tcgplayer.com/product/149070_200w.jpg,3,2071,https://cpt.tcgcsv.com/qFc2,2026-01-19T14:05:41.753,1,0.08,0.35,2.99,0.33,0.22,Holofoil,47/111,Holo Rare,Psychic,110,Stage 1,"[P] Nasty Plot
<br>Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.",Px2,None,1,"[P] Severe Poison
<br>Your opponent's Active Pokemon is now Poisoned. Put 4 damage counters instead of 1 on that Pokemon between turns.",,,
149070,Salazzle,Salazzle,https://tcgplayer-cdn.tcgplayer.com/product/149070_200w.jpg,3,2071,https://cpt.tcgcsv.com/qFc2,2026-01-19T14:05:41.753,1,0.19,0.4,2.56,0.31,0.33,Reverse Holofoil,47/111,Holo Rare,Psychic,110,Stage 1,"[P] Nasty Plot
<br>Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.",Px2,None,1,"[P] Severe Poison
<br>Your opponent's Active Pokemon is now Poisoned. Put 4 damage counters instead of 1 on that Pokemon between turns.",,,
149071,Oranguru,Oranguru,https://tcgplayer-cdn.tcgplayer.com/product/149071_200w.jpg,3,2071,https://cpt.tcgcsv.com/rFc2,2025-11-21T03:28:53.617,1,0.07,0.25,1.62,0.25,0.16,Normal,48/111,Rare,Psychic,110,Basic,"[P] Fixer of the Forest
<br>Put 3 Pokemon Tool cards from your discard pile into your hand.",Px2,None,2,[2P] Zen Headbutt (70),,,
149071,Oranguru,Oranguru,https://tcgplayer-cdn.tcgplayer.com/product/149071_200w.jpg,3,2071,https://cpt.tcgcsv.com/rFc2,2025-11-21T03:28:53.617,1,0.09,0.35,1.5,0.34,0.28,Reverse Holofoil,48/111,Rare,Psychic,110,Basic,"[P] Fixer of the Forest
<br>Put 3 Pokemon Tool cards from your discard pile into your hand.",Px2,None,2,[2P] Zen Headbutt (70),,,
149072,Nihilego GX,Nihilego GX,https://tcgplayer-cdn.tcgplayer.com/product/149072_200w.jpg,3,2071,https://cpt.tcgcsv.com/sFc2,2026-01-14T14:20:14.83,1,5.94,7.52,96.95,7.15,17.99,Holofoil,49/111,Ultra Rare,Psychic,180,Basic,"[PPP] Lock Up (120)
<br>The Defending Pokemon can't retreat during your opponent's next turn.",Px2,None,2,"<span style=""color:DarkRed""><strong>[PPP] Symbiont GX</strong>
<br>Add the top 2 cards of your opponent's deck to their Prize cards.<em> (You can't use more than 1 GX attack in a game.)</em></span>","<strong>Ability — Empty Light</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may leave both Active Pokemon Confused and Poisoned.",,
149073,Mankey,Mankey,https://tcgplayer-cdn.tcgplayer.com/product/149073_200w.jpg,3,2071,https://cpt.tcgcsv.com/tFc2,2026-02-02T21:33:49.737,1,0.01,0.15,4.0,0.15,0.07,Normal,50/111,Common,Fighting,60,Basic,"[F] Three-Step Strike (10x)
<br>Flip 3 coins. This attack does 10 damage for each heads.",Px2,None,1,,,,
149073,Mankey,Mankey,https://tcgplayer-cdn.tcgplayer.com/product/149073_200w.jpg,3,2071,https://cpt.tcgcsv.com/tFc2,2026-02-02T21:33:49.737,1,0.08,0.25,2.22,0.26,0.19,Reverse Holofoil,50/111,Common,Fighting,60,Basic,"[F] Three-Step Strike (10x)
<br>Flip 3 coins. This attack does 10 damage for each heads.",Px2,None,1,,,,
149074,Primeape,Primeape,https://tcgplayer-cdn.tcgplayer.com/product/149074_200w.jpg,3,2071,https://cpt.tcgcsv.com/vFc2,2025-11-21T03:31:42.29,1,0.25,0.58,4.0,0.58,,Normal,51/111,Rare,Fighting,90,Stage 1,[2] Low Kick (30),Px2,None,1,"[FF] Lucha Fight (90)
<br>During your opponent's next turn, the Defending Pokemon's attacks do 30 more damage <em>(before applying Weakness and Resistance)</em>.",,,
149074,Primeape,Primeape,https://tcgplayer-cdn.tcgplayer.com/product/149074_200w.jpg,3,2071,https://cpt.tcgcsv.com/vFc2,2025-11-21T03:31:42.29,1,0.25,0.78,5.0,0.75,5.0,Reverse Holofoil,51/111,Rare,Fighting,90,Stage 1,[2] Low Kick (30),Px2,None,1,"[FF] Lucha Fight (90)
<br>During your opponent's next turn, the Defending Pokemon's attacks do 30 more damage <em>(before applying Weakness and Resistance)</em>.",,,
149075,Cubone,Cubone,https://tcgplayer-cdn.tcgplayer.com/product/149075_200w.jpg,3,2071,https://cpt.tcgcsv.com/wFc2,2026-02-11T15:21:14.597,1,0.01,0.25,19.5,0.31,0.15,Normal,52/111,Common,Fighting,70,Basic,"[1] Leer
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Gx2,None,2,[2] Headbutt (20),,,
149075,Cubone,Cubone,https://tcgplayer-cdn.tcgplayer.com/product/149075_200w.jpg,3,2071,https://cpt.tcgcsv.com/wFc2,2026-02-11T15:21:14.597,1,0.24,0.5,3.0,0.62,0.99,Reverse Holofoil,52/111,Common,Fighting,70,Basic,"[1] Leer
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Gx2,None,2,[2] Headbutt (20),,,
149076,Regirock,Regirock,https://tcgplayer-cdn.tcgplayer.com/product/149076_200w.jpg,3,2071,https://cpt.tcgcsv.com/xFc2,2025-12-10T01:07:39.28,1,0.1,0.25,4.0,0.25,0.25,Normal,53/111,Rare,Fighting,130,Basic,"[1FF] Tough Swing (110)
<br>This attack's damage isn't affected by Resistance.",Gx2,None,3,,"<strong>Ability — Rock Peak Growl</strong>
<br>Your Registeel's attacks do 10 more damage to your opponent's Active Pokemon <em>(before applying Weakness and Resistance)</em>.",,
149076,Regirock,Regirock,https://tcgplayer-cdn.tcgplayer.com/product/149076_200w.jpg,3,2071,https://cpt.tcgcsv.com/xFc2,2025-12-10T01:07:39.28,1,0.24,0.39,1.55,0.39,0.2,Reverse Holofoil,53/111,Rare,Fighting,130,Basic,"[1FF] Tough Swing (110)
<br>This attack's damage isn't affected by Resistance.",Gx2,None,3,,"<strong>Ability — Rock Peak Growl</strong>
<br>Your Registeel's attacks do 10 more damage to your opponent's Active Pokemon <em>(before applying Weakness and Resistance)</em>.",,
149077,Gastrodon,Gastrodon,https://tcgplayer-cdn.tcgplayer.com/product/149077_200w.jpg,3,2071,https://cpt.tcgcsv.com/zFc2,2026-02-11T16:55:31.593,1,0.02,0.23,19.5,0.25,0.15,Normal,54/111,Uncommon,Fighting,120,Stage 1,"[1F] Eerie Fluid (30)
<br>Your opponent's Active Pokemon is now Confused.",Gx2,None,3,"[1FF] Earthquake (120)
<br>This attack does 10 damage to each of your Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",,,
149077,Gastrodon,Gastrodon,https://tcgplayer-cdn.tcgplayer.com/product/149077_200w.jpg,3,2071,https://cpt.tcgcsv.com/zFc2,2026-02-11T16:55:31.593,1,0.2,0.35,2.94,0.33,,Reverse Holofoil,54/111,Uncommon,Fighting,120,Stage 1,"[1F] Eerie Fluid (30)
<br>Your opponent's Active Pokemon is now Confused.",Gx2,None,3,"[1FF] Earthquake (120)
<br>This attack does 10 damage to each of your Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",,,
149078,Stufful,Stufful,https://tcgplayer-cdn.tcgplayer.com/product/149078_200w.jpg,3,2071,https://cpt.tcgcsv.com/BFc2,2026-02-02T21:37:20.487,1,0.01,0.19,19.5,0.18,0.1,Normal,55/111,Common,Fighting,70,Basic,[2] Flop (30),Px2,None,2,,,,
149078,Stufful,Stufful,https://tcgplayer-cdn.tcgplayer.com/product/149078_200w.jpg,3,2071,https://cpt.tcgcsv.com/BFc2,2026-02-02T21:37:20.487,1,0.1,0.35,19.5,0.34,0.25,Reverse Holofoil,55/111,Common,Fighting,70,Basic,[2] Flop (30),Px2,None,2,,,,
149079,Bewear,Bewear,https://tcgplayer-cdn.tcgplayer.com/product/149079_200w.jpg,3,2071,https://cpt.tcgcsv.com/CFc2,2026-02-11T16:33:55.37,1,0.15,0.37,19.5,0.37,0.28,Holofoil,56/111,Holo Rare,Fighting,130,Stage 1,"[2F] Cross-Cut (60+)
<br>If your opponent's Active Pokemon is an Evolution Pokemon, this attack does 60 more damage.",Px2,None,3,,"<strong>Ability — Fluffy</strong>
<br>This Pokemon takes 30 less damage from the attacks of your opponent's non-Fire Pokemon <em>(after applying Weakness and Resistance)</em>.",,
149079,Bewear,Bewear,https://tcgplayer-cdn.tcgplayer.com/product/149079_200w.jpg,3,2071,https://cpt.tcgcsv.com/CFc2,2026-02-11T16:33:55.37,1,0.19,0.4,1.64,0.4,0.47,Reverse Holofoil,56/111,Holo Rare,Fighting,130,Stage 1,"[2F] Cross-Cut (60+)
<br>If your opponent's Active Pokemon is an Evolution Pokemon, this attack does 60 more damage.",Px2,None,3,,"<strong>Ability — Fluffy</strong>
<br>This Pokemon takes 30 less damage from the attacks of your opponent's non-Fire Pokemon <em>(after applying Weakness and Resistance)</em>.",,
149080,Buzzwole GX,Buzzwole GX,https://tcgplayer-cdn.tcgplayer.com/product/149080_200w.jpg,3,2071,https://cpt.tcgcsv.com/DFc2,2026-01-19T15:27:34.213,1,1.98,3.21,96.95,3.68,96.95,Holofoil,57/111,Ultra Rare,Fighting,190,Basic,"[F] Jet Punch (30)
<br>This attack does 30 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Px2,None,2,"[FFF] Knuckle Impact (160)
<br>This Pokemon can't attack during your next turn.",,"<span style=""color:DarkRed""><strong>[FFF] Absorption GX</strong>
<br>This attack does 40 damage for each of your remaining Prize cards.<em> (You can't use more than 1 GX attack in a game.)</em></span>",
149081,Houndour,Houndour,https://tcgplayer-cdn.tcgplayer.com/product/149081_200w.jpg,3,2071,https://cpt.tcgcsv.com/FFc2,2022-12-05T19:22:07.83,1,0.01,0.2,19.5,0.24,0.1,Normal,58/111,Common,Darkness,60,Basic,[D] Rear Kick (10),Fx2,P-20,1,[1D] Darkness Fang (20),,,
149081,Houndour,Houndour,https://tcgplayer-cdn.tcgplayer.com/product/149081_200w.jpg,3,2071,https://cpt.tcgcsv.com/FFc2,2022-12-05T19:22:07.83,1,0.04,0.3,2.0,0.29,0.3,Reverse Holofoil,58/111,Common,Darkness,60,Basic,[D] Rear Kick (10),Fx2,P-20,1,[1D] Darkness Fang (20),,,
149082,Houndoom,Houndoom,https://tcgplayer-cdn.tcgplayer.com/product/149082_200w.jpg,3,2071,https://cpt.tcgcsv.com/GFc2,2022-12-05T19:22:15.983,1,0.19,0.42,3.49,0.5,,Normal,59/111,Rare,Darkness,110,Stage 1,"[1D] Fire Fang (30)
<br>Your opponent's Active Pokemon is now Burned.",Fx2,P-20,1,"[2D] Puncturing Fangs (90)
<br>This attack's damage isn't affected by Resistance.",,,
149082,Houndoom,Houndoom,https://tcgplayer-cdn.tcgplayer.com/product/149082_200w.jpg,3,2071,https://cpt.tcgcsv.com/GFc2,2022-12-05T19:22:15.983,1,0.35,0.74,5.95,0.76,,Reverse Holofoil,59/111,Rare,Darkness,110,Stage 1,"[1D] Fire Fang (30)
<br>Your opponent's Active Pokemon is now Burned.",Fx2,P-20,1,"[2D] Puncturing Fangs (90)
<br>This attack's damage isn't affected by Resistance.",,,
149083,Deino,Deino,https://tcgplayer-cdn.tcgplayer.com/product/149083_200w.jpg,3,2071,https://cpt.tcgcsv.com/HFc2,2025-11-25T23:35:15.16,1,0.03,0.19,19.5,0.19,0.19,Normal,60/111,Common,Darkness,70,Basic,[1D] Headbutt (20),Fx2,P-20,2,"[1DD] Surprise Attack (60)
<br>Flip a coin. If tails, this attack does nothing.",,,
149083,Deino,Deino,https://tcgplayer-cdn.tcgplayer.com/product/149083_200w.jpg,3,2071,https://cpt.tcgcsv.com/HFc2,2025-11-25T23:35:15.16,1,0.1,0.28,2.99,0.26,,Reverse Holofoil,60/111,Common,Darkness,70,Basic,[1D] Headbutt (20),Fx2,P-20,2,"[1DD] Surprise Attack (60)
<br>Flip a coin. If tails, this attack does nothing.",,,
149084,Zweilous,Zweilous,https://tcgplayer-cdn.tcgplayer.com/product/149084_200w.jpg,3,2071,https://cpt.tcgcsv.com/JFc2,2026-02-02T21:38:05.57,1,0.01,0.16,5.01,0.11,0.1,Normal,61/111,Uncommon,Darkness,90,Stage 1,[1D] Headbutt (30),Fx2,P-20,2,"[1DD] Double Hit (60x)
<br>Flip 2 coins. This attack does 60 damage for each heads.",,,
149084,Zweilous,Zweilous,https://tcgplayer-cdn.tcgplayer.com/product/149084_200w.jpg,3,2071,https://cpt.tcgcsv.com/JFc2,2026-02-02T21:38:05.57,1,0.15,0.37,2.99,0.36,0.34,Reverse Holofoil,61/111,Uncommon,Darkness,90,Stage 1,[1D] Headbutt (30),Fx2,P-20,2,"[1DD] Double Hit (60x)
<br>Flip 2 coins. This attack does 60 damage for each heads.",,,
149085,Hydreigon,Hydreigon,https://tcgplayer-cdn.tcgplayer.com/product/149085_200w.jpg,3,2071,https://cpt.tcgcsv.com/KFc2,2025-12-10T01:04:31.363,1,0.08,0.28,3.0,0.28,,Normal,62/111,Rare,Darkness,160,Stage 2,"[1DD] Dark Destruction (120)
<br>You may discard an Energy from this Pokemon. If you do, discard an Energy from your opponent's Active Pokemon.",Fx2,P-20,2,,"<strong>Ability — Weed Out</strong>
<br>Once during your turn <em>(before your attack)</em>, you may choose 3 of your Benched Pokemon. Then, discard your other Benched Pokemon.",,
149085,Hydreigon,Hydreigon,https://tcgplayer-cdn.tcgplayer.com/product/149085_200w.jpg,3,2071,https://cpt.tcgcsv.com/KFc2,2025-12-10T01:04:31.363,1,0.15,0.44,2.0,0.43,,Reverse Holofoil,62/111,Rare,Darkness,160,Stage 2,"[1DD] Dark Destruction (120)
<br>You may discard an Energy from this Pokemon. If you do, discard an Energy from your opponent's Active Pokemon.",Fx2,P-20,2,,"<strong>Ability — Weed Out</strong>
<br>Once during your turn <em>(before your attack)</em>, you may choose 3 of your Benched Pokemon. Then, discard your other Benched Pokemon.",,
149086,Guzzlord GX,Guzzlord GX,https://tcgplayer-cdn.tcgplayer.com/product/149086_200w.jpg,3,2071,https://cpt.tcgcsv.com/LFc2,2026-01-14T13:26:51.38,1,3.49,5.21,12.49,5.22,,Holofoil,63/111,Ultra Rare,Darkness,210,Basic,"[D] Eat Sloppily
<br>Discard the top 5 cards of your deck. If any of those cards are Energy cards, attach them to this Pokemon.",Fx2,P-20,4,[2DDD] Tyrannical Hole (180),,"<span style=""color:DarkRed""><strong>[DDDDD] Glutton GX (100)</strong>
<br>If your opponent's Pokemon is Knocked Out by damage from this attack, take 2 more Prize cards.
<em> (You can't use more than 1 GX attack in a game.)</em></span>",
