productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,extResistance,extAttack3
92207,Minun,Minun,https://tcgplayer-cdn.tcgplayer.com/product/92207_200w.jpg,3,1481,https://cpt.tcgcsv.com/9VL,2022-12-22T20:00:47.46,1,,0.15,0.41,4.0,0.41,,Normal,32/111,Common,Lightning,70,Basic,"[1] Negative Discard
<br>Put 2 basic Energy cards from your discard pile into your hand.",[L] Static Shock (20),Fx2,1,M-20,
92207,Minun,Minun,https://tcgplayer-cdn.tcgplayer.com/product/92207_200w.jpg,3,1481,https://cpt.tcgcsv.com/9VL,2022-12-22T20:00:47.46,1,,0.7,0.74,1.5,1.82,,Reverse Holofoil,32/111,Common,Lightning,70,Basic,"[1] Negative Discard
<br>Put 2 basic Energy cards from your discard pile into your hand.",[L] Static Shock (20),Fx2,1,M-20,
92208,Thundurus,Thundurus,https://tcgplayer-cdn.tcgplayer.com/product/92208_200w.jpg,3,1481,https://cpt.tcgcsv.com/bVL,2022-12-22T20:00:55.627,1,,0.1,0.29,1.51,0.24,0.24,Normal,33/111,Rare,Lightning,120,Basic,"[1L] Raging Thunder Punch (30+)
<br>If your opponent's Active Pokémon has a Pokémon Tool card attached to it, this attack does 30 more damage.","[1LL] Lightning Slam (100)
<br>This Pokémon can't use Lightning Slam during your next turn.",Fx2,1,M-20,
92208,Thundurus,Thundurus,https://tcgplayer-cdn.tcgplayer.com/product/92208_200w.jpg,3,1481,https://cpt.tcgcsv.com/bVL,2022-12-22T20:00:55.627,1,,0.3,0.74,2.0,0.8,,Reverse Holofoil,33/111,Rare,Lightning,120,Basic,"[1L] Raging Thunder Punch (30+)
<br>If your opponent's Active Pokémon has a Pokémon Tool card attached to it, this attack does 30 more damage.","[1LL] Lightning Slam (100)
<br>This Pokémon can't use Lightning Slam during your next turn.",Fx2,1,M-20,
92209,Dedenne,Dedenne,https://tcgplayer-cdn.tcgplayer.com/product/92209_200w.jpg,3,1481,https://cpt.tcgcsv.com/cVL,2025-10-31T18:36:06.387,1,,0.1,0.29,1.58,0.35,,Normal,34/111,Uncommon,Lightning,70,Basic,"[1] Entrainment
<br>Search your deck for up to 2 Basic Pokémon and put them onto your bench. Shuffle your deck afterward.","[1] Energy Short (20x)
<br>This attack does 20 damage times the amount of Energy attached to your opponent's Active Pokémon.",Fx2,1,M-20,
92209,Dedenne,Dedenne,https://tcgplayer-cdn.tcgplayer.com/product/92209_200w.jpg,3,1481,https://cpt.tcgcsv.com/cVL,2025-10-31T18:36:06.387,1,,0.45,0.75,2.0,0.97,,Reverse Holofoil,34/111,Uncommon,Lightning,70,Basic,"[1] Entrainment
<br>Search your deck for up to 2 Basic Pokémon and put them onto your bench. Shuffle your deck afterward.","[1] Energy Short (20x)
<br>This attack does 20 damage times the amount of Energy attached to your opponent's Active Pokémon.",Fx2,1,M-20,
92210,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/92210_200w.jpg,3,1481,https://cpt.tcgcsv.com/dVL,2022-12-22T20:01:22.527,1,,0.03,0.2,1.49,0.19,,Normal,35/111,Common,Psychic,70,Basic,"[P] Sinister Suggestion
<br>Whenever your opponent flips a coin during his or her next turn, treat it as tails.",[PP] Psyshot (20),Px2,2,,
92210,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/92210_200w.jpg,3,1481,https://cpt.tcgcsv.com/dVL,2022-12-22T20:01:22.527,1,,0.1,0.44,3.99,0.43,,Reverse Holofoil,35/111,Common,Psychic,70,Basic,"[P] Sinister Suggestion
<br>Whenever your opponent flips a coin during his or her next turn, treat it as tails.",[PP] Psyshot (20),Px2,2,,
92211,Hypno,Hypno,https://tcgplayer-cdn.tcgplayer.com/product/92211_200w.jpg,3,1481,https://cpt.tcgcsv.com/fVL,2025-12-08T23:58:33.29,1,,0.15,0.41,2.14,0.41,0.38,Normal,36/111,Rare,Psychic,90,Stage 1,"[P] Hand Control
<br>Your opponent reveals his or her hand. You may choose a Supporter card you find there. If you do, your opponent plays that Supporter card. However, you make all the decisions for that card. (That Supporter card is discarded.)","[PPP] Hypnoblast (60)
<br>Your opponent's Active Pokémon is now Asleep.",Px2,2,,
92211,Hypno,Hypno,https://tcgplayer-cdn.tcgplayer.com/product/92211_200w.jpg,3,1481,https://cpt.tcgcsv.com/fVL,2025-12-08T23:58:33.29,1,,0.25,0.72,4.89,0.64,,Reverse Holofoil,36/111,Rare,Psychic,90,Stage 1,"[P] Hand Control
<br>Your opponent reveals his or her hand. You may choose a Supporter card you find there. If you do, your opponent plays that Supporter card. However, you make all the decisions for that card. (That Supporter card is discarded.)","[PPP] Hypnoblast (60)
<br>Your opponent's Active Pokémon is now Asleep.",Px2,2,,
92212,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/92212_200w.jpg,3,1481,https://cpt.tcgcsv.com/gVL,2022-12-22T20:01:59.5,1,"Ability - Victory Kiss
<br>Once during your turn (before your attack), if this Pokémon is on your Bench, you may heal 10 damage from your Active Pokémon.",0.24,0.46,35.0,0.46,0.25,Normal,37/111,Rare,Psychic,70,Basic,"[2P] Hug (30)
<br>The Defending Pokémon can't retreat during your opponent's next turn.",,Px2,1,,
92212,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/92212_200w.jpg,3,1481,https://cpt.tcgcsv.com/gVL,2022-12-22T20:01:59.5,1,"Ability - Victory Kiss
<br>Once during your turn (before your attack), if this Pokémon is on your Bench, you may heal 10 damage from your Active Pokémon.",0.45,0.83,1.61,0.79,,Reverse Holofoil,37/111,Rare,Psychic,70,Basic,"[2P] Hug (30)
<br>The Defending Pokémon can't retreat during your opponent's next turn.",,Px2,1,,
92213,Skorupi,Skorupi,https://tcgplayer-cdn.tcgplayer.com/product/92213_200w.jpg,3,1481,https://cpt.tcgcsv.com/hVL,2026-01-27T19:05:57.623,1,,0.02,0.22,4.0,0.22,,Normal,38/111,Common,Psychic,70,Basic,"[1] Poison Sting
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned.",[2P] Pierce (30),Px2,2,,
92213,Skorupi,Skorupi,https://tcgplayer-cdn.tcgplayer.com/product/92213_200w.jpg,3,1481,https://cpt.tcgcsv.com/hVL,2026-01-27T19:05:57.623,1,,0.15,0.44,2.37,0.37,0.27,Reverse Holofoil,38/111,Common,Psychic,70,Basic,"[1] Poison Sting
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned.",[2P] Pierce (30),Px2,2,,
92214,Gothita,Gothita,https://tcgplayer-cdn.tcgplayer.com/product/92214_200w.jpg,3,1481,https://cpt.tcgcsv.com/jVL,2023-03-13T08:06:13.507,1,,0.02,0.21,4.0,0.21,0.15,Normal,39/111,Common,Psychic,50,Basic,[1] Slap (10),"[1P] Psy Bolt (10)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Px2,1,,
92214,Gothita,Gothita,https://tcgplayer-cdn.tcgplayer.com/product/92214_200w.jpg,3,1481,https://cpt.tcgcsv.com/jVL,2023-03-13T08:06:13.507,1,,0.1,0.48,3.99,0.47,,Reverse Holofoil,39/111,Common,Psychic,50,Basic,[1] Slap (10),"[1P] Psy Bolt (10)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Px2,1,,
92215,Gothorita,Gothorita,https://tcgplayer-cdn.tcgplayer.com/product/92215_200w.jpg,3,1481,https://cpt.tcgcsv.com/kVL,2025-12-03T01:48:50.21,1,,0.1,0.25,4.0,0.26,,Normal,40/111,Uncommon,Psychic,80,Stage 1,"[1] Fortunate Eye
<br>Look at the top 5 cards of your opponent's deck and put them back on top of his or her deck in any order.",[1P] Smack (30),Px2,1,,
92215,Gothorita,Gothorita,https://tcgplayer-cdn.tcgplayer.com/product/92215_200w.jpg,3,1481,https://cpt.tcgcsv.com/kVL,2025-12-03T01:48:50.21,1,,0.2,0.75,2.49,0.79,1.59,Reverse Holofoil,40/111,Uncommon,Psychic,80,Stage 1,"[1] Fortunate Eye
<br>Look at the top 5 cards of your opponent's deck and put them back on top of his or her deck in any order.",[1P] Smack (30),Px2,1,,
92216,Gothitelle,Gothitelle,https://tcgplayer-cdn.tcgplayer.com/product/92216_200w.jpg,3,1481,https://cpt.tcgcsv.com/lVL,2022-12-22T20:02:41.077,1,"Abiltiy - <b>Teleport Room</b>
<br>Once during your turn (before your attack), you may discard any Stadium card in play. If you do, put a Stadium card with a different name from your discard pile into play.",0.12,0.5,1.56,0.51,,Normal,41/111,Rare,Psychic,130,Stage 2,"[2P] Psy Report (60)
<br>Your opponent reveals his or her hand.",,Px2,2,,
92216,Gothitelle,Gothitelle,https://tcgplayer-cdn.tcgplayer.com/product/92216_200w.jpg,3,1481,https://cpt.tcgcsv.com/lVL,2022-12-22T20:02:41.077,1,"Abiltiy - <b>Teleport Room</b>
<br>Once during your turn (before your attack), you may discard any Stadium card in play. If you do, put a Stadium card with a different name from your discard pile into play.",0.4,0.82,3.99,0.8,,Reverse Holofoil,41/111,Rare,Psychic,130,Stage 2,"[2P] Psy Report (60)
<br>Your opponent reveals his or her hand.",,Px2,2,,
92217,"Furious Fists Theme Deck - ""Dark Hammer"" [Pangoro]",Furious Fists Theme Deck Dark Hammer Pangoro,https://tcgplayer-cdn.tcgplayer.com/product/92217_200w.jpg,3,1481,https://cpt.tcgcsv.com/mVL,2018-10-03T13:44:09.42,1,"<em>Bring the hammer down with the Dark Hammer theme deck! Get your hardest hitters into battle-ready mode quickly with handy Trainer cards like Evosoda and Korrina. Mienshao pulls a tricky hit-and-run as Pangoro hammers away at your opponent’s deck. Landorus keeps your team powered up with Energy, and Professor Sycamore refills your hand. With Machamp’s Fighting Fury Ability to boost your attacks, your opponent could be in for a dark fate!</em>
<br>
<br><strong>Contents:</strong>
<br>• 1 60-card preconstructed deck
<br>• Damage counters
<br>• 1 coin",39.97,39.99,40.0,39.97,,Normal,,,,,,,,,,,
92218,"Furious Fists Theme Deck - ""Enchanted Echo"" [Sylveon]",Furious Fists Theme Deck Enchanted Echo Sylveon,https://tcgplayer-cdn.tcgplayer.com/product/92218_200w.jpg,3,1481,https://cpt.tcgcsv.com/nVL,2018-10-03T13:45:17.783,1,"<em>Disrupt your opponent’s strategy and protect your team with the Enchanted Echo theme deck! With Sylveon to keep Energy away from opposing Pokemon and Tornadus to shove them back to the Bench, your path will be clear to dish out the hits. Add in the damage prevention of Clefable and Accelgor, plus the healing powers of Victreebel and Potion, and your victory could echo through the ages!</em>
<br>
<br><strong>Contents:</strong>
<br>• 1 60-card preconstructed deck
<br>• Damage counters
<br>• 1 coin",,,,,,,,,,,,,,,,,
92219,Golett,Golett,https://tcgplayer-cdn.tcgplayer.com/product/92219_200w.jpg,3,1481,https://cpt.tcgcsv.com/pVL,2025-02-05T21:17:12.193,1,,0.02,0.2,4.0,0.17,,Normal,42/111,Common,Psychic,90,Basic,[1P] Pound (20),"[2P] Rock Smash (30+)
<br>Flip a coin. If heads, this attack does 30 more damage.",Dx2,3,F-20,
92219,Golett,Golett,https://tcgplayer-cdn.tcgplayer.com/product/92219_200w.jpg,3,1481,https://cpt.tcgcsv.com/pVL,2025-02-05T21:17:12.193,1,,0.1,0.43,2.43,0.43,,Reverse Holofoil,42/111,Common,Psychic,90,Basic,[1P] Pound (20),"[2P] Rock Smash (30+)
<br>Flip a coin. If heads, this attack does 30 more damage.",Dx2,3,F-20,
92220,Golurk,Golurk,https://tcgplayer-cdn.tcgplayer.com/product/92220_200w.jpg,3,1481,https://cpt.tcgcsv.com/qVL,2022-12-22T20:02:56.9,1,,0.08,0.3,19.5,0.27,0.17,Normal,43/111,Rare,Psychic,130,Stage 1,"[2P] Wreck (60+)
<br>If there is any Stadium card in play, this attack does 60 more damage. Discard that Stadium card.",[3P] Golurk Hammer (100),Dx2,4,F-20,
92220,Golurk,Golurk,https://tcgplayer-cdn.tcgplayer.com/product/92220_200w.jpg,3,1481,https://cpt.tcgcsv.com/qVL,2022-12-22T20:02:56.9,1,,0.3,0.71,3.49,0.71,,Reverse Holofoil,43/111,Rare,Psychic,130,Stage 1,"[2P] Wreck (60+)
<br>If there is any Stadium card in play, this attack does 60 more damage. Discard that Stadium card.",[3P] Golurk Hammer (100),Dx2,4,F-20,
92221,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/92221_200w.jpg,3,1481,https://cpt.tcgcsv.com/rVL,2026-02-17T22:35:51.453,1,,0.1,0.21,4.0,0.19,,Normal,44/111,Common,Fighting,70,Basic,[F] Knuckle Punch (10),,Px2,2,,
92221,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/92221_200w.jpg,3,1481,https://cpt.tcgcsv.com/rVL,2026-02-17T22:35:51.453,1,,0.1,0.5,3.99,0.7,0.35,Reverse Holofoil,44/111,Common,Fighting,70,Basic,[F] Knuckle Punch (10),,Px2,2,,
92222,Machoke,Machoke,https://tcgplayer-cdn.tcgplayer.com/product/92222_200w.jpg,3,1481,https://cpt.tcgcsv.com/sVL,2022-12-22T20:03:16.363,1,,0.05,0.25,4.0,0.27,,Normal,45/111,Uncommon,Fighting,90,Stage 1,[FF] Beatdown (40),,Px2,2,,
92222,Machoke,Machoke,https://tcgplayer-cdn.tcgplayer.com/product/92222_200w.jpg,3,1481,https://cpt.tcgcsv.com/sVL,2022-12-22T20:03:16.363,1,,0.5,0.75,1.0,0.84,0.84,Reverse Holofoil,45/111,Uncommon,Fighting,90,Stage 1,[FF] Beatdown (40),,Px2,2,,
92223,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/92223_200w.jpg,3,1481,https://cpt.tcgcsv.com/tVL,2026-01-27T18:52:17.613,1,"Ability - Fighting Fury
<br>Each of your Fighting Pokémon's attacks do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).",0.23,0.89,4.89,0.9,,Holofoil,46/111,Holo Rare,Fighting,150,Stage 2,"[FFF] Machamp Crush (80)
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokémon is reduced by 40 (before applying Weakness and Resistance).",,Px2,2,,
92223,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/92223_200w.jpg,3,1481,https://cpt.tcgcsv.com/tVL,2026-01-27T18:52:17.613,1,"Ability - Fighting Fury
<br>Each of your Fighting Pokémon's attacks do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).",0.75,2.0,6.99,2.33,2.22,Reverse Holofoil,46/111,Holo Rare,Fighting,150,Stage 2,"[FFF] Machamp Crush (80)
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokémon is reduced by 40 (before applying Weakness and Resistance).",,Px2,2,,
92224,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/92224_200w.jpg,3,1481,https://cpt.tcgcsv.com/vVL,2025-12-08T23:53:51.537,1,,0.1,0.28,1.66,0.26,0.26,Normal,47/111,Uncommon,Fighting,90,Basic,"[F] Stretch Kick
<br>This attack does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",[FF] Spiral Kick (30),Px2,1,,
92224,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/92224_200w.jpg,3,1481,https://cpt.tcgcsv.com/vVL,2025-12-08T23:53:51.537,1,,0.3,1.01,3.49,1.31,,Reverse Holofoil,47/111,Uncommon,Fighting,90,Basic,"[F] Stretch Kick
<br>This attack does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",[FF] Spiral Kick (30),Px2,1,,
92225,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/92225_200w.jpg,3,1481,https://cpt.tcgcsv.com/wVL,2022-12-22T20:03:47.997,1,,0.01,0.26,1.49,0.26,,Normal,48/111,Uncommon,Fighting,90,Basic,"[2] Bullet Punch (20+)
<br>Flip 2 coins. This attack does 20 more damage for each heads.",[2F] Mach Cross (60),Px2,1,,
92225,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/92225_200w.jpg,3,1481,https://cpt.tcgcsv.com/wVL,2022-12-22T20:03:47.997,1,,0.31,0.53,3.99,0.52,,Reverse Holofoil,48/111,Uncommon,Fighting,90,Basic,"[2] Bullet Punch (20+)
<br>Flip 2 coins. This attack does 20 more damage for each heads.",[2F] Mach Cross (60),Px2,1,,
92226,Hitmontop,Hitmontop,https://tcgplayer-cdn.tcgplayer.com/product/92226_200w.jpg,3,1481,https://cpt.tcgcsv.com/xVL,2022-12-22T20:03:56.443,1,,0.05,0.35,4.0,0.36,,Normal,49/111,Uncommon,Fighting,90,Basic,"[1] Quick Draw
<br>Draw 1 card.","[2F] Helicoptero (40)
<br>Switch this Pokémon with 1 of your Benched Pokémon.",Px2,1,,
92226,Hitmontop,Hitmontop,https://tcgplayer-cdn.tcgplayer.com/product/92226_200w.jpg,3,1481,https://cpt.tcgcsv.com/xVL,2022-12-22T20:03:56.443,1,,0.57,1.45,4.15,3.18,,Reverse Holofoil,49/111,Uncommon,Fighting,90,Basic,"[1] Quick Draw
<br>Draw 1 card.","[2F] Helicoptero (40)
<br>Switch this Pokémon with 1 of your Benched Pokémon.",Px2,1,,
92227,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/92227_200w.jpg,3,1481,https://cpt.tcgcsv.com/zVL,2026-01-24T00:13:45.737,1,,0.2,0.4,19.5,0.42,0.3,Normal,50/111,Rare,Fighting,100,Stage 1,"[2] Giga Drain (20)
<br>Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.","[1FF] Sky Uppercut (70)
<br> This attack's damage isn't affected by Resistance.",Px2,2,,
92227,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/92227_200w.jpg,3,1481,https://cpt.tcgcsv.com/zVL,2026-01-24T00:13:45.737,1,,0.35,0.59,2.0,0.64,0.35,Reverse Holofoil,50/111,Rare,Fighting,100,Stage 1,"[2] Giga Drain (20)
<br>Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.","[1FF] Sky Uppercut (70)
<br> This attack's damage isn't affected by Resistance.",Px2,2,,
92228,Makuhita,Makuhita,https://tcgplayer-cdn.tcgplayer.com/product/92228_200w.jpg,3,1481,https://cpt.tcgcsv.com/BVL,2022-12-22T20:05:15.783,1,,0.03,0.2,2.26,0.14,,Normal,51/111,Common,Fighting,80,Basic,[F] Punch (10),[2F] Strength (40),Px2,3,,
92228,Makuhita,Makuhita,https://tcgplayer-cdn.tcgplayer.com/product/92228_200w.jpg,3,1481,https://cpt.tcgcsv.com/BVL,2022-12-22T20:05:15.783,1,,0.1,0.32,2.37,0.32,,Reverse Holofoil,51/111,Common,Fighting,80,Basic,[F] Punch (10),[2F] Strength (40),Px2,3,,
92229,Hariyama,Hariyama,https://tcgplayer-cdn.tcgplayer.com/product/92229_200w.jpg,3,1481,https://cpt.tcgcsv.com/CVL,2025-12-08T23:53:10.533,1,"Ability - Thick Fat
<br>Any damage done to this Pokémon by attacks from your opponent's Fire or Water Pokémon is reduced by 30 (after applying Weakness and Resistance).",0.06,0.37,4.0,0.35,0.23,Normal,52/111,Rare,Fighting,120,Stage 1,[2F] Rocket Slap (80),,Px2,4,,
92229,Hariyama,Hariyama,https://tcgplayer-cdn.tcgplayer.com/product/92229_200w.jpg,3,1481,https://cpt.tcgcsv.com/CVL,2025-12-08T23:53:10.533,1,"Ability - Thick Fat
<br>Any damage done to this Pokémon by attacks from your opponent's Fire or Water Pokémon is reduced by 30 (after applying Weakness and Resistance).",0.34,0.66,2.63,0.76,,Reverse Holofoil,52/111,Rare,Fighting,120,Stage 1,[2F] Rocket Slap (80),,Px2,4,,
92230,Trapinch,Trapinch,https://tcgplayer-cdn.tcgplayer.com/product/92230_200w.jpg,3,1481,https://cpt.tcgcsv.com/DVL,2022-12-22T20:05:34.303,1,,0.04,0.2,4.0,0.18,,Normal,53/111,Common,Fighting,60,Basic,"[F] Mountain Munch
<br>Discard the top card of your opponent's deck.",[2] Mud-Slap (10),Gx2,1,,
92230,Trapinch,Trapinch,https://tcgplayer-cdn.tcgplayer.com/product/92230_200w.jpg,3,1481,https://cpt.tcgcsv.com/DVL,2022-12-22T20:05:34.303,1,,0.07,0.35,2.28,0.33,,Reverse Holofoil,53/111,Common,Fighting,60,Basic,"[F] Mountain Munch
<br>Discard the top card of your opponent's deck.",[2] Mud-Slap (10),Gx2,1,,
92231,Lucario EX,Lucario EX,https://tcgplayer-cdn.tcgplayer.com/product/92231_200w.jpg,3,1481,https://cpt.tcgcsv.com/FVL,2022-12-22T20:05:42.91,1,,5.0,7.33,10.79,10.08,,Holofoil,54/111,Ultra Rare,Fighting,180,Basic,"[F] Missile Jab (30)
<br>This attack's damage isn't affected by Resistance.","[FF] Corkscrew Smash (60)
<br>You may draw cards until you have 6 cards in your hand.",Px2,2,None,[FFF] Somersault Kick (100)
92232,M Lucario EX,M Lucario EX,https://tcgplayer-cdn.tcgplayer.com/product/92232_200w.jpg,3,1481,https://cpt.tcgcsv.com/GVL,2022-12-22T20:05:53.423,1,"When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.",31.97,50.2,79.99,53.94,,Holofoil,55/111,Ultra Rare,Fighting,220,Mega,"[FFF] Rising Fist (140)
<br>Discard an Energy attached to your opponent's Active Pokémon.",,Px2,2,None,
92233,Mienfoo,Mienfoo,https://tcgplayer-cdn.tcgplayer.com/product/92233_200w.jpg,3,1481,https://cpt.tcgcsv.com/HVL,2025-02-05T21:17:12.24,1,,0.02,0.2,4.0,0.16,0.1,Normal,56/111,Common,Fighting,60,Basic,[F] Flop (10),"[2] Lunge (30)
<br>Flip a coin. If tails, this attack does nothing.",Px2,1,,
92233,Mienfoo,Mienfoo,https://tcgplayer-cdn.tcgplayer.com/product/92233_200w.jpg,3,1481,https://cpt.tcgcsv.com/HVL,2025-02-05T21:17:12.24,1,,0.05,0.4,1.63,0.39,,Reverse Holofoil,56/111,Common,Fighting,60,Basic,[F] Flop (10),"[2] Lunge (30)
<br>Flip a coin. If tails, this attack does nothing.",Px2,1,,
92234,Mienshao,Mienshao,https://tcgplayer-cdn.tcgplayer.com/product/92234_200w.jpg,3,1481,https://cpt.tcgcsv.com/JVL,2022-12-22T20:06:14.38,1,,0.08,0.25,19.5,0.24,0.17,Normal,57/111,Uncommon,Fighting,90,Stage 1,"[F] Aero Turn (40)
<br>Return this Pokémon and all cards attached to it to your hand.",[2] High Jump Kick (40),Px2,1,,
92234,Mienshao,Mienshao,https://tcgplayer-cdn.tcgplayer.com/product/92234_200w.jpg,3,1481,https://cpt.tcgcsv.com/JVL,2022-12-22T20:06:14.38,1,,0.49,0.91,2.0,0.72,,Reverse Holofoil,57/111,Uncommon,Fighting,90,Stage 1,"[F] Aero Turn (40)
<br>Return this Pokémon and all cards attached to it to your hand.",[2] High Jump Kick (40),Px2,1,,
92235,Landorus,Landorus,https://tcgplayer-cdn.tcgplayer.com/product/92235_200w.jpg,3,1481,https://cpt.tcgcsv.com/KVL,2024-08-22T12:21:32.687,1,,0.2,0.59,4.5,0.55,,Holofoil,58/111,Holo Rare,Fighting,120,Basic,"[F] Shout of Power (20)
<br>Attach a basic Energy card from your discard pile to 1 of your Benched Pokémon.",[1FF] Sky Lariat (90),Wx2,1,,
92235,Landorus,Landorus,https://tcgplayer-cdn.tcgplayer.com/product/92235_200w.jpg,3,1481,https://cpt.tcgcsv.com/KVL,2024-08-22T12:21:32.687,1,,0.34,0.75,1.61,0.73,0.89,Reverse Holofoil,58/111,Holo Rare,Fighting,120,Basic,"[F] Shout of Power (20)
<br>Attach a basic Energy card from your discard pile to 1 of your Benched Pokémon.",[1FF] Sky Lariat (90),Wx2,1,,
92236,Pancham (59),Pancham 59,https://tcgplayer-cdn.tcgplayer.com/product/92236_200w.jpg,3,1481,https://cpt.tcgcsv.com/LVL,2025-12-03T23:44:57.48,1,,0.07,0.25,1.61,0.23,0.24,Normal,59/111,Uncommon,Fighting,60,Basic,"[1] Bad-Influence Evolution
<br>If you have any Darkness Pokémon on your Bench, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon. (This counts as evolving this Pokémon.) Shuffle your deck afterward.",[2F] Confront (30),Px2,1,,
92236,Pancham (59),Pancham 59,https://tcgplayer-cdn.tcgplayer.com/product/92236_200w.jpg,3,1481,https://cpt.tcgcsv.com/LVL,2025-12-03T23:44:57.48,1,,0.28,0.71,1.25,0.77,0.98,Reverse Holofoil,59/111,Uncommon,Fighting,60,Basic,"[1] Bad-Influence Evolution
<br>If you have any Darkness Pokémon on your Bench, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon. (This counts as evolving this Pokémon.) Shuffle your deck afterward.",[2F] Confront (30),Px2,1,,
92237,Pancham (60),Pancham 60,https://tcgplayer-cdn.tcgplayer.com/product/92237_200w.jpg,3,1481,https://cpt.tcgcsv.com/MVL,2023-01-30T11:06:40.737,1,,0.05,0.23,4.0,0.22,0.22,Normal,60/111,Common,Fighting,70,Basic,"[2] Comet Punch (10x)
<br>Flip 4 coins. This attack does 10 damage times the number of heads.",,Px2,2,,
92237,Pancham (60),Pancham 60,https://tcgplayer-cdn.tcgplayer.com/product/92237_200w.jpg,3,1481,https://cpt.tcgcsv.com/MVL,2023-01-30T11:06:40.737,1,,0.31,0.81,5.99,1.08,0.59,Reverse Holofoil,60/111,Common,Fighting,70,Basic,"[2] Comet Punch (10x)
<br>Flip 4 coins. This attack does 10 damage times the number of heads.",,Px2,2,,
92238,Tyrunt,Tyrunt,https://tcgplayer-cdn.tcgplayer.com/product/92238_200w.jpg,3,1481,https://cpt.tcgcsv.com/NVL,2023-07-08T15:41:47.31,1,,2.0,3.33,7.97,3.95,,Normal,61/111,Uncommon,Fighting,90,Restored,[1F] Gnaw (30),"[2F] Crunch (50)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon.",Gx2,2,,
92238,Tyrunt,Tyrunt,https://tcgplayer-cdn.tcgplayer.com/product/92238_200w.jpg,3,1481,https://cpt.tcgcsv.com/NVL,2023-07-08T15:41:47.31,1,,3.6,4.5,9.99,6.84,,Reverse Holofoil,61/111,Uncommon,Fighting,90,Restored,[1F] Gnaw (30),"[2F] Crunch (50)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon.",Gx2,2,,
92239,Tyrantrum,Tyrantrum,https://tcgplayer-cdn.tcgplayer.com/product/92239_200w.jpg,3,1481,https://cpt.tcgcsv.com/PVL,2022-12-22T20:07:08.02,1,,8.38,9.82,12.0,8.93,,Normal,62/111,Rare,Fighting,150,Stage 1,"[2F] Chew Up (60+)
<br>If your opponent's Active Pokémon has any Special Energy attached to it, this attack does 90 more damage.","[2FF] Giga Impact (150)
<br>This Pokémon can't attack during your next turn.",Gx2,3,,
92239,Tyrantrum,Tyrantrum,https://tcgplayer-cdn.tcgplayer.com/product/92239_200w.jpg,3,1481,https://cpt.tcgcsv.com/PVL,2022-12-22T20:07:08.02,1,,9.99,11.62,19.99,13.96,,Reverse Holofoil,62/111,Rare,Fighting,150,Stage 1,"[2F] Chew Up (60+)
<br>If your opponent's Active Pokémon has any Special Energy attached to it, this attack does 90 more damage.","[2FF] Giga Impact (150)
<br>This Pokémon can't attack during your next turn.",Gx2,3,,
