productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extAttack2
97077,Team Magma's Great Ball,Team Magmas Great Ball,https://tcgplayer-cdn.tcgplayer.com/product/97077_200w.jpg,3,1525,https://cpt.tcgcsv.com/zRN,2024-07-26T17:27:08.523,1,31/34,Uncommon,Item,,,,,,,13.66,30.0,39.99,20.28,,Reverse Holofoil,"Search your deck for a Basic Pokemon that has Team Magma in its name and a basic Fighting Energy, reveal them, and put them into your hand. Shuffle your deck afterward.",
97078,Team Magma's Secret Base,Team Magmas Secret Base,https://tcgplayer-cdn.tcgplayer.com/product/97078_200w.jpg,3,1525,https://cpt.tcgcsv.com/BRN,2022-12-14T16:29:37.117,1,32/34,Uncommon,Stadium,,,,,,,1.3,2.25,5.0,3.1,2.97,Normal,"Whenever any player plays a Basic Pokemon from his or her hand to his or her Bench <em>(excluding Pokemon with Team Magma in their names)</em>, put 2 damage counters on that Pokemon.",
97078,Team Magma's Secret Base,Team Magmas Secret Base,https://tcgplayer-cdn.tcgplayer.com/product/97078_200w.jpg,3,1525,https://cpt.tcgcsv.com/BRN,2022-12-14T16:29:37.117,1,32/34,Uncommon,Stadium,,,,,,,2.95,3.67,9.99,5.0,,Reverse Holofoil,"Whenever any player plays a Basic Pokemon from his or her hand to his or her Bench <em>(excluding Pokemon with Team Magma in their names)</em>, put 2 damage counters on that Pokemon.",
97079,Double Aqua Energy,Double Aqua Energy,https://tcgplayer-cdn.tcgplayer.com/product/97079_200w.jpg,3,1525,https://cpt.tcgcsv.com/CRN,2022-12-14T16:29:43.007,1,33/34,Uncommon,Special Energy,,,,,,,0.2,0.59,4.0,0.78,0.75,Normal,"This card can only be attached to Pokemon with Team Aqua in their names. At the end of your turn, discard this card.
<br>While in play, this card provides WW Energy
<br><em>(If this card is attached to anything other than a Team Aqua Pokemon, discard this card.)</em>",
97079,Double Aqua Energy,Double Aqua Energy,https://tcgplayer-cdn.tcgplayer.com/product/97079_200w.jpg,3,1525,https://cpt.tcgcsv.com/CRN,2022-12-14T16:29:43.007,1,33/34,Uncommon,Special Energy,,,,,,,1.5,2.94,9.99,3.39,,Reverse Holofoil,"This card can only be attached to Pokemon with Team Aqua in their names. At the end of your turn, discard this card.
<br>While in play, this card provides WW Energy
<br><em>(If this card is attached to anything other than a Team Aqua Pokemon, discard this card.)</em>",
97080,Double Magma Energy,Double Magma Energy,https://tcgplayer-cdn.tcgplayer.com/product/97080_200w.jpg,3,1525,https://cpt.tcgcsv.com/DRN,2024-07-26T17:27:08.57,1,34/34,Uncommon,Special Energy,,,,,,,0.19,0.55,4.0,0.74,,Normal,"This card can only be attached to Pokemon with Team Magma in their names. At the end of your turn, discard this card.
<br>While in play, this card provides FF Energy
<br><em>(If this card is attached to anything other than a Team Magma Pokemon, discard this card.)</em>",
97080,Double Magma Energy,Double Magma Energy,https://tcgplayer-cdn.tcgplayer.com/product/97080_200w.jpg,3,1525,https://cpt.tcgcsv.com/DRN,2024-07-26T17:27:08.57,1,34/34,Uncommon,Special Energy,,,,,,,1.35,1.53,9.99,3.13,1.44,Reverse Holofoil,"This card can only be attached to Pokemon with Team Magma in their names. At the end of your turn, discard this card.
<br>While in play, this card provides FF Energy
<br><em>(If this card is attached to anything other than a Team Magma Pokemon, discard this card.)</em>",
97764,Double Crisis: Team Magma Blister,Double Crisis Team Magma Blister,https://tcgplayer-cdn.tcgplayer.com/product/97764_200w.jpg,3,1525,https://cpt.tcgcsv.com/j7P,2018-10-10T15:05:48.51,1,,,,,,,,,,,,,,,,,
97765,Double Crisis: Team Aqua Blister,Team Aqua Blister,https://tcgplayer-cdn.tcgplayer.com/product/97765_200w.jpg,3,1525,https://cpt.tcgcsv.com/k7P,2018-10-10T15:05:39.483,1,,,,,,,,,,,,,,,,,
229226,Double Crisis Booster Pack,Double Crisis Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/229226_200w.jpg,3,1525,https://cpt.tcgcsv.com/xJR2,2020-12-16T18:37:41.813,1,,,,,,,,,,430.0,460.13,500.0,399.57,,Normal,Each booster pack contains 7 random cards.,
