productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extUPC
84656,Dark Slowking,Dark Slowking,https://tcgplayer-cdn.tcgplayer.com/product/84656_200w.jpg,3,1444,https://cpt.tcgcsv.com/8TH,2022-11-28T20:14:29.82,1,020/105,Rare,Psychic,"<strong>Pokémon Power: Cunning</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at the top card of your opponent's deck. Then, you may have your opponent shuffle his or her deck. This power can't be used if Dark Slowking is Asleep, Confused, or Paralyzed.",30.0,30.0,30.0,83.38,,1st Edition,60,Stage 1,"[PP] Mind Shock (30)
<br>Don't apply Weakness and Resistance for this attack.",,P,,2,
84656,Dark Slowking,Dark Slowking,https://tcgplayer-cdn.tcgplayer.com/product/84656_200w.jpg,3,1444,https://cpt.tcgcsv.com/8TH,2022-11-28T20:14:29.82,1,020/105,Rare,Psychic,"<strong>Pokémon Power: Cunning</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at the top card of your opponent's deck. Then, you may have your opponent shuffle his or her deck. This power can't be used if Dark Slowking is Asleep, Confused, or Paralyzed.",25.0,34.99,9999.0,32.04,,Unlimited,60,Stage 1,"[PP] Mind Shock (30)
<br>Don't apply Weakness and Resistance for this attack.",,P,,2,
84659,Dark Typhlosion,Dark Typhlosion,https://tcgplayer-cdn.tcgplayer.com/product/84659_200w.jpg,3,1444,https://cpt.tcgcsv.com/cTH,2022-11-28T20:15:49.63,1,010/105,Holo Rare,Fire,,37.65,78.49,9999.0,60.47,,Unlimited Holofoil,80,Stage 2,[1] Claw Swipe (20),"[R] Rushing Flames (40x)
<br>You may discard any number of Fire Energy cards attached to your Pokémon. Flip a coin for each Fire Energy card discarded in this way. This attack does 40 damage times the number of heads.",W,,1,
84660,Dark Tyranitar,Dark Tyranitar,https://tcgplayer-cdn.tcgplayer.com/product/84660_200w.jpg,3,1444,https://cpt.tcgcsv.com/dTH,2022-11-28T20:18:14.817,1,011/105,Holo Rare,Fighting,,450.0,472.5,494.99,399.99,,1st Edition Holofoil,90,Stage 2,"[F] Mountain Smasher (20x)
<br>
Flip a number of coins equal to the number of Fighting Energy cards attached to Dark Tyranitar. This attack does 20 damage times the number of heads. Then, for each heads, discard the top card from your opponent's deck.","[1FFF] Fling Away (50)
<br>If your opponent has any Benched Pokémon, this attack does 30 damage instead of 50 and choose 1 of those Benched Pokémon. This attack does 30 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G,L-30,3,
84660,Dark Tyranitar,Dark Tyranitar,https://tcgplayer-cdn.tcgplayer.com/product/84660_200w.jpg,3,1444,https://cpt.tcgcsv.com/dTH,2022-11-28T20:18:14.817,1,011/105,Holo Rare,Fighting,,165.29,235.02,9999.0,242.06,,Unlimited Holofoil,90,Stage 2,"[F] Mountain Smasher (20x)
<br>
Flip a number of coins equal to the number of Fighting Energy cards attached to Dark Tyranitar. This attack does 20 damage times the number of heads. Then, for each heads, discard the top card from your opponent's deck.","[1FFF] Fling Away (50)
<br>If your opponent has any Benched Pokémon, this attack does 30 damage instead of 50 and choose 1 of those Benched Pokémon. This attack does 30 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G,L-30,3,
84663,Dark Ursaring,Dark Ursaring,https://tcgplayer-cdn.tcgplayer.com/product/84663_200w.jpg,3,1444,https://cpt.tcgcsv.com/hTH,2022-11-28T20:20:15.163,1,021/105,Rare,Colorless,,30.0,62.5,90.0,32.5,,1st Edition,60,Stage 1,"[1] Provoke
<br>Look at your opponent's hand. If he or she has any Baby Pokémon and/or Basic Pokémon there, you. may put any number of them onto your opponent's Bench <em>(as long as there's room)</em>. Then, your opponent looks at your hand. If you have any Baby Pokémon and/or Basic Pokémon there, your opponent may put any number of them onto your Bench <em>(as long as there's room)</em>.","[2] Battle Frenzy
<br>For each Pokémon in play <em>(yours and your opponent's)</em>, flip a coin. For each heads, this attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack.",F,P-30,2,
84663,Dark Ursaring,Dark Ursaring,https://tcgplayer-cdn.tcgplayer.com/product/84663_200w.jpg,3,1444,https://cpt.tcgcsv.com/hTH,2022-11-28T20:20:15.163,1,021/105,Rare,Colorless,,9.0,11.75,15.0,11.68,,Unlimited,60,Stage 1,"[1] Provoke
<br>Look at your opponent's hand. If he or she has any Baby Pokémon and/or Basic Pokémon there, you. may put any number of them onto your opponent's Bench <em>(as long as there's room)</em>. Then, your opponent looks at your hand. If you have any Baby Pokémon and/or Basic Pokémon there, your opponent may put any number of them onto your Bench <em>(as long as there's room)</em>.","[2] Battle Frenzy
<br>For each Pokémon in play <em>(yours and your opponent's)</em>, flip a coin. For each heads, this attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack.",F,P-30,2,
84674,Dark Wigglytuff,Dark Wigglytuff,https://tcgplayer-cdn.tcgplayer.com/product/84674_200w.jpg,3,1444,https://cpt.tcgcsv.com/vTH,2022-11-28T20:22:03.59,1,040/105,Uncommon,Colorless,,17.0,21.12,25.0,17.79,,1st Edition,60,Stage 1,"[2] Dark Song
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep. If tails, the Defending Pokémon is now Confused.","[3] Slap Awake (20+)
<br>If the Defending Pokémon is Asleep or Confused, this attack does 20 more damage. Then, the Defending Pokémon is no longer Asleep or Confused.",F,P-30,2,
84674,Dark Wigglytuff,Dark Wigglytuff,https://tcgplayer-cdn.tcgplayer.com/product/84674_200w.jpg,3,1444,https://cpt.tcgcsv.com/vTH,2022-11-28T20:22:03.59,1,040/105,Uncommon,Colorless,,4.5,4.88,13.99,5.2,,Unlimited,60,Stage 1,"[2] Dark Song
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep. If tails, the Defending Pokémon is now Confused.","[3] Slap Awake (20+)
<br>If the Defending Pokémon is Asleep or Confused, this attack does 20 more damage. Then, the Defending Pokémon is no longer Asleep or Confused.",F,P-30,2,
84929,Dratini,Dratini,https://tcgplayer-cdn.tcgplayer.com/product/84929_200w.jpg,3,1444,https://cpt.tcgcsv.com/C-H,2026-03-09T15:00:16.407,1,063/105,Common,Colorless,,17.0,22.39,29.99,10.21,,1st Edition,40,Basic,"[1] Shed
<br>Remove 1 damage counter from Dratini.","[1] Fury Attack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",,P-30,1,
84929,Dratini,Dratini,https://tcgplayer-cdn.tcgplayer.com/product/84929_200w.jpg,3,1444,https://cpt.tcgcsv.com/C-H,2026-03-09T15:00:16.407,1,063/105,Common,Colorless,,2.96,9.75,29.97,5.15,,Unlimited,40,Basic,"[1] Shed
<br>Remove 1 damage counter from Dratini.","[1] Fury Attack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",,P-30,1,
85208,Energy Amplifier,Energy Amplifier,https://tcgplayer-cdn.tcgplayer.com/product/85208_200w.jpg,3,1444,https://cpt.tcgcsv.com/b6J,2022-11-28T20:23:39.067,1,098/105,Uncommon,Trainer,"Choose an Energy card in your hand, show it to your opponent, and shuffle it into your deck. Then flip a coin. If heads, search your deck for up to 3 basic Energy cards. Show them to your opponent, and put them into your hand. Shuffle your deck afterward.",0.73,1.82,4.12,1.96,,1st Edition,,,,,,,,
85208,Energy Amplifier,Energy Amplifier,https://tcgplayer-cdn.tcgplayer.com/product/85208_200w.jpg,3,1444,https://cpt.tcgcsv.com/b6J,2022-11-28T20:23:39.067,1,098/105,Uncommon,Trainer,"Choose an Energy card in your hand, show it to your opponent, and shuffle it into your deck. Then flip a coin. If heads, search your deck for up to 3 basic Energy cards. Show them to your opponent, and put them into your hand. Shuffle your deck afterward.",0.4,1.0,3.89,1.14,,Unlimited,,,,,,,,
85251,Energy Stadium,Energy Stadium,https://tcgplayer-cdn.tcgplayer.com/product/85251_200w.jpg,3,1444,https://cpt.tcgcsv.com/27J,2022-11-28T20:24:25.24,1,099/105,Uncommon,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, that play may flip a coin. If heads, that player puts a basic Energy card from his or her discard pile into his or her hand.",3.18,5.47,11.97,8.14,11.97,1st Edition,,,,,,,,
85251,Energy Stadium,Energy Stadium,https://tcgplayer-cdn.tcgplayer.com/product/85251_200w.jpg,3,1444,https://cpt.tcgcsv.com/27J,2022-11-28T20:24:25.24,1,099/105,Uncommon,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, that play may flip a coin. If heads, that player puts a basic Energy card from his or her discard pile into his or her hand.",0.25,1.35,21.33,1.37,,Unlimited,,,,,,,,
85342,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/85342_200w.jpg,3,1444,https://cpt.tcgcsv.com/S8J,2025-02-05T21:14:41.693,1,064/105,Common,Psychic,,1.36,3.8,5.0,1.91,,1st Edition,40,Basic,"[G] Sleep Power (10)
<br>The Defending Pokémon is now Asleep.","[P] Psyshock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P,,1,
85342,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/85342_200w.jpg,3,1444,https://cpt.tcgcsv.com/S8J,2025-02-05T21:14:41.693,1,064/105,Common,Psychic,,0.48,0.88,20.98,0.98,,Unlimited,40,Basic,"[G] Sleep Power (10)
<br>The Defending Pokémon is now Asleep.","[P] Psyshock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P,,1,
85367,EXP.ALL,EXPALL,https://tcgplayer-cdn.tcgplayer.com/product/85367_200w.jpg,3,1444,https://cpt.tcgcsv.com/m9J,2026-02-17T21:22:31.287,1,093/105,Rare,Tool,"Attach EXP.ALL to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
During your opponent's turn, if your Active Pokémon would be Knocked Out by your opponent's attack, you may take 1 of the basic Energy cards attached to your Active Pokémon and attach it to the Pokémon with EXP. ALL attached to it. If you do, discard EXP. ALL",6.64,8.24,9.98,7.53,7.99,1st Edition,,,,,,,,
85367,EXP.ALL,EXPALL,https://tcgplayer-cdn.tcgplayer.com/product/85367_200w.jpg,3,1444,https://cpt.tcgcsv.com/m9J,2026-02-17T21:22:31.287,1,093/105,Rare,Tool,"Attach EXP.ALL to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
During your opponent's turn, if your Active Pokémon would be Knocked Out by your opponent's attack, you may take 1 of the basic Energy cards attached to your Active Pokémon and attach it to the Pokémon with EXP. ALL attached to it. If you do, discard EXP. ALL",3.49,5.62,6.94,5.93,6.94,Unlimited,,,,,,,,
85647,Gastly,Gastly,https://tcgplayer-cdn.tcgplayer.com/product/85647_200w.jpg,3,1444,https://cpt.tcgcsv.com/ZgJ,2023-07-13T16:01:18.03,1,065/105,Common,Psychic,,3.8,5.11,10.29,6.01,,1st Edition,40,Basic,"[P] Nightmare (10)
<br>The Defending Pokémon is now Asleep.",,,F-30,,
85647,Gastly,Gastly,https://tcgplayer-cdn.tcgplayer.com/product/85647_200w.jpg,3,1444,https://cpt.tcgcsv.com/ZgJ,2023-07-13T16:01:18.03,1,065/105,Common,Psychic,,0.51,1.26,20.94,1.87,,Unlimited,40,Basic,"[P] Nightmare (10)
<br>The Defending Pokémon is now Asleep.",,,F-30,,
85728,Girafarig,Girafarig,https://tcgplayer-cdn.tcgplayer.com/product/85728_200w.jpg,3,1444,https://cpt.tcgcsv.com/BjJ,2023-03-08T18:01:23.513,1,066/105,Common,Colorless,,6.5,8.95,11.39,4.05,,1st Edition,60,Basic,"[2] Tail Bite (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","[PP] Psychic (10+)
<br>
Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon.",,,1,
85728,Girafarig,Girafarig,https://tcgplayer-cdn.tcgplayer.com/product/85728_200w.jpg,3,1444,https://cpt.tcgcsv.com/BjJ,2023-03-08T18:01:23.513,1,066/105,Common,Colorless,,1.19,1.51,7.99,1.91,,Unlimited,60,Basic,"[2] Tail Bite (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","[PP] Psychic (10+)
<br>
Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon.",,,1,
85762,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/85762_200w.jpg,3,1444,https://cpt.tcgcsv.com/gkJ,2025-02-05T21:14:41.757,1,067/105,Common,Fighting,,0.45,1.56,5.33,1.56,,1st Edition,50,Basic,"[1F] Stun Poison (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned.",,G,F-30,,
85762,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/85762_200w.jpg,3,1444,https://cpt.tcgcsv.com/gkJ,2025-02-05T21:14:41.757,1,067/105,Common,Fighting,,0.15,0.47,20.4,0.48,0.25,Unlimited,50,Basic,"[1F] Stun Poison (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned.",,G,F-30,,
85952,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/85952_200w.jpg,3,1444,https://cpt.tcgcsv.com/3pJ,2026-02-17T21:23:32.98,1,068/105,Common,Fire,,12.58,16.53,24.99,12.97,,1st Edition,50,Basic,[2] Bite (20),,W,,1,
85952,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/85952_200w.jpg,3,1444,https://cpt.tcgcsv.com/3pJ,2026-02-17T21:23:32.98,1,068/105,Common,Fire,,1.1,1.92,96.95,2.18,2.18,Unlimited,50,Basic,[2] Bite (20),,W,,1,
86039,Heal Powder,Heal Powder,https://tcgplayer-cdn.tcgplayer.com/product/86039_200w.jpg,3,1444,https://cpt.tcgcsv.com/PqJ,2025-02-05T21:14:41.817,1,104/105,Common,Item,"Flip a coin. If heads, your Active Pokémon is no longer Asleep, Confused, Paralyzed, or Poisoned and removed 2 damage counters from it. If your Active Pokémon has fewer damage counters than that, remove all of them.",0.5,0.77,4.0,0.77,0.5,1st Edition,,,,,,,,
86039,Heal Powder,Heal Powder,https://tcgplayer-cdn.tcgplayer.com/product/86039_200w.jpg,3,1444,https://cpt.tcgcsv.com/PqJ,2025-02-05T21:14:41.817,1,104/105,Common,Item,"Flip a coin. If heads, your Active Pokémon is no longer Asleep, Confused, Paralyzed, or Poisoned and removed 2 damage counters from it. If your Active Pokémon has fewer damage counters than that, remove all of them.",0.14,0.39,20.41,0.43,,Unlimited,,,,,,,,
86060,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/86060_200w.jpg,3,1444,https://cpt.tcgcsv.com/drJ,2022-11-28T20:36:33.597,1,041/105,Uncommon,Grass,,5.12,12.68,14.99,12.68,,1st Edition,60,Basic,[1G] Tackle (20),"[GGG] Charging Horn (30+)
<br>Flip a coin. If heads, this attack does 30 damage plus 30 more damage. If tails, this attack does 30 damage.",R,,2,
86060,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/86060_200w.jpg,3,1444,https://cpt.tcgcsv.com/drJ,2022-11-28T20:36:33.597,1,041/105,Uncommon,Grass,,2.0,4.62,25.25,5.25,,Unlimited,60,Basic,[1G] Tackle (20),"[GGG] Charging Horn (30+)
<br>Flip a coin. If heads, this attack does 30 damage plus 30 more damage. If tails, this attack does 30 damage.",R,,2,
86090,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/86090_200w.jpg,3,1444,https://cpt.tcgcsv.com/QrJ,2026-03-09T15:01:13.227,1,069/105,Common,Fighting,,2.41,5.06,6.99,4.16,,1st Edition,60,Basic,"[F] Dodge
<br>
If Hitmonchan would be damaged by an attack during your opponent's next turn, flip a coin. If heads, prevent that attack's damage done to Hitmonchan. <em>(Any other effects of attacks still happen.)</em>",[FFF] Supersonic Jab (40),P,,1,
86090,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/86090_200w.jpg,3,1444,https://cpt.tcgcsv.com/QrJ,2026-03-09T15:01:13.227,1,069/105,Common,Fighting,,0.86,1.38,4.99,1.4,0.88,Unlimited,60,Basic,"[F] Dodge
<br>
If Hitmonchan would be damaged by an attack during your opponent's next turn, flip a coin. If heads, prevent that attack's damage done to Hitmonchan. <em>(Any other effects of attacks still happen.)</em>",[FFF] Supersonic Jab (40),P,,1,
86103,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/86103_200w.jpg,3,1444,https://cpt.tcgcsv.com/5sJ,2023-06-17T08:00:53.097,1,042/105,Uncommon,Fighting,,3.73,6.49,13.5,9.58,,1st Edition,60,Basic,"[FF] One-Two Kick (20x)
<br>
Flip 2 coins. This attack does 20 damage times the number of heads.","[FFF] Heel Drop (60)
<br>Flip a coin. If tails, this attack does nothing.",P,,1,
86103,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/86103_200w.jpg,3,1444,https://cpt.tcgcsv.com/5sJ,2023-06-17T08:00:53.097,1,042/105,Uncommon,Fighting,,1.05,1.5,10.0,1.9,,Unlimited,60,Basic,"[FF] One-Two Kick (20x)
<br>
Flip 2 coins. This attack does 20 damage times the number of heads.","[FFF] Heel Drop (60)
<br>Flip a coin. If tails, this attack does nothing.",P,,1,
86219,Houndour,Houndour,https://tcgplayer-cdn.tcgplayer.com/product/86219_200w.jpg,3,1444,https://cpt.tcgcsv.com/pvJ,2022-11-28T20:40:50.237,1,043/105,Uncommon,Darkness,,8.9,13.0,16.99,12.5,,1st Edition,40,Basic,"[D] Corner
<br>
The Defending Pokémon can't retreat during your opponent's next turn.","[2] Lunge (30)
<br>Flip a coin. If tails, this attack does nothing.",,P-30,1,
86219,Houndour,Houndour,https://tcgplayer-cdn.tcgplayer.com/product/86219_200w.jpg,3,1444,https://cpt.tcgcsv.com/pvJ,2022-11-28T20:40:50.237,1,043/105,Uncommon,Darkness,,3.5,7.34,9999.0,3.61,,Unlimited,40,Basic,"[D] Corner
<br>
The Defending Pokémon can't retreat during your opponent's next turn.","[2] Lunge (30)
<br>Flip a coin. If tails, this attack does nothing.",,P-30,1,
86272,Impostor Professor Oak's Invention,Impostor Professor Oaks Invention,https://tcgplayer-cdn.tcgplayer.com/product/86272_200w.jpg,3,1444,https://cpt.tcgcsv.com/swJ,2025-11-24T16:19:57.03,1,094/105,Rare,Trainer,"Look at your opponent's Prize cards. You may have your opponent shuffle them into his or her deck. If you do, your opponent takes that many cards from the top of his or her deck and sets them aside as his or her new Prize cards (without looking at them).",5.24,8.71,12.99,7.61,6.99,1st Edition,,,,,,,,
86272,Impostor Professor Oak's Invention,Impostor Professor Oaks Invention,https://tcgplayer-cdn.tcgplayer.com/product/86272_200w.jpg,3,1444,https://cpt.tcgcsv.com/swJ,2025-11-24T16:19:57.03,1,094/105,Rare,Trainer,"Look at your opponent's Prize cards. You may have your opponent shuffle them into his or her deck. If you do, your opponent takes that many cards from the top of his or her deck and sets them aside as his or her new Prize cards (without looking at them).",2.42,5.0,6.4,5.1,,Unlimited,,,,,,,,
86311,Jigglypuff,Jigglypuff,https://tcgplayer-cdn.tcgplayer.com/product/86311_200w.jpg,3,1444,https://cpt.tcgcsv.com/fxJ,2026-03-09T15:02:43.327,1,044/105,Uncommon,Colorless,,14.99,39.99,47.55,28.43,,1st Edition,50,Basic,"[2] Expand (10)
<br>
All damage done to Jigglypuff during your opponent's next turn is reduced by 10 <em>(after applying Weakness and Resistance)</em>.",,F,P-30,1,
86311,Jigglypuff,Jigglypuff,https://tcgplayer-cdn.tcgplayer.com/product/86311_200w.jpg,3,1444,https://cpt.tcgcsv.com/fxJ,2026-03-09T15:02:43.327,1,044/105,Uncommon,Colorless,,8.98,11.49,19.99,12.06,,Unlimited,50,Basic,"[2] Expand (10)
<br>
All damage done to Jigglypuff during your opponent's next turn is reduced by 10 <em>(after applying Weakness and Resistance)</em>.",,F,P-30,1,
86633,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86633_200w.jpg,3,1444,https://cpt.tcgcsv.com/HGJ,2022-12-12T20:08:27.403,1,070/105,Common,Fighting,,3.88,8.65,12.5,7.67,,1st Edition,40,Basic,"[1] Leer
<br>Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn. <em>(Benching or evolving either Pokémon ends this effect.)</em>",[1F] Rock Throw (20),G,L-30,1,
86633,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86633_200w.jpg,3,1444,https://cpt.tcgcsv.com/HGJ,2022-12-12T20:08:27.403,1,070/105,Common,Fighting,,0.75,1.27,5.0,1.45,1.58,Unlimited,40,Basic,"[1] Leer
<br>Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn. <em>(Benching or evolving either Pokémon ends this effect.)</em>",[1F] Rock Throw (20),G,L-30,1,
86700,Ledyba,Ledyba,https://tcgplayer-cdn.tcgplayer.com/product/86700_200w.jpg,3,1444,https://cpt.tcgcsv.com/0JJ,2023-06-28T15:52:00.907,1,071/105,Common,Grass,,2.25,4.13,5.99,3.48,,1st Edition,40,Basic,"[1G] Swift (20)
<br>This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.",,R,F-30,,
86700,Ledyba,Ledyba,https://tcgplayer-cdn.tcgplayer.com/product/86700_200w.jpg,3,1444,https://cpt.tcgcsv.com/0JJ,2023-06-28T15:52:00.907,1,071/105,Common,Grass,,0.65,1.46,96.95,1.5,6.09,Unlimited,40,Basic,"[1G] Swift (20)
<br>This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.",,R,F-30,,
86734,Light Arcanine,Light Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/86734_200w.jpg,3,1444,https://cpt.tcgcsv.com/JJJ,2022-11-28T20:51:44.31,1,012/105,Holo Rare,Fire,"<strong>Pokémon Power: Drive Off</strong> As long as Light Arcanine is your Active Pokémon, once during your turn <em>(before your attack)</em>, if your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. This power can't be used while Light Arcanine is Asleep, Confused, or Paralyzed.",400.0,400.0,400.0,650.0,,1st Edition Holofoil,100,Stage 1,"[1RR] Gentle Flames (50)
<br>
If the Defending Pokémon is a Baby Pokémon, this attack does 10 damage instead of 50. If the Defending Pokémon is a Basic Pokémon, this attack does 30 damage instead of 50.",,W,,2,
86734,Light Arcanine,Light Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/86734_200w.jpg,3,1444,https://cpt.tcgcsv.com/JJJ,2022-11-28T20:51:44.31,1,012/105,Holo Rare,Fire,"<strong>Pokémon Power: Drive Off</strong> As long as Light Arcanine is your Active Pokémon, once during your turn <em>(before your attack)</em>, if your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. This power can't be used while Light Arcanine is Asleep, Confused, or Paralyzed.",244.99,278.0,9999.0,235.35,,Unlimited Holofoil,100,Stage 1,"[1RR] Gentle Flames (50)
<br>
If the Defending Pokémon is a Baby Pokémon, this attack does 10 damage instead of 50. If the Defending Pokémon is a Basic Pokémon, this attack does 30 damage instead of 50.",,W,,2,
86735,Light Azumarill,Light Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/86735_200w.jpg,3,1444,https://cpt.tcgcsv.com/KJJ,2022-11-28T20:55:45.443,1,013/105,Holo Rare,Water,,49.99,150.0,179.99,147.65,,1st Edition Holofoil,80,Stage 1,"[W] Bubble (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[2W] Bubble Jump (30)
<br>
If you have any Benched Pokémon, flip a coin. If heads, take 2 Energy cards attached to Light Azumarill and attach them to 1 of your Benched Pokémon. Then return Light Azumarill and all cards attached to it to your hand.",L,,1,
86735,Light Azumarill,Light Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/86735_200w.jpg,3,1444,https://cpt.tcgcsv.com/KJJ,2022-11-28T20:55:45.443,1,013/105,Holo Rare,Water,,14.24,21.86,9999.0,21.14,,Unlimited Holofoil,80,Stage 1,"[W] Bubble (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[2W] Bubble Jump (30)
<br>
If you have any Benched Pokémon, flip a coin. If heads, take 2 Energy cards attached to Light Azumarill and attach them to 1 of your Benched Pokémon. Then return Light Azumarill and all cards attached to it to your hand.",L,,1,
86736,Light Dewgong,Light Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/86736_200w.jpg,3,1444,https://cpt.tcgcsv.com/LJJ,2022-11-28T21:00:57.153,1,045/105,Uncommon,Water,,8.0,13.5,19.99,9.04,,1st Edition,80,Stage 1,"[WW] Freezing Breath (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Asleep.","[WWW] Ice Pillar (40)
<br>
Until the end of your opponent's next turn, as long as Light Dewgong is your Active Pokémon, prevent all damage done by attacks to your Benched Pokémon. <em>(Any other effects of attacks still happen.)</em>",L,,2,
86736,Light Dewgong,Light Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/86736_200w.jpg,3,1444,https://cpt.tcgcsv.com/LJJ,2022-11-28T21:00:57.153,1,045/105,Uncommon,Water,,0.93,1.5,7.0,1.83,,Unlimited,80,Stage 1,"[WW] Freezing Breath (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Asleep.","[WWW] Ice Pillar (40)
<br>
Until the end of your opponent's next turn, as long as Light Dewgong is your Active Pokémon, prevent all damage done by attacks to your Benched Pokémon. <em>(Any other effects of attacks still happen.)</em>",L,,2,
86737,Light Dragonair,Light Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/86737_200w.jpg,3,1444,https://cpt.tcgcsv.com/MJJ,2022-11-28T21:02:56.35,1,022/105,Rare,Colorless,,96.0,96.0,96.0,87.27,,1st Edition,80,Stage 1,"[2] Healing Light
<br>Remove 1 damage counter from each of your Pokémon that has any damage counters on it.","[3] Protective Wave
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Light Dragonair.",,P-30,2,
86737,Light Dragonair,Light Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/86737_200w.jpg,3,1444,https://cpt.tcgcsv.com/MJJ,2022-11-28T21:02:56.35,1,022/105,Rare,Colorless,,23.47,29.99,60.0,31.44,,Unlimited,80,Stage 1,"[2] Healing Light
<br>Remove 1 damage counter from each of your Pokémon that has any damage counters on it.","[3] Protective Wave
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Light Dragonair.",,P-30,2,
86738,Light Dragonite,Light Dragonite,https://tcgplayer-cdn.tcgplayer.com/product/86738_200w.jpg,3,1444,https://cpt.tcgcsv.com/NJJ,2022-11-28T21:06:05.497,1,014/105,Holo Rare,Colorless,"<strong>Pokémon Power: Miraculous Wind</strong> As long as Light Dragonite is your Active Pokémon, each Special Energy card provides Colorless Energy instead of its usual type and its other effects stop working. This power stops working while Light Dragonite is Asleep, Confused, or Paralyzed.",247.94,293.07,9999.0,288.32,,Unlimited Holofoil,100,Stage 2,"[3] Light Wave (40)
<br>
Prevent all effects of attacks, other than damage, done to Light Dragonite during your opponent's next turn.",,,F-30,2,
