productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extCardText,extAttack3,extAttack4
220281,Eternatus VMAX - SWSH045,Eternatus VMAX SWSH045,https://tcgplayer-cdn.tcgplayer.com/product/220281_200w.jpg,3,2545,https://cpt.tcgcsv.com/F7N2,2026-03-06T14:26:02.76,1,SWSH045,Promo,Darkness,340,VMAX,"[1D] Dread End (30x)
<br>This attack does 30 damage for each of your Darkness Pokemon in play.",Fx2,None,3,1.49,2.89,9999.0,2.25,2.41,Holofoil,,"<strong>Ability — Eternal Zone</strong>
<br>If all of your Pokemon in play are Darkness type, you can have up to 8 Pokemon on your Bench, and you can't put non-Darkness Pokemon into play. <em>(If this Ability stops working, discard Pokemon from your Bench until you have 5.)</em>",,
220313,Zacian - SWSH033,Zacian SWSH033,https://tcgplayer-cdn.tcgplayer.com/product/220313_200w.jpg,3,2545,https://cpt.tcgcsv.com/h8N2,2021-10-04T13:42:41.38,1,SWSH033,Promo,Metal,130,Basic,"[3] Crunch (60)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",Rx2,G-30,2,1.3,3.47,9.95,3.43,,Holofoil,"[1MMM] Metal Blade (190)
<br>Discard 3 Energy from this Pokemon.",,,
220314,Zamazenta - SWSH034,Zamazenta SWSH034,https://tcgplayer-cdn.tcgplayer.com/product/220314_200w.jpg,3,2545,https://cpt.tcgcsv.com/j8N2,2022-04-03T07:17:27.097,1,SWSH034,Promo,Metal,130,Basic,[1MMM] Headbang (130),Rx2,G-30,2,2.88,3.62,96.95,3.42,5.99,Holofoil,,"<strong>Ability — Sturdy Shield</strong>
<br>This Pokemon takes 20 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",,
220315,Pikachu V - SWSH063,Pikachu V SWSH063,https://tcgplayer-cdn.tcgplayer.com/product/220315_200w.jpg,3,2545,https://cpt.tcgcsv.com/k8N2,2023-02-16T14:38:32.537,1,SWSH063,Promo,Lightning,190,Basic,[L] Pika Ball (30),Fx2,None,1,3.44,5.54,9999.0,4.66,5.28,Holofoil,"[LL] Circle Circuit (30x)
<br>This attack does 30 damage for each of your Benched Pokemon.",,,
220316,Eternatus V - SWSH064,Eternatus V SWSH064,https://tcgplayer-cdn.tcgplayer.com/product/220316_200w.jpg,3,2545,https://cpt.tcgcsv.com/l8N2,2025-10-22T20:35:35.067,1,SWSH064,Promo,Darkness,220,Basic,"[1] Power Accelerator (30)
<br>You may attach a Darkness Energy card from your hand to 1 of your Benched Pokemon.",Fx2,None,2,0.55,1.46,9.97,1.38,1.43,Holofoil,"[3D] Dynamax Cannon (120+)
<br>If your opponent's Active Pokemon is a Pokemon VMAX, this attack does 120 more damage.",,,
220317,Eevee V - SWSH065,Eevee V SWSH065,https://tcgplayer-cdn.tcgplayer.com/product/220317_200w.jpg,3,2545,https://cpt.tcgcsv.com/m8N2,2026-02-12T20:16:38.27,1,SWSH065,Promo,Colorless,190,Basic,"[1] Collect
<br>Draw 3 cards.",Fx2,None,1,2.95,4.5,9999.0,4.35,6.4,Holofoil,"[3] Brave Buddies (80+)
<br>If you played a Supporter card from your hand during this turn, this attack does 80 more damage.",,,
221753,Vaporeon - SWSH072,Vaporeon SWSH072,https://tcgplayer-cdn.tcgplayer.com/product/221753_200w.jpg,3,2545,https://cpt.tcgcsv.com/5KN2,2026-02-25T19:12:23.327,1,SWSH072,Promo,Water,110,Stage 1,"[3] Hydro Pump (60+)
<br>This attack does 20 more damage for each W energy attached to this Pokemon.",Lx2,None,2,3.15,5.01,96.95,5.35,5.89,Holofoil,,"<strong>Ability — Watery Shroud</strong>                                          
<br>As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks <em>(both yours and your opponent's.)</em>",,
221754,Sobble - SWSH073,Sobble SWSH073,https://tcgplayer-cdn.tcgplayer.com/product/221754_200w.jpg,3,2545,https://cpt.tcgcsv.com/6KN2,2026-01-28T18:43:54.917,1,SWSH073,Promo,Water,60,Basic,"[1] Growl
<br>During your opponent's next turn, the Defending Pokemon's attacks do 20 less damage <em>(before applying Weakness and Resistance).</em>",Lx2,None,1,0.99,9.97,150.0,2.62,2.88,Holofoil,[W] Rain Splash (10),,,
222071,Lapras - SWSH051,Lapras SWSH051,https://tcgplayer-cdn.tcgplayer.com/product/222071_200w.jpg,3,2545,https://cpt.tcgcsv.com/rRN2,2026-02-12T20:24:08.553,1,SWSH051,Promo,Water,130,Basic,"[WWWW] Aqua Wash (70)
<br>You may put 2 Energy attached to your opponent's Active Pokemon into their hand.",Lx2,None,3,4.5,7.99,999.99,5.73,7.99,Holofoil,,,,
222072,Gengar - SWSH052,Gengar SWSH052,https://tcgplayer-cdn.tcgplayer.com/product/222072_200w.jpg,3,2545,https://cpt.tcgcsv.com/sRN2,2026-02-25T16:55:34.123,1,SWSH052,Promo,Psychic,110,Stage 2,"[1PP] Hypnoblast (90)
<br>Your opponent's Active Pokemon is now Asleep.",Dx2,F-30,2,66.25,84.79,149.95,80.02,101.95,Holofoil,,"<strong>Ability — Life Shaker</strong>
<br>As often as you like during your turn, you may move 1 damage counter from 1 of your Psychic Pokemon to another of your Psychic Pokemon.",,
222073,Machamp - SWSH053,Machamp SWSH053,https://tcgplayer-cdn.tcgplayer.com/product/222073_200w.jpg,3,2545,https://cpt.tcgcsv.com/tRN2,2026-01-28T18:37:43.32,1,SWSH053,Promo,Fighting,170,Stage 2,"[1F] Macho Revenge (20x)
<br>This attack does 20 damage for each Fighting Pokemon in your discard pile.",Px2,None,3,2.29,4.75,9.99,4.34,4.13,Holofoil,"[1FF] Dynamite Punch (200)
<br>This Pokemon also does 50 damage to itself.",,,
222074,Coalossal - SWSH054,Coalossal SWSH054,https://tcgplayer-cdn.tcgplayer.com/product/222074_200w.jpg,3,2545,https://cpt.tcgcsv.com/vRN2,2021-10-04T13:31:06.567,1,SWSH054,Promo,Fighting,160,Stage 2,[3F] Flaming Avalanche (130),Gx2,None,4,0.81,1.09,96.94,1.09,96.94,Holofoil,,"<strong>Ability — Tar Generator</strong>
<br>Once during your turn, you may attach a Fire Energy card, a Fighting Energy card, or 1 each from your discard pile to your Pokemon in any way you like.",,
223749,Centiskorch - SWSH048,Centiskorch SWSH048,https://tcgplayer-cdn.tcgplayer.com/product/223749_200w.jpg,3,2545,https://cpt.tcgcsv.com/_vP2,2025-11-21T19:36:00.22,1,SWSH048,Promo,Fire,130,Stage 1,"[R] Hundred Foot Flames
<br>For each Fire Energy attached to this Pokemon, discard the top card of your opponent's deck.",Wx2,None,3,0.8,1.15,4.99,1.15,2.0,Holofoil,"[3R] Searing Flame (110)
<br>Your opponent's Active Pokemon is now Burned.",,,
223750,Drednaw - SWSH047,Drednaw SWSH047,https://tcgplayer-cdn.tcgplayer.com/product/223750_200w.jpg,3,2545,https://cpt.tcgcsv.com/0wP2,2021-11-04T20:01:45.657,1,SWSH047,Promo,Water,130,Stage 1,"[2W] Vise Bite (60+)
<br>This attack does 30 more damage for each Colorless in your opponent's Active Pokemon's Retreat Cost.",Lx2,None,3,0.7,1.25,3.59,1.35,1.34,Holofoil,"[3W] Jaw Lock (130)
<br>During your opponent's next turn, the Defending Pokemon can't retreat.",,,
223751,Eldegoss - SWSH046,Eldegoss SWSH046,https://tcgplayer-cdn.tcgplayer.com/product/223751_200w.jpg,3,2545,https://cpt.tcgcsv.com/2wP2,2026-01-28T18:39:11.073,1,SWSH046,Promo,Grass,80,Stage 1,"[1] Blessing of Fluff
<br>Search your deck for up to 3 Grass Energy cards and attach them to your Benched Pokemon in any way you like. Then, shuffle your deck.",Rx2,None,1,0.4,0.99,3.49,0.96,1.49,Holofoil,[G] Leafage (30),,,
223752,Dubwool V - SWSH049,Dubwool V SWSH049,https://tcgplayer-cdn.tcgplayer.com/product/223752_200w.jpg,3,2545,https://cpt.tcgcsv.com/3wP2,2026-02-12T20:16:23.703,1,SWSH049,Promo,Colorless,210,Basic,"[3] Revenge Blast (120+)
<br>This attack does 30 more damage for each Prize card your opponent has taken.",Fx2,None,2,0.19,0.8,5.74,0.48,0.23,Holofoil,,"<strong>Ability — Soft Wool</strong>
<br>This Pokemon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",,
223754,Charizard V - SWSH050,Charizard V SWSH050,https://tcgplayer-cdn.tcgplayer.com/product/223754_200w.jpg,3,2545,https://cpt.tcgcsv.com/6wP2,2026-03-12T18:08:39.907,1,SWSH050,Promo,Fire,220,Basic,[3] Claw Slash (80),Wx2,None,3,8.18,12.0,9999.0,10.6,9.0,Holofoil,"[2RR] Fire Spin (220)
<br>Discard 2 Energy from this Pokemon.",,,
223755,Hatterene V - SWSH055,Hatterene V SWSH055,https://tcgplayer-cdn.tcgplayer.com/product/223755_200w.jpg,3,2545,https://cpt.tcgcsv.com/7wP2,2026-02-12T20:20:24.507,1,SWSH055,Promo,Psychic,200,Basic,"[1P] Confounding Pulse
<br>Switch 1 of your opponent's Benched Pokemon with their Active Pokemon. The Active Pokemon is now Confused.",Dx2,F-30,2,0.25,0.85,7.77,0.6,0.6,Holofoil,"[1PP] Mental Crush (90+)
<br>If your opponent's Active Pokemon is Confused, this attack does 90 more damage.",,,
223757,Morpeko V - SWSH056,Morpeko V SWSH056,https://tcgplayer-cdn.tcgplayer.com/product/223757_200w.jpg,3,2545,https://cpt.tcgcsv.com/9wP2,2021-06-15T12:58:37.16,1,SWSH056,Promo,Lightning,170,Basic,"[1] Spark (20)
<br>This attack also does 20 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Fx2,None,2,0.71,1.26,3.88,1.26,,Holofoil,"[1LL] Electro Wheel (150)
<br>Discard an Energy from this Pokemon. If you do, switch it with 1 of your Benched Pokemon.",,,
223758,Grimmsnarl V - SWSH057,Grimmsnarl V SWSH057,https://tcgplayer-cdn.tcgplayer.com/product/223758_200w.jpg,3,2545,https://cpt.tcgcsv.com/bwP2,2023-06-30T11:49:23.983,1,SWSH057,Promo,Darkness,220,Basic,[D] Bite (40),Gx2,None,2,0.7,1.0,3.49,0.88,,Holofoil,"[DDD] Spiky Knuckle (200)
<br>Put 2 Darkness Energy attached to this Pokemon into your hand.",,,
224361,Snorlax - SWSH068 (Prerelease),Snorlax SWSH068 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/224361_200w.jpg,3,2545,https://cpt.tcgcsv.com/fMP2,2026-02-17T15:08:02.66,1,SWSH068,Promo,Colorless,130,Basic,"[4] Body Slam (100)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Fx2,None,3,24.71,38.99,40.0,24.71,24.71,Holofoil,,"<strong>Ability — Gormandize</strong>
<br>Once during your turn, if this Pokemon  is in the Active Spot, you may draw cards until you have 7 cards in your hand. If you use this Ability, your turn ends.",,
224362,Snorlax - SWSH068 (Prerelease) [Staff],Snorlax SWSH068 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/224362_200w.jpg,3,2545,https://cpt.tcgcsv.com/gMP2,2024-04-08T15:55:34.15,1,SWSH068,Promo,Colorless,130,Basic,"[4] Body Slam (100)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Fx2,None,3,,,,,,,,"<strong>Ability — Gormandize</strong>
<br>Once during your turn, if this Pokemon  is in the Active Spot, you may draw cards until you have 7 cards in your hand. If you use this Ability, your turn ends.",,
224363,Lugia - SWSH069 (Prerelease) [Staff],Lugia SWSH069 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/224363_200w.jpg,3,2545,https://cpt.tcgcsv.com/hMP2,2024-04-08T15:49:03.893,1,SWSH069,Promo,Colorless,130,Basic,[2] Gust (40),Lx2,F-30,2,243.97,244.99,2000.0,240.0,,Holofoil,"[4] Wind Pressure (250)
<br>If your opponent has 5 or fewer cards in their hand, this attack does nothing.",,,
224364,Lugia - SWSH069 (Prerelease),Lugia SWSH069 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/224364_200w.jpg,3,2545,https://cpt.tcgcsv.com/jMP2,2026-01-15T05:10:53.247,1,SWSH069,Promo,Colorless,130,Basic,[2] Gust (40),Lx2,F-30,2,28.0,41.19,15000.02,25.09,96.94,Holofoil,"[4] Wind Pressure (250)
<br>If your opponent has 5 or fewer cards in their hand, this attack does nothing.",,,
224365,Charizard - SWSH066 (Prerelease),Charizard SWSH066 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/224365_200w.jpg,3,2545,https://cpt.tcgcsv.com/kMP2,2024-04-08T16:27:06.417,1,SWSH066,Promo,Fire,170,Stage 2,"[RR] Royal Blaze (100+)
<br>This attack does 50 more damage for each Leon card in your discard pile.",Wx2,None,3,59.7,84.78,259.99,85.34,174.49,Holofoil,,"<strong>Ability — Battle Sense</strong>
<br>Once during your turn, you may look  at the top 3 cards of your deck and put 1 of them into your hand. Discard the other cards.",,
224366,Charizard - SWSH066 (Prerelease) [Staff],Charizard SWSH066 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/224366_200w.jpg,3,2545,https://cpt.tcgcsv.com/lMP2,2024-04-08T16:28:12.707,1,SWSH066,Promo,Fire,170,Stage 2,"[RR] Royal Blaze (100+)
<br>This attack does 50 more damage for each Leon card in your discard pile.",Wx2,None,3,439.95,551.0,9999.99,439.95,,Holofoil,,"<strong>Ability — Battle Sense</strong>
<br>Once during your turn, you may look  at the top 3 cards of your deck and put 1 of them into your hand. Discard the other cards.",,
224367,Donphan - SWSH067 (Prerelease) [Staff],Donphan SWSH067 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/224367_200w.jpg,3,2545,https://cpt.tcgcsv.com/mMP2,2024-04-08T16:08:21.157,1,SWSH067,Promo,Fighting,150,Stage 1,"[F] Earthquake (120)
<br>This attack also does 20 damage to each of your Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Gx2,None,4,26.28,58.97,149.99,35.43,,Holofoil,[2F] Heavy Impact (90),,,
224368,Donphan - SWSH067 (Prerelease),Donphan SWSH067 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/224368_200w.jpg,3,2545,https://cpt.tcgcsv.com/nMP2,2024-04-08T16:06:09.31,1,SWSH067,Promo,Fighting,150,Stage 1,"[F] Earthquake (120)
<br>This attack also does 20 damage to each of your Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Gx2,None,4,1.99,3.92,96.95,3.44,5.18,Holofoil,[2F] Heavy Impact (90),,,
227025,Orbeetle V - SWSH078,Orbeetle V SWSH078,https://tcgplayer-cdn.tcgplayer.com/product/227025_200w.jpg,3,2545,https://cpt.tcgcsv.com/wQQ2,2023-02-08T10:34:05.047,1,SWSH078,Promo,Grass,180,Basic,"[G] Strafe (20)
<br>You may switch this Pokémon with 1 of your Benched Pokémon.",Rx2,None,1,0.25,0.99,4.97,0.63,0.75,Holofoil,"[1G] Mysterious Wave (50+)
<br>This attack does 30 more damage times the amount of Energy attached to your opponent's Active Pokémon.",,,
227027,Scorbunny - SWSH071,Scorbunny SWSH071,https://tcgplayer-cdn.tcgplayer.com/product/227027_200w.jpg,3,2545,https://cpt.tcgcsv.com/zQQ2,2026-02-23T19:00:32.29,1,SWSH071,Promo,Fire,60,Basic,"[1] Me First
<br>Draw a card.",Wx2,None,1,0.4,0.91,75.0,0.87,0.96,Holofoil,[RR] Live Coal (20),,,
227028,Grookey - SWSH070,Grookey SWSH070,https://tcgplayer-cdn.tcgplayer.com/product/227028_200w.jpg,3,2545,https://cpt.tcgcsv.com/BQQ2,2025-10-31T19:04:27.567,1,SWSH070,Promo,Grass,60,Basic,"[G] Full On (30)
<br>Flip a coin. If tails, this attack does nothing.",Rx2,None,1,0.33,0.8,50.0,0.82,0.56,Holofoil,,,,
227029,Alcremie - SWSH058,Alcremie SWSH058,https://tcgplayer-cdn.tcgplayer.com/product/227029_200w.jpg,3,2545,https://cpt.tcgcsv.com/CQQ2,2026-01-28T18:39:49.95,1,SWSH058,Promo,Psychic,110,Stage 1,"[1] Decorate
<br>Attach any number of basic Energy cards from your hand to your Pokemon in any way you like.",Mx2,None,1,3.5,9.25,96.95,5.81,8.39,Holofoil,"[1P] Draining Kiss (50)
<br>Heal 30 damage from this Pokemon.",,,
227030,Galarian Obstagoon - SWSH059,Galarian Obstagoon SWSH059,https://tcgplayer-cdn.tcgplayer.com/product/227030_200w.jpg,3,2545,https://cpt.tcgcsv.com/DQQ2,2026-01-28T18:38:31.327,1,SWSH059,Promo,Darkness,160,Stage 2,"[1D] Obstruct (90)
<br>During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Basic Pokemon.",Gx2,None,2,0.89,1.5,9.95,1.36,1.55,Holofoil,,"<strong>Ability — Untamed Shout</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may put 3 damage counters on 1 of your opponent's Pokemon.",,
227031,Duraludon - SWSH060,Duraludon SWSH060,https://tcgplayer-cdn.tcgplayer.com/product/227031_200w.jpg,3,2545,https://cpt.tcgcsv.com/FQQ2,2021-11-04T20:02:52.717,1,SWSH060,Promo,Metal,130,Basic,"[1] Metal Sharpener (30)
<br>Attach a Metal Energy card from your discard pile to 1 of your Pokemon.",Rx2,G-30,2,1.0,2.0,4.0,1.84,,Holofoil,[1MM] Power Beam (110),,,
227646,Special Delivery Pikachu - SWSH074,Special Delivery Pikachu SWSH074,https://tcgplayer-cdn.tcgplayer.com/product/227646_200w.jpg,3,2545,https://cpt.tcgcsv.com/X3R2,2020-12-07T15:56:27.5,1,SWSH074,Promo,Lightning,60,Basic,"[1] Happy Delivery 
<br>Search your deck for an Item card, reveal it, and putt it into your hand. Then, shuffle your deck.",Fx2,None,1,200.0,749.99,1000.0,301.97,,Holofoil,[1L] Electro Ball (30),,,
228595,Zacian V - SWSH076,Zacian V SWSH076,https://tcgplayer-cdn.tcgplayer.com/product/228595_200w.jpg,3,2545,https://cpt.tcgcsv.com/WrR2,2026-02-17T19:57:20.163,1,SWSH076,Promo,Metal,220,Basic,"[MMM] Brave Blade (230)
<br>During your next turn, this Pokemon can't attack.",Rx2,G-30,2,5.99,13.0,9999.0,10.29,10.98,Holofoil,,"<strong>Ability — Intrepid Sword</strong>
<br>Once during your turn, you may look at the top 3 cards of your deck and attach any number of Metal Energy cards you find there to this Pokemon. Put the other cards into your hand. If you use this Ability, your turn ends.",,
228596,Zamazenta V - SWSH077,Zamazenta V SWSH077,https://tcgplayer-cdn.tcgplayer.com/product/228596_200w.jpg,3,2545,https://cpt.tcgcsv.com/XrR2,2026-02-10T14:11:51.24,1,SWSH077,Promo,Metal,230,Basic,"[1MM] Assault Tackle (130)
<br>Discard a Special Energy from your opponent's Active Pokémon.",Rx2,G-30,2,5.0,7.99,9999.0,6.71,6.08,Holofoil,,"<strong>Ability — Dauntless Shield</strong>
<br>Prevent all damage done to this Pokemon by attacks from your opponent's <strong>Pokemon VMAX</strong>.",,
228980,Alakazam V - SWSH083,Alakazam V SWSH083,https://tcgplayer-cdn.tcgplayer.com/product/228980_200w.jpg,3,2545,https://cpt.tcgcsv.com/DCR2,2026-02-12T20:07:39.577,1,SWSH083,Promo,Psychic,190,Basic,"[P] Zen Spoon
<br>Put 3 damage counters on your opponent's Pokemon in any way you like.",Dx2,F-30,1,0.5,1.54,4321.0,1.46,1.44,Holofoil,"[PP] Mind Ruler (30x)
<br>This attack does 30 damage for each card in your opponent's hand.",,,
232434,Pikachu V - SWSH061,Pikachu V SWSH061,https://tcgplayer-cdn.tcgplayer.com/product/232434_200w.jpg,3,2545,https://cpt.tcgcsv.com/J-S2,2025-10-31T19:04:28.02,1,SWSH061,Promo,Lightning,190,Basic,"[L] Charge
<br>Search your deck for up to 2 Lightning Energy cards and attach them to this Pokemon. Then, shuffle your deck.",Fx2,None,1,0.6,1.49,29.99,1.3,1.34,Holofoil,"[1LL] Thunderbolt (200)
<br>Discard all Energy from this Pokemon.",,,
232450,Galarian Mr. Rime - SWSH079,Galarian Mr Rime SWSH079,https://tcgplayer-cdn.tcgplayer.com/product/232450_200w.jpg,3,2545,https://cpt.tcgcsv.com/0_S2,2026-02-12T20:19:08.007,1,SWSH079,Promo,Water,120,Stage 1,"[2W] Mad Party (20x)
<br>This attack does 20 damage for each Pokemon in your discard pile that has the Mad Party attack.",Mx2,None,2,0.24,0.74,9.97,0.74,0.69,Holofoil,,"<strong>Ability — Shuffle Dance</strong>
<br>Once during my turn, you may switch 1 of your opponent's face-down Prize cards with the top card of their deck. <em>(The cards stay face down.)</em>",,
232453,Dedenne - SWSH080,Dedenne SWSH080,https://tcgplayer-cdn.tcgplayer.com/product/232453_200w.jpg,3,2545,https://cpt.tcgcsv.com/5_S2,2026-02-12T20:14:57.697,1,SWSH080,Promo,Psychic,70,Basic,"[2P] Mad Party (20x)
<br>This attack does 20 damage for each Pokemon in your discard pile that has the Mad Party attack.",Mx2,None,1,0.89,1.55,29.97,1.55,6.99,Holofoil,,,,
232458,Polteageist - SWSH081,Polteageist SWSH081,https://tcgplayer-cdn.tcgplayer.com/product/232458_200w.jpg,3,2545,https://cpt.tcgcsv.com/b_S2,2026-03-06T14:15:52.653,1,SWSH081,Promo,Psychic,60,Stage 1,"[2P] Mad Party (20x)
<br>This attack does 20 damage for each Pokemon in your discard pile that has the Mad Party attack.",Dx2,F-30,1,0.2,0.55,7.77,0.55,0.56,Holofoil,,"<strong>Ability — Tea Break</strong>
<br>You must discard a Pokemon that has the Mad Party attack from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.",,
232461,Bunnelby - SWSH082,Bunnelby SWSH082,https://tcgplayer-cdn.tcgplayer.com/product/232461_200w.jpg,3,2545,https://cpt.tcgcsv.com/f_S2,2024-08-20T18:07:46.08,1,SWSH082,Promo,Colorless,40,Basic,"[2] Mad Party (20x)
<br>This attack does 20 damage for each Pokemon in your discard pile that has the Mad Party attack.",Dx2,None,1,0.25,0.77,5.0,0.8,0.69,Holofoil,,,,
232481,Eldegoss V - SWSH084,Eldegoss V SWSH084,https://tcgplayer-cdn.tcgplayer.com/product/232481_200w.jpg,3,2545,https://cpt.tcgcsv.com/F_S2,2025-10-31T19:04:27.107,1,SWSH084,Promo,Grass,180,Basic,"[2] Float Up (50)
<br>You may shuffle this Pokemon and all attached cards into your deck.",Rx2,None,1,0.3,0.99,9.97,0.78,0.49,Holofoil,,"<strong>Ability — Happy Match</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may put a Supporter card from your discard pile into your hand.",,
232499,Boltund V - SWSH085,Boltund V SWSH085,https://tcgplayer-cdn.tcgplayer.com/product/232499_200w.jpg,3,2545,https://cpt.tcgcsv.com/__S2,2026-02-12T20:10:00.593,1,SWSH085,Promo,Lightning,200,Basic,"[L] Electrify
<br>Search your deck for up to 2 Lightning Energy cards and attach them to your Benched Pokemon in any way you like. Then, shuffle your deck.",Fx2,None,2,0.4,1.0,9000.0,0.93,0.77,Holofoil,"[1L] Bolt Storm (10+)
<br>This attack does 30 damage for each Lightning Energy attached to all of your Pokemon.",,,
232503,Cramorant V - SWSH086,Cramorant V SWSH086,https://tcgplayer-cdn.tcgplayer.com/product/232503_200w.jpg,3,2545,https://cpt.tcgcsv.com/50T2,2025-10-31T19:04:27.753,1,SWSH086,Promo,Colorless,200,Basic,"[1] Beak Catch
<br>Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.",Lx2,F-30,1,0.25,0.99,25.78,0.84,0.77,Holofoil,"[3] Spit Shot
<br>Discard all Energy from this Pokemon. This attack does 160 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",,,
232608,Dragapult VMAX - SWSH097,Dragapult VMAX SWSH097,https://tcgplayer-cdn.tcgplayer.com/product/232608_200w.jpg,3,2545,https://cpt.tcgcsv.com/b3T2,2023-12-11T02:37:04.483,1,SWSH097,Promo,Psychic,320,VMAX,"[P] Shred (60)
<br>This attack's damage isn't affected by any effects on your opponent's Active Pokemon.",Dx2,F-30,1,1.5,2.98,9999.0,2.65,4.4,Holofoil,"[PP] Max Phantom (130)
<br>Put 5 damage counters on your opponent's Benched Pokemon in any way you like.",,,
232610,Dragapult V - SWSH096,Dragapult V SWSH096,https://tcgplayer-cdn.tcgplayer.com/product/232610_200w.jpg,3,2545,https://cpt.tcgcsv.com/d3T2,2026-03-10T03:52:26.003,1,SWSH096,Promo,Psychic,210,Basic,[P] Bite (30),Dx2,F-30,1,1.35,2.27,99.9,2.19,2.99,Holofoil,"[PP] Jet Assault (60+)
<br>If this Pokemon moved from your Bench to the Active Spot this turn, this attack does 80 more damage.",,,
232611,Eevee VMAX - SWSH087,Eevee VMAX SWSH087,https://tcgplayer-cdn.tcgplayer.com/product/232611_200w.jpg,3,2545,https://cpt.tcgcsv.com/f3T2,2026-02-17T19:52:09.76,1,SWSH087,Promo,Colorless,300,VMAX,"[3] G-Max Cuddle (150)
<br>During your opponent's next turn, if the Defending Pokemon tries to attack, your opponent flips a coin. If tails, that attack doesn't happen.",Fx2,None,2,2.3,4.43,9999.0,3.86,4.03,Holofoil,,,,
232612,Crobat V - SWSH098,Crobat V SWSH098,https://tcgplayer-cdn.tcgplayer.com/product/232612_200w.jpg,3,2545,https://cpt.tcgcsv.com/g3T2,2026-02-12T20:13:18.57,1,SWSH098,Promo,Darkness,180,Basic,"[1D] Venomous Fang (70)
<br>Your opponent's Active Pokemon is now Poisoned.",Fx2,None,1,0.9,1.78,20.0,1.46,1.25,Holofoil,,"<strong>Ability — Dark Asset</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may draw cards until you have 6 cards in your hand. You can't use more than 1 Dark Asset Ability each turn.",,
232613,Crobat VMAX - SWSH099,Crobat VMAX SWSH099,https://tcgplayer-cdn.tcgplayer.com/product/232613_200w.jpg,3,2545,https://cpt.tcgcsv.com/h3T2,2026-02-17T14:59:12.883,1,SWSH099,Promo,Darkness,300,VMAX,"[1D] Stealth Poison (70)
<br>Your opponent's Active Pokemon is now Poisoned. Switch this Pokemon with 1 of your Bench Pokemon.",Fx2,None,1,1.5,2.49,19.99,2.08,1.79,Holofoil,[1DD] Max Cutter (180),,,
232723,Venusaur V - SWSH100,Venusaur V SWSH100,https://tcgplayer-cdn.tcgplayer.com/product/232723_200w.jpg,3,2545,https://cpt.tcgcsv.com/t6T2,2026-02-23T19:35:35.607,1,SWSH100,Promo,Grass,220,VMAX,"[1G] Leaf Drain (50)
<br>Heal 30 damage from this Pokemon.",Rx2,None,3,2.78,4.01,96.95,4.05,6.38,Holofoil,"[1GG] Double-Edge (190)
<br>This Pokemon also does 30 damage to itself.",,,
232724,Blastoise V - SWSH101,Blastoise V SWSH101,https://tcgplayer-cdn.tcgplayer.com/product/232724_200w.jpg,3,2545,https://cpt.tcgcsv.com/v6T2,2022-07-14T16:05:38.563,1,SWSH101,Promo,Water,220,VMAX,[W] Water Gun (30),Lx2,None,3,5.0,6.87,9999.0,6.73,8.35,Holofoil,"[WWW] Torrential Cannon (200)
<br>During your next turn, this Pokemon can't use Torrential Cannon.",,,
