productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack3,extAttack4
85439,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/85439_200w.jpg,3,1410,https://cpt.tcgcsv.com/PbJ,2024-04-11T15:12:25.213,1,106/106,Holo Rare,Energy,,,,,,,,,8.0,9.0,9.99,10.09,,Normal,,
85439,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/85439_200w.jpg,3,1410,https://cpt.tcgcsv.com/PbJ,2024-04-11T15:12:25.213,1,106/106,Holo Rare,Energy,,,,,,,,,7.99,14.95,24.99,10.52,,Holofoil,,
85459,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85459_200w.jpg,3,1410,https://cpt.tcgcsv.com/ccJ,2024-04-11T15:12:35.647,1,102/106,Holo Rare,Energy,,,,,,,,,13.0,14.64,23.99,17.07,,Normal,,
85459,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85459_200w.jpg,3,1410,https://cpt.tcgcsv.com/ccJ,2024-04-11T15:12:35.647,1,102/106,Holo Rare,Energy,,,,,,,,,12.68,15.25,30.02,18.32,,Holofoil,,
85633,Gardevoir,Gardevoir,https://tcgplayer-cdn.tcgplayer.com/product/85633_200w.jpg,3,1410,https://cpt.tcgcsv.com/HgJ,2024-04-11T15:05:28.527,1,4/106,Holo Rare,Psychic,100,Stage 2,"<b>Poke-POWER</b> Heal Dance <br>
<br>Once during your turn <em>(before you attack)</em>, you may remove 2 damage counters from 1 of your Pokemon.  You can't use more than 1 Heal Dance Poke-Power each turn.  This power can't be used if Gardevoir is affected by a Special Condition.",[1P] Psypunch (30),"[3P] Mind Shock (60) 
<br>This attack's damage isn't affected by Weakness or Resistance.",P,None,2,39.01,46.65,51.77,48.54,,Holofoil,,
85753,Glalie,Glalie,https://tcgplayer-cdn.tcgplayer.com/product/85753_200w.jpg,3,1410,https://cpt.tcgcsv.com/5kJ,2024-04-11T15:05:28.623,1,13/106,Rare,Water,80,Stage 1,,"[1] Hailstone 
<br>Does 10 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[2W] Super Slash (40+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 40 damage plus 20 more damage.",M,None,1,0.43,1.04,3.0,1.09,,Normal,,
85753,Glalie,Glalie,https://tcgplayer-cdn.tcgplayer.com/product/85753_200w.jpg,3,1410,https://cpt.tcgcsv.com/5kJ,2024-04-11T15:05:28.623,1,13/106,Rare,Water,80,Stage 1,,"[1] Hailstone 
<br>Does 10 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[2W] Super Slash (40+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 40 damage plus 20 more damage.",M,None,1,4.99,10.0,15.0,16.48,,Reverse Holofoil,,
85875,Grass Energy,Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/85875_200w.jpg,3,1410,https://cpt.tcgcsv.com/wmJ,2024-04-11T15:12:42.52,1,101/106,Holo Rare,Energy,,,,,,,,,15.72,20.0,22.3,18.58,,Normal,,
85875,Grass Energy,Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/85875_200w.jpg,3,1410,https://cpt.tcgcsv.com/wmJ,2024-04-11T15:12:42.52,1,101/106,Holo Rare,Energy,,,,,,,,,15.05,20.3,24.99,19.56,,Holofoil,,
85922,Groudon - 005/106,Groudon 005 106,https://tcgplayer-cdn.tcgplayer.com/product/85922_200w.jpg,3,1410,https://cpt.tcgcsv.com/snJ,2025-11-11T02:38:29.26,1,5/106,Holo Rare,Fighting,80,Basic,,[F] Slash (10),"[2F] Rock Tumble (40) 
<br>This attack's damage isn't affected by Resistance.",W,None,1,107.16,107.16,107.16,146.1,,Normal,,
85922,Groudon - 005/106,Groudon 005 106,https://tcgplayer-cdn.tcgplayer.com/product/85922_200w.jpg,3,1410,https://cpt.tcgcsv.com/snJ,2025-11-11T02:38:29.26,1,5/106,Holo Rare,Fighting,80,Basic,,[F] Slash (10),"[2F] Rock Tumble (40) 
<br>This attack's damage isn't affected by Resistance.",W,None,1,34.36,42.0,209.88,42.93,,Holofoil,,
85922,Groudon - 005/106,Groudon 005 106,https://tcgplayer-cdn.tcgplayer.com/product/85922_200w.jpg,3,1410,https://cpt.tcgcsv.com/snJ,2025-11-11T02:38:29.26,1,5/106,Holo Rare,Fighting,80,Basic,,[F] Slash (10),"[2F] Rock Tumble (40) 
<br>This attack's damage isn't affected by Resistance.",W,None,1,202.0,251.0,299.99,202.0,,Reverse Holofoil,,
85923,Groudon - 014/106,Groudon 014 106,https://tcgplayer-cdn.tcgplayer.com/product/85923_200w.jpg,3,1410,https://cpt.tcgcsv.com/tnJ,2024-04-11T15:05:29.113,1,14/106,Rare,Fighting,80,Basic,,[1F] Slash (20),"[3F] Eruption (40+) 
<br>Each player discards the top card of his or her deck.  This attack does 40 damage plus 10 more damage for each Energy card discarded in this way.",W,None,2,5.5,12.43,25.0,8.2,,Normal,,
85923,Groudon - 014/106,Groudon 014 106,https://tcgplayer-cdn.tcgplayer.com/product/85923_200w.jpg,3,1410,https://cpt.tcgcsv.com/tnJ,2024-04-11T15:05:29.113,1,14/106,Rare,Fighting,80,Basic,,[1F] Slash (20),"[3F] Eruption (40+) 
<br>Each player discards the top card of his or her deck.  This attack does 40 damage plus 10 more damage for each Energy card discarded in this way.",W,None,2,80.0,225.0,231.0,51.43,,Reverse Holofoil,,
85938,Grovyle,Grovyle,https://tcgplayer-cdn.tcgplayer.com/product/85938_200w.jpg,3,1410,https://cpt.tcgcsv.com/NnJ,2024-04-11T15:05:29.223,1,28/106,Uncommon,Grass,70,Stage 1,,"[G] Tail Shake (10) 
<br>The Defending Pokemon is now Asleep.",[3] Razor Leaf (40),R,W,1,0.29,0.85,3.5,0.81,,Normal,,
85938,Grovyle,Grovyle,https://tcgplayer-cdn.tcgplayer.com/product/85938_200w.jpg,3,1410,https://cpt.tcgcsv.com/NnJ,2024-04-11T15:05:29.223,1,28/106,Uncommon,Grass,70,Stage 1,,"[G] Tail Shake (10) 
<br>The Defending Pokemon is now Asleep.",[3] Razor Leaf (40),R,W,1,15.0,54.37,93.73,75.0,,Reverse Holofoil,,
85966,Grumpig - 029/106,Grumpig 029 106,https://tcgplayer-cdn.tcgplayer.com/product/85966_200w.jpg,3,1410,https://cpt.tcgcsv.com/lpJ,2024-04-11T15:05:29.363,1,29/106,Uncommon,Psychic,80,Stage 1,,"[P] Psyshock (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[3] Teleport Blast (40) 
<br>After your attack, you may switch Grumpig with 1 of your Benched Pokemon.",P,None,2,0.5,0.99,4.0,1.12,,Normal,,
85966,Grumpig - 029/106,Grumpig 029 106,https://tcgplayer-cdn.tcgplayer.com/product/85966_200w.jpg,3,1410,https://cpt.tcgcsv.com/lpJ,2024-04-11T15:05:29.363,1,29/106,Uncommon,Psychic,80,Stage 1,,"[P] Psyshock (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[3] Teleport Blast (40) 
<br>After your attack, you may switch Grumpig with 1 of your Benched Pokemon.",P,None,2,30.0,34.0,38.0,9.99,,Reverse Holofoil,,
85967,Grumpig - 030/106,Grumpig 030 106,https://tcgplayer-cdn.tcgplayer.com/product/85967_200w.jpg,3,1410,https://cpt.tcgcsv.com/mpJ,2024-04-11T15:05:29.98,1,30/106,Uncommon,Psychic,70,Stage 1,,"[1] Snap Tail 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",[1P] Psypunch (40),P,None,1,0.99,1.36,4.0,1.36,,Normal,,
85967,Grumpig - 030/106,Grumpig 030 106,https://tcgplayer-cdn.tcgplayer.com/product/85967_200w.jpg,3,1410,https://cpt.tcgcsv.com/mpJ,2024-04-11T15:05:29.98,1,30/106,Uncommon,Psychic,70,Stage 1,,"[1] Snap Tail 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",[1P] Psypunch (40),P,None,1,18.89,63.48,67.95,13.49,,Reverse Holofoil,,
85975,Gulpin,Gulpin,https://tcgplayer-cdn.tcgplayer.com/product/85975_200w.jpg,3,1410,https://cpt.tcgcsv.com/wpJ,2024-04-11T15:05:30.12,1,51/106,Common,Grass,50,Basic,,[1] Headbutt (10),[2] Drool (20),P,None,1,0.2,0.5,2.25,0.67,,Normal,,
85975,Gulpin,Gulpin,https://tcgplayer-cdn.tcgplayer.com/product/85975_200w.jpg,3,1410,https://cpt.tcgcsv.com/wpJ,2024-04-11T15:05:30.12,1,51/106,Common,Grass,50,Basic,,[1] Headbutt (10),[2] Drool (20),P,None,1,13.6,13.6,13.6,21.25,,Reverse Holofoil,,
86012,Hariyama,Hariyama,https://tcgplayer-cdn.tcgplayer.com/product/86012_200w.jpg,3,1410,https://cpt.tcgcsv.com/gqJ,2024-04-11T15:05:30.34,1,31/106,Uncommon,Fighting,80,Stage 1,,"[1F] Cross-Cut (20+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 20 damage plus 20 more damage.","[2F] Shove (40) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",P,None,1,0.67,0.98,5.0,1.36,,Normal,,
86265,Illumise,Illumise,https://tcgplayer-cdn.tcgplayer.com/product/86265_200w.jpg,3,1410,https://cpt.tcgcsv.com/kwJ,2024-04-11T15:05:30.513,1,32/106,Uncommon,Grass,60,Basic,,"[1] Collect 
<br>Draw a card.",[2] Tackle (20),R,None,1,0.89,1.97,5.0,2.12,3.07,Normal,,
86265,Illumise,Illumise,https://tcgplayer-cdn.tcgplayer.com/product/86265_200w.jpg,3,1410,https://cpt.tcgcsv.com/kwJ,2024-04-11T15:05:30.513,1,32/106,Uncommon,Grass,60,Basic,,"[1] Collect 
<br>Draw a card.",[2] Tackle (20),R,None,1,18.69,26.98,49.99,23.89,,Reverse Holofoil,,
86462,Kirlia,Kirlia,https://tcgplayer-cdn.tcgplayer.com/product/86462_200w.jpg,3,1410,https://cpt.tcgcsv.com/gCJ,2024-04-11T15:05:30.84,1,33/106,Uncommon,Psychic,70,Stage 1,,[1P] Psypunch (30),"[3] Mind Shock (40) 
<br>This attack's damage isn't affected by Weakness or Resistance.",P,None,1,1.25,2.99,8.0,2.79,,Normal,,
86462,Kirlia,Kirlia,https://tcgplayer-cdn.tcgplayer.com/product/86462_200w.jpg,3,1410,https://cpt.tcgcsv.com/gCJ,2024-04-11T15:05:30.84,1,33/106,Uncommon,Psychic,70,Stage 1,,[1P] Psypunch (30),"[3] Mind Shock (40) 
<br>This attack's damage isn't affected by Weakness or Resistance.",P,None,1,21.28,21.28,21.28,27.95,,Reverse Holofoil,,
86547,Kyogre - 006/106,Kyogre 006 106,https://tcgplayer-cdn.tcgplayer.com/product/86547_200w.jpg,3,1410,https://cpt.tcgcsv.com/ZDJ,2024-04-11T15:05:31.007,1,6/106,Holo Rare,Water,80,Basic,,[1] Ram (10),"[2W] Aqua Sonic (40) 
<br>This attack's damage isn't affected by Resistance.",L,None,2,52.99,59.23,79.99,37.02,,Holofoil,,
86547,Kyogre - 006/106,Kyogre 006 106,https://tcgplayer-cdn.tcgplayer.com/product/86547_200w.jpg,3,1410,https://cpt.tcgcsv.com/ZDJ,2024-04-11T15:05:31.007,1,6/106,Holo Rare,Water,80,Basic,,[1] Ram (10),"[2W] Aqua Sonic (40) 
<br>This attack's damage isn't affected by Resistance.",L,None,2,180.0,194.4,220.0,65.0,,Reverse Holofoil,,
86548,Kyogre - 015/106,Kyogre 015 106,https://tcgplayer-cdn.tcgplayer.com/product/86548_200w.jpg,3,1410,https://cpt.tcgcsv.com/-DJ,2024-04-11T15:05:31.27,1,15/106,Rare,Water,80,Basic,,"[1] Scary Face 
<br>Flip a coin.  If heads, the Defending Pokemon can't attack or retreat during your opponent's next turn.","[1WW] Hydro Pump (40+) 
<br>Does 40 damage plus 10 more damage for each Water Energy attached to Kyogre but not used to pay for this attack's Energy cost.  You can't add more than 20 damage in this way.",L,None,2,5.7,11.5,19.98,6.61,,Normal,,
86548,Kyogre - 015/106,Kyogre 015 106,https://tcgplayer-cdn.tcgplayer.com/product/86548_200w.jpg,3,1410,https://cpt.tcgcsv.com/-DJ,2024-04-11T15:05:31.27,1,15/106,Rare,Water,80,Basic,,"[1] Scary Face 
<br>Flip a coin.  If heads, the Defending Pokemon can't attack or retreat during your opponent's next turn.","[1WW] Hydro Pump (40+) 
<br>Does 40 damage plus 10 more damage for each Water Energy attached to Kyogre but not used to pay for this attack's Energy cost.  You can't add more than 20 damage in this way.",L,None,2,105.0,167.5,229.99,155.51,,Reverse Holofoil,,
86598,Lanette's Net Search,Lanettes Net Search,https://tcgplayer-cdn.tcgplayer.com/product/86598_200w.jpg,3,1410,https://cpt.tcgcsv.com/-FJ,2026-03-09T14:04:04.137,1,77/106,Uncommon,Supporter,,,"Search your deck for up to 3 different types of Basic Pokemon cards <em>(excluding Baby Pokemon)</em>, show them to your opponent and put them into your hand.  Shuffle your deck afterward.",,,,,,2.33,2.99,5.54,3.32,,Normal,,
86598,Lanette's Net Search,Lanettes Net Search,https://tcgplayer-cdn.tcgplayer.com/product/86598_200w.jpg,3,1410,https://cpt.tcgcsv.com/-FJ,2026-03-09T14:04:04.137,1,77/106,Uncommon,Supporter,,,"Search your deck for up to 3 different types of Basic Pokemon cards <em>(excluding Baby Pokemon)</em>, show them to your opponent and put them into your hand.  Shuffle your deck afterward.",,,,,,9.83,13.49,19.99,19.99,,Reverse Holofoil,,
86639,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86639_200w.jpg,3,1410,https://cpt.tcgcsv.com/PGJ,2024-04-11T15:05:31.567,1,52/106,Common,Fighting,50,Basic,,"[1F] Dig Under  
<br>Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon.  This attack's damage isn't affected by Weakness or Resistance.",,G,None,1,0.39,0.74,3.35,0.79,,Normal,,
86639,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86639_200w.jpg,3,1410,https://cpt.tcgcsv.com/PGJ,2024-04-11T15:05:31.567,1,52/106,Common,Fighting,50,Basic,,"[1F] Dig Under  
<br>Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon.  This attack's damage isn't affected by Weakness or Resistance.",,G,None,1,15.0,19.95,30.0,19.51,,Reverse Holofoil,,
86762,Lightning Energy,Lightning Energy,https://tcgplayer-cdn.tcgplayer.com/product/86762_200w.jpg,3,1410,https://cpt.tcgcsv.com/gKJ,2024-04-11T15:13:10.887,1,104/106,Holo Rare,Energy,,,,,,,,,11.96,13.3,21.95,13.3,,Normal,,
86762,Lightning Energy,Lightning Energy,https://tcgplayer-cdn.tcgplayer.com/product/86762_200w.jpg,3,1410,https://cpt.tcgcsv.com/gKJ,2024-04-11T15:13:10.887,1,104/106,Holo Rare,Energy,,,,,,,,,9.9,14.11,32.37,19.82,,Holofoil,,
86806,Linoone,Linoone,https://tcgplayer-cdn.tcgplayer.com/product/86806_200w.jpg,3,1410,https://cpt.tcgcsv.com/8LJ,2024-04-11T15:05:31.817,1,34/106,Uncommon,Colorless,70,Stage 1,,"[1] Body Slam (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[2] Claw Swipe (30),F,None,0,12.95,14.93,16.1,12.54,,Normal,,
86806,Linoone,Linoone,https://tcgplayer-cdn.tcgplayer.com/product/86806_200w.jpg,3,1410,https://cpt.tcgcsv.com/8LJ,2024-04-11T15:05:31.817,1,34/106,Uncommon,Colorless,70,Stage 1,,"[1] Body Slam (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[2] Claw Swipe (30),F,None,0,76.6,79.67,82.73,53.32,,Reverse Holofoil,,
86841,Loudred,Loudred,https://tcgplayer-cdn.tcgplayer.com/product/86841_200w.jpg,3,1410,https://cpt.tcgcsv.com/RLJ,2024-04-11T15:05:31.97,1,35/106,Uncommon,Colorless,80,Stage 1,,"[1] Body Slam (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[3] Double-edge (50) 
<br>Loudred does 10 damage to itself.",F,None,2,0.98,1.7,5.0,1.91,,Normal,,
86841,Loudred,Loudred,https://tcgplayer-cdn.tcgplayer.com/product/86841_200w.jpg,3,1410,https://cpt.tcgcsv.com/RLJ,2024-04-11T15:05:31.97,1,35/106,Uncommon,Colorless,80,Stage 1,,"[1] Body Slam (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[3] Double-edge (50) 
<br>Loudred does 10 damage to itself.",F,None,2,59.99,67.49,74.98,11.52,,Reverse Holofoil,,
86920,Lum Berry,Lum Berry,https://tcgplayer-cdn.tcgplayer.com/product/86920_200w.jpg,3,1410,https://cpt.tcgcsv.com/qNJ,2024-04-11T15:13:29.72,1,78/106,Uncommon,Tool,,,"Attach Lum Berry to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.
<br>
<br>
<br>
<br>
<br>
<br>At any time between turns, if the Pokemon this card is attached to is affected by any Special Conditions, remove all of them.  Then discard Lum Berry.",,,,,,0.25,0.75,19.97,0.66,,Normal,,
86920,Lum Berry,Lum Berry,https://tcgplayer-cdn.tcgplayer.com/product/86920_200w.jpg,3,1410,https://cpt.tcgcsv.com/qNJ,2024-04-11T15:13:29.72,1,78/106,Uncommon,Tool,,,"Attach Lum Berry to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.
<br>
<br>
<br>
<br>
<br>
<br>At any time between turns, if the Pokemon this card is attached to is affected by any Special Conditions, remove all of them.  Then discard Lum Berry.",,,,,,5.99,9.99,9.99,6.5,,Reverse Holofoil,,
86933,Luvdisc,Luvdisc,https://tcgplayer-cdn.tcgplayer.com/product/86933_200w.jpg,3,1410,https://cpt.tcgcsv.com/HNJ,2024-04-11T15:05:32.417,1,53/106,Common,Water,60,Basic,,"[1] Call for Friend 
<br>Search your deck for a Basic Pokemon and put it onto your Bench.  Shuffle your deck afterward.","[1W] Strange Scale (20) 
<br>If the Defending Pokemon is an Evolved Pokemon, the Defending Pokemon is now Confused.",L,None,1,0.36,0.83,2.99,1.0,,Normal,,
87129,Makuhita,Makuhita,https://tcgplayer-cdn.tcgplayer.com/product/87129_200w.jpg,3,1410,https://cpt.tcgcsv.com/CSJ,2024-04-11T15:05:32.657,1,54/106,Common,Fighting,50,Basic,,"[F] Cross Chop (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",,P,None,1,0.25,0.47,2.55,0.62,1.25,Normal,,
87129,Makuhita,Makuhita,https://tcgplayer-cdn.tcgplayer.com/product/87129_200w.jpg,3,1410,https://cpt.tcgcsv.com/CSJ,2024-04-11T15:05:32.657,1,54/106,Common,Fighting,50,Basic,,"[F] Cross Chop (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",,P,None,1,24.44,34.9,34.99,13.99,,Reverse Holofoil,,
87156,Manectric - 007/106,Manectric 007 106,https://tcgplayer-cdn.tcgplayer.com/product/87156_200w.jpg,3,1410,https://cpt.tcgcsv.com/8TJ,2024-04-11T15:05:32.767,1,7/106,Holo Rare,Lightning,80,Stage 1,,"[1L] Swift (20) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.","[2L] Tail Shock (40) 
<br>Does 10 damage to each of your opponent's Benched Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",F,M,1,3.0,3.99,9.75,6.38,,Normal,,
87156,Manectric - 007/106,Manectric 007 106,https://tcgplayer-cdn.tcgplayer.com/product/87156_200w.jpg,3,1410,https://cpt.tcgcsv.com/8TJ,2024-04-11T15:05:32.767,1,7/106,Holo Rare,Lightning,80,Stage 1,,"[1L] Swift (20) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.","[2L] Tail Shock (40) 
<br>Does 10 damage to each of your opponent's Benched Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",F,M,1,6.25,10.0,24.98,7.16,,Holofoil,,
87156,Manectric - 007/106,Manectric 007 106,https://tcgplayer-cdn.tcgplayer.com/product/87156_200w.jpg,3,1410,https://cpt.tcgcsv.com/8TJ,2024-04-11T15:05:32.767,1,7/106,Holo Rare,Lightning,80,Stage 1,,"[1L] Swift (20) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.","[2L] Tail Shock (40) 
<br>Does 10 damage to each of your opponent's Benched Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",F,M,1,14.99,27.49,39.99,31.47,,Reverse Holofoil,,
87157,Manectric - 016/106,Manectric 016 106,https://tcgplayer-cdn.tcgplayer.com/product/87157_200w.jpg,3,1410,https://cpt.tcgcsv.com/9TJ,2024-04-11T15:05:32.877,1,16/106,Rare,Lightning,70,Stage 1,,"[1] Dazzle Blast (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.",[1L] Zap Kick (40),F,M,1,0.89,1.95,5.0,2.02,,Normal,,
87235,Marshtomp,Marshtomp,https://tcgplayer-cdn.tcgplayer.com/product/87235_200w.jpg,3,1410,https://cpt.tcgcsv.com/KVJ,2024-04-11T15:05:33.043,1,36/106,Uncommon,Water,70,Stage 1,,"[1] Super Hypno Wave (10) 
<br>The Defending Pokemon is now Asleep.",[1WW] Surf (50),G,None,1,0.8,1.25,3.99,1.24,,Normal,,
87235,Marshtomp,Marshtomp,https://tcgplayer-cdn.tcgplayer.com/product/87235_200w.jpg,3,1410,https://cpt.tcgcsv.com/KVJ,2024-04-11T15:05:33.043,1,36/106,Uncommon,Water,70,Stage 1,,"[1] Super Hypno Wave (10) 
<br>The Defending Pokemon is now Asleep.",[1WW] Surf (50),G,None,1,17.95,59.47,100.99,87.0,,Reverse Holofoil,,
87277,Medicham ex,Medicham ex,https://tcgplayer-cdn.tcgplayer.com/product/87277_200w.jpg,3,1410,https://cpt.tcgcsv.com/zWJ,2024-04-11T15:05:33.137,1,95/106,Ultra Rare,Fighting,110,Stage 1,"<b>Poke-BODY</b> Wise Aura  <br>
<br>As long as Medicham ex is your Active Pokemon, each Pokemon <em>(excluding Pokemon-ex) (both yours and your opponent's)</em> can't use any Poke-Powers.","[2] Pure Power  
<br>Put 3 damage counters on your opponent's Pokemon in any way you like.","[2F] Sky Kick (60+) 
<br>If the Defending Pokemon has F Resistance, this attack does 60 damage plus 40 more damage.",P,None,1,29.99,119.99,200.0,,,Normal,,
87277,Medicham ex,Medicham ex,https://tcgplayer-cdn.tcgplayer.com/product/87277_200w.jpg,3,1410,https://cpt.tcgcsv.com/zWJ,2024-04-11T15:05:33.137,1,95/106,Ultra Rare,Fighting,110,Stage 1,"<b>Poke-BODY</b> Wise Aura  <br>
<br>As long as Medicham ex is your Active Pokemon, each Pokemon <em>(excluding Pokemon-ex) (both yours and your opponent's)</em> can't use any Poke-Powers.","[2] Pure Power  
<br>Put 3 damage counters on your opponent's Pokemon in any way you like.","[2F] Sky Kick (60+) 
<br>If the Defending Pokemon has F Resistance, this attack does 60 damage plus 40 more damage.",P,None,1,38.54,120.01,201.47,75.98,,Holofoil,,
87281,Meditite,Meditite,https://tcgplayer-cdn.tcgplayer.com/product/87281_200w.jpg,3,1410,https://cpt.tcgcsv.com/FWJ,2024-04-11T15:05:33.51,1,55/106,Common,Fighting,50,Basic,,[1] High Jump Kick (10),"[1F] Fake Out (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",P,None,1,0.1,0.47,1.99,0.65,,Normal,,
87281,Meditite,Meditite,https://tcgplayer-cdn.tcgplayer.com/product/87281_200w.jpg,3,1410,https://cpt.tcgcsv.com/FWJ,2024-04-11T15:05:33.51,1,55/106,Common,Fighting,50,Basic,,[1] High Jump Kick (10),"[1F] Fake Out (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",P,None,1,14.09,15.37,23.07,13.42,,Reverse Holofoil,,
87357,Metal Energy (Special),Metal Energy Special,https://tcgplayer-cdn.tcgplayer.com/product/87357_200w.jpg,3,1410,https://cpt.tcgcsv.com/9ZJ,2024-04-11T15:13:34.307,1,88/106,Rare,Energy,,,"Damage done by attacks to the Pokemon that Metal Energy is attached to is reduced by 10 <em>(after applying Weakness and Resistance.)</em>
<br>
<br> Ignore this effect if the Pokemon that Metal Energy is attached to isn't Metal.  Metal Energy provides Metal Energy.  <em>(Doesn't count as a basic Energy card.)</em>",,,,,,0.85,1.05,6.29,1.27,,Normal,,
87357,Metal Energy (Special),Metal Energy Special,https://tcgplayer-cdn.tcgplayer.com/product/87357_200w.jpg,3,1410,https://cpt.tcgcsv.com/9ZJ,2024-04-11T15:13:34.307,1,88/106,Rare,Energy,,,"Damage done by attacks to the Pokemon that Metal Energy is attached to is reduced by 10 <em>(after applying Weakness and Resistance.)</em>
<br>
<br> Ignore this effect if the Pokemon that Metal Energy is attached to isn't Metal.  Metal Energy provides Metal Energy.  <em>(Doesn't count as a basic Energy card.)</em>",,,,,,5.59,5.86,12.0,9.47,,Reverse Holofoil,,
87453,Milotic,Milotic,https://tcgplayer-cdn.tcgplayer.com/product/87453_200w.jpg,3,1410,https://cpt.tcgcsv.com/5_J,2024-04-11T15:05:33.79,1,8/106,Holo Rare,Water,90,Stage 1,,[1] Surf (20),"[2W] Super Hypno Wave (50) 
<br>The Defending Pokemon is now Asleep.",L,None,2,7.2,7.2,7.2,22.65,,Normal,,
87453,Milotic,Milotic,https://tcgplayer-cdn.tcgplayer.com/product/87453_200w.jpg,3,1410,https://cpt.tcgcsv.com/5_J,2024-04-11T15:05:33.79,1,8/106,Holo Rare,Water,90,Stage 1,,[1] Surf (20),"[2W] Super Hypno Wave (50) 
<br>The Defending Pokemon is now Asleep.",L,None,2,17.5,28.18,70.0,28.87,,Holofoil,,
87453,Milotic,Milotic,https://tcgplayer-cdn.tcgplayer.com/product/87453_200w.jpg,3,1410,https://cpt.tcgcsv.com/5_J,2024-04-11T15:05:33.79,1,8/106,Holo Rare,Water,90,Stage 1,,[1] Surf (20),"[2W] Super Hypno Wave (50) 
<br>The Defending Pokemon is now Asleep.",L,None,2,199.98,199.99,299.0,107.5,,Reverse Holofoil,,
87460,Milotic ex,Milotic ex,https://tcgplayer-cdn.tcgplayer.com/product/87460_200w.jpg,3,1410,https://cpt.tcgcsv.com/d_J,2024-04-11T15:05:34.43,1,96/106,Ultra Rare,Water,130,Stage 1,"<b>Poke-BODY</b> Mystery Scale  <br>
<br>As long as Milotic ex is in play, each player can't play Technical Machine cards.  Discard any Technical Machine cards attached to all Pokemon in play.","[W] Mega Bite (30) 
<br>The Defending Pokemon can't retreat until the end of your opponent's turn.","[2W] Energy Reflect (70) 
<br>Move 1 basic Energy card attached to Milotic ex to 1 of your Benched Pokemon.",L,None,2,200.0,322.22,444.44,409.43,,Holofoil,,
