productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extAttack3
85157,Electrode (36),Electrode 36,https://tcgplayer-cdn.tcgplayer.com/product/85157_200w.jpg,3,1369,https://cpt.tcgcsv.com/95J,2024-12-21T16:28:33.507,1,36/100,Uncommon,Lightning,90,Stage 1,"<strong>Poké-BODY — Radiance</strong>
<br>
If Electrode is your Active Pokémon and is damaged by an opponent's attack <em>(even if Electrode is Knocked Out)</em>, put 1 damage counter on each of your opponent's Pokémon.","[L] Low Current (30)
<br>
If Electrode was damaged by an attack during your opponent's last turn, the Defending Pokémon is now Paralyzed.","[3] Swift (60)
<br>
This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",F+20,,0.2,0.4,2.44,0.45,,Normal,M-20,
85157,Electrode (36),Electrode 36,https://tcgplayer-cdn.tcgplayer.com/product/85157_200w.jpg,3,1369,https://cpt.tcgcsv.com/95J,2024-12-21T16:28:33.507,1,36/100,Uncommon,Lightning,90,Stage 1,"<strong>Poké-BODY — Radiance</strong>
<br>
If Electrode is your Active Pokémon and is damaged by an opponent's attack <em>(even if Electrode is Knocked Out)</em>, put 1 damage counter on each of your opponent's Pokémon.","[L] Low Current (30)
<br>
If Electrode was damaged by an attack during your opponent's last turn, the Defending Pokémon is now Paralyzed.","[3] Swift (60)
<br>
This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",F+20,,0.5,0.89,5.0,0.48,,Reverse Holofoil,M-20,
85158,Electrode (37),Electrode 37,https://tcgplayer-cdn.tcgplayer.com/product/85158_200w.jpg,3,1369,https://cpt.tcgcsv.com/b5J,2025-11-20T05:09:49.717,1,37/100,Uncommon,Lightning,80,Stage 1,,"[L] Flash (20)
<br>
If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.","[2] Electro Diffusion (40+)
<br>
Does 40 damage plus 10 more damage for each Lightning Energy attached to Electrode. Flip a coin. If tails, discard all Lightning Energy attached to Electrode.",F+20,,0.25,0.48,2.23,0.45,,Normal,M-20,
85158,Electrode (37),Electrode 37,https://tcgplayer-cdn.tcgplayer.com/product/85158_200w.jpg,3,1369,https://cpt.tcgcsv.com/b5J,2025-11-20T05:09:49.717,1,37/100,Uncommon,Lightning,80,Stage 1,,"[L] Flash (20)
<br>
If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.","[2] Electro Diffusion (40+)
<br>
Does 40 damage plus 10 more damage for each Lightning Energy attached to Electrode. Flip a coin. If tails, discard all Lightning Energy attached to Electrode.",F+20,,0.85,1.18,8.0,1.75,,Reverse Holofoil,M-20,
85199,Empoleon,Empoleon,https://tcgplayer-cdn.tcgplayer.com/product/85199_200w.jpg,3,1369,https://cpt.tcgcsv.com/_5J,2025-11-20T07:01:54.143,1,2/100,Holo Rare,Metal,130,Stage 2,"<strong>Poké-POWER — Emperor Aura</strong>
<br>Once during your turn <em>(before your attack)</em>, when you play Empoleon from your hand to evolve 1 of your Active Pokémon, you may use this power. Your opponent can't attach any Energy cards from his or her hand to his or her Pokémon during your opponent's next turn.","[2] Steel Wing (40)
<br>During your opponent's next turn, any damage done to Empoleon by attacks is reduced by 20 <em>(after applying Weakness and Resistance)</em>.","[2W] Whirlpool (60)
<br>Flip a coin. If heads, discard an Energy card attached to the Defending Pokémon.",L+30,2,4.49,5.3,34.0,4.92,4.68,Holofoil,,
85199,Empoleon,Empoleon,https://tcgplayer-cdn.tcgplayer.com/product/85199_200w.jpg,3,1369,https://cpt.tcgcsv.com/_5J,2025-11-20T07:01:54.143,1,2/100,Holo Rare,Metal,130,Stage 2,"<strong>Poké-POWER — Emperor Aura</strong>
<br>Once during your turn <em>(before your attack)</em>, when you play Empoleon from your hand to evolve 1 of your Active Pokémon, you may use this power. Your opponent can't attach any Energy cards from his or her hand to his or her Pokémon during your opponent's next turn.","[2] Steel Wing (40)
<br>During your opponent's next turn, any damage done to Empoleon by attacks is reduced by 20 <em>(after applying Weakness and Resistance)</em>.","[2W] Whirlpool (60)
<br>Flip a coin. If heads, discard an Energy card attached to the Defending Pokémon.",L+30,2,5.77,7.99,8.82,5.49,,Reverse Holofoil,,
85214,Energy Link,Energy Link,https://tcgplayer-cdn.tcgplayer.com/product/85214_200w.jpg,3,1369,https://cpt.tcgcsv.com/j6J,2023-11-07T21:13:37.187,1,83/100,Uncommon,Item,,,"Attach Energy Link to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it. If that Pokémon is Knocked Out, discard this card.
<br>
As long as Energy Link is attached to a Pokémon, you may move an Energy card attached to that Pokémon to another of your Pokémon that has Energy Link attached to it. You may use this effect as often as you like during your turn.",,,,,0.04,0.42,1.5,0.44,0.47,Normal,,
85214,Energy Link,Energy Link,https://tcgplayer-cdn.tcgplayer.com/product/85214_200w.jpg,3,1369,https://cpt.tcgcsv.com/j6J,2023-11-07T21:13:37.187,1,83/100,Uncommon,Item,,,"Attach Energy Link to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it. If that Pokémon is Knocked Out, discard this card.
<br>
As long as Energy Link is attached to a Pokémon, you may move an Energy card attached to that Pokémon to another of your Pokémon that has Energy Link attached to it. You may use this effect as often as you like during your turn.",,,,,0.39,1.14,2.74,1.73,,Reverse Holofoil,,
85258,Energy Switch,Energy Switch,https://tcgplayer-cdn.tcgplayer.com/product/85258_200w.jpg,3,1369,https://cpt.tcgcsv.com/b7J,2025-02-05T21:12:38.547,1,84/100,Uncommon,Trainer,,,Move a basic Energy card attached to 1 of your Pokémon to another of your Pokémon.,,,,,0.2,0.37,1.56,0.42,,Normal,,
85258,Energy Switch,Energy Switch,https://tcgplayer-cdn.tcgplayer.com/product/85258_200w.jpg,3,1369,https://cpt.tcgcsv.com/b7J,2025-02-05T21:12:38.547,1,84/100,Uncommon,Trainer,,,Move a basic Energy card attached to 1 of your Pokémon to another of your Pokémon.,,,,,1.25,2.0,10.7,6.74,,Reverse Holofoil,,
85387,Farfetch'd,Farfetchd,https://tcgplayer-cdn.tcgplayer.com/product/85387_200w.jpg,3,1369,https://cpt.tcgcsv.com/M9J,2023-11-07T21:03:50.587,1,38/100,Uncommon,Colorless,70,Basic,,"[1] Go and Collect
<br>
Search your deck for a Trainer, Supporter, or Stadium card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.","[1] Fury Cutter (10+)
<br>
Flip 3 coins. If 1 of them is heads, this attack does 10 damage plus 10 more damage. If 2 of them are heads, this attack does 10 damage plus 20 more damage. If all of them are heads, this attack does 10 damage plus 40 more damage.",L+20,1,0.28,0.49,5.0,0.55,,Normal,F-20,
85387,Farfetch'd,Farfetchd,https://tcgplayer-cdn.tcgplayer.com/product/85387_200w.jpg,3,1369,https://cpt.tcgcsv.com/M9J,2023-11-07T21:03:50.587,1,38/100,Uncommon,Colorless,70,Basic,,"[1] Go and Collect
<br>
Search your deck for a Trainer, Supporter, or Stadium card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.","[1] Fury Cutter (10+)
<br>
Flip 3 coins. If 1 of them is heads, this attack does 10 damage plus 10 more damage. If 2 of them are heads, this attack does 10 damage plus 20 more damage. If all of them are heads, this attack does 10 damage plus 40 more damage.",L+20,1,1.25,1.83,7.99,5.09,,Reverse Holofoil,F-20,
85450,Finneon,Finneon,https://tcgplayer-cdn.tcgplayer.com/product/85450_200w.jpg,3,1369,https://cpt.tcgcsv.com/0cJ,2023-11-07T21:09:19.127,1,61/100,Common,Water,50,Basic,,"[0] Aqua Liner
<br>
Choose 1 of your opponent's Benched Pokémon. This attack does 10 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[W] Mouth Pump (10+)
<br>
Flip a coin. If heads, this attack does 10 damage plus 10 more damage.",L+10,1,0.05,0.25,5.0,0.22,0.29,Normal,,
85450,Finneon,Finneon,https://tcgplayer-cdn.tcgplayer.com/product/85450_200w.jpg,3,1369,https://cpt.tcgcsv.com/0cJ,2023-11-07T21:09:19.127,1,61/100,Common,Water,50,Basic,,"[0] Aqua Liner
<br>
Choose 1 of your opponent's Benched Pokémon. This attack does 10 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[W] Mouth Pump (10+)
<br>
Flip a coin. If heads, this attack does 10 damage plus 10 more damage.",L+10,1,0.49,1.49,3.49,1.5,,Reverse Holofoil,,
85653,Gastly,Gastly,https://tcgplayer-cdn.tcgplayer.com/product/85653_200w.jpg,3,1369,https://cpt.tcgcsv.com/5hJ,2026-02-16T15:53:13.587,1,62/100,Common,Psychic,50,Basic,,"[0] Pitch-Dark
<br>
Your opponent can't play any Trainer cards from his or her hand during your opponent's next turn.","[P] Trick Gas (10)
<br>
You may switch Gastly with 1 of your Benched Pokémon.",D+10,1,0.99,1.61,5.0,1.63,2.49,Normal,C-20,
85653,Gastly,Gastly,https://tcgplayer-cdn.tcgplayer.com/product/85653_200w.jpg,3,1369,https://cpt.tcgcsv.com/5hJ,2026-02-16T15:53:13.587,1,62/100,Common,Psychic,50,Basic,,"[0] Pitch-Dark
<br>
Your opponent can't play any Trainer cards from his or her hand during your opponent's next turn.","[P] Trick Gas (10)
<br>
You may switch Gastly with 1 of your Benched Pokémon.",D+10,1,14.75,15.86,34.99,30.0,,Reverse Holofoil,C-20,
85676,Gengar,Gengar,https://tcgplayer-cdn.tcgplayer.com/product/85676_200w.jpg,3,1369,https://cpt.tcgcsv.com/xhJ,2023-11-07T20:58:38.463,1,18/100,Rare,Psychic,110,Stage 2,"<strong>Poké-POWER — Fainting Spell</strong>
<br>
Once during your opponent's turn, if Gengar would be Knocked Out by damage from an attack, you may flip a coin. If heads, the Defending Pokémon is Knocked Out.","[P] Shadow Room
<br>
Put 3 damage counters on 1 of your opponent's Pokémon. If that Pokémon has any Poké-Powers, put 6 damage counters on that Pokémon instead.","[1P] Poltergeist (30x)
<br>
Look at your opponent's hand. This attack does 30 damage times the number of Trainer, Supporter, or Stadium cards in your opponent's hand.",D+30,,18.75,75.0,75.98,45.65,,Normal,C-20,
85676,Gengar,Gengar,https://tcgplayer-cdn.tcgplayer.com/product/85676_200w.jpg,3,1369,https://cpt.tcgcsv.com/xhJ,2023-11-07T20:58:38.463,1,18/100,Rare,Psychic,110,Stage 2,"<strong>Poké-POWER — Fainting Spell</strong>
<br>
Once during your opponent's turn, if Gengar would be Knocked Out by damage from an attack, you may flip a coin. If heads, the Defending Pokémon is Knocked Out.","[P] Shadow Room
<br>
Put 3 damage counters on 1 of your opponent's Pokémon. If that Pokémon has any Poké-Powers, put 6 damage counters on that Pokémon instead.","[1P] Poltergeist (30x)
<br>
Look at your opponent's hand. This attack does 30 damage times the number of Trainer, Supporter, or Stadium cards in your opponent's hand.",D+30,,40.57,186.0,189.99,116.49,,Reverse Holofoil,C-20,
85898,Great Ball,Great Ball,https://tcgplayer-cdn.tcgplayer.com/product/85898_200w.jpg,3,1369,https://cpt.tcgcsv.com/-mJ,2025-11-11T23:48:42.363,1,85/100,Uncommon,Trainer,,,Search your deck for a Basic Pokémon and put it onto your Bench. Shuffle your deck afterward.,,,,,0.15,0.4,19.5,0.41,0.28,Normal,,
85898,Great Ball,Great Ball,https://tcgplayer-cdn.tcgplayer.com/product/85898_200w.jpg,3,1369,https://cpt.tcgcsv.com/-mJ,2025-11-11T23:48:42.363,1,85/100,Uncommon,Trainer,,,Search your deck for a Basic Pokémon and put it onto your Bench. Shuffle your deck afterward.,,,,,0.75,2.73,3.6,0.87,,Reverse Holofoil,,
85942,Grovyle,Grovyle,https://tcgplayer-cdn.tcgplayer.com/product/85942_200w.jpg,3,1369,https://cpt.tcgcsv.com/SnJ,2023-11-07T21:04:00.127,1,39/100,Uncommon,Grass,80,Stage 1,,"[G] Tail Shake (20)
<br>
The Defending Pokémon is now Asleep.","[2G] Slam (60x)
<br>
Flip 2 coins. This attack does 60 damage times the number of heads.",R+20,1,0.2,0.5,1.25,0.74,,Normal,W-20,
85942,Grovyle,Grovyle,https://tcgplayer-cdn.tcgplayer.com/product/85942_200w.jpg,3,1369,https://cpt.tcgcsv.com/SnJ,2023-11-07T21:04:00.127,1,39/100,Uncommon,Grass,80,Stage 1,,"[G] Tail Shake (20)
<br>
The Defending Pokémon is now Asleep.","[2G] Slam (60x)
<br>
Flip 2 coins. This attack does 60 damage times the number of heads.",R+20,1,1.65,3.03,5.27,3.93,,Reverse Holofoil,W-20,
85994,Gyarados,Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/85994_200w.jpg,3,1369,https://cpt.tcgcsv.com/VpJ,2023-11-07T20:58:47.94,1,19/100,Rare,Water,130,Stage 1,,"[0] Tail Revenge (30x)
<br>
Does 30 damage times the number of Magikarp in your discard pile.","[1W] Wreak Havoc (40)
<br>
Flip a coin until you get tails. For each heads, discard the top card from your opponent's deck.",L+30,3,5.5,17.0,31.24,11.2,9.0,Normal,F-20,"[3WW] Dragon Beat (100)
<br>
Flip a coin. If heads, discard an Energy card from each of your opponent's Pokémon."
85994,Gyarados,Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/85994_200w.jpg,3,1369,https://cpt.tcgcsv.com/VpJ,2023-11-07T20:58:47.94,1,19/100,Rare,Water,130,Stage 1,,"[0] Tail Revenge (30x)
<br>
Does 30 damage times the number of Magikarp in your discard pile.","[1W] Wreak Havoc (40)
<br>
Flip a coin until you get tails. For each heads, discard the top card from your opponent's deck.",L+30,3,14.9,18.88,46.59,28.48,,Reverse Holofoil,F-20,"[3WW] Dragon Beat (100)
<br>
Flip a coin. If heads, discard an Energy card from each of your opponent's Pokémon."
86028,Haunter,Haunter,https://tcgplayer-cdn.tcgplayer.com/product/86028_200w.jpg,3,1369,https://cpt.tcgcsv.com/BqJ,2023-11-07T21:04:07.69,1,40/100,Uncommon,Psychic,80,Stage 1,,"[0] Smog
<br>
The Defending Pokémon is now Poisoned.","[P] Hoodwink (30)
<br>
You may search your opponent's discard pile for up to 3 in any combination of Trainer, Supporter, or Stadium cards and put them into your opponent's hand.",D+20,1,0.69,1.93,9.99,1.82,,Normal,C-20,
86028,Haunter,Haunter,https://tcgplayer-cdn.tcgplayer.com/product/86028_200w.jpg,3,1369,https://cpt.tcgcsv.com/BqJ,2023-11-07T21:04:07.69,1,40/100,Uncommon,Psychic,80,Stage 1,,"[0] Smog
<br>
The Defending Pokémon is now Poisoned.","[P] Hoodwink (30)
<br>
You may search your opponent's discard pile for up to 3 in any combination of Trainer, Supporter, or Stadium cards and put them into your opponent's hand.",D+20,1,5.0,9.8,27.0,6.44,,Reverse Holofoil,C-20,
86054,Heatran LV.X,Heatran LVX,https://tcgplayer-cdn.tcgplayer.com/product/86054_200w.jpg,3,1369,https://cpt.tcgcsv.com/6rJ,2023-11-07T21:16:09.597,1,97/100,Ultra Rare,Fire,120,Level-Up,"<strong>Poké-BODY — Heat Metal</strong>
<br>
Your opponent can't remove the Special Condition Burned by evolving or devolving his or her Burned Pokémon. (This also includes putting a Pokémon Level-Up card onto the Burned Pokémon.) Whenever your opponent flips a coin for the Special Condition Burned between turns, treat it as tails.
<br>
<strong>Poké-POWER — Heat Wave</strong>
<br>
Once at the end of your turn, if Heatran is on your Bench, you may use this power. If you discarded basic Energy cards attached to your Fire or Metal Active Pokémon by using that Pokémon's attack this turn, attach up to 2 of those Energy cards to that Pokémon.
<br>
[Put this card onto your Active Heatran. Heatran LV.X can use any attack, Poké-Power, or Poké-Body from its previous Level.]",,,Wx2,4,25.0,39.99,79.19,52.49,,Holofoil,,
86276,Infernape,Infernape,https://tcgplayer-cdn.tcgplayer.com/product/86276_200w.jpg,3,1369,https://cpt.tcgcsv.com/xwJ,2023-11-07T20:53:53.53,1,3/100,Holo Rare,Fighting,120,Stage 2,"<strong>Poké-POWER — Blaze Dance</strong>
<br>
Once during your turn <em>(before your attack)</em>, when you play Infernape from your hand to evolve 1 of your Pokémon, you may flip a coin. If heads, search your deck for up to 4 Fire Energy cards and attach them to your Pokémon in any way you like. Shuffle your deck afterward.","[2] Close Combat (60)
<br>
During your opponent's next turn, any damage done to Infernape by attacks is increased by 30 <em>(after applying Weakness and Resistance)</em>.","[2RR] Spreading Fire (80)
<br>
Discard 2 Fire Energy attached to Infernape and this attack does 20 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P+30,,15.55,20.88,23.0,20.74,,Holofoil,,
86276,Infernape,Infernape,https://tcgplayer-cdn.tcgplayer.com/product/86276_200w.jpg,3,1369,https://cpt.tcgcsv.com/xwJ,2023-11-07T20:53:53.53,1,3/100,Holo Rare,Fighting,120,Stage 2,"<strong>Poké-POWER — Blaze Dance</strong>
<br>
Once during your turn <em>(before your attack)</em>, when you play Infernape from your hand to evolve 1 of your Pokémon, you may flip a coin. If heads, search your deck for up to 4 Fire Energy cards and attach them to your Pokémon in any way you like. Shuffle your deck afterward.","[2] Close Combat (60)
<br>
During your opponent's next turn, any damage done to Infernape by attacks is increased by 30 <em>(after applying Weakness and Resistance)</em>.","[2RR] Spreading Fire (80)
<br>
Discard 2 Fire Energy attached to Infernape and this attack does 20 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P+30,,7.68,10.35,19.99,18.87,,Reverse Holofoil,,
86643,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86643_200w.jpg,3,1369,https://cpt.tcgcsv.com/TGJ,2023-11-07T21:09:52.41,1,63/100,Common,Fighting,50,Basic,,[1] Bite (10),"[1F] Rock Slide (20)
<br>
Does 10 damage to 2 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G+10,1,0.3,1.49,7.5,1.22,,Normal,L-20,
86643,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86643_200w.jpg,3,1369,https://cpt.tcgcsv.com/TGJ,2023-11-07T21:09:52.41,1,63/100,Common,Fighting,50,Basic,,[1] Bite (10),"[1F] Rock Slide (20)
<br>
Does 10 damage to 2 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G+10,1,16.98,21.49,35.99,29.99,,Reverse Holofoil,L-20,
86922,Lumineon,Lumineon,https://tcgplayer-cdn.tcgplayer.com/product/86922_200w.jpg,3,1369,https://cpt.tcgcsv.com/sNJ,2024-10-12T05:45:14.957,1,4/100,Holo Rare,Water,80,Stage 1,"<strong>Poké-POWER — Fin Luster</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Lumineon is your Active Pokémon, you may look at your opponent's hand. If your opponent's Bench isn't full, choose 1 Basic Pokémon","[0] Quick Swim
<br>
Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. This attack's damage isn't affected by Weakness or Resistance.","[W] Elegant Swim (30)
<br>
Flip a coin. If heads, prevent all effects of an attack, including damage, done to Lumineon during your opponent's next turn.",L+20,,1.9,3.57,6.99,4.06,,Holofoil,,
86922,Lumineon,Lumineon,https://tcgplayer-cdn.tcgplayer.com/product/86922_200w.jpg,3,1369,https://cpt.tcgcsv.com/sNJ,2024-10-12T05:45:14.957,1,4/100,Holo Rare,Water,80,Stage 1,"<strong>Poké-POWER — Fin Luster</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Lumineon is your Active Pokémon, you may look at your opponent's hand. If your opponent's Bench isn't full, choose 1 Basic Pokémon","[0] Quick Swim
<br>
Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. This attack's damage isn't affected by Weakness or Resistance.","[W] Elegant Swim (30)
<br>
Flip a coin. If heads, prevent all effects of an attack, including damage, done to Lumineon during your opponent's next turn.",L+20,,2.09,3.16,8.74,2.07,,Reverse Holofoil,,
86953,Luxury Ball,Luxury Ball,https://tcgplayer-cdn.tcgplayer.com/product/86953_200w.jpg,3,1369,https://cpt.tcgcsv.com/5PJ,2025-11-12T00:00:42.703,1,86/100,Uncommon,Trainer,,,"Search your deck for a Pokémon (excluding Pokémon LV.X), show it to your opponent, and put it into your hand. Shuffle your deck afterward. If any Luxury Ball is in your discard pile, you can't play this card.",,,,,0.99,1.57,5.24,1.54,,Normal,,
86953,Luxury Ball,Luxury Ball,https://tcgplayer-cdn.tcgplayer.com/product/86953_200w.jpg,3,1369,https://cpt.tcgcsv.com/5PJ,2025-11-12T00:00:42.703,1,86/100,Uncommon,Trainer,,,"Search your deck for a Pokémon (excluding Pokémon LV.X), show it to your opponent, and put it into your hand. Shuffle your deck afterward. If any Luxury Ball is in your discard pile, you can't play this card.",,,,,11.47,14.02,20.0,15.0,,Reverse Holofoil,,
86966,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/86966_200w.jpg,3,1369,https://cpt.tcgcsv.com/lPJ,2023-11-07T20:58:55.05,1,20/100,Rare,Fighting,130,Stage 2,,"[F] Take Out (40)
<br>
If the Defending Pokémon isn't an Evolved Pokémon, that Pokémon is Knocked Out instead of damaged by this attack.","[2] Hurricane Punch (30x)
<br>
Flip 4 coins. This attack does 30 damage times the number of heads.",P+30,2,2.9,4.56,10.54,4.52,,Normal,,"[2FF] Rage (60+)
<br>
Does 60 damage plus 10 more for each damage counter on Machamp."
86966,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/86966_200w.jpg,3,1369,https://cpt.tcgcsv.com/lPJ,2023-11-07T20:58:55.05,1,20/100,Rare,Fighting,130,Stage 2,,"[F] Take Out (40)
<br>
If the Defending Pokémon isn't an Evolved Pokémon, that Pokémon is Knocked Out instead of damaged by this attack.","[2] Hurricane Punch (30x)
<br>
Flip 4 coins. This attack does 30 damage times the number of heads.",P+30,2,5.0,9.34,17.13,6.71,,Reverse Holofoil,,"[2FF] Rage (60+)
<br>
Does 60 damage plus 10 more for each damage counter on Machamp."
86973,Machamp LV.X,Machamp LVX,https://tcgplayer-cdn.tcgplayer.com/product/86973_200w.jpg,3,1369,https://cpt.tcgcsv.com/tPJ,2023-11-07T21:16:59.72,1,98/100,Ultra Rare,Fighting,150,Level-Up,"<strong>Poké-BODY — No Guard</strong>
<br>
As long as Machamp is your Active Pokémon, each of Machamp's attacks does 60 more damage to the Active Pokémon <em>(before applying Weakness and Resistance)</em> and any damage done to Machamp by your opponent's Pokémon is increased by 60 <em>(after applying Weakness and Resistance)</em>.
<br>
[Put this card onto your Active Machamp. Machamp LV.X can use any attack, Poké-Power, or Poké-Body from its previous Level.","[2F] Strong-Willed (20)
<br>
During your opponent's next turn, if Machamp would be Knocked Out by damage from an attack, flip a coin. If heads, Machamp is not Knocked Out and its remaining HP becomes 10 instead.",,P+40,3,59.99,69.99,106.04,69.99,,Holofoil,,
86983,Machoke,Machoke,https://tcgplayer-cdn.tcgplayer.com/product/86983_200w.jpg,3,1369,https://cpt.tcgcsv.com/HPJ,2023-11-07T21:04:15.903,1,41/100,Uncommon,Fighting,80,Stage 1,,"[F] Steady Punch (20+)
<br>
Flip a coin. If heads, this attack does 20 damage plus 20 more damage.","[1F] Brick Break (30)
<br>
This attack's damage isn't affected by Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",P+20,2,0.38,1.0,4.5,1.04,,Normal,,
86983,Machoke,Machoke,https://tcgplayer-cdn.tcgplayer.com/product/86983_200w.jpg,3,1369,https://cpt.tcgcsv.com/HPJ,2023-11-07T21:04:15.903,1,41/100,Uncommon,Fighting,80,Stage 1,,"[F] Steady Punch (20+)
<br>
Flip a coin. If heads, this attack does 20 damage plus 20 more damage.","[1F] Brick Break (30)
<br>
This attack's damage isn't affected by Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",P+20,2,1.15,4.44,6.29,2.93,,Reverse Holofoil,,
86997,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/86997_200w.jpg,3,1369,https://cpt.tcgcsv.com/ZPJ,2023-11-07T21:10:04.267,1,64/100,Common,Fighting,60,Basic,,[1] Kick (10),"[1F] Knock Back (20)
<br>
Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.",P+10,1,0.09,0.26,2.35,0.25,0.17,Normal,,
86997,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/86997_200w.jpg,3,1369,https://cpt.tcgcsv.com/ZPJ,2023-11-07T21:10:04.267,1,64/100,Common,Fighting,60,Basic,,[1] Kick (10),"[1F] Knock Back (20)
<br>
Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.",P+10,1,1.69,1.99,2.99,1.26,,Reverse Holofoil,,
87030,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/87030_200w.jpg,3,1369,https://cpt.tcgcsv.com/DQJ,2026-02-13T20:43:35.713,1,65/100,Common,Water,30,Basic,,"[0] Sea Spray
<br>
Flip a coin until you get tails. For each heads, draw a card.",[W] Splash (10),L+10,1,1.55,2.93,7.5,3.06,,Normal,,
87030,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/87030_200w.jpg,3,1369,https://cpt.tcgcsv.com/DQJ,2026-02-13T20:43:35.713,1,65/100,Common,Water,30,Basic,,"[0] Sea Spray
<br>
Flip a coin until you get tails. For each heads, draw a card.",[W] Splash (10),L+10,1,19.77,59.89,100.0,15.32,,Reverse Holofoil,,
87082,Magnemite (66),Magnemite 66,https://tcgplayer-cdn.tcgplayer.com/product/87082_200w.jpg,3,1369,https://cpt.tcgcsv.com/GRJ,2023-11-07T21:10:45.213,1,66/100,Common,Metal,50,Basic,<strong>Magnet</strong> — Magnemite's Retreat Cost is 1 Colorless less for each Magnemite on your Bench.,"[1L] Magnetic Bomb (30+)
<br>
Flip a coin. If heads, this attack does 30 damage plus 10 more damage. If tails, Magnemite does 10 damage to itself.",,R+10,1,0.1,0.35,1.0,0.34,,Normal,P-20,
87082,Magnemite (66),Magnemite 66,https://tcgplayer-cdn.tcgplayer.com/product/87082_200w.jpg,3,1369,https://cpt.tcgcsv.com/GRJ,2023-11-07T21:10:45.213,1,66/100,Common,Metal,50,Basic,<strong>Magnet</strong> — Magnemite's Retreat Cost is 1 Colorless less for each Magnemite on your Bench.,"[1L] Magnetic Bomb (30+)
<br>
Flip a coin. If heads, this attack does 30 damage plus 10 more damage. If tails, Magnemite does 10 damage to itself.",,R+10,1,1.89,2.5,4.52,4.99,,Reverse Holofoil,P-20,
87083,Magnemite (67),Magnemite 67,https://tcgplayer-cdn.tcgplayer.com/product/87083_200w.jpg,3,1369,https://cpt.tcgcsv.com/HRJ,2023-11-07T21:10:54.317,1,67/100,Common,Lightning,50,Basic,,[0] Ram (10),"[1L] Random Spark
<br>
Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F+10,1,0.1,0.38,0.99,0.39,0.29,Normal,M-20,
87083,Magnemite (67),Magnemite 67,https://tcgplayer-cdn.tcgplayer.com/product/87083_200w.jpg,3,1369,https://cpt.tcgcsv.com/HRJ,2023-11-07T21:10:54.317,1,67/100,Common,Lightning,50,Basic,,[0] Ram (10),"[1L] Random Spark
<br>
Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F+10,1,1.43,2.02,4.99,2.99,,Reverse Holofoil,M-20,
