productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extAttack3,extAttack4
183568,Vaporeon GX - SM172,Vaporeon GX SM172,https://tcgplayer-cdn.tcgplayer.com/product/183568_200w.jpg,3,1528,https://cpt.tcgcsv.com/nrt2,2022-10-19T14:34:42.12,1,SM172,Promo,Water,210,Stage 1,"<strong>Ability — Hydrating Drops</strong>
<br>
Once durning your turn <em>(before your attack)</em>, you may heal 30 damage from your Active Water Pokémon.","[3] Hydro Pump (40+)
<br>
This attack does 30 more damage times the amount of Water Energy attached to this Pokémon.","<span style=""color:Teal""><strong>[W] Cure Shower GX</strong>
<br>Heal all damage from all of your Water Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Gx2,2,16.0,21.88,26.71,25.56,,Holofoil,,,
185249,Melmetal GX - SM178,Melmetal GX SM178,https://tcgplayer-cdn.tcgplayer.com/product/185249_200w.jpg,3,1528,https://cpt.tcgcsv.com/_6v2,2022-10-15T13:39:08.76,1,SM178,Promo,Metal,220,Stage 1,"<strong>Ability — Hard Coat</strong>
<br>This Pokémon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[4] Metal Blast (110+)
<br>This attack does 20 more damage times the amount of Metal Energy attached to this Pokémon.","<span style=""color:Teal""><strong>[M] Iron Force GX</strong>
<br>Attach any number of Metal Energy cards from your discard pile to this Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Rx2,4,5.84,10.0,15.98,5.84,,Holofoil,P-20,,
185251,Greninja GX - SM197 (SM Black Star Promo),Greninja GX SM197 SM Black Star Promo,https://tcgplayer-cdn.tcgplayer.com/product/185251_200w.jpg,3,1528,https://cpt.tcgcsv.com/27v2,2022-10-12T20:14:18.05,1,SM197,Promo,Water,230,Stage 2,"<strong>Ability — Elusive Master</strong>
<br>Once during your turn <em>(before your attack)</em>, if this Pokémon is the last card in your hand, you may play it onto your Bench. If you do, draw 3 cards.
<br><br><em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1W] Mist Slash (130)
<br>This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokémon.","<span style=""color:Teal""><strong>[W] Dark Mist GX</strong>
<br>Put 1 of your opponent's Benched Pokémon and all cards attached to it into your opponent's hand. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Gx2,1,7.75,10.97,19.96,9.18,,Holofoil,,,
185252,Charizard GX - SM195 (SM Black Star Promo),Charizard GX SM195 SM Black Star Promo,https://tcgplayer-cdn.tcgplayer.com/product/185252_200w.jpg,3,1528,https://cpt.tcgcsv.com/37v2,2022-10-11T19:32:24.257,1,SM195,Promo,Fire,250,Stage 2,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[R] Raging Destruction
<br>Discard the top 8 cards of your deck. If any of those cards are Fire Energy cards, attach them to this Pokémon.",[3RR] Steam Artillery (200),Wx2,4,8.45,18.49,29.97,14.54,,Holofoil,,"<span style=""color:Teal""><strong>[3RR] Dreadful Flames GX (250)</strong>
<br>Discard an Energy from each of your opponent's Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
185988,Alolan Marowak GX - SM187,Alolan Marowak GX SM187,https://tcgplayer-cdn.tcgplayer.com/product/185988_200w.jpg,3,1528,https://cpt.tcgcsv.com/Npv2,2022-10-13T20:53:53.957,1,SM187,Promo,Fire,200,Stage 1,"<strong>Ability — Cursed Body</strong>
<br>If this Pokémon is your Active Pokémon and is damaged by an opponents attack <em>(even if this Pokémon is Knocked Out)</em>, the Attacking Pokémon is now Confused.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[2R] Fiery Bone (90)
<br>Your opponent's Active Pokémon is now Burned.","<span style=""color:Teal""><strong>[0] Lost Boomerang GX</strong>
<br>This attack does 50 damage to 2 of your opponent's Pokémon. This damage isn't effected by Weakness or Resistance. If a Pokémon is Knocked Out by this damage, put that Pokémon and all cards attached to it in the Lost Zone instead of the discard pile.<em>(You can't use more than 1 GX attack in a game.)</em></span>",Wx2,2,4.99,51.05,92.25,6.0,,Holofoil,,,
191353,White Kyurem GX - SM141,White Kyurem GX SM141,https://tcgplayer-cdn.tcgplayer.com/product/191353_200w.jpg,3,1528,https://cpt.tcgcsv.com/5zx2,2022-10-19T14:47:19.83,0,SM141,Promo,Dragon,190,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[R] Shred (40)
<br>This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.","[1RW] Enraged Blade (80+)
<br>If this Pokémon has any damage counters on it, this attack does 80 more damage.",Yx2,3,3.5,4.0,22.95,5.38,,Holofoil,,"<span style=""color:Teal""><strong>[1RRW] Dragon Nova GX (200)</strong>
<br>Your opponent’s Active Pokémon is now Burned and Paralyzed. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
191545,Gallade EX - XY45 (XY Black Star Promo),Gallade EX XY45 XY Black Star Promo,https://tcgplayer-cdn.tcgplayer.com/product/191545_200w.jpg,3,1528,https://cpt.tcgcsv.com/WDx2,2022-10-12T20:08:45.63,1,XY45,Promo,Psychic,170,Basic,"<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[2P] Assault Sword (40+)
<br>If your opponent's Active Pokémon has no Energy attached to it, this attack does 40 more damage.","[2PP] Cross Slash (130)
<br>This Pokémon can't use Cross Slash during your next turn.",Px2,2,4.95,8.0,14.95,8.82,,Holofoil,,,
191605,Tapu Fini GX - 39a/147,Tapu Fini GX 39a 147,https://tcgplayer-cdn.tcgplayer.com/product/191605_200w.jpg,3,1528,https://cpt.tcgcsv.com/7Gx2,2022-10-18T23:55:33.997,1,039a/147,Promo,Water,170,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1] Aqua Ring (20)
<br>You may switch this Pokémon with 1 of your Benched Pokémon.","[1WW] Hydro Shot
<br>Discard 2 Water Energy from this Pokémon. This attack does 120 damage to 1 of your opponent's Pokémon. <em>(Don't apply Weakness or Resistance for Benched Pokémon.)</em>",,1,8.0,8.0,8.0,5.7,,Holofoil,,"<span style=""color:Teal""><strong>[W] Tapu Storm GX</strong>
<br>Shuffle your opponent's Active Pokémon and all cards attached to it into their deck. If your opponent has no Benched Pokémon, this attack does nothing. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
191618,Dawn Wings Necrozma GX - 63/156 (Ultra Prism),Dawn Wings Necrozma GX 63 156 Ultra Prism,https://tcgplayer-cdn.tcgplayer.com/product/191618_200w.jpg,3,1528,https://cpt.tcgcsv.com/nGx2,2022-10-12T17:11:14.29,1,063/156,Promo,Psychic,180,Basic,"<strong>Ability — Invasion</strong>
<br>Once during your turn <em>(before your attack)</em>, if this Pokémon is on your Bench, you may switch it with your Active Pokémon.
<br><br><em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[PPP] Dark Flash (120)
<br>This attack's damage isn't affected by Resistance.","<span style=""color:DarkRed""><strong>[PPP] Moon's Eclipse GX (180)</strong>
<br>You can use this attack only if you have more Prize cards remaining than your opponent. Prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Dx2,2,5.0,5.5,5.99,4.7,,Holofoil,F-20,,
191625,Mewtwo GX - SM196,Mewtwo GX SM196,https://tcgplayer-cdn.tcgplayer.com/product/191625_200w.jpg,3,1528,https://cpt.tcgcsv.com/wGx2,2022-10-15T13:49:02.227,1,SM196,Promo,Psychic,190,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1P] Telekinesis
<br>This attack does 50 damage to 1 of your opponent's Pokémon. This damage isn't affected by Weakness or Resistance.","[2PP] Reigning Pulse (120)
<br>Your opponent's Active Pokémon is now Confused.",Px2,2,12.0,18.0,25.0,12.49,,Holofoil,,"<span style=""color:Teal""><strong>[2PP] Psychic Nova GX (180)</strong>
<br>Prevent all damage done to this Pokémon by attacks during your opponent's next turn. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
192085,Kangaskhan GX - SM188 (SM Black Star Promo),Kangaskhan GX SM188 SM Black Star Promo,https://tcgplayer-cdn.tcgplayer.com/product/192085_200w.jpg,3,1528,https://cpt.tcgcsv.com/KRx2,2022-10-12T20:59:52.5,1,SM188,Promo,Colorless,180,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1] Split Spiral Punch (20)
<br>Your opponent's Active Pokémon is now Confused.","[3] Enraged Strike (80+)
<br>If your opponent's Active Pokémon is Confused, this attack does 80 more damage.",Fx2,3,1.61,5.02,9.85,4.6,,Holofoil,,"<span style=""color:Teal""><strong>[3] Familial Combo GX (150)</strong>
<br>Draw 5 cards. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
193278,Blastoise GX - SM189 (Black Star Promos),Blastoise GX SM189 Black Star Promos,https://tcgplayer-cdn.tcgplayer.com/product/193278_200w.jpg,3,1528,https://cpt.tcgcsv.com/Bkz2,2022-10-11T19:16:44.707,1,SM189,Promo,Water,240,Stage 2,"<strong>Ability — Solid Shell</strong>
<br>This Pokémon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.
<br><br><em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[WW] Rocket Splash (60x)
<br>Shuffle any amount of Water Energy from your Pokémon into your deck. This attack does 60 damage for each card you shuffled into your deck in this way.","<span style=""color:Teal""><strong>[W] Giant Geyser GX</strong>
<br>Attach any number of Water Energy cards from your hand to your Pokémon in any way you like. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Gx2,3,7.17,11.56,19.99,10.9,,Holofoil,,,
196348,Reshiram & Charizard GX - SM201,Reshiram and Charizard GX SM201,https://tcgplayer-cdn.tcgplayer.com/product/196348_200w.jpg,3,1528,https://cpt.tcgcsv.com/-xB2,2022-10-18T23:00:16.61,1,SM201,Promo,Fire,270,Basic,"<em>TAG TEAM rule — When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.</em>","[1R] Outrage (30+)
<br>This attack does 10 more damage for each damage counter on this Pokémon.","[1RRR] Flare Strike (230)
<br>This Pokémon can't use Flare Strike during your next turn.",Wx2,3,9.28,26.95,39.99,19.78,,Holofoil,,"<span style=""color:Teal""><strong>[RRR+] Double Blaze GX (200+)</strong>
<br>If this Pokémon has at least 3 extra Fire Energy attached to it <em>(in addition to this attack's cost)</em>, this attack does 100 more damage, and this attack's damage isn't affected by any effects on your opponent's Active Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
198532,Porygon-Z GX - SM216 (SM Black Star Promo),Porygon Z GX SM216 SM Black Star Promo,https://tcgplayer-cdn.tcgplayer.com/product/198532_200w.jpg,3,1528,https://cpt.tcgcsv.com/GqC2,2022-10-18T22:35:45.913,1,SM216,Promo,Colorless,240,Stage 2,"<strong>Ability — Troubleshooting</strong>
<br>Once during your turn <em>(before your attack)</em>, you may discard a Special Energy from this Pokémon. If you do, heal 80 damage from it.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[3] Abnormal Overheating (160)
<br>This Pokémon is now Burned.","<span style=""color:Teal""><strong>[1] Critical Error GX</strong>
<br>Search your deck for up to 10 cards and discard them. Then, shuffle your deck. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Fx2,2,5.99,7.49,11.93,7.6,,Holofoil,,,
198533,Trevenant & Dusknoir GX - SM217,Trevenant and Dusknoir GX SM217,https://tcgplayer-cdn.tcgplayer.com/product/198533_200w.jpg,3,1528,https://cpt.tcgcsv.com/HqC2,2022-10-19T14:10:41.217,1,SM217,Promo,Psychic,270,Stage 1,"<em>TAG TEAM rule — When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.</em>","[PPP] Night Watch (150)
<br>Choose 2 random cards from your opponent's hand. Your opponent reveals those cards and shuffles them into their deck.","<span style=""color:Teal""><strong>[1P+] Pale Moon GX</strong>
<br>At the end of your opponent's next turn, the Defending Pokémon will be Knocked Out. If this Pokémon has at least 1 extra Psychic Energy attached to it <em>(in addition to this attack's cost)</em>, discard all Energy from your opponent's Active Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Dx2,3,13.5,25.0,25.0,14.44,,Holofoil,F-20,,
198772,Pikachu EX - XY174,Pikachu EX XY174,https://tcgplayer-cdn.tcgplayer.com/product/198772_200w.jpg,3,1528,https://cpt.tcgcsv.com/swC2,2024-01-26T15:11:12.007,1,XY174,Promo,Lightning,130,Basic,"<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[1L] Thunder Shock (30)
<br>Flip a coin. If heads, your opponent's Defending Pokémon is now Paralyzed.","[1LL] Mega Thunderbolt (160)
<br>Discard all Energy attached to this Pokémon.",Fx2,1,11.48,17.6,32.4,29.95,,Holofoil,M-20,,
198773,Mewtwo EX - 61/162,Mewtwo EX 61 162,https://tcgplayer-cdn.tcgplayer.com/product/198773_200w.jpg,3,1528,https://cpt.tcgcsv.com/twC2,2022-10-15T13:47:17.783,1,061/162,Promo,Psychic,170,Basic,"<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[2] Photon Wave (30)
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokémon is reduced by 30 <em>(before applying Weakness and Resistance)</em>.",[2PP] Psyburn (120),Dx2,2,19.99,20.0,522.99,15.99,,Holofoil,,,
200274,Pikachu GX - SM232,Pikachu GX SM232,https://tcgplayer-cdn.tcgplayer.com/product/200274_200w.jpg,3,1528,https://cpt.tcgcsv.com/v7D2,2022-10-18T22:27:07.167,1,SM232,Promo,Lightning,160,Basic,,"[1] Agility (20)
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent’s next turn.","[1LL] Volt Tackle (150)
<br>This Pokémon does 30 damage to itself.",Fx2,1,5.0,6.47,11.95,5.4,,Holofoil,M-20,"<span style=""color:Teal""><strong>[1LL] Tail Break GX (100)</strong>
<br>Your opponent’s Active Pokémon is now Paralyzed. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
203914,Zacian V - 138/202,Zacian V 138 202,https://tcgplayer-cdn.tcgplayer.com/product/203914_200w.jpg,3,1528,https://cpt.tcgcsv.com/jBF2,2022-10-19T14:54:28.063,1,138/202,Promo,Metal,220,Basic,"<strong>Ability — Intrepid Sword</strong>
<br>
Once during your turn, you may look at the top 3 cards of your deck and attach any number of Metal Energy cards you find there to this Pokémon.
<br><br>
<em>V rule — When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.</em>","[MMM] Brave Blade (230)
<br>During your next turn, this Pokémon can't attack.",,Rx2,2,3.47,4.77,5.99,4.77,,Holofoil,G-30,,
203916,Zamazenta V - 139/202,Zamazenta V 139 202,https://tcgplayer-cdn.tcgplayer.com/product/203916_200w.jpg,3,1528,https://cpt.tcgcsv.com/lBF2,2022-10-19T15:01:37.713,1,139/202,Promo,Metal,230,Basic,"<strong>Ability — Dauntless Shield</strong>
<br>
Prevent all damage done to this Pokémon by attacks from your opponent's Pokémon VMAX.
<br><br>
<em>V rule — When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.</em>","[1MM] Assault Tackle (130)
<br>Discard a Special Energy from your opponent's Active Pokémon.",,Rx2,2,0.5,4.52,5.99,4.67,,Holofoil,G-30,,
205164,Charizard & Braixen GX - SM230 (SM Black Star Promo),Charizard and Braixen GX SM230 SM Black Star Promo,https://tcgplayer-cdn.tcgplayer.com/product/205164_200w.jpg,3,1528,https://cpt.tcgcsv.com/j5G2,2022-10-11T19:24:04.103,1,SM230,Promo,Fire,270,Basic,"<em>TAG TEAM rule — When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.</em>","[1RRR] Brilliant Flare (180)
<br>You may search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck.","<span style=""color:Teal""><strong>[R+] Crimson Flame Pillar GX</strong>
<br>Attach 5 basic Energy cards from your discard pile to your Pokémon in any way you like. If this Pokémon has at least 1 extra Energy attached to it in addition to this attack's cost, your opponent's Active Pokémon is now Burned and Confused.<em> (You can't use more than 1 GX attack in a game.)</em></span>",Wx2,3,14.48,14.99,24.95,16.87,,Holofoil,,,
205166,Charizard GX - SM211 (SM Black Star Promo),Charizard GX SM211 SM Black Star Promo,https://tcgplayer-cdn.tcgplayer.com/product/205166_200w.jpg,3,1528,https://cpt.tcgcsv.com/l5G2,2022-10-11T19:33:44.347,1,SM211,Promo,Fire,250,Stage 2,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>",[2RR] Flamethrower (140),"<span style=""color:Teal""><strong>[2RR] Flare Blitz GX (300)</strong>
<br><em>(You can't use more than 1 GX attack in a game.)</em></span>",Wx2,3,4.87,10.0,19.95,10.35,,Holofoil,,,
205167,Gyarados GX - SM212 (SM Black Star Promo),Gyarados GX SM212 SM Black Star Promo,https://tcgplayer-cdn.tcgplayer.com/product/205167_200w.jpg,3,1528,https://cpt.tcgcsv.com/m5G2,2022-10-12T20:34:04.38,1,SM212,Promo,Water,230,Stage 1,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>",[1WWW] Dragon Rage (130),"<span style=""color:Teal""><strong>[1WWW] Hyper Beam (240)</strong>
<br><em>(You can't use more than 1 GX attack in a game.)</em></span>",Lx2,3,3.99,6.1,10.0,6.25,,Holofoil,,,
205168,Raichu GX - SM213,Raichu GX SM213,https://tcgplayer-cdn.tcgplayer.com/product/205168_200w.jpg,3,1528,https://cpt.tcgcsv.com/n5G2,2022-10-18T22:48:15.017,1,SM213,Promo,Lightning,210,Stage 1,,[1LL] Thunderbolt (120),"<span style=""color:Teal""><strong>[1LL] Spark Ball GX (200)</strong>
<br><em>(You can't use more than 1 GX attack in a game.)</em></span>",Fx2,1,1.78,4.76,10.99,4.92,,Holofoil,M-20,,
205467,Meowth VMAX - SWSH005,Meowth VMAX SWSH005,https://tcgplayer-cdn.tcgplayer.com/product/205467_200w.jpg,3,1528,https://cpt.tcgcsv.com/mcG2,2022-10-15T13:40:25.053,1,SWSH005,Promo,Colorless,300,VMAX,"<em>VMAX rule — When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.</em>","[4] G-Max Gold Rush (200)
<br>Draw 3 cards.",,Fx2,2,1.0,5.71,14.99,5.85,,Holofoil,,,
206426,Toxtricity V - SWSH017,Toxtricity V SWSH017,https://tcgplayer-cdn.tcgplayer.com/product/206426_200w.jpg,3,1528,https://cpt.tcgcsv.com/xBG2,2022-10-19T14:09:49.607,1,SWSH017,Promo,Lightning,210,Basic,"<em>V rule — When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.</em>","[1] Energize
<br>Attach a Lightning Energy card from your discard pile to this Pokémon.","[1LL] Venom Slap (120)
<br>Your opponent's Active Pokémon is now Poisoned.",Fx2,2,1.0,3.73,6.5,3.64,,Holofoil,,,
207497,Alolan Sandslash GX - SM236,Alolan Sandslash GX SM236,https://tcgplayer-cdn.tcgplayer.com/product/207497_200w.jpg,3,1528,https://cpt.tcgcsv.com/Z_G2,2022-10-13T20:54:07.817,1,SM236,Promo,Water,200,Stage 1,"<strong>Ability — Spiky Shield</strong>
<br>If this Pokémon is your Active Pokémon and is damaged by an opponent's attack <em>(even if this Pokémon is Knocked Out)</em>, put 3 damage counters on the Attacking Pokémon.
<br><br><em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>",[2W] Frost Breath (120),"<span style=""color:Teal""><strong>[2W] Spiky Storm GX</strong>
<br>This attack does 100 damage to each of your opponent's Pokémon that has any damage counters on it. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Mx2,2,5.0,7.25,19.79,12.38,,Holofoil,,,
209656,Incineroar GX - 27/149,Incineroar GX 27 149,https://tcgplayer-cdn.tcgplayer.com/product/209656_200w.jpg,3,1528,https://cpt.tcgcsv.com/8TH2,2022-10-12T20:50:39.847,1,027/149,Promo,Fire,250,Stage 2,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[R] Hustling Strike (10+)
<br>
This attack does 20 more damage for each of your Benched Fire Pokémon.","[1RR] Tiger Swing (80+)
<br>Flip 2 coins. This attack does 50 more damage for each heads.",Wx2,3,,,,,,,,"<span style=""color:Teal""><strong>[1RR] Burning Slam GX (200)</strong>
<br>Your opponent's Active Pokémon is now Burned. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
210765,Dusk Mane Necrozma GX - 90/156,Dusk Mane Necrozma GX 90 156,https://tcgplayer-cdn.tcgplayer.com/product/210765_200w.jpg,3,1528,https://cpt.tcgcsv.com/kkJ2,2022-10-12T19:41:52.45,1,090/156,Promo,Metal,190,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>",[3] Claw Slash (60),"[1MMM] Meteor Tempest (220)
<br>Discard 3 Energy from this Pokémon.",Rx2,3,3.5,4.32,8.88,4.0,,Holofoil,P-20,"<span style=""color:DarkRed""><strong>[MMM] Sun's Eclipse GX (250)</strong>
<br>You can use this attack only if you have more Prize cards remaining than your opponent. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
210841,Charizard - S1/S4 (Box Topper),Charizard S1 S4 Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/210841_200w.jpg,3,1528,https://cpt.tcgcsv.com/RlJ2,2022-10-11T19:28:45.67,1,S1/S4,Promo,Fire,120,2,"<strong>Pokémon Power: Energy Burn</strong>
<br>As often as you like during your turn <em>(before your attack)</em>, you may turn all Energy attached to Charizard into Fire Energy for the rest of the turn. This power can't be used if Charizard is Asleep, Confused, or Paralyzed.","[RRRR] Fire Spin (100)
<br>Discard 2 Energy cards attached to Charizard in order to use this attack.",,W,3,,,,,,,F-30,,
210842,Dark Blastoise - S2/S4 (Box Topper),Dark Blastoise S2 S4 Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/210842_200w.jpg,3,1528,https://cpt.tcgcsv.com/SlJ2,2022-10-11T19:43:08.147,1,S2/S4,Promo,Water,70,Stage 2,,"[WW] Hydrocannon (30+)
<br>Does 30 damage plus 20 more damage for each  Water Energy attached to Dark Blastoise but not used to pay for this attack's Energy cost. You can't add more than 40 damage in this way.","[2WW] Rocket Tackle (40)
<br>Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",L,2,250.0,250.0,250.0,304.5,,Reverse Holofoil,,,
210843,Dark Raichu - S3/S4 (Box Topper),Dark Raichu S3 S4 Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/210843_200w.jpg,3,1528,https://cpt.tcgcsv.com/TlJ2,2023-01-26T20:12:38.573,1,S3/S4,Promo,Lightning,70,Stage 1,,"[LLL] Surprise Thunder (30)
<br>Flip a coin. If heads, flip another coin. If the second coin is heads, this attack does 20 damage to each of your opponent's Benched Pokémon. If the second coin is tails, this attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,F,1,,,,,,,,,
210844,Mewtwo - S4/S4 (Box Topper),Mewtwo S4 S4 Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/210844_200w.jpg,3,1528,https://cpt.tcgcsv.com/VlJ2,2022-07-07T20:38:44.06,1,S4/S4,Promo,Psychic,60,Basic,,"[P] Energy Control 
<br>Flip a coin.  If heads, choose a basic Energy card attached to 1 of your opponent's Pokemon and attach it to another of your opponent's Pokemon of your choice.","[PPP] Telekinesis
<br>Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  Don't apply Weakness and Resistance for this attack. <i> (Any other effects that would happen after applying Weakness and Resistance still happen.)</i>",P,2,352.49,352.49,352.49,325.0,,Reverse Holofoil,None,,
210845,Feraligatr - 2/12 (Box Topper),Feraligatr 2 12 Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/210845_200w.jpg,3,1528,https://cpt.tcgcsv.com/WlJ2,2022-10-12T20:00:56.987,1,002/012,Promo,Water,120,2,"<strong>Poké-POWER — Major Tsunami</strong>
<br>Once during your turn <em>(before your attack)</em>, If Feraligatr is your Active Pokémon and if your opponent has any Benched Pokémon, your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon. Either way, if you have any Benched Pokémon, switch Feraligatr with 1 of them. This power can’t be used if Feraligatr is affected by a Special Condition.","[2WW] Rending Jaws (70)
<br>If there are no damage counters on the Defending Pokémon, this attack’s base damage is 40 instead of 70.",,L,3,79.97,164.98,249.99,149.0,,Reverse Holofoil,,,
210846,Tyranitar - 3/12,Tyranitar 3 12,https://tcgplayer-cdn.tcgplayer.com/product/210846_200w.jpg,3,1528,https://cpt.tcgcsv.com/XlJ2,2022-10-19T14:17:46.63,1,003/012,Promo,Darkness,120,2,"<strong>Poké-BODY — Dark Aura</strong>
<br>All Energy attached to Tyranitar is Darkness Energy instead of its usual type.","[DDDD] Stamp (50+)
<br>
Flip a coin. If heads, this attack does 50 damage plus 10 more damage and does 10 damage to each of your opponent's Benched Pokémon, if any. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,F,4,,,,,,,P-30,,
210847,Venusaur - 4/12,Venusaur 4 12,https://tcgplayer-cdn.tcgplayer.com/product/210847_200w.jpg,3,1528,https://cpt.tcgcsv.com/ZlJ2,2022-10-19T14:39:05.537,1,004/012,Promo,Grass,100,2,"<strong>Poké-POWER — Harvest Bounty</strong>
<br>Once during your turn <em>(before your attack)</em>, if you attach an Energy card to your Active Pokémon as part of your turn, you may attach an additional Energy card to that Pokémon at the same time. This power can’t be used if Venusaur is affected by a Special Condition.","[2GG] Body Slam (40)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,Rx2,2,,,,,,,,,
210848,Entei - 5/12 (Box Topper),Entei 5 12 Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/210848_200w.jpg,3,1528,https://cpt.tcgcsv.com/-lJ2,2022-10-12T19:54:39.74,1,005/012,Promo,Fire,70,Basic,"<strong>Poké-BODY — Pure Body</strong>
<br>To attach a Fire Energy card from your hand to Entei, you must discard an Energy card attached to Entei. (Attack the Fire Energy, and then discard an Energy from Entei.)","[2R] Burning Fang (40)
<br>You may flip a coin. If heads, discard a Fire Energy card attached to Entei and the Defending Pokémon is now Burned.",,Wx2,1,299.0,340.0,349.98,,,Reverse Holofoil,,,
