productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extCardText,extAttack3
98732,Kyogre - XY51,Kyogre XY51,https://tcgplayer-cdn.tcgplayer.com/product/98732_200w.jpg,3,1451,https://cpt.tcgcsv.com/GvP,2020-06-26T18:13:06.963,1,XY51,Promo,Water,130,Basic,"[W1] Spring Tides (30x)
<br>Flip a coin until you get tails. This attack does 30 damage times the number of heads.","[WWW1] Ocean Cyclone (80)
<br>This attack does 10 damage to each of your opponent's Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i)+>",Gx2,4,7.29,13.06,9999.0,7.29,,Holofoil,None,,
98733,Groudon - XY52,Groudon XY52,https://tcgplayer-cdn.tcgplayer.com/product/98733_200w.jpg,3,1451,https://cpt.tcgcsv.com/HvP,2020-06-26T18:10:02.9,1,XY52,Promo,Fighting,130,Basic,"[F1] Rock Smash (20+)
<br>Flip a coin. If heads, this attack does 20 more damage.","[FFF1] Break Ground (100)
<br>This attack does 10 damage to each of your Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon)</i>",Gx2,4,1.4,2.92,14.3,6.12,,Holofoil,None,,
98734,Flygon EX,Flygon EX,https://tcgplayer-cdn.tcgplayer.com/product/98734_200w.jpg,3,1451,https://cpt.tcgcsv.com/JvP,2016-06-06T14:59:36.287,1,XY61,Promo,Dragon,170,Basic,"[1GFF] Spiral Buzz (80+)
<br>Flip a coin until you get tails. This attack does 30 more damage for each heads.",,Yx2,2,1.73,4.99,8.29,5.62,,Holofoil,None,"<b>Ability -</b> Voice of the Sands
<br>Once during your turn <em>(before your attack)</em>, if this Pokemon is your Active Pokemon, you may have your opponent switch his or her Active Pokemon with 1 of his or her Benched Pokemon.",
100503,Altaria - XY46 (Prerelease),Altaria XY46 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/100503_200w.jpg,3,1451,https://cpt.tcgcsv.com/5dQ,2024-04-08T15:56:48.67,1,XY46,Promo,Colorless,90,Stage 1,[2] Wing Attack (30),,Lx2,1,16.5,26.23,99.98,23.85,26.23,Holofoil,F-20,"<strong>Delta Evolution</strong>: <em>You may play this card form your hand to evolve a Pokemon during your first turn or the turn you play that Pokemon.</em>

<br>
<br><strong>Abiltiy -</strong> Clear Humming
<br>Each of your Colorless Pokemon has no Weakness.",
100504,Altaria - XY46 (Prerelease) [Staff],Altaria XY46 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/100504_200w.jpg,3,1451,https://cpt.tcgcsv.com/6dQ,2024-04-08T15:59:05.923,1,XY46,Promo,Colorless,90,Stage 1,[2] Wing Attack (30),,Lx2,1,64.31,124.99,149.99,57.24,149.99,Holofoil,F-20,"<strong>Delta Evolution</strong> <em>You may play this card form your hand to evolve a Pokemon during your first turn or the turn you play that Pokemon.</em>

<br>
<br><strong>Abiltiy</strong> — Clear Humming
<br>Each of your Colorless Pokemon has no Weakness.",
100505,Heliolisk - XY47,Heliolisk XY47,https://tcgplayer-cdn.tcgplayer.com/product/100505_200w.jpg,3,1451,https://cpt.tcgcsv.com/7dQ,2025-11-13T15:52:27.527,1,XY47,Promo,Lightning,90,Stage 1,"[2L] Hyper Beam (60)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokemon.",,Fx2,1,0.7,1.0,96.95,1.83,96.95,Holofoil,M-20,"<strong>Ability - Dry Skin</strong> 
<br>Any damage done to this Pokemon by attacks from your opponent's Water Pokemon is reduced by 30<em> (after applying Weakness and Resistance)</em>.",
100506,Meowstic - XY48,Meowstic XY48,https://tcgplayer-cdn.tcgplayer.com/product/100506_200w.jpg,3,1451,https://cpt.tcgcsv.com/8dQ,2022-08-26T04:57:18.43,1,XY48,Promo,Psychic,90,Stage 1,"[2P] Psyblast (60)
<br>Flip a coin. If heads, discard all Energy attached to your opponent's Active Pokemon.",,Px2,1,1.36,2.38,7.77,6.06,,Holofoil,None,"<strong>Ability - Mysterious Ears</strong> 
<br>If this Pokemon is your Active Pokemon and is damaged by an opponent's attack <em>(even if this Pokemon is Knocked Out)</em>, the Attacking Pokemon is now Confused.",
100507,Regirock - XY49,Regirock XY49,https://tcgplayer-cdn.tcgplayer.com/product/100507_200w.jpg,3,1451,https://cpt.tcgcsv.com/9dQ,2022-05-25T11:27:51.353,1,XY49,Promo,Fighting,110,Basic,"[F] Land Maker
<br>Put 2 Stadium cards form your discard pile into your hand.","[1FFF] Stone Edge (80+)
<br>Flip a coin. If heads, this attack does 40 more damage.",Gx2,3,2.75,6.95,30.0,5.74,,Holofoil,None,"<b>Omega Barrier </b>: <em> Whenever your opponent plays a Trainer card <em>(excluding Pokemon Tools and Stadium cards), prevent all effects of that card done to this Pokemon.</em>",
100508,Pangoro - XY50,Pangoro XY50,https://tcgplayer-cdn.tcgplayer.com/product/100508_200w.jpg,3,1451,https://cpt.tcgcsv.com/bdQ,2021-10-14T20:07:46.313,1,XY50,Promo,Fighting,100,Stage 1,"[2F] Crazy Knuckle (80+)
<br>If this Pokemon is affected by a Special Condition, this attack does 40 more damage.",,Px2,3,0.5,1.25,96.95,1.36,96.95,Holofoil,None,"<strong>Ability - Benevolent Boss</strong>
<br>If this Pokemon is your Active Pokemon, it gets +20 HP for each of your Benched Pokemon.",
100509,Sceptile EX - XY53,Sceptile EX XY53,https://tcgplayer-cdn.tcgplayer.com/product/100509_200w.jpg,3,1451,https://cpt.tcgcsv.com/cdQ,2020-06-26T18:16:19.68,1,XY53,Promo,Grass,170,Basic,"[G] Agility (20)
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.","[GGG] Strong Slash (130)
<br>This Pokemon can't use Strong Slash during your next turn.",Rx2,1,3.0,5.0,6.99,5.88,,Holofoil,None,,
100510,Blaziken EX - XY54,Blaziken EX XY54,https://tcgplayer-cdn.tcgplayer.com/product/100510_200w.jpg,3,1451,https://cpt.tcgcsv.com/ddQ,2020-06-26T18:03:21.533,1,XY54,Promo,Fire,170,Basic,"[1R] Fist of Focus (30)
<br>Attach an Energy card from your discard pile to this Pokemon.","[3R] Flare Storm (100+)
<br> Flip a coin for each Fire Energy attached to this Pokemon. This attack does 20 more damage for each heads.",Wx2,2,3.0,5.99,18.63,7.36,17.74,Holofoil,None,,
100511,Swampert EX - XY55,Swampert EX XY55,https://tcgplayer-cdn.tcgplayer.com/product/100511_200w.jpg,3,1451,https://cpt.tcgcsv.com/fdQ,2021-10-13T13:24:43.873,1,XY55,Promo,Fire,180,Basic,"[2W] Mud Flood (40+)
<br>Reveal the top 4 cards of your deck. This attack does 40 more damage for each Water Energy you find there. Shuffle the revealed cards back into your deck.","[2WW] Hydro Tackle (120)
<br>This Pokemon does 20 damage to itself.",Gx2,3,3.5,5.67,8.89,6.14,,Holofoil,None,,
100512,Absol EX - XY62,Absol EX XY62,https://tcgplayer-cdn.tcgplayer.com/product/100512_200w.jpg,3,1451,https://cpt.tcgcsv.com/gdQ,2020-06-26T18:01:42.703,1,XY62,Promo,Darkness,170,Basic,"[D] Dark Fang (20)
<br>Flip a coin. If heads, discard a random card from your opponent's hand.","[1DD] Dark Edge (100)
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokemon is reduced by 20 <i>(before applying Weakness and Resistance)</i>.",Fx2,2,4.0,10.0,38.0,10.35,,Holofoil,P-20,,
100513,M Absol EX - XY63,M Absol EX XY63,https://tcgplayer-cdn.tcgplayer.com/product/100513_200w.jpg,3,1451,https://cpt.tcgcsv.com/hdQ,2022-04-22T14:13:30.98,1,XY63,Promo,Darkness,210,Mega,"[DD] Disaster Wing (80+)
<br>Discard the top card of your opponent's deck. If that card is a Trainer card, this attack does 80 more damage.",,Fx2,2,13.0,18.79,50.0,23.6,,Holofoil,P-20,,
100514,Rayquaza - XY64,Rayquaza XY64,https://tcgplayer-cdn.tcgplayer.com/product/100514_200w.jpg,3,1451,https://cpt.tcgcsv.com/jdQ,2021-07-03T18:37:11.833,1,XY64,Promo,Dragon,120,Basic,"[1RRL] Dragon Pulse (130)
<br>Discard the top 3 cards of your deck.",,Yx2,3,14.26,28.5,46.69,30.17,,Holofoil,None,"<strong>Ability - Ozone Wall</strong>
<br>As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks <em>(both your and your opponent's)</em>.",
100515,Rayquaza EX - XY66,Rayquaza EX XY66,https://tcgplayer-cdn.tcgplayer.com/product/100515_200w.jpg,3,1451,https://cpt.tcgcsv.com/kdQ,2022-09-15T17:01:08.977,1,XY66,Promo,Dragon,170,Basic,"[2] Mega Ascension
<br>Search your deck for M Rayquaza EX, reveal it, and put it into your hand. Shuffle your deck afterward.","[4] Aeroscream (130)
<br>Flip a coin. If tails, discard 2 Energy attached to this Pokemon.",Lx2,2,30.14,75.12,99.99,35.05,,Holofoil,F-20,,
102802,Gyarados - XY60 (Prerelease),Gyarados XY60 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/102802_200w.jpg,3,1451,https://cpt.tcgcsv.com/38R,2024-04-08T15:48:06.823,1,XY60,Promo,Water,130,Stage 1,"[2] Full Retaliation (30+)
<br>This attack does 30 more damage for each damage counter on each of your Benched Magikarp.","[2WW] Thrash (100+)
<br>Flip a coin. If heads, this attack does 30 more damage. If tails, this Pokemon does 30 damage to itself.",Lx2,3,389.0,443.98,498.96,316.24,,Holofoil,None,<b>Ancient Trait - Theta Double</b> <em>This Pokemon may have up to 2 Pokemon Tool cards attached to it.,
102803,Gyarados - XY60 (Prerelease) [Staff],Gyarados XY60 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/102803_200w.jpg,3,1451,https://cpt.tcgcsv.com/58R,2024-04-08T15:48:13.65,1,XY60,Promo,Water,130,Stage 1,"[2] Full Retaliation (30+)
<br>This attack does 30 more damage for each damage counter on each of your Benched Magikarp.","[2WW] Thrash (100+)
<br>Flip a coin. If heads, this attack does 30 more damage. If tails, this Pokemon does 30 damage to itself.",Lx2,3,699.98,699.98,699.98,,,Holofoil,None,<strong>Ancient Trait - Theta Double</strong> <em>This Pokemon may have up to 2 Pokemon Tool cards attached to it.,
102804,Latios - XY65,Latios XY65,https://tcgplayer-cdn.tcgplayer.com/product/102804_200w.jpg,3,1451,https://cpt.tcgcsv.com/68R,2020-06-26T18:13:15.97,1,XY65,Promo,Psychic,110,Basic,"[2] Supersonic Flight (40)
<br>Flip a coin. If tails, this attack does nothing.",[1PP] Psyburn (70),Px2,1,4.09,6.82,14.94,11.56,,Holofoil,None,,
104053,Malamar - XY58,Malamar XY58,https://tcgplayer-cdn.tcgplayer.com/product/104053_200w.jpg,3,1451,https://cpt.tcgcsv.com/5FR,2025-11-21T14:23:50.377,1,XY58,Promo,Darkness,90,Stage 1,"[2D] Conform (40)
<br>If you have the same number of cards in your hand as your opponent, your opponent's Active Pokemon is now Confused.",,Fx2,2,1.9,3.54,96.95,3.42,3.54,Holofoil,P-20,"<b>Ability - Contrary</b>
<br>If this Pokemon is your Active Pokemon, whenever your opponent flips a coin during his or her turn, treat it as tails.",
108591,Kyogre EX,Kyogre EX,https://tcgplayer-cdn.tcgplayer.com/product/108591_200w.jpg,3,1451,https://cpt.tcgcsv.com/RrT,2025-11-13T15:59:16.96,1,XY41,Promo,Water,180,Basic,"[W1] Water Pulse (30)
<br>Your opponent's Active Pokemon is now Asleep.","[WW2] Giant Whirlpool (140)
<br>Return 2 Water Energy attached to this Pokemon to your hand.",Gx2,4,3.65,6.31,49.99,9.89,,Holofoil,None,,
108592,Groudon EX,Groudon EX,https://tcgplayer-cdn.tcgplayer.com/product/108592_200w.jpg,3,1451,https://cpt.tcgcsv.com/SrT,2026-02-17T19:07:08.82,1,XY42,Promo,Fighting,180,Basic,"[F1] Rip Claw (30)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokemon.",[FFF1] Massive Rend (130),Gx2,4,6.07,7.85,9999.0,11.99,261.0,Holofoil,None,,
108593,Blissey - XY56,Blissey XY56,https://tcgplayer-cdn.tcgplayer.com/product/108593_200w.jpg,3,1451,https://cpt.tcgcsv.com/TrT,2021-11-17T18:58:07.473,1,XY56,Promo,Colorless,120,Basic,"[2] Double Slap (40x)
<br>Flip 2 coins. This attack does 40 damage times the number of heads.","[4] Nurse's Egg
<br>Heal 100 damage from each of your Benched Pokemon. Then, discard 2 Energy attached to this Pokemon.",Fx2,2,2.0,2.71,3.53,3.53,,Holofoil,None,,
108594,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/108594_200w.jpg,3,1451,https://cpt.tcgcsv.com/VrT,2022-03-01T21:13:34.933,1,XY57,Promo,Colorless,90,Stage 1,"[1] Repeating Drill (20x)
<br>Flip 5 coins. This attack does 20 damage times the number of heads.","[3] Nosedive (80)
<br>This Pokemon does 20 damage to itself.",Lx2,1,39.99,49.99,149.99,40.66,,Holofoil,F-20,<b>Delta Evolution</b> You may play this card from your hand to evolve a Pokemon during your first turn or the turn you play that Pokemon.,
108595,Salamence - XY59,Salamence XY59,https://tcgplayer-cdn.tcgplayer.com/product/108595_200w.jpg,3,1451,https://cpt.tcgcsv.com/WrT,2022-09-07T04:36:54.437,1,XY59,Promo,Dragon,150,Stage 2,"[1] Call for Goons
<br>Search your deck for up to 3 Basic Pokemon and put them onto your Bench. Shuffle your deck afterward.","[2RW] Dragon Pulse (100)
<br>Discard the top card of your deck.",Yx2,2,26.8,42.0,72.5,41.6,,Holofoil,None,<b>Delta Evolution</b> You may play this card from your hand to evolve a Pokemon during your first turn or the turn you play that Pokemon.,
108596,Jirachi - XY67,Jirachi XY67,https://tcgplayer-cdn.tcgplayer.com/product/108596_200w.jpg,3,1451,https://cpt.tcgcsv.com/XrT,2021-06-16T15:25:14.287,1,XY67,Promo,Metal,60,Basic,"[1] Stardust (10)
<br>Discard a Special Energy attached to your opponent's Active Pokemon. If you do, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.","[1M] Dream Dance (20)
<br>Both Active Pokemon are now Asleep.",Rx2,1,16.99,22.0,96.95,18.45,,Holofoil,P-20,,
108597,Chesnaught (Prerelease),Chesnaught Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/108597_200w.jpg,3,1451,https://cpt.tcgcsv.com/ZrT,2025-11-13T15:18:26.917,1,XY68,Promo,Grass,160,Stage 2,"[1GG] Spike Lariat (60+)
<br>If your opponent's Active Pokemon already has damage counters on it, this attack does 60 more damage.","[2GG] Adamantine Press (100)
<br>During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 20 <i>(after applying Weakness and Resistance)</i>.",Rx2,4,3.5,6.74,9.99,5.96,,Holofoil,None,,
108598,Chesnaught - XY68 (Prerelease [Staff],Chesnaught XY68 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/108598_200w.jpg,3,1451,https://cpt.tcgcsv.com/-rT,2024-04-03T17:39:35.807,1,XY68,Promo,Grass,160,Stage 2,"[1GG] Spike Lariat (60+)
<br>If your opponent's Active Pokemon already has damage counters on it, this attack does 60 more damage.","[2GG] Adamantine Press (100)
<br>During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 20 <i>(after applying Weakness and Resistance)</i>.",Rx2,4,27.99,30.24,39.92,39.92,,Holofoil,None,,
108599,Rayquaza EX (Shiny),Rayquaza EX Shiny,https://tcgplayer-cdn.tcgplayer.com/product/108599_200w.jpg,3,1451,https://cpt.tcgcsv.com/_rT,2026-02-20T00:45:18.26,1,XY69,Promo,Dragon,170,Basic,"[2] Mega Ascension
<br>Search your deck for M Rayquaza EX, reveal it, and put it into your hand. Shuffle your deck afterward.","[4] Aeroscream (130)
<br>Flip a coin. If tails, discard 2 Energy attached to this Pokemon.",Lx2,2,41.94,66.0,230.35,98.05,226.04,Holofoil,F-20,,
108600,Tyrantrum EX,Tyrantrum EX,https://tcgplayer-cdn.tcgplayer.com/product/108600_200w.jpg,3,1451,https://cpt.tcgcsv.com/0sT,2026-02-17T19:05:48.567,1,XY70,Promo,Dragon,180,Basic,[1FMM] Dragon Impact (190,"[4] Aeroscream (130)
<br>Flip a coin. If tails, discard 2 Energy attached to this Pokemon.",Yx2,3,20.99,31.25,79.99,22.33,39.99,Holofoil,None,"<b>Ability — Despotic Fang</b>
<br>Damage from this Pokemon's attacks isn't affected by any effects on your opponent's Active Pokemon.",
108601,Hoopa EX,Hoopa EX,https://tcgplayer-cdn.tcgplayer.com/product/108601_200w.jpg,3,1451,https://cpt.tcgcsv.com/2sT,2026-02-17T19:33:15.237,1,XY71,Promo,Psychic,170,Basic,"[PPP] Hyperspace Fury
<br>Discard 2 Energy attached to this Pokemon. This attack does 100 damage to 1 of your opponent's Pokemon.<i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,Px2,2,1.3,2.3,16.36,2.3,2.29,Holofoil,None,"<b>Ability - Scoundrel Ring </b>
<br>When you play this Pokemon from your hand onto your Bench, you may search your deck for up to 3 Pokemon EX <em>(except for Hoopa EX)</em>, reveal them, and put them into your hand. Shuffle your deck afterward.",
108602,Latios EX,Latios EX,https://tcgplayer-cdn.tcgplayer.com/product/108602_200w.jpg,3,1451,https://cpt.tcgcsv.com/3sT,2026-02-05T20:58:49.977,1,XY72,Promo,Dragon,170,Basic,"[P] Fast Raid (40)
<br>If you go first, you can use this attack on your first turn.","[1WPP] Light Pulse (110)
<br>Prevent all effects of your opponent's attacks, except damage, done to this Pokemon during your opponent's next turn.",Yx2,2,3.38,4.99,7.37,6.76,,Holofoil,None,"<em>When a Pokemon EX has been Knocked Out, your opponent takes 2 Prize cards.",
108603,Rayquaza EX (XY73),Rayquaza EX XY73,https://tcgplayer-cdn.tcgplayer.com/product/108603_200w.jpg,3,1451,https://cpt.tcgcsv.com/5sT,2026-02-17T19:34:23.64,1,XY73,Promo,Dragon,180,Basic,[2] Dragon Claw (30),"[1RRL] Dragon Strike (130)
<br>Flip a coin. If tails, this Pokemon can't use Dragon Strike during your next turn.",Yx2,2,9.93,18.27,29.98,18.18,25.41,Holofoil,None,,
108604,Reshiram (Full Art Promo),Reshiram Full Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/108604_200w.jpg,3,1451,https://cpt.tcgcsv.com/6sT,2022-01-23T22:38:16.993,1,XY74,Promo,Fire,120,Basic,[2] Slash (20),"[2RR] Repeater Blaze (90+)
<br>Flip a coin until you get tails. This attack does 20 more damage for each heads.",Wx2,2,41.24,57.99,99.99,49.8,,Holofoil,None,,
108605,Palkia (Full Art Promo),Palkia Full Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/108605_200w.jpg,3,1451,https://cpt.tcgcsv.com/7sT,2026-02-19T23:51:29.253,1,XY75,Promo,Water,120,Basic,[1W] Wave Splash (30),"[1WW] Cross Slicer (80)
<br>Your opponent can't attach Energy from his or her hand to the Defending Pokemon during his or her next turn.",Gx2,3,31.24,45.0,9999.0,51.7,99.99,Holofoil,None,,
108606,Zekrom (Full Art Promo),Zekrom Full Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/108606_200w.jpg,3,1451,https://cpt.tcgcsv.com/8sT,2025-11-13T16:53:33.783,1,XY76,Promo,Lightning,120,Basic,[2] Slash (20),"[2LL] Voltage Storm (90)
<br>This attack does 10 damage to each of your opponent's Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Fx2,2,45.58,83.58,149.92,83.48,149.92,Holofoil,M-20,,
108607,Dialga (Full Art Promo),Dialga Full Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/108607_200w.jpg,3,1451,https://cpt.tcgcsv.com/9sT,2015-12-07T20:09:54.567,1,XY77,Promo,Metal,120,Basic,[1M] Metal Claw (30),"[1MM] Time Freeze (80)
<br>Your opponent can't play any Pokemon from his or her hand to evolve the Defending Pokemon during his or her next turn.",Rx2,3,24.0,47.25,96.95,47.54,29.95,Holofoil,P-20,,
108608,Latias (Full Art Promo),Latias Full Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/108608_200w.jpg,3,1451,https://cpt.tcgcsv.com/bsT,2025-11-13T16:01:04.053,1,XY78,Promo,Dragon,90,Basic,"[R] Eon Connection
<br>Draw a card. If Latios is on your Bench, draw 1 more card.",[2P] Speed Wing (60),Yx2,1,45.0,63.4,149.99,74.55,149.99,Holofoil,None,,
108609,Latios (Full Art Promo),Latios Full Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/108609_200w.jpg,3,1451,https://cpt.tcgcsv.com/csT,2025-11-13T16:01:54.41,1,XY79,Promo,Dragon,100,Basic,[1] Glide (20),"[2PW] Sky Blade (70+)
<br>If Latias is on your Bench, this attack does 50 more damage.",Yx2,1,81.86,150.0,249.99,91.69,161.58,Holofoil,None,,
108610,Black Kyurem - XY80,Black Kyurem XY80,https://tcgplayer-cdn.tcgplayer.com/product/108610_200w.jpg,3,1451,https://cpt.tcgcsv.com/dsT,2026-02-17T15:53:02.317,1,XY80,Promo,Dragon,120,Basic,"[2L] Thunder Nail (40)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","[1WLL] Frozen Slice (120)
<br>This Pokemon does 20 damage to itself.",Yx2,3,26.5,44.13,69.96,44.09,29.11,Holofoil,None,,
108611,White Kyurem (Full Art Promo),White Kyurem Full Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/108611_200w.jpg,3,1451,https://cpt.tcgcsv.com/fsT,2025-11-13T16:49:52.867,1,XY81,Promo,Dragon,120,Basic,"[2R] Hyper Beam (40)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokemon.","[1WRR] Flare Blizzard (120)
<br>This Pokemon can't use Flare Blizzard during your next turn.",Yx2,3,22.0,41.3,9999.0,43.79,,Holofoil,None,,
108612,Regigigas (Full Art Promo),Regigigas Full Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/108612_200w.jpg,3,1451,https://cpt.tcgcsv.com/gsT,2021-08-18T15:41:39.793,1,XY82,Promo,Colorless,130,Basic,"[4] Gigas Punch (100)
<br>Flip 2 coins. If both of them are tails, this attack does nothing.",,Fx2,4,22.44,36.92,99.99,36.23,,Holofoil,None,"<b>Ability — Earthen Awakening</b> 
<br>Whenever you attach an Energy card from your hand to this Pokemon, heal 20 damage from it.",
108613,Arceus - XY83,Arceus XY83,https://tcgplayer-cdn.tcgplayer.com/product/108613_200w.jpg,3,1451,https://cpt.tcgcsv.com/hsT,2026-02-17T15:50:49.82,1,XY83,Promo,Colorless,120,Basic,"[1] Gather Light
<br>Move as many Energy as you like from your Benched Pokemon to this Pokemon.","[3] Judgement Blast (10+)
<br>This attack does 30 more damage for each different type of basic Energy attached to this Pokemon.",Fx2,2,29.0,42.92,79.98,48.26,79.98,Holofoil,None,,
108614,Pikachu EX - XY84,Pikachu EX XY84,https://tcgplayer-cdn.tcgplayer.com/product/108614_200w.jpg,3,1451,https://cpt.tcgcsv.com/jsT,2026-02-20T00:21:58.543,1,XY84,Promo,Lightning,130,Basic,"[1] Iron Tail (30x)
<br>Flip a coin until you get tails. This attack does 30 damage times the number of heads.","[2L] Overspark (50x)
<br>Discard all Lightning Energy attached to this Pokemon. This attack does 50 damage times the number of Energy cards you discarded.",Fx2,1,39.99,59.89,95.0,54.09,,Holofoil,M-20,,
108615,Hoopa EX (Collection Promo),Hoopa EX Collection Promo,https://tcgplayer-cdn.tcgplayer.com/product/108615_200w.jpg,3,1451,https://cpt.tcgcsv.com/ksT,2024-02-07T18:26:13.78,1,XY85,Promo,Lightning,140,Basic,"[P] Hyperspace Ring
<br>Search your deck for up to 2 Item cards, reveal them, and put them into your hand. Shuffle your deck afterward.","[PPP] Wonder Trick (100)
<br> Your opponent switches his or her Active Pokemon with 1 of his or her Benched Pokemon.",Px2,2,10.75,15.84,25.0,15.11,,Holofoil,None,,
108616,M Blaziken EX,M Blaziken EX,https://tcgplayer-cdn.tcgplayer.com/product/108616_200w.jpg,3,1451,https://cpt.tcgcsv.com/lsT,2025-03-07T13:56:10.583,1,XY86,Promo,Fire,210,Mega,"[2RR] Moonsault Blaze (100)
<br>During your next turn, this Pokemon's Moonsault Blaze attack does 100 more damage <i>(before applying Weakness and Resistance)</i>.",,Wx2,2,50.5,65.0,96.73,73.74,,Holofoil,None,,
108617,M Swampert EX,M Swampert EX,https://tcgplayer-cdn.tcgplayer.com/product/108617_200w.jpg,3,1451,https://cpt.tcgcsv.com/msT,2021-10-13T13:21:10.647,1,XY87,Promo,Water,220,Mega,"[2WW] Strongarm Impact (130+)
<br>You may do 30 more damage. If you do, discard the top 3 cards of each player's deck.",,Gx2,3,42.99,66.35,149.99,66.35,,Holofoil,None,,
108618,Chespin (Collector Chest),Chespin Collector Chest,https://tcgplayer-cdn.tcgplayer.com/product/108618_200w.jpg,3,1451,https://cpt.tcgcsv.com/nsT,2015-12-07T20:12:09.523,1,XY88,Promo,Grass,60,Basic,[1G] Vine Whip (30),,Rx2,2,2.11,6.92,25.0,4.22,,Holofoil,None,,
108619,Pikachu (Collector Chest),Pikachu Collector Chest,https://tcgplayer-cdn.tcgplayer.com/product/108619_200w.jpg,3,1451,https://cpt.tcgcsv.com/psT,2026-02-10T14:58:32.807,1,XY89,Promo,Lightning,60,Basic,"[L] Thunder Wave
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","[2L] Electric Ring (30+)
<br>If Hoopa is on your Bench, this attack does 30 more damage.",Fx2,1,5.62,10.82,22.91,11.74,,Holofoil,M-20,,
108620,Hoopa (Collector Chest),Hoopa Collector Chest,https://tcgplayer-cdn.tcgplayer.com/product/108620_200w.jpg,3,1451,https://cpt.tcgcsv.com/qsT,2021-08-13T23:35:23.15,1,XY90,Promo,Psychic,70,Basic,"[1] Appearance Draw
<br>If PIkachu is on your Bench, draw 3 cards.","[2P] Double Spin (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",Px2,1,1.21,1.43,2.0,1.46,,Holofoil,M-20,,
108621,Sableye - XY92,Sableye XY92,https://tcgplayer-cdn.tcgplayer.com/product/108621_200w.jpg,3,1451,https://cpt.tcgcsv.com/rsT,2026-02-17T19:02:49.273,1,XY92,Promo,Psychic,70,Basic,"[P] Energy Hunt
<br>Flip 3 coins. For each heads, attach a basic Energy card from your discard pile to your Benched Pokemon-EX in any way you like.",[2] Claw Slash (20),Px2,2,20.0,30.0,35.5,23.73,,Holofoil,None,<strong>Theta Stop</strong> Prevent all effects of your opponent's Pokemon's Abilities done to this Pokemon.,
108622,Celebi - XY93,Celebi XY93,https://tcgplayer-cdn.tcgplayer.com/product/108622_200w.jpg,3,1451,https://cpt.tcgcsv.com/ssT,2023-09-19T16:51:22.883,1,XY93,Promo,Grass,70,Basic,"[G] Sparkle Motion
<br>Put 1 damage counter on each of your opponent's Pokemon.",,Rx2,1,7.64,10.99,16.11,13.14,,Holofoil,None,"<b>Theta Stop</b> Prevent all effects of your opponent's Pokemon's Abilities done to this Pokemon.
<br>
<br><b>Ability — Leap Through Time</b>
<br>When this Pokemon is Knocked Out, flip a coin. If heads, shuffle this Pokemon and all cards attached to it into your deck, and your opponent can't take any Prize cards for it.",
108623,Mewtwo - XY100,Mewtwo XY100,https://tcgplayer-cdn.tcgplayer.com/product/108623_200w.jpg,3,1451,https://cpt.tcgcsv.com/tsT,2025-11-13T16:19:57.59,1,XY100,Promo,Psychic,120,Basic,"[1P] Psy Bolt (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","[2PP] Zen Blade (100)
<br>This Pokemon can't use Zen Blade during your next turn.",Px2,2,11.18,24.99,34.99,12.17,34.99,Holofoil,None,,
