productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
84893,Double Rainbow Energy,Double Rainbow Energy,https://tcgplayer-cdn.tcgplayer.com/product/84893_200w.jpg,3,1395,https://cpt.tcgcsv.com/TZH,2024-04-11T17:48:00.08,1,88/100,Rare,Energy,0,Special Energy,,"Double Rainbow Energy can be attached only to an Evolved Pokemon (excluding Pokemon-ex).  While in play, Double Rainbow Energy provides every type of Energy but provides 2 Energy at a time.  (Has no effect other than providing Energy.)  Damage done to your opponent's Pokemon by the Pokemon Double Rainbow Energy is attached to is reduced by 10 (before applying Weakness and Resistance).  When the Pokemon Double Rainbow Energy is attached to is no longer an Evolved Pokemon, discard Double Rainbow Energy.",,,,,6.02,6.71,29.97,10.53,,Reverse Holofoil
84987,Dual Ball,Dual Ball,https://tcgplayer-cdn.tcgplayer.com/product/84987_200w.jpg,3,1395,https://cpt.tcgcsv.com/M_H,2025-11-20T00:42:04.667,1,78/100,Uncommon,Item,0,Trainer,,"Flip 2 coins.  For each heads, search your deck for a Basic Pokemon card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,,,,0.09,0.53,1.99,0.58,0.32,Normal
84987,Dual Ball,Dual Ball,https://tcgplayer-cdn.tcgplayer.com/product/84987_200w.jpg,3,1395,https://cpt.tcgcsv.com/M_H,2025-11-20T00:42:04.667,1,78/100,Uncommon,Item,0,Trainer,,"Flip 2 coins.  For each heads, search your deck for a Basic Pokemon card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,,,,1.25,4.34,5.99,4.29,1.5,Reverse Holofoil
85001,Dugtrio,Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/85001_200w.jpg,3,1395,https://cpt.tcgcsv.com/20J,2024-04-11T17:48:00.163,1,5/100,Holo Rare,Fighting,70,Stage 1,Sand Veil - Prevent all damage done to your Benched Pokemon by your opponent's attacks.  (Poke-BODY),[1F] Dig Under - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  This attack's damage isn't affected by Weakness or Resistance.,[2F] Double-edge (60) Dugtrio does 10 damage to itself.,G,,1,9.9,11.65,38.49,10.74,,Holofoil
85001,Dugtrio,Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/85001_200w.jpg,3,1395,https://cpt.tcgcsv.com/20J,2024-04-11T17:48:00.163,1,5/100,Holo Rare,Fighting,70,Stage 1,Sand Veil - Prevent all damage done to your Benched Pokemon by your opponent's attacks.  (Poke-BODY),[1F] Dig Under - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  This attack's damage isn't affected by Weakness or Resistance.,[2F] Double-edge (60) Dugtrio does 10 damage to itself.,G,,1,19.0,31.77,43.3,35.14,,Reverse Holofoil
85026,Dusclops,Dusclops,https://tcgplayer-cdn.tcgplayer.com/product/85026_200w.jpg,3,1395,https://cpt.tcgcsv.com/x0J,2024-04-11T17:48:00.21,1,17/100,Rare,Psychic,70,Stage 1,"Cursed Glare - As long as Dusclops is your Active Pokemon, your opponent can't attach any Special Energy cards (except for D and M Energy cards) from his or her hand to his or her Active Pokemon.  (Poke-BODY)",[1P] Will-o'-the-wisp (30),"[1PP] Psychic Shield (50) Prevent all effects of attacks, including damage, done to Dusclops by your opponent's Pokemon-ex during your opponent's next turn.",D,F,1,0.46,0.96,4.0,0.96,,Normal
85026,Dusclops,Dusclops,https://tcgplayer-cdn.tcgplayer.com/product/85026_200w.jpg,3,1395,https://cpt.tcgcsv.com/x0J,2024-04-11T17:48:00.21,1,17/100,Rare,Psychic,70,Stage 1,"Cursed Glare - As long as Dusclops is your Active Pokemon, your opponent can't attach any Special Energy cards (except for D and M Energy cards) from his or her hand to his or her Active Pokemon.  (Poke-BODY)",[1P] Will-o'-the-wisp (30),"[1PP] Psychic Shield (50) Prevent all effects of attacks, including damage, done to Dusclops by your opponent's Pokemon-ex during your opponent's next turn.",D,F,1,12.0,13.52,30.0,11.61,,Reverse Holofoil
85048,Duskull,Duskull,https://tcgplayer-cdn.tcgplayer.com/product/85048_200w.jpg,3,1395,https://cpt.tcgcsv.com/-0J,2025-11-20T00:44:22.563,1,51/100,Common,Psychic,40,Basic,,[1] Collect - Draw a card.,[P] Super Psy Bolt (10),D,F,1,0.1,0.33,1.99,0.43,0.22,Normal
85048,Duskull,Duskull,https://tcgplayer-cdn.tcgplayer.com/product/85048_200w.jpg,3,1395,https://cpt.tcgcsv.com/-0J,2025-11-20T00:44:22.563,1,51/100,Common,Psychic,40,Basic,,[1] Collect - Draw a card.,[P] Super Psy Bolt (10),D,F,1,3.5,7.25,24.92,5.45,19.99,Reverse Holofoil
85138,Electrike,Electrike,https://tcgplayer-cdn.tcgplayer.com/product/85138_200w.jpg,3,1395,https://cpt.tcgcsv.com/N3J,2024-04-11T17:48:00.29,1,52/100,Common,Lightning,50,Basic,,[1] Sniff Out - Put any 1 card from your discard pile into your hand.,"[L] Quick Blow (10+) Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",F,M,1,0.1,0.29,2.35,0.31,,Normal
85138,Electrike,Electrike,https://tcgplayer-cdn.tcgplayer.com/product/85138_200w.jpg,3,1395,https://cpt.tcgcsv.com/N3J,2024-04-11T17:48:00.29,1,52/100,Common,Lightning,50,Basic,,[1] Sniff Out - Put any 1 card from your discard pile into your hand.,"[L] Quick Blow (10+) Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",F,M,1,4.72,9.0,45.0,4.69,,Reverse Holofoil
85244,Energy Search,Energy Search,https://tcgplayer-cdn.tcgplayer.com/product/85244_200w.jpg,3,1395,https://cpt.tcgcsv.com/V6J,2025-11-20T00:46:26.48,1,86/100,Common,Trainer,0,Trainer,,"Search your deck for a basic Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,,,,0.02,0.24,3.5,0.2,0.18,Normal
85244,Energy Search,Energy Search,https://tcgplayer-cdn.tcgplayer.com/product/85244_200w.jpg,3,1395,https://cpt.tcgcsv.com/V6J,2025-11-20T00:46:26.48,1,86/100,Common,Trainer,0,Trainer,,"Search your deck for a basic Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,,,,2.99,5.0,7.49,5.61,,Reverse Holofoil
85375,Exploud ex,Exploud ex,https://tcgplayer-cdn.tcgplayer.com/product/85375_200w.jpg,3,1395,https://cpt.tcgcsv.com/w9J,2024-04-11T17:48:00.427,1,92/100,Ultra Rare,Colorless,150,Stage 2,"Extra Noise - As long as Exploud ex is your Active Pokemon, put 1 damage counter on each of your opponent's Pokemon-ex between turns.  (Poke-BODY)","[2] Derail (40) Discard a Special Energy card, if any, attached to the Defending Pokemon.","[3] Hyper Tail (60+) If the Defending Pokemon has any Poke-Powers or Poke-Bodies, this attack does 60 damage plus 20 more damage.",F,,3,67.99,69.99,4321.0,48.98,,Holofoil
85400,Fearow (Delta Species),Fearow Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85400_200w.jpg,3,1395,https://cpt.tcgcsv.com/0bJ,2024-04-11T17:48:00.473,1,18/100,Rare,Lightning,60,Stage 1,"Delta Sign - Once during your turn (before your attack), you may search your deck for a Pokemon that has Delta Species on its card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.  You can't use more than 1 Delta Sign Poke-Power each turn.  This power can't be used if Fearow is affected by a Special Condition. (Poke-POWER)",[1L] Pierce (30),,L,F,1,1.2,1.99,4.99,2.3,,Normal
85400,Fearow (Delta Species),Fearow Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85400_200w.jpg,3,1395,https://cpt.tcgcsv.com/0bJ,2024-04-11T17:48:00.473,1,18/100,Rare,Lightning,60,Stage 1,"Delta Sign - Once during your turn (before your attack), you may search your deck for a Pokemon that has Delta Species on its card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.  You can't use more than 1 Delta Sign Poke-Power each turn.  This power can't be used if Fearow is affected by a Special Condition. (Poke-POWER)",[1L] Pierce (30),,L,F,1,99.27,99.63,99.99,13.74,,Reverse Holofoil
85930,Groudon ex,Groudon ex,https://tcgplayer-cdn.tcgplayer.com/product/85930_200w.jpg,3,1395,https://cpt.tcgcsv.com/DnJ,2024-04-11T17:48:00.52,1,93/100,Ultra Rare,Fighting,100,Basic,"Hard Rock - As long as Groudon ex has 1 Energy or less attached to it, damage done to any of your Groudon ex in play by attacks is reduced by 20 (after applying Weakness and Resistance).  You can't use more than 1 Hard Rock Poke-Body each turn.  (Poke-BODY)",[1FF] Power Blast (100) Discard 2 Energy attached to Groudon ex.,,G,,2,90.0,113.05,199.99,137.83,,Holofoil
85939,Grovyle,Grovyle,https://tcgplayer-cdn.tcgplayer.com/product/85939_200w.jpg,3,1395,https://cpt.tcgcsv.com/PnJ,2024-04-11T17:48:00.573,1,32/100,Uncommon,Grass,70,Stage 1,,"[2] Detect - Flip a coin.  If heads, prevent all effects of an attack, including damage, done to Grovyle during your opponent's next turn.",[1G] Smash Kick (30),R,W,1,0.2,0.7,2.18,0.87,,Normal
85939,Grovyle,Grovyle,https://tcgplayer-cdn.tcgplayer.com/product/85939_200w.jpg,3,1395,https://cpt.tcgcsv.com/PnJ,2024-04-11T17:48:00.573,1,32/100,Uncommon,Grass,70,Stage 1,,"[2] Detect - Flip a coin.  If heads, prevent all effects of an attack, including damage, done to Grovyle during your opponent's next turn.",[1G] Smash Kick (30),R,W,1,13.28,18.5,19.5,13.03,,Reverse Holofoil
85946,Grovyle (Delta Species),Grovyle Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85946_200w.jpg,3,1395,https://cpt.tcgcsv.com/XnJ,2024-04-11T17:48:00.613,1,19/100,Rare,Psychic,70,Stage 1,,[2] Scratch (20),"[2P] Agility (30) Flip a coin.  If heads, prevent all effects of an attack, including damage, done to Grovyle during your opponent's next turn.",R,W,1,1.38,5.0,9.99,3.58,,Normal
85946,Grovyle (Delta Species),Grovyle Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85946_200w.jpg,3,1395,https://cpt.tcgcsv.com/XnJ,2024-04-11T17:48:00.613,1,19/100,Rare,Psychic,70,Stage 1,,[2] Scratch (20),"[2P] Agility (30) Flip a coin.  If heads, prevent all effects of an attack, including damage, done to Grovyle during your opponent's next turn.",R,W,1,14.99,38.45,49.99,31.72,,Reverse Holofoil
85969,Grumpig,Grumpig,https://tcgplayer-cdn.tcgplayer.com/product/85969_200w.jpg,3,1395,https://cpt.tcgcsv.com/ppJ,2024-04-11T17:48:00.66,1,20/100,Rare,Psychic,80,Stage 1,Thick Fat - Any damage done to Grumpig by attacks from R Pokemon and W Pokemon is reduced by 30 (after applying Weakness and Resistance).  (Poke-BODY),"[1PP] Circular Steps (10x) Does 10 damage times the number of Pokemon in play (both yours and your opponent's), excluding Grumpig.",,P,,2,0.4,0.73,5.0,0.87,,Normal
85969,Grumpig,Grumpig,https://tcgplayer-cdn.tcgplayer.com/product/85969_200w.jpg,3,1395,https://cpt.tcgcsv.com/ppJ,2024-04-11T17:48:00.66,1,20/100,Rare,Psychic,80,Stage 1,Thick Fat - Any damage done to Grumpig by attacks from R Pokemon and W Pokemon is reduced by 30 (after applying Weakness and Resistance).  (Poke-BODY),"[1PP] Circular Steps (10x) Does 10 damage times the number of Pokemon in play (both yours and your opponent's), excluding Grumpig.",,P,,2,5.27,29.99,35.0,10.9,,Reverse Holofoil
85976,Gulpin,Gulpin,https://tcgplayer-cdn.tcgplayer.com/product/85976_200w.jpg,3,1395,https://cpt.tcgcsv.com/xpJ,2026-02-17T17:34:17.84,1,33/100,Uncommon,Grass,50,Basic,,[1] Amnesia - Choose 1 of the Defending Pokemon's attacks.  That Pokemon can't use that attack during your opponent's next turn.,[2G] Sludge Toss (40),P,,1,0.25,0.45,5.0,0.61,0.53,Normal
85976,Gulpin,Gulpin,https://tcgplayer-cdn.tcgplayer.com/product/85976_200w.jpg,3,1395,https://cpt.tcgcsv.com/xpJ,2026-02-17T17:34:17.84,1,33/100,Uncommon,Grass,50,Basic,,[1] Amnesia - Choose 1 of the Defending Pokemon's attacks.  That Pokemon can't use that attack during your opponent's next turn.,[2G] Sludge Toss (40),P,,1,4.92,4.99,39.99,4.76,,Reverse Holofoil
86135,Holon Circle,Holon Circle,https://tcgplayer-cdn.tcgplayer.com/product/86135_200w.jpg,3,1395,https://cpt.tcgcsv.com/KsJ,2024-04-11T17:48:00.753,1,79/100,Uncommon,Stadium,0,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.","Prevent all effects of an attack, including damage, done by either player's Active Pokemon.  If an Active Pokemon uses an attack, that attack ends, and discard this card.",,,,,0.4,0.61,4.19,0.69,,Normal
86135,Holon Circle,Holon Circle,https://tcgplayer-cdn.tcgplayer.com/product/86135_200w.jpg,3,1395,https://cpt.tcgcsv.com/KsJ,2024-04-11T17:48:00.753,1,79/100,Uncommon,Stadium,0,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.","Prevent all effects of an attack, including damage, done by either player's Active Pokemon.  If an Active Pokemon uses an attack, that attack ends, and discard this card.",,,,,1.5,3.0,13.99,3.03,,Reverse Holofoil
86261,Igglybuff,Igglybuff,https://tcgplayer-cdn.tcgplayer.com/product/86261_200w.jpg,3,1395,https://cpt.tcgcsv.com/fwJ,2024-04-11T17:48:00.817,1,21/100,Rare,Colorless,50,Basic,"Hover Lift - You pay 1 less to retreat your Jigglypuff, Wigglytuff, Wigglytuff ex, and Igglybuff.  (Poke-BODY)Baby Evolution - Once during your turn (before your attack), you may put Jigglypuff from your hand onto Igglybuff (this counts as evolving Igglybuff) and remove all damage counters from Igglybuff.  (Poke-POWER)",,,F,,1,4.5,5.99,10.0,4.41,,Normal
86261,Igglybuff,Igglybuff,https://tcgplayer-cdn.tcgplayer.com/product/86261_200w.jpg,3,1395,https://cpt.tcgcsv.com/fwJ,2024-04-11T17:48:00.817,1,21/100,Rare,Colorless,50,Basic,"Hover Lift - You pay 1 less to retreat your Jigglypuff, Wigglytuff, Wigglytuff ex, and Igglybuff.  (Poke-BODY)Baby Evolution - Once during your turn (before your attack), you may put Jigglypuff from your hand onto Igglybuff (this counts as evolving Igglybuff) and remove all damage counters from Igglybuff.  (Poke-POWER)",,,F,,1,40.0,40.0,49.99,21.31,,Reverse Holofoil
86300,Ivysaur - 034/100,Ivysaur 034 100,https://tcgplayer-cdn.tcgplayer.com/product/86300_200w.jpg,3,1395,https://cpt.tcgcsv.com/0xJ,2024-12-15T11:54:27.627,1,34/100,Uncommon,Grass,80,Stage 1,,"[2] Sleep Powder (20) 
<br>The Defending Pokemon is now Asleep.",[2G] Vine Whip (40),P,,1,9.5,12.78,22.69,14.76,10.99,Normal
86300,Ivysaur - 034/100,Ivysaur 034 100,https://tcgplayer-cdn.tcgplayer.com/product/86300_200w.jpg,3,1395,https://cpt.tcgcsv.com/0xJ,2024-12-15T11:54:27.627,1,34/100,Uncommon,Grass,80,Stage 1,,"[2] Sleep Powder (20) 
<br>The Defending Pokemon is now Asleep.",[2G] Vine Whip (40),P,,1,66.66,70.81,99.99,54.0,,Reverse Holofoil
86301,Ivysaur - 035/100,Ivysaur 035 100,https://tcgplayer-cdn.tcgplayer.com/product/86301_200w.jpg,3,1395,https://cpt.tcgcsv.com/2xJ,2024-04-11T17:48:01.123,1,35/100,Uncommon,Grass,70,Stage 1,,[2] Stretch Vine - Choose 1 of your opponent's Benched Pokemon.  This attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),"[2G] Sharp Leaf (40+) Flip a coin.  If heads, this attack does 40 damage plus 20 more damage.",R,,1,1.28,2.87,7.0,2.89,,Normal
86301,Ivysaur - 035/100,Ivysaur 035 100,https://tcgplayer-cdn.tcgplayer.com/product/86301_200w.jpg,3,1395,https://cpt.tcgcsv.com/2xJ,2024-04-11T17:48:01.123,1,35/100,Uncommon,Grass,70,Stage 1,,[2] Stretch Vine - Choose 1 of your opponent's Benched Pokemon.  This attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),"[2G] Sharp Leaf (40+) Flip a coin.  If heads, this attack does 40 damage plus 20 more damage.",R,,1,40.0,57.5,63.27,29.58,,Reverse Holofoil
86317,Jigglypuff,Jigglypuff,https://tcgplayer-cdn.tcgplayer.com/product/86317_200w.jpg,3,1395,https://cpt.tcgcsv.com/mxJ,2024-04-11T17:48:01.22,1,53/100,Common,Colorless,50,Basic,,[1] Hypnoblast (10) The Defending Pokemon is now Asleep.,,F,,1,0.24,0.71,7.0,0.88,0.88,Normal
86317,Jigglypuff,Jigglypuff,https://tcgplayer-cdn.tcgplayer.com/product/86317_200w.jpg,3,1395,https://cpt.tcgcsv.com/mxJ,2024-04-11T17:48:01.22,1,53/100,Common,Colorless,50,Basic,,[1] Hypnoblast (10) The Defending Pokemon is now Asleep.,,F,,1,13.79,18.72,39.99,17.1,,Reverse Holofoil
86332,Jirachi ex,Jirachi ex,https://tcgplayer-cdn.tcgplayer.com/product/86332_200w.jpg,3,1395,https://cpt.tcgcsv.com/GxJ,2024-04-11T17:48:01.7,1,94/100,Ultra Rare,Psychic,90,Basic,"Star Light - As long as your opponent has any Pokemon-ex or Stage 2 Evolved Pokemon in play, Jirachi ex pays 1 less Energy to use Shield Beam or Super Psy Bolt.  (Poke-BODY)","[1P] Shield Beam (30) During your opponent's next turn, your opponent can't use any Poke-Powers on his or her Pokemon.",[2P] Super Psy Bolt (50),,,1,134.0,271.37,1000.0,140.22,,Holofoil
86458,Kingler (Delta Species),Kingler Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/86458_200w.jpg,3,1395,https://cpt.tcgcsv.com/bCJ,2024-04-11T17:48:01.763,1,22/100,Rare,Fire Metal,80,Stage 1,,"[1M] Body Slam (30) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2R] Prop-up Pinchers (40+) If Kingler has a Pokemon Tool attached to it, this attack does 40 damage plus 40 more damage.",L,,3,1.97,3.5,12.0,4.47,,Normal
86458,Kingler (Delta Species),Kingler Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/86458_200w.jpg,3,1395,https://cpt.tcgcsv.com/bCJ,2024-04-11T17:48:01.763,1,22/100,Rare,Fire Metal,80,Stage 1,,"[1M] Body Slam (30) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2R] Prop-up Pinchers (40+) If Kingler has a Pokemon Tool attached to it, this attack does 40 damage plus 40 more damage.",L,,3,43.0,44.4,61.38,43.63,,Reverse Holofoil
86525,Krabby,Krabby,https://tcgplayer-cdn.tcgplayer.com/product/86525_200w.jpg,3,1395,https://cpt.tcgcsv.com/wDJ,2024-04-11T17:48:01.857,1,54/100,Common,Water,40,Basic,,"[1] Vital Pinchers (10+) Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",,L,,1,0.2,0.55,5.0,0.72,,Normal
86525,Krabby,Krabby,https://tcgplayer-cdn.tcgplayer.com/product/86525_200w.jpg,3,1395,https://cpt.tcgcsv.com/wDJ,2024-04-11T17:48:01.857,1,54/100,Common,Water,40,Basic,,"[1] Vital Pinchers (10+) Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",,L,,1,6.01,9.99,24.99,7.79,,Reverse Holofoil
86557,Kyogre ex,Kyogre ex,https://tcgplayer-cdn.tcgplayer.com/product/86557_200w.jpg,3,1395,https://cpt.tcgcsv.com/9FJ,2024-04-11T17:48:01.903,1,95/100,Ultra Rare,Water,100,Basic,"Flotation - As long as Kyogre ex has 1 Energy or less attached to it, the Retreat Cost for each of your Kyogre ex is 0.  (Poke-BODY)",[1WW] Hydro Shot - Discard 2 Energy attached to Kyogre ex.  Choose 1 of your opponent's Pokemon.  This attack does 70 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,L,,2,124.99,156.92,202.48,186.1,,Holofoil
86578,Lairon,Lairon,https://tcgplayer-cdn.tcgplayer.com/product/86578_200w.jpg,3,1395,https://cpt.tcgcsv.com/BFJ,2025-11-20T00:48:17.367,1,36/100,Uncommon,Metal,80,Stage 1,,"[1] Roar - Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any.",[2M] Metal Charge (50) Put 1 damage counter on Lairon.,R,G,2,0.32,0.62,1.99,0.65,,Normal
86578,Lairon,Lairon,https://tcgplayer-cdn.tcgplayer.com/product/86578_200w.jpg,3,1395,https://cpt.tcgcsv.com/BFJ,2025-11-20T00:48:17.367,1,36/100,Uncommon,Metal,80,Stage 1,,"[1] Roar - Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any.",[2M] Metal Charge (50) Put 1 damage counter on Lairon.,R,G,2,24.99,30.0,64.0,9.03,,Reverse Holofoil
86818,Lombre,Lombre,https://tcgplayer-cdn.tcgplayer.com/product/86818_200w.jpg,3,1395,https://cpt.tcgcsv.com/nLJ,2026-02-13T20:35:57.06,1,37/100,Uncommon,Water,70,Stage 1,,"[2] Plunder (20) Before doing damage, discard all Trainer cards attached to the Defending Pokemon.",[2W] Wave Splash (50),L,,1,0.1,0.48,1.99,0.66,1.99,Normal
86818,Lombre,Lombre,https://tcgplayer-cdn.tcgplayer.com/product/86818_200w.jpg,3,1395,https://cpt.tcgcsv.com/nLJ,2026-02-13T20:35:57.06,1,37/100,Uncommon,Water,70,Stage 1,,"[2] Plunder (20) Before doing damage, discard all Trainer cards attached to the Defending Pokemon.",[2W] Wave Splash (50),L,,1,4.08,5.05,25.0,5.85,,Reverse Holofoil
86835,Lotad,Lotad,https://tcgplayer-cdn.tcgplayer.com/product/86835_200w.jpg,3,1395,https://cpt.tcgcsv.com/KLJ,2025-11-11T00:04:58.357,1,55/100,Common,Water,50,Basic,"Aqua Lift - If Lotad has any W Energy attached to it, the Retreat Cost for Lotad is 0.  (Poke-BODY)",[2] Rolling Tackle (20),,L,,1,0.2,0.49,5.0,0.59,,Normal
86835,Lotad,Lotad,https://tcgplayer-cdn.tcgplayer.com/product/86835_200w.jpg,3,1395,https://cpt.tcgcsv.com/KLJ,2025-11-11T00:04:58.357,1,55/100,Common,Water,50,Basic,"Aqua Lift - If Lotad has any W Energy attached to it, the Retreat Cost for Lotad is 0.  (Poke-BODY)",[2] Rolling Tackle (20),,L,,1,4.99,11.96,31.4,7.67,,Reverse Holofoil
86842,Loudred,Loudred,https://tcgplayer-cdn.tcgplayer.com/product/86842_200w.jpg,3,1395,https://cpt.tcgcsv.com/SLJ,2026-02-17T17:34:55.69,1,23/100,Rare,Colorless,70,Stage 1,,"[2] Surprise (20) Choose 1 card from your opponent's hand without looking.  Look at the card you chose, then have your opponent shuffle that card into his or her deck.",[3] Bass Control - Choose 1 of your opponent's Pokemon.  This attack does 40 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),F,,1,0.1,0.59,2.11,0.6,0.25,Normal
86842,Loudred,Loudred,https://tcgplayer-cdn.tcgplayer.com/product/86842_200w.jpg,3,1395,https://cpt.tcgcsv.com/SLJ,2026-02-17T17:34:55.69,1,23/100,Rare,Colorless,70,Stage 1,,"[2] Surprise (20) Choose 1 card from your opponent's hand without looking.  Look at the card you chose, then have your opponent shuffle that card into his or her deck.",[3] Bass Control - Choose 1 of your opponent's Pokemon.  This attack does 40 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),F,,1,3.85,9.99,29.97,12.49,,Reverse Holofoil
86902,Ludicolo (Delta Species),Ludicolo Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/86902_200w.jpg,3,1395,https://cpt.tcgcsv.com/3NJ,2026-03-02T22:14:47.413,1,6/100,Holo Rare,Fire,100,Stage 2,"Overzealous - If your opponent has any Pokemon-ex in play, each of Ludicolo's attacks does 30 more damage to the Defending Pokemon.  (Poke-BODY)",[1R] Knock Off (30) Choose 1 card from your opponent's hand without looking and discard it.,[2R] Fire Punch (60),L,,2,14.98,17.37,24.16,25.53,14.99,Holofoil
86902,Ludicolo (Delta Species),Ludicolo Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/86902_200w.jpg,3,1395,https://cpt.tcgcsv.com/3NJ,2026-03-02T22:14:47.413,1,6/100,Holo Rare,Fire,100,Stage 2,"Overzealous - If your opponent has any Pokemon-ex in play, each of Ludicolo's attacks does 30 more damage to the Defending Pokemon.  (Poke-BODY)",[1R] Knock Off (30) Choose 1 card from your opponent's hand without looking and discard it.,[2R] Fire Punch (60),L,,2,13.69,14.74,99.99,23.32,,Reverse Holofoil
86935,Luvdisc,Luvdisc,https://tcgplayer-cdn.tcgplayer.com/product/86935_200w.jpg,3,1395,https://cpt.tcgcsv.com/KNJ,2024-04-11T17:48:02.243,1,7/100,Holo Rare,Water,60,Basic,,[1] Even Game - Count the number of your opponent's Pokemon.  Search your deck for up to that number of Basic Pokemon and put them onto your Bench.  Shuffle your deck afterward.,"[1] Stadium Play (10) If you have a Stadium card in play, remove 1 damage counter from each of your Pokemon.  If your opponent has a Stadium card in play, this attack does 10 damage to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",L,,1,6.13,9.0,26.85,10.45,,Holofoil
86935,Luvdisc,Luvdisc,https://tcgplayer-cdn.tcgplayer.com/product/86935_200w.jpg,3,1395,https://cpt.tcgcsv.com/KNJ,2024-04-11T17:48:02.243,1,7/100,Holo Rare,Water,60,Basic,,[1] Even Game - Count the number of your opponent's Pokemon.  Search your deck for up to that number of Basic Pokemon and put them onto your Bench.  Shuffle your deck afterward.,"[1] Stadium Play (10) If you have a Stadium card in play, remove 1 damage counter from each of your Pokemon.  If your opponent has a Stadium card in play, this attack does 10 damage to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",L,,1,9.44,23.98,39.99,14.07,,Reverse Holofoil
87159,Manectric,Manectric,https://tcgplayer-cdn.tcgplayer.com/product/87159_200w.jpg,3,1395,https://cpt.tcgcsv.com/cTJ,2025-11-11T00:06:59.537,1,8/100,Holo Rare,Lightning,80,Stage 1,,"[1L] Kick Away (30) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any.","[1LL] Strong Current (50) If Manectric has a Pokemon Tool card attached to it, this attack does 20 damage to each of your opponent's Benched Pokemon-ex.  (Don't apply Weakness and Resistance for Benched Pokemon.)",F,M,1,8.94,16.57,39.99,13.8,,Holofoil
87159,Manectric,Manectric,https://tcgplayer-cdn.tcgplayer.com/product/87159_200w.jpg,3,1395,https://cpt.tcgcsv.com/cTJ,2025-11-11T00:06:59.537,1,8/100,Holo Rare,Lightning,80,Stage 1,,"[1L] Kick Away (30) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any.","[1LL] Strong Current (50) If Manectric has a Pokemon Tool card attached to it, this attack does 20 damage to each of your opponent's Benched Pokemon-ex.  (Don't apply Weakness and Resistance for Benched Pokemon.)",F,M,1,22.9,47.67,49.99,22.66,,Reverse Holofoil
87237,Marshtomp - 024/100,Marshtomp 024 100,https://tcgplayer-cdn.tcgplayer.com/product/87237_200w.jpg,3,1395,https://cpt.tcgcsv.com/MVJ,2025-11-20T00:55:24.97,1,24/100,Rare,Water,70,Stage 1,,[W] Rain Splash (20),"[2W] Mud Splash (30) 
<br>Does 30 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",G,,1,1.0,1.88,29.99,1.9,29.99,Normal
