productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost
268174,Boss's Orders - 154/192 (#44 Pikachu Stamped),Bosss Orders 154 192 44 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268174_200w.jpg,3,3051,https://cpt.tcgcsv.com/vh93,2023-06-05T11:53:06.74,1,Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.,0.15,0.62,3.0,0.59,,Normal,154/192,Promo,Supporter,,,,,,
268175,Bug Catcher - 226/264 (#26 Pikachu Stamped),Bug Catcher 226 264 26 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268175_200w.jpg,3,3051,https://cpt.tcgcsv.com/wh93,2023-05-08T15:30:52.713,1,"Draw 2 cards. Flip a coin. If heads, draw 2 more cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",0.01,0.17,1.0,0.17,,Normal,226/264,Promo,Supporter,,,,,,
268176,Bug Catcher - 226/264 (#46 Pikachu Stamped),Bug Catcher 226 264 46 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268176_200w.jpg,3,3051,https://cpt.tcgcsv.com/xh93,2023-05-08T15:27:41.593,1,"Draw 2 cards. Flip a coin. If heads, draw 2 more cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",0.01,0.15,1.04,0.15,,Normal,226/264,Promo,Supporter,,,,,,
268177,Energy Recycler - 124/163 (#32 Pikachu Stamped),Energy Recycler 124 163 32 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268177_200w.jpg,3,3051,https://cpt.tcgcsv.com/zh93,2023-05-08T15:19:17.217,1,Shuffle up to 5 basic Energy cards from your discard pile into your deck.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,0.05,0.35,1.37,0.35,,Normal,124/163,Promo,Item,,,,,,
268178,Great Ball - 164/202 (#29 Pikachu Stamped),Great Ball 164 202 29 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268178_200w.jpg,3,3051,https://cpt.tcgcsv.com/Bh93,2023-05-08T13:58:05.077,1,Look at the top 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,0.03,0.2,1.0,0.17,,Normal,164/202,Promo,Item,,,,,,
268179,Great Ball - 164/202 (#38 Pikachu Stamped),Great Ball 164 202 38 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268179_200w.jpg,3,3051,https://cpt.tcgcsv.com/Ch93,2023-05-08T13:54:04.653,1,Look at the top 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,0.03,0.18,1.0,0.18,,Normal,164/202,Promo,Item,,,,,,
268180,Great Ball - 164/202 (#49 Pikachu Stamped),Great Ball 164 202 49 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268180_200w.jpg,3,3051,https://cpt.tcgcsv.com/Dh93,2023-05-08T13:53:47.18,1,Look at the top 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,0.01,0.2,1.15,0.15,,Normal,164/202,Promo,Item,,,,,,
268181,Great Ball - 164/202 (#57 Pikachu Stamped),Great Ball 164 202 57 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268181_200w.jpg,3,3051,https://cpt.tcgcsv.com/Fh93,2023-05-08T13:33:20.497,1,Look at the top 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,0.01,0.25,1.0,0.14,,Normal,164/202,Promo,Item,,,,,,
268182,Hop - 165/202 (#13 Pikachu Stamped),Hop 165 202 13 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268182_200w.jpg,3,3051,https://cpt.tcgcsv.com/Gh93,2023-05-08T13:55:57.29,1,Draw 3 cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.,0.04,0.15,1.0,0.12,,Normal,165/202,Promo,Supporter,,,,,,
268183,Hop - 165/202 (#33 Pikachu Stamped),Hop 165 202 33 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268183_200w.jpg,3,3051,https://cpt.tcgcsv.com/Hh93,2023-05-08T13:15:48.813,1,Draw 3 cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.,0.04,0.2,1.04,0.1,,Normal,165/202,Promo,Supporter,,,,,,
268184,Hop - 165/202 (#42 Pikachu Stamped),Hop 165 202 42 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268184_200w.jpg,3,3051,https://cpt.tcgcsv.com/Jh93,2023-05-08T13:40:29.483,1,Draw 3 cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.,0.04,0.15,1.0,0.06,,Normal,165/202,Promo,Supporter,,,,,,
268186,Hop - 165/202 (#54 Pikachu Stamped),Hop 165 202 54 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268186_200w.jpg,3,3051,https://cpt.tcgcsv.com/Lh93,2023-05-08T13:45:56.637,1,Draw 3 cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.,0.03,0.14,1.0,0.08,,Normal,165/202,Promo,Supporter,,,,,,
268188,Lightning Energy (#3 Pikachu Stamped),Lightning Energy 3 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268188_200w.jpg,3,3051,https://cpt.tcgcsv.com/Nh93,2023-05-08T13:39:12.26,1,,0.1,0.25,0.62,0.22,,Normal,,Promo,Basic Lightning Energy,,,,,,
268189,Lightning Energy (#4 Pikachu Stamped),Lightning Energy 4 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268189_200w.jpg,3,3051,https://cpt.tcgcsv.com/Ph93,2023-05-08T13:42:32.577,1,,0.04,0.19,0.49,0.14,,Normal,,Promo,Basic Lightning Energy,,,,,,
268190,Lightning Energy (#7 Pikachu Stamped),Lightning Energy 7 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268190_200w.jpg,3,3051,https://cpt.tcgcsv.com/Qh93,2023-05-08T13:40:47.177,1,,0.04,0.25,0.49,0.15,,Normal,,Promo,Basic Lightning Energy,,,,,,
268191,Lightning Energy (#8 Pikachu Stamped),Lightning Energy 8 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268191_200w.jpg,3,3051,https://cpt.tcgcsv.com/Rh93,2023-05-08T13:34:14.847,1,,0.04,0.2,0.49,0.15,,Normal,,Promo,Basic Lightning Energy,,,,,,
268192,Lightning Energy (#9 Pikachu Stamped),Lightning Energy 9 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268192_200w.jpg,3,3051,https://cpt.tcgcsv.com/Sh93,2023-05-08T13:36:15.137,1,,0.04,0.15,0.49,0.15,,Normal,,Promo,Basic Lightning Energy,,,,,,
268193,Lightning Energy (#10 Pikachu Stamped),Lightning Energy 10 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268193_200w.jpg,3,3051,https://cpt.tcgcsv.com/Th93,2023-05-08T13:45:41.22,1,,0.03,0.19,0.49,0.08,,Normal,,Promo,Basic Lightning Energy,,,,,,
268194,Lightning Energy (#11 Pikachu Stamped),Lightning Energy 11 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268194_200w.jpg,3,3051,https://cpt.tcgcsv.com/Vh93,2023-05-08T13:45:24.707,1,,0.04,0.18,0.49,0.12,,Normal,,Promo,Basic Lightning Energy,,,,,,
268195,Lightning Energy (#12 Pikachu Stamped),Lightning Energy 12 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268195_200w.jpg,3,3051,https://cpt.tcgcsv.com/Wh93,2026-03-09T15:27:01.12,1,,0.04,0.15,0.49,0.04,0.25,Normal,,Promo,Basic Lightning Energy,,,,,,
268196,Lightning Energy (#17 Pikachu Stamped),Lightning Energy 17 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268196_200w.jpg,3,3051,https://cpt.tcgcsv.com/Xh93,2026-03-09T15:29:47.043,1,,0.03,0.18,0.49,0.15,0.25,Normal,,Promo,Basic Lightning Energy,,,,,,
268197,Lightning Energy (#19 Pikachu Stamped),Lightning Energy 19 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268197_200w.jpg,3,3051,https://cpt.tcgcsv.com/Zh93,2023-05-08T13:43:50.857,1,,0.04,0.17,0.99,0.17,,Normal,,Promo,Basic Lightning Energy,,,,,,
268199,Lightning Energy (#21 Pikachu Stamped),Lightning Energy 21 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268199_200w.jpg,3,3051,https://cpt.tcgcsv.com/_h93,2023-05-08T13:41:29.037,1,,0.04,0.15,0.49,0.15,,Normal,,Promo,Basic Lightning Energy,,,,,,
268200,Lightning Energy (#22 Pikachu Stamped),Lightning Energy 22 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268200_200w.jpg,3,3051,https://cpt.tcgcsv.com/0j93,2023-05-08T13:36:57.367,1,,0.04,0.17,0.49,0.15,,Normal,,Promo,Basic Lightning Energy,,,,,,
268201,Lightning Energy (#27 Pikachu Stamped),Lightning Energy 27 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268201_200w.jpg,3,3051,https://cpt.tcgcsv.com/2j93,2023-05-08T13:43:14.313,1,,0.04,0.17,0.49,0.15,,Normal,,Promo,Basic Lightning Energy,,,,,,
268202,Lightning Energy (#31 Pikachu Stamped),Lightning Energy 31 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268202_200w.jpg,3,3051,https://cpt.tcgcsv.com/3j93,2023-05-08T13:43:28.703,1,,0.04,0.19,0.49,0.09,,Normal,,Promo,Basic Lightning Energy,,,,,,
268203,Lightning Energy (#35 Pikachu Stamped),Lightning Energy 35 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268203_200w.jpg,3,3051,https://cpt.tcgcsv.com/5j93,2023-05-08T13:40:02.083,1,,0.05,0.17,0.49,0.15,,Normal,,Promo,Basic Lightning Energy,,,,,,
268204,Lightning Energy (#39 Pikachu Stamped),Lightning Energy 39 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268204_200w.jpg,3,3051,https://cpt.tcgcsv.com/6j93,2023-05-08T13:38:44.58,1,,0.04,0.15,0.49,0.15,,Normal,,Promo,Basic Lightning Energy,,,,,,
268205,Lightning Energy (#43 Pikachu Stamped),Lightning Energy 43 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268205_200w.jpg,3,3051,https://cpt.tcgcsv.com/7j93,2023-05-08T13:38:03.243,1,,0.05,0.19,0.49,0.15,,Normal,,Promo,Basic Lightning Energy,,,,,,
268206,Lightning Energy (#48 Pikachu Stamped),Lightning Energy 48 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268206_200w.jpg,3,3051,https://cpt.tcgcsv.com/8j93,2023-05-08T13:39:47.093,1,,0.04,0.17,0.99,0.15,,Normal,,Promo,Basic Lightning Energy,,,,,,
268207,Luxio - 092/264 (#14 Pikachu Stamped),Luxio 092 264 14 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268207_200w.jpg,3,3051,https://cpt.tcgcsv.com/9j93,2026-03-12T10:37:40.993,1,,0.04,0.22,1.25,0.19,,Normal,092/264,Promo,Lightning,90,Stage 1,[1L] Electric Claws (50),,Fx2,1
268208,Luxio - 092/264 (#37 Pikachu Stamped),Luxio 092 264 37 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268208_200w.jpg,3,3051,https://cpt.tcgcsv.com/bj93,2023-05-08T13:26:34.55,1,,0.05,0.2,1.17,0.15,,Normal,092/264,Promo,Lightning,90,Stage 1,[1L] Electric Claws (50),,Fx2,1
268209,Luxio - 092/264 (#53 Pikachu Stamped),Luxio 092 264 53 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268209_200w.jpg,3,3051,https://cpt.tcgcsv.com/cj93,2023-05-08T13:30:38.433,1,,0.06,0.2,0.99,0.15,,Normal,092/264,Promo,Lightning,90,Stage 1,[1L] Electric Claws (50),,Fx2,1
268210,Luxray - 093/264 (#28 Pikachu Stamped),Luxray 093 264 28 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268210_200w.jpg,3,3051,https://cpt.tcgcsv.com/dj93,2025-10-16T20:46:32.937,1,,0.12,0.25,4.0,0.23,,Normal,093/264,Promo,Lightning,160,Stage 2,[1L] Thunder Claws (90),,Fx2,1
268211,Luxray - 096/264 (#47 Pikachu Stamped),Luxray 096 264 47 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268211_200w.jpg,3,3051,https://cpt.tcgcsv.com/fj93,2023-05-08T13:33:05.657,1,,0.1,0.3,5.47,0.26,,Normal,093/264,Promo,Lightning,160,Stage 2,[1L] Thunder Claws (90),,Fx2,1
268212,Morpeko - 109/264 (#23 Pikachu Stamped),Morpeko 109 264 23 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268212_200w.jpg,3,3051,https://cpt.tcgcsv.com/gj93,2023-05-08T13:35:46.71,1,,0.01,0.34,1.96,0.34,,Normal,109/264,Promo,Lightning,80,Basic,"[1L] Targeted Spark
<br>This attack does 30 damage to 1 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,Fx2,1
268213,Pikachu V - 043/185 (#60 Pikachu Stamped),Pikachu V 043 185 60 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268213_200w.jpg,3,3051,https://cpt.tcgcsv.com/hj93,2026-02-02T19:05:12.22,1,"<em>V rule — When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.</em>",1.49,2.28,5.37,2.3,,Holofoil,043/185,Holo Rare,Lightning,190,Basic,"[L] Charge
<br>Search your deck for up to 2 Lightning Energy cards and attach them to this Pokémon. Then, shuffle your deck.","[1LL] Thunderbolt (200)
<br>Discard all Energy from this Pokémon.",Fx2,1
268217,Potion - 177/202 (#18 Pikachu Stamped),Potion 177 202 18 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268217_200w.jpg,3,3051,https://cpt.tcgcsv.com/mj93,2023-05-08T13:26:10.2,1,Heal 30 damage from 1 of your Pokémon.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,0.03,0.15,1.0,0.05,,Normal,177/202,Promo,Item,,,,,,
268218,Potion - 177/202 (#40 Pikachu Stamped),Potion 177 202 40 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268218_200w.jpg,3,3051,https://cpt.tcgcsv.com/nj93,2023-05-08T13:29:58.13,1,Heal 30 damage from 1 of your Pokémon.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,0.01,0.15,1.35,0.12,,Normal,177/202,Promo,Item,,,,,,
268220,Shauna - 240/264 (#24 Pikachu Stamped),Shauna 240 264 24 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268220_200w.jpg,3,3051,https://cpt.tcgcsv.com/qj93,2023-05-08T16:10:03.597,1,"Shuffle your hand into your deck. Then, draw 5 cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",0.01,0.15,1.0,0.15,,Normal,240/264,Promo,Supporter,,,,,,
268221,Shauna - 240/264 (#50 Pikachu Stamped),Shauna 240 264 50 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268221_200w.jpg,3,3051,https://cpt.tcgcsv.com/rj93,2023-05-08T16:06:35.123,1,"Shuffle your hand into your deck. Then, draw 5 cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",0.01,0.18,0.7,0.16,,Normal,240/264,Promo,Supporter,,,,,,
268222,Shauna - 240/264 (#59 Pikachu Stamped),Shauna 240 264 59 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268222_200w.jpg,3,3051,https://cpt.tcgcsv.com/sj93,2023-05-08T15:46:25.413,1,"Shuffle your hand into your deck. Then, draw 5 cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",0.01,0.25,1.05,0.21,,Normal,240/264,Promo,Supporter,,,,,,
268225,Shinx - 091/264 (#6 Pikachu Stamped),Shinx 091 264 6 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268225_200w.jpg,3,3051,https://cpt.tcgcsv.com/wj93,2023-05-08T16:07:22.12,1,,0.04,0.22,1.16,0.21,,Normal,091/264,Promo,Lightning,50,Basic,[L] Gnaw (10),[1L] Electric Claws (20),Fx2,1
268226,Shinx - 091/264 (#20 Pikachu Stamped),Shinx 091 264 20 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268226_200w.jpg,3,3051,https://cpt.tcgcsv.com/xj93,2025-10-16T20:52:25.003,1,,0.1,0.38,1.48,0.34,0.7,Normal,091/264,Promo,Lightning,50,Basic,[L] Gnaw (10),[1L] Electric Claws (20),Fx2,1
268227,Shinx - 091/264 (#41 Pikachu Stamped),Shinx 091 264 41 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268227_200w.jpg,3,3051,https://cpt.tcgcsv.com/zj93,2023-05-08T16:06:19.137,1,,0.12,0.28,1.5,0.23,,Normal,091/264,Promo,Lightning,50,Basic,[L] Gnaw (10),[1L] Electric Claws (20),Fx2,1
268228,Shinx - 091/264 (#45 Pikachu Stamped),Shinx 091 264 45 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268228_200w.jpg,3,3051,https://cpt.tcgcsv.com/Bj93,2023-05-08T16:05:47.853,1,,0.05,0.3,5.58,0.25,,Normal,091/264,Promo,Lightning,50,Basic,[L] Gnaw (10),[1L] Electric Claws (20),Fx2,1
268229,Sonia - 167/192 (#51 Pikachu Stamped),Sonia 167 192 51 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268229_200w.jpg,3,3051,https://cpt.tcgcsv.com/Cj93,2023-05-08T16:01:29.76,1,"Search your deck for up to 2 Basic Pokemon or up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",0.01,0.2,1.0,0.13,,Normal,167/192,Promo,Supporter,,,,,,
268230,Switch - 183/202 (#36 Pikachu Stamped),Switch 183 202 36 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268230_200w.jpg,3,3051,https://cpt.tcgcsv.com/Dj93,2023-05-08T15:57:11.04,1,Switch your Active Pokémon with 1 of your Benched Pokémon.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,0.04,0.2,1.0,0.2,,Normal,183/202,Promo,Item,,,,,,
268231,Switch - 183/202 (#52 Pikachu Stamped),Switch 183 202 52 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268231_200w.jpg,3,3051,https://cpt.tcgcsv.com/Fj93,2023-05-08T15:58:38.903,1,Switch your Active Pokémon with 1 of your Benched Pokémon.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,0.06,0.17,1.49,0.17,,Normal,183/202,Promo,Item,,,,,,
268232,Yamper - 074/202 (#1 Pikachu Stamped),Yamper 074 202 1 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268232_200w.jpg,3,3051,https://cpt.tcgcsv.com/Gj93,2023-05-08T15:50:56.513,1,,0.19,0.32,4.03,0.24,,Normal,074/202,Promo,Lightning,70,Basic,[1] Bite (10),[1L] Zap Kick (20),Fx2,1
268233,Yamper - 074/202 (#58 Pikachu Stamped),Yamper 074 202 58 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268233_200w.jpg,3,3051,https://cpt.tcgcsv.com/Hj93,2023-05-08T15:50:09.41,1,,0.1,0.31,2.72,0.27,,Normal,074/202,Promo,Lightning,70,Basic,[1] Bite (10),[1L] Zap Kick (20),Fx2,1
268234,Zebstrika - 054/185 (#25 Pikachu Stamped),Zebstrika 054 185 25 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268234_200w.jpg,3,3051,https://cpt.tcgcsv.com/Jj93,2023-05-08T15:49:42.873,1,,0.04,0.22,1.3,0.12,,Normal,054/185,Promo,Lightning,110,Stage 1,[L] Low Kick (30),[1L] Zap Kick (70),Fx2,1
268235,Zebstrika - 054/185 (#34 Pikachu Stamped),Zebstrika 054 185 34 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268235_200w.jpg,3,3051,https://cpt.tcgcsv.com/Kj93,2023-05-08T15:46:44.687,1,,0.04,0.21,1.25,0.11,,Normal,054/185,Promo,Lightning,110,Stage 1,[L] Low Kick (30),[1L] Zap Kick (70),Fx2,1
268236,Zebstrika - 054/185 (#56 Pikachu Stamped),Zebstrika 054 185 56 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268236_200w.jpg,3,3051,https://cpt.tcgcsv.com/Lj93,2023-05-08T15:42:17.337,1,,0.05,0.2,1.0,0.12,,Normal,054/185,Promo,Lightning,110,Stage 1,[L] Low Kick (30),[1L] Zap Kick (70),Fx2,1
268237,Zeraora - 102/264 (#5 Pikachu Stamped),Zeraora 102 264 5 Pikachu Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268237_200w.jpg,3,3051,https://cpt.tcgcsv.com/Mj93,2023-05-08T15:47:48.923,1,,0.18,0.31,4.0,0.27,,Normal,102/264,Promo,Lightning,120,Basic,"[1L] Wild Charge (70)
<br>
This Pokémon also does 20 damage to itself.",,Fx2,1
268238,Eevee V - SWSH065 (Eevee Stamped),Eevee V SWSH065 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268238_200w.jpg,3,3051,https://cpt.tcgcsv.com/Nj93,2023-05-08T15:19:01.723,1,"<em>V rule — When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.</em>",2.99,3.75,10.99,3.63,,Holofoil,SWSH065,Promo,Colorless,190,Basic,"[1] Collect
<br>Draw 3 cards.","[3] Brave Buddies (80+)
<br>If you played a Supporter card from your hand during this turn, this attack does 80 more damage.",Fx2,1
268239,Darkrai - 167/264 (Eevee Stamped),Darkrai 167 264 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268239_200w.jpg,3,3051,https://cpt.tcgcsv.com/Pj93,2025-10-16T19:16:39.743,1,,0.06,0.25,1.2,0.22,,Normal,167/264,Promo,Darkness,110,Basic,[2D] Dark Cutter (90),,Gx2,2
268240,Carvanha - 162/264 (Eevee Stamped),Carvanha 162 264 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268240_200w.jpg,3,3051,https://cpt.tcgcsv.com/Qj93,2025-10-16T20:15:26.303,1,,0.01,0.18,0.99,0.15,0.22,Normal,162/264,Promo,Darkness,50,Basic,[1] Bite (10),,Gx2,1
268241,Sharpedo - 163/264 (Eevee Stamped),Sharpedo 163 264 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268241_200w.jpg,3,3051,https://cpt.tcgcsv.com/Rj93,2023-05-08T13:25:33.263,1,,0.01,0.2,0.99,0.16,,Normal,163/264,Promo,Darkness,100,Stage 1,[1D] Sharp Fang (70),,Gx2,1
268242,Zorua - 170/264 (Eevee Stamped),Zorua 170 264 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268242_200w.jpg,3,3051,https://cpt.tcgcsv.com/Sj93,2023-05-08T15:43:38.747,1,,0.01,0.22,1.0,0.22,,Normal,170/264,Promo,Darkness,60,Basic,[1] Ram (10),[1D] Rear Kick (20),Gx2,1
268243,Zoroark - 171/264 (Eevee Stamped),Zoroark 171 264 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268243_200w.jpg,3,3051,https://cpt.tcgcsv.com/Tj93,2023-05-08T15:44:15.4,1,,0.1,0.26,1.01,0.26,,Normal,171/264,Promo,Darkness,120,Stage 1,"[1] Double Claw (40x)
<br>Flip 2 coins. This attack does 40 damage for each heads.",[1DD] Night Daze (100),Gx2,2
268244,Galarian Zigzagoon - 035/073 (Eevee Stamped),Galarian Zigzagoon 035 073 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268244_200w.jpg,3,3051,https://cpt.tcgcsv.com/Vj93,2023-05-08T15:01:05.453,1,,0.02,0.15,5.23,0.09,,Normal,035/073,Promo,Darkness,70,Basic,"[1] Pin Missile (10x)
<br>Flip 4 coins. This attack does 10 damage for each heads.",,Gx2,2
268245,Galarian Linoone - 036/073 (Eevee Stamped),Galarian Linoone 036 073 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268245_200w.jpg,3,3051,https://cpt.tcgcsv.com/Wj93,2023-05-08T14:59:22.72,1,,0.03,0.17,1.32,0.11,,Normal,036/073,Promo,Darkness,100,Stage 1,"[2] Double-Edge (60)
<br>This Pokémon also does 20 damage to itself.",,Gx2,2
268246,Switch - 183/202 (Eevee Stamped),Switch 183 202 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268246_200w.jpg,3,3051,https://cpt.tcgcsv.com/Xj93,2023-05-08T15:57:49.22,1,Switch your Active Pokémon with 1 of your Benched Pokémon.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,0.01,0.2,0.99,0.19,,Normal,183/202,Promo,Item,,,,,,
268247,Great Ball - 164/202 (Eevee Stamped),Great Ball 164 202 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268247_200w.jpg,3,3051,https://cpt.tcgcsv.com/Zj93,2023-05-08T13:57:23.81,1,Look at the top 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,0.01,0.15,1.99,0.1,,Normal,164/202,Promo,Item,,,,,,
268248,Hop - 165/202 (Eevee Stamped),Hop 165 202 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268248_200w.jpg,3,3051,https://cpt.tcgcsv.com/-j93,2023-05-08T13:46:13.113,1,Draw 3 cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.,0.01,0.13,0.99,0.08,,Normal,165/202,Promo,Supporter,,,,,,
268249,Shauna - 240/264 (Eevee Stamped),Shauna 240 264 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268249_200w.jpg,3,3051,https://cpt.tcgcsv.com/_j93,2023-05-08T16:10:41.25,1,"Shuffle your hand into your deck. Then, draw 5 cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",0.01,0.16,1.41,0.09,,Normal,240/264,Promo,Supporter,,,,,,
268250,Bug Catcher - 226/264 (Eevee Stamped),Bug Catcher 226 264 Eevee Stamped,https://tcgplayer-cdn.tcgplayer.com/product/268250_200w.jpg,3,3051,https://cpt.tcgcsv.com/0k93,2026-03-09T14:37:16.24,1,"Draw 2 cards. Flip a coin. If heads, draw 2 more cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",0.01,0.13,1.0,0.08,0.4,Normal,226/264,Promo,Supporter,,,,,,
