productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extWeakness,extResistance,extRetreatCost,extAttack3
85535,Flying Pikachu,Flying Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/85535_200w.jpg,3,1367,https://cpt.tcgcsv.com/KdJ,2023-11-07T22:06:17.763,1,113/111,Secret Rare,Lightning,40,Basic,,"[L] Thundershock (10) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",89.99,119.45,171.06,120.31,,Holofoil,"[3] Fly (30) Flip a coin.  If tails, this attack does nothing.  If heads, prevent all effects of an attack, including damage, done to Flying Pikachu during your opponent's next turn.",,F-30,1,
85554,Forretress G,Forretress G,https://tcgplayer-cdn.tcgplayer.com/product/85554_200w.jpg,3,1367,https://cpt.tcgcsv.com/6fJ,2023-11-07T21:55:57.69,1,61/111,Common,Metal,80,Basic,,[1] Shell Scatter - This attack does 10 damage to each of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)  Forretress G can't use Shell Scatter during your next turn.,0.19,0.32,5.0,0.29,,Normal,"[1MM] Bomb Risk (80) Does 10 damage to each Benched Pokemon (both yours and your opponent's).  (Don't apply Weakness and Resistance for Benched Pokemon.)  Flip a coin.  If tails, Forretress G does 80 damage to itself.",Rx2,P-20,2,
85554,Forretress G,Forretress G,https://tcgplayer-cdn.tcgplayer.com/product/85554_200w.jpg,3,1367,https://cpt.tcgcsv.com/6fJ,2023-11-07T21:55:57.69,1,61/111,Common,Metal,80,Basic,,[1] Shell Scatter - This attack does 10 damage to each of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)  Forretress G can't use Shell Scatter during your next turn.,0.78,1.08,6.54,1.2,,Reverse Holofoil,"[1MM] Bomb Risk (80) Does 10 damage to each Benched Pokemon (both yours and your opponent's).  (Don't apply Weakness and Resistance for Benched Pokemon.)  Flip a coin.  If tails, Forretress G does 80 damage to itself.",Rx2,P-20,2,
85575,Froslass GL,Froslass GL,https://tcgplayer-cdn.tcgplayer.com/product/85575_200w.jpg,3,1367,https://cpt.tcgcsv.com/wfJ,2023-11-07T21:48:29.473,1,6/111,Holo Rare,Water,70,Basic,,[1] Sleep Inducer - Switch the Defending Pokemon with 1 of your opponent's Benched Pokemon.  The new Defending Pokemon is now Asleep.,2.5,4.31,8.79,8.37,,Holofoil,"[1P] Wake-Up Slap (30+) If the Defending Pokemon is affected by any Special Conditions, this attack does 30 damage plus 20 more damage.  Then, remove all Special Conditions from the Defending Pokemon.",Mx2,,1,
85575,Froslass GL,Froslass GL,https://tcgplayer-cdn.tcgplayer.com/product/85575_200w.jpg,3,1367,https://cpt.tcgcsv.com/wfJ,2023-11-07T21:48:29.473,1,6/111,Holo Rare,Water,70,Basic,,[1] Sleep Inducer - Switch the Defending Pokemon with 1 of your opponent's Benched Pokemon.  The new Defending Pokemon is now Asleep.,3.99,7.49,19.99,8.42,,Reverse Holofoil,"[1P] Wake-Up Slap (30+) If the Defending Pokemon is affected by any Special Conditions, this attack does 30 damage plus 20 more damage.  Then, remove all Special Conditions from the Defending Pokemon.",Mx2,,1,
85576,Frost Rotom,Frost Rotom,https://tcgplayer-cdn.tcgplayer.com/product/85576_200w.jpg,3,1367,https://cpt.tcgcsv.com/xfJ,2019-09-03T20:01:20.173,1,RT2,Ultra Rare,Lightning,90,Basic,"Frost Shift - Once during your turn (before your attack), you may use this power.  Frost Rotom's type is W until the end of your turn.  (Poke-POWER)",[2] Hail - This attack does 10 damage to each of your opponent's Pokemon.  (Don't apply Weakness and resistance for Benched Pokemon.),25.0,47.5,48.0,31.37,,Reverse Holofoil,[2W] Crushing Ice (40+) Does 40 damage plus 10 more damage for each C Energy in the Defending Pokemon's Retreat Cost (after applying effects to the Retreat Cost).,D+20,C-20,3,
85608,Gallade E4,Gallade E4,https://tcgplayer-cdn.tcgplayer.com/product/85608_200w.jpg,3,1367,https://cpt.tcgcsv.com/bgJ,2026-02-28T00:02:06.503,1,20/111,Rare,Psychic,80,Basic,,[1P] Chop Up (20) Does 10 damage to each of your opponent's Benched Pokemon that has any damage counters on it.  (Don't apply Weakness and Resistance for Benched Pokemon.),1.25,2.0,16.0,2.51,,Normal,[2P] Feint (50) This attack's damage isn't affected by Resistance.,Px2,,1,
85608,Gallade E4,Gallade E4,https://tcgplayer-cdn.tcgplayer.com/product/85608_200w.jpg,3,1367,https://cpt.tcgcsv.com/bgJ,2026-02-28T00:02:06.503,1,20/111,Rare,Psychic,80,Basic,,[1P] Chop Up (20) Does 10 damage to each of your opponent's Benched Pokemon that has any damage counters on it.  (Don't apply Weakness and Resistance for Benched Pokemon.),1.73,2.5,2.79,2.54,,Reverse Holofoil,[2P] Feint (50) This attack's damage isn't affected by Resistance.,Px2,,1,
85609,Gallade E4 Lv.X,Gallade E4 LvX,https://tcgplayer-cdn.tcgplayer.com/product/85609_200w.jpg,3,1367,https://cpt.tcgcsv.com/cgJ,2023-11-07T22:05:31.713,1,106/111,Ultra Rare,Psychic,100,Level Up,"Blade Storm - Once during your turn (before your attack), when you put Gallade E4 LV.X from your hand onto your Active Gallade E4, you may put 1 damage counter on each of your opponent's Pokemon.  (Poke-POWER)",[2P] Aimed Cut (40+) Does 40 damage plus 10 more damage for each damage counter on the Defending Pokemon.,52.02,129.99,149.99,53.25,,Holofoil,,Px2,,1,
85658,Gastrodon East Sea,Gastrodon East Sea,https://tcgplayer-cdn.tcgplayer.com/product/85658_200w.jpg,3,1367,https://cpt.tcgcsv.com/bhJ,2023-11-07T21:50:23.47,1,21/111,Rare,Water,90,Stage 1,"Sticky Hold - If Gastrodon East Sea is switched or retreats to your Bench, move as many Energy cards attached to Gastrodon East Sea as you like to the new Active Pokemon.  (Poke-BODY)",[1] Calling Wave - Search your deck for up to 2 Gastrodon and put them onto your Bench as Basic Pokemon.  Put 2 damage counters on each of them.  Shuffle your deck afterward.,0.94,2.0,5.0,2.06,,Normal,[1W] Wave Splash (40),G+30,L-20,1,
85658,Gastrodon East Sea,Gastrodon East Sea,https://tcgplayer-cdn.tcgplayer.com/product/85658_200w.jpg,3,1367,https://cpt.tcgcsv.com/bhJ,2023-11-07T21:50:23.47,1,21/111,Rare,Water,90,Stage 1,"Sticky Hold - If Gastrodon East Sea is switched or retreats to your Bench, move as many Energy cards attached to Gastrodon East Sea as you like to the new Active Pokemon.  (Poke-BODY)",[1] Calling Wave - Search your deck for up to 2 Gastrodon and put them onto your Bench as Basic Pokemon.  Put 2 damage counters on each of them.  Shuffle your deck afterward.,2.16,4.01,5.39,4.67,,Reverse Holofoil,[1W] Wave Splash (40),G+30,L-20,1,
85660,Gastrodon West Sea,Gastrodon West Sea,https://tcgplayer-cdn.tcgplayer.com/product/85660_200w.jpg,3,1367,https://cpt.tcgcsv.com/dhJ,2023-11-07T21:50:33.66,1,22/111,Rare,Fighting,110,Stage 1,,[3] Tackle (50),1.11,1.51,5.0,2.0,,Normal,[2F] Muddy Bomb - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon and 10 damage to each of your opponent's other Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),G+30,L-20,3,[3F] Raging Sea (60+) Does 60 damage plus 10 more damage for each of your Benched Pokemon that has any damage counters on it.
85660,Gastrodon West Sea,Gastrodon West Sea,https://tcgplayer-cdn.tcgplayer.com/product/85660_200w.jpg,3,1367,https://cpt.tcgcsv.com/dhJ,2023-11-07T21:50:33.66,1,22/111,Rare,Fighting,110,Stage 1,,[3] Tackle (50),2.42,7.22,25.0,5.99,,Reverse Holofoil,[2F] Muddy Bomb - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon and 10 damage to each of your opponent's other Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),G+30,L-20,3,[3F] Raging Sea (60+) Does 60 damage plus 10 more damage for each of your Benched Pokemon that has any damage counters on it.
85681,Gengar GL,Gengar GL,https://tcgplayer-cdn.tcgplayer.com/product/85681_200w.jpg,3,1367,https://cpt.tcgcsv.com/FhJ,2023-11-07T21:52:53.347,1,40/111,Uncommon,Psychic,70,Basic,,[P] Confuse Ray (10) The Defending Pokemon is now Confused.,13.0,20.52,100.0,12.71,,Normal,[2P] Attack and Hide - Put 3 damage counters on 1 of your opponent's Pokemon.  You may shuffle Gengar GL and all cards attached to it back into your deck.,Dx2,C-20,1,
85681,Gengar GL,Gengar GL,https://tcgplayer-cdn.tcgplayer.com/product/85681_200w.jpg,3,1367,https://cpt.tcgcsv.com/FhJ,2023-11-07T21:52:53.347,1,40/111,Uncommon,Psychic,70,Basic,,[P] Confuse Ray (10) The Defending Pokemon is now Confused.,49.99,61.73,73.47,37.67,,Reverse Holofoil,[2P] Attack and Hide - Put 3 damage counters on 1 of your opponent's Pokemon.  You may shuffle Gengar GL and all cards attached to it back into your deck.,Dx2,C-20,1,
85746,Glaceon,Glaceon,https://tcgplayer-cdn.tcgplayer.com/product/85746_200w.jpg,3,1367,https://cpt.tcgcsv.com/XjJ,2023-11-07T21:53:00.36,1,41/111,Uncommon,Water,80,Stage 1,"Frost Wind - As long as Glaceon is your Active Pokemon, any damage done to your Pokemon by your opponent's attacks is reduced by 10 (after applying Weakness and Resistance).  (Poke-BODY)",[1W] Ice Blade - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),2.73,5.3,4321.0,5.32,,Normal,"[2W] Ice Bind (50) If your opponent doesn't discard a card from his or her hand, the Defending Pokemon is now Paralyzed.",M+20,,1,
85746,Glaceon,Glaceon,https://tcgplayer-cdn.tcgplayer.com/product/85746_200w.jpg,3,1367,https://cpt.tcgcsv.com/XjJ,2023-11-07T21:53:00.36,1,41/111,Uncommon,Water,80,Stage 1,"Frost Wind - As long as Glaceon is your Active Pokemon, any damage done to your Pokemon by your opponent's attacks is reduced by 10 (after applying Weakness and Resistance).  (Poke-BODY)",[1W] Ice Blade - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),11.99,20.99,34.98,32.1,,Reverse Holofoil,"[2W] Ice Bind (50) If your opponent doesn't discard a card from his or her hand, the Defending Pokemon is now Paralyzed.",M+20,,1,
85776,Gliscor E4,Gliscor E4,https://tcgplayer-cdn.tcgplayer.com/product/85776_200w.jpg,3,1367,https://cpt.tcgcsv.com/xkJ,2023-11-07T21:56:08.123,1,62/111,Common,Fighting,80,Basic,,[1] Irongrip (10),0.19,0.35,5.0,0.36,,Normal,"[1F] Loaded Needle (10+) Flip a coin.  If heads, this attack does 10 damage plus 30 more damage.  If tails, the Defending Pokemon is now Poisoned.",Wx2,F-20,1,
85776,Gliscor E4,Gliscor E4,https://tcgplayer-cdn.tcgplayer.com/product/85776_200w.jpg,3,1367,https://cpt.tcgcsv.com/xkJ,2023-11-07T21:56:08.123,1,62/111,Common,Fighting,80,Basic,,[1] Irongrip (10),2.2,3.33,4.99,4.27,,Reverse Holofoil,"[1F] Loaded Needle (10+) Flip a coin.  If heads, this attack does 10 damage plus 30 more damage.  If tails, the Defending Pokemon is now Poisoned.",Wx2,F-20,1,
85830,Golem E4,Golem E4,https://tcgplayer-cdn.tcgplayer.com/product/85830_200w.jpg,3,1367,https://cpt.tcgcsv.com/DlJ,2025-11-11T22:27:58.757,1,23/111,Rare,Fighting,110,Basic,,[2F] Rage (20+) Does 20 damage plus 10 more damage for each damage counter on Golem E4.,1.0,1.53,24.99,1.39,2.84,Normal,[3F] Double-edge (100) Golem E4 does 60 damage to itself.,Gx2,L-20,4,
85830,Golem E4,Golem E4,https://tcgplayer-cdn.tcgplayer.com/product/85830_200w.jpg,3,1367,https://cpt.tcgcsv.com/DlJ,2025-11-11T22:27:58.757,1,23/111,Rare,Fighting,110,Basic,,[2F] Rage (20+) Does 20 damage plus 10 more damage for each damage counter on Golem E4.,2.04,3.53,5.59,2.66,,Reverse Holofoil,[3F] Double-edge (100) Golem E4 does 60 damage to itself.,Gx2,L-20,4,
85958,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/85958_200w.jpg,3,1367,https://cpt.tcgcsv.com/bpJ,2023-11-07T21:56:15.277,1,63/111,Common,Fire,70,Basic,,[1] Stoke - Search your deck for a R Energy card and attach it to Growlithe.  Shuffle your deck afterward.,0.39,0.6,1.75,0.6,,Normal,[2R] Take Down (50) Growlithe does 10 damage to itself.,W+20,,2,
85958,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/85958_200w.jpg,3,1367,https://cpt.tcgcsv.com/bpJ,2023-11-07T21:56:15.277,1,63/111,Common,Fire,70,Basic,,[1] Stoke - Search your deck for a R Energy card and attach it to Growlithe.  Shuffle your deck afterward.,13.49,23.34,28.0,11.0,,Reverse Holofoil,[2R] Take Down (50) Growlithe does 10 damage to itself.,W+20,,2,
86043,Heat Rotom,Heat Rotom,https://tcgplayer-cdn.tcgplayer.com/product/86043_200w.jpg,3,1367,https://cpt.tcgcsv.com/TqJ,2019-09-04T14:54:47.41,1,RT3,Ultra Rare,Lightning,80,Basic,"Heat Shift - Once during your turn (before your attack), you may use this power.  Heat Rotom's type is R until the end of your turn.  (Poke-POWER)",[1] Warm Up - Search your deck for a R Energy card and attach it to 1 of your Benched Pokemon.  Shuffle your deck afterward.,15.0,41.61,55.0,27.63,,Reverse Holofoil,[2R] Heat Burn (40) The Defending Pokemon is now Burned.,D+20,C-20,1,
86068,Heracross E4,Heracross E4,https://tcgplayer-cdn.tcgplayer.com/product/86068_200w.jpg,3,1367,https://cpt.tcgcsv.com/nrJ,2023-11-07T21:50:49.633,1,24/111,Rare,Grass,90,Basic,,"[0] Focus Energy - During your next turn, Heracross E4's Megahorn attack's base damage is 100.",1.5,2.66,7.0,2.4,,Normal,"[1G] Megahorn (50) Flip a coin.  If tails, this attack does nothing.",Rx2,,2,
86068,Heracross E4,Heracross E4,https://tcgplayer-cdn.tcgplayer.com/product/86068_200w.jpg,3,1367,https://cpt.tcgcsv.com/nrJ,2023-11-07T21:50:49.633,1,24/111,Rare,Grass,90,Basic,,"[0] Focus Energy - During your next turn, Heracross E4's Megahorn attack's base damage is 100.",11.99,16.05,18.09,15.75,,Reverse Holofoil,"[1G] Megahorn (50) Flip a coin.  If tails, this attack does nothing.",Rx2,,2,
86080,Hippopotas,Hippopotas,https://tcgplayer-cdn.tcgplayer.com/product/86080_200w.jpg,3,1367,https://cpt.tcgcsv.com/DrJ,2023-11-07T21:56:23.277,1,64/111,Common,Fighting,70,Basic,,[1] Push Down (10) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,0.1,0.31,3.29,0.32,,Normal,[2F] Endeavor (30+) Flip 2 coins.  This attack does 30 damage plus 20 more damage for each heads.,W+10,L-20,2,
86080,Hippopotas,Hippopotas,https://tcgplayer-cdn.tcgplayer.com/product/86080_200w.jpg,3,1367,https://cpt.tcgcsv.com/DrJ,2023-11-07T21:56:23.277,1,64/111,Common,Fighting,70,Basic,,[1] Push Down (10) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,0.31,0.8,2.35,1.74,,Reverse Holofoil,[2F] Endeavor (30+) Flip 2 coins.  This attack does 30 damage plus 20 more damage for each heads.,W+10,L-20,2,
86085,Hippowdon,Hippowdon,https://tcgplayer-cdn.tcgplayer.com/product/86085_200w.jpg,3,1367,https://cpt.tcgcsv.com/KrJ,2026-03-09T14:46:56.927,1,25/111,Rare,Fighting,110,Stage 1,"Sand Cover - As long as Hippowdon is your Active Pokemon, put 1 damage counter on each of your opponent's Pokemon LV.X between turns.  (Poke-BODY)","[1] Save Sand (20+) Does 20 damage plus 10 more damage for each Energy attached to Hippowdon.  Before doing damage, you may search your discard pile for a F Energy card and attach it to Hippowdon.",0.35,0.75,5.0,0.85,0.99,Normal,[2FF] Groundquake (80) Does 10 damage to each Benched Pokemon that isn't an Evolved Pokemon (both yours and your opponent's).  (Don't apply Weakness and Resistance for Benched Pokemon.),W+20,L-20,4,
86085,Hippowdon,Hippowdon,https://tcgplayer-cdn.tcgplayer.com/product/86085_200w.jpg,3,1367,https://cpt.tcgcsv.com/KrJ,2026-03-09T14:46:56.927,1,25/111,Rare,Fighting,110,Stage 1,"Sand Cover - As long as Hippowdon is your Active Pokemon, put 1 damage counter on each of your opponent's Pokemon LV.X between turns.  (Poke-BODY)","[1] Save Sand (20+) Does 20 damage plus 10 more damage for each Energy attached to Hippowdon.  Before doing damage, you may search your discard pile for a F Energy card and attach it to Hippowdon.",0.85,2.12,5.0,2.33,,Reverse Holofoil,[2FF] Groundquake (80) Does 10 damage to each Benched Pokemon that isn't an Evolved Pokemon (both yours and your opponent's).  (Don't apply Weakness and Resistance for Benched Pokemon.),W+20,L-20,4,
86087,Hippowdon E4,Hippowdon E4,https://tcgplayer-cdn.tcgplayer.com/product/86087_200w.jpg,3,1367,https://cpt.tcgcsv.com/MrJ,2023-11-07T21:53:07.223,1,42/111,Uncommon,Fighting,90,Basic,"Sand Armor - If Hippowdon E4 has any F Energy attached to it, any damage done to Hippowdon E4 by attacks is reduced by 10 (after applying Weakness and Resistance).  (Poke-BODY)",[3] Bite and Crush (30+) Flip 2 coins.  This attack does 30 damage plus 10 more damage for each heads.,0.15,0.4,1.49,0.44,0.39,Normal,,Wx2,L-20,2,
86087,Hippowdon E4,Hippowdon E4,https://tcgplayer-cdn.tcgplayer.com/product/86087_200w.jpg,3,1367,https://cpt.tcgcsv.com/MrJ,2023-11-07T21:53:07.223,1,42/111,Uncommon,Fighting,90,Basic,"Sand Armor - If Hippowdon E4 has any F Energy attached to it, any damage done to Hippowdon E4 by attacks is reduced by 10 (after applying Weakness and Resistance).  (Poke-BODY)",[3] Bite and Crush (30+) Flip 2 coins.  This attack does 30 damage plus 10 more damage for each heads.,0.68,1.38,15.0,0.97,,Reverse Holofoil,,Wx2,L-20,2,
86088,Hippowdon Lv.X,Hippowdon LvX,https://tcgplayer-cdn.tcgplayer.com/product/86088_200w.jpg,3,1367,https://cpt.tcgcsv.com/NrJ,2023-11-07T22:05:38.903,1,107/111,Ultra Rare,Fighting,130,Level Up,"Sand Reset - Once during a game on your turn (before your attack), each player shuffles all cards in play (excluding Pokemon and Supporter cards) into his or her deck.  You can't use more than 1 Sand Reset Poke-Power each game.  (Poke-POWER)",[2FF] Double Shoot - Discard 2 F Energy attached to Hippowdon and choose 2 of your opponent's Benched Pokemon.  This attack does 40 damage to each of them.  (Don't apply Weakness and Resistance for Benched Pokemon.),69.99,79.68,99.99,33.99,,Holofoil,,Wx2,L-20,4,
86214,Houndoom E4,Houndoom E4,https://tcgplayer-cdn.tcgplayer.com/product/86214_200w.jpg,3,1367,https://cpt.tcgcsv.com/jvJ,2026-02-28T03:03:49.15,1,65/111,Common,Darkness,80,Basic,,[2] Corner (20) The Defending Pokemon can't retreat during your opponent's next turn.,0.49,0.99,3.5,1.11,1.11,Normal,[2R] Fire Fang (40) The Defending Pokemon is now Burned.,Fx2,P-20,1,
86214,Houndoom E4,Houndoom E4,https://tcgplayer-cdn.tcgplayer.com/product/86214_200w.jpg,3,1367,https://cpt.tcgcsv.com/jvJ,2026-02-28T03:03:49.15,1,65/111,Common,Darkness,80,Basic,,[2] Corner (20) The Defending Pokemon can't retreat during your opponent's next turn.,7.0,7.0,7.0,7.29,,Reverse Holofoil,[2R] Fire Fang (40) The Defending Pokemon is now Burned.,Fx2,P-20,1,
86279,Infernape E4,Infernape E4,https://tcgplayer-cdn.tcgplayer.com/product/86279_200w.jpg,3,1367,https://cpt.tcgcsv.com/CwJ,2023-11-07T21:53:22.34,1,43/111,Uncommon,Fire,90,Basic,,[1R] Split Bomb - Choose 2 of your opponent's Pokemon.  This attack does 20 damage to each of them.  (Don't apply Weakness and Resistance for Benched Pokemon.),0.49,1.0,3.5,1.02,,Normal,[2R] High Jump Kick (50),Wx2,,1,
86279,Infernape E4,Infernape E4,https://tcgplayer-cdn.tcgplayer.com/product/86279_200w.jpg,3,1367,https://cpt.tcgcsv.com/CwJ,2023-11-07T21:53:22.34,1,43/111,Uncommon,Fire,90,Basic,,[1R] Split Bomb - Choose 2 of your opponent's Pokemon.  This attack does 20 damage to each of them.  (Don't apply Weakness and Resistance for Benched Pokemon.),3.5,5.0,25.0,5.86,,Reverse Holofoil,[2R] High Jump Kick (50),Wx2,,1,
86280,Infernape E4 Lv.X,Infernape E4 LvX,https://tcgplayer-cdn.tcgplayer.com/product/86280_200w.jpg,3,1367,https://cpt.tcgcsv.com/DwJ,2023-11-07T22:05:44.897,1,108/111,Ultra Rare,Fire,110,Level Up,"Intimidating Roar - Once during your turn (before your attack), you may have your opponent switch his or her Active Pokemon with 1 of his or her Benched Pokemon.  This power can't be used if Infernape E4 is affected by a Special Condition.  (Poke-POWER)",[1RR] Fire Spin (100) Discard 2 Energy attached to Infernape E4.,90.0,97.49,169.99,300.0,,Holofoil,,Wx2,,0,
86329,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/86329_200w.jpg,3,1367,https://cpt.tcgcsv.com/CxJ,2023-11-07T21:48:35.83,1,7/111,Holo Rare,Metal,60,Basic,"Final Wish - Once during your opponent's turn, if Jirachi would be Knocked Out by damage from an attack, you may search your deck for any 1 card and put it into your hand.  Shuffle your deck afterward.  (Poke-POWER)","[0] Detour - If you have a Supporter card in play, use the effect of that card as the effect of this attack.",21.0,33.95,69.99,21.24,,Holofoil,"[M] Swift (20) This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",R+20,P-20,0,
86329,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/86329_200w.jpg,3,1367,https://cpt.tcgcsv.com/CxJ,2023-11-07T21:48:35.83,1,7/111,Holo Rare,Metal,60,Basic,"Final Wish - Once during your opponent's turn, if Jirachi would be Knocked Out by damage from an attack, you may search your deck for any 1 card and put it into your hand.  Shuffle your deck afterward.  (Poke-POWER)","[0] Detour - If you have a Supporter card in play, use the effect of that card as the effect of this attack.",13.49,19.9,33.33,22.6,,Reverse Holofoil,"[M] Swift (20) This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",R+20,P-20,0,
86344,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86344_200w.jpg,3,1367,https://cpt.tcgcsv.com/VxJ,2023-11-07T21:51:11.95,1,26/111,Rare,Lightning,80,Stage 1,"Undevelop - Once during your turn (before your attack), you may devolve Jolteon and put Jolteon into your hand.  This power can't be used if Jolteon is affected by a Special Condition.  (Poke-POWER)","[1] Quick Attack (10+) Flip a coin.  If heads, this attack does 10 damage plus 30 more damage.",9.18,10.64,17.0,10.27,,Normal,"[1L] Evolving Thunder (50) If Jolteon evolved from Eevee during this turn, this attack does 10 damage to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",F+20,M-20,0,
86344,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86344_200w.jpg,3,1367,https://cpt.tcgcsv.com/VxJ,2023-11-07T21:51:11.95,1,26/111,Rare,Lightning,80,Stage 1,"Undevelop - Once during your turn (before your attack), you may devolve Jolteon and put Jolteon into your hand.  This power can't be used if Jolteon is affected by a Special Condition.  (Poke-POWER)","[1] Quick Attack (10+) Flip a coin.  If heads, this attack does 10 damage plus 30 more damage.",24.09,25.49,33.49,31.97,,Reverse Holofoil,"[1L] Evolving Thunder (50) If Jolteon evolved from Eevee during this turn, this attack does 10 damage to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",F+20,M-20,0,
86414,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86414_200w.jpg,3,1367,https://cpt.tcgcsv.com/jBJ,2023-11-07T21:56:43.373,1,66/111,Common,Grass,80,Stage 1,Exoskeleton - Any damage done to Kakuna by attacks is reduced by 20 (after applying Weakness and Resistance).  (Poke-BODY),"[G] Dangerous Evolution - The Defending Pokemon is now Poisoned.  Flip a coin.  If heads, search your deck for an Evolution card that evolves from Kakuna and put it onto Kakuna.  (This counts as evolving Kakuna.)  Shuffle your deck afterward.",0.13,0.3,2.71,0.34,0.21,Normal,,R+20,,2,
86414,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86414_200w.jpg,3,1367,https://cpt.tcgcsv.com/jBJ,2023-11-07T21:56:43.373,1,66/111,Common,Grass,80,Stage 1,Exoskeleton - Any damage done to Kakuna by attacks is reduced by 20 (after applying Weakness and Resistance).  (Poke-BODY),"[G] Dangerous Evolution - The Defending Pokemon is now Poisoned.  Flip a coin.  If heads, search your deck for an Evolution card that evolves from Kakuna and put it onto Kakuna.  (This counts as evolving Kakuna.)  Shuffle your deck afterward.",1.23,1.79,2.74,1.79,,Reverse Holofoil,,R+20,,2,
86431,Kecleon,Kecleon,https://tcgplayer-cdn.tcgplayer.com/product/86431_200w.jpg,3,1367,https://cpt.tcgcsv.com/FBJ,2023-11-07T21:56:50.94,1,67/111,Common,Colorless,70,Basic,Colorful Body - Kecleon's type is G R W L P F D M C.  (Poke-BODY),[3] Triple Smash (10+) Flip 3 coins.  This attack does 10 damage plus 20 more damage for each heads.,0.21,0.34,1.5,0.36,,Normal,,F+20,,1,
86431,Kecleon,Kecleon,https://tcgplayer-cdn.tcgplayer.com/product/86431_200w.jpg,3,1367,https://cpt.tcgcsv.com/FBJ,2023-11-07T21:56:50.94,1,67/111,Common,Colorless,70,Basic,Colorful Body - Kecleon's type is G R W L P F D M C.  (Poke-BODY),[3] Triple Smash (10+) Flip 3 coins.  This attack does 10 damage plus 20 more damage for each heads.,3.96,4.5,4.71,4.5,,Reverse Holofoil,,F+20,,1,
86497,Koffing,Koffing,https://tcgplayer-cdn.tcgplayer.com/product/86497_200w.jpg,3,1367,https://cpt.tcgcsv.com/ZCJ,2023-11-07T21:56:57.87,1,68/111,Common,Psychic,60,Basic,,"[1] Offensive Gas - Flip a coin.  If heads, the Defending Pokemon is now Confused and Poisoned.",0.05,0.3,5.0,0.36,0.35,Normal,"[P] Gas Bomb (30) Koffing does 30 damage to itself, and don't apply Weakness and Resistance to this damage.",P+10,,2,
86497,Koffing,Koffing,https://tcgplayer-cdn.tcgplayer.com/product/86497_200w.jpg,3,1367,https://cpt.tcgcsv.com/ZCJ,2023-11-07T21:56:57.87,1,68/111,Common,Psychic,60,Basic,,"[1] Offensive Gas - Flip a coin.  If heads, the Defending Pokemon is now Confused and Poisoned.",0.72,1.79,4.0,2.99,,Reverse Holofoil,"[P] Gas Bomb (30) Koffing does 30 damage to itself, and don't apply Weakness and Resistance to this damage.",P+10,,2,
86581,Lairon,Lairon,https://tcgplayer-cdn.tcgplayer.com/product/86581_200w.jpg,3,1367,https://cpt.tcgcsv.com/FFJ,2023-11-07T21:53:28.01,1,44/111,Uncommon,Metal,80,Stage 1,,[2] Heavy Metal (10+) Flip a coin for each M Energy attached to Lairon.  This attack does 10 damage plus 20 more damage for each heads.,0.1,0.36,1.75,0.51,,Normal,"[2M] Granite Head (40) During your opponent's next turn, any damage done to Lairon by attacks is reduced by 10 (after applying Weakness and Resistance).",R+20,P-20,2,
