productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extAttack3,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance
151706,Salazzle - SM73 (Prerelease) [Staff],Salazzle SM73 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/151706_200w.jpg,3,1861,https://cpt.tcgcsv.com/8Jd2,2022-09-14T14:20:19.747,0,SM73,Promo,Psychic,110,Stage 1,,"[P] Nasty Plot
<br>Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.","[P] Severe Poison
<br>Your opponent's Active Pokémon is now Poisoned. Put 4 damage counters instead of 1 on that Pokémon between turns.",,Px2,1,17.2,26.39,69.99,24.49,23.74,Holofoil,
151707,Regirock - SM74 (Prerelease) [Staff],Regirock SM74 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/151707_200w.jpg,3,1861,https://cpt.tcgcsv.com/9Jd2,2022-09-14T13:56:58.863,0,SM74,Promo,Fighting,130,Basic,"<strong>Ability — Rock Peak Growl</strong>
<br>Your Registeel's attacks do 10 more damage to your opponent's Active Pokémon <em>(before applying Weakness and Resistance)</em>.","[1FF] Tough Swing (110)
<br>This attack's damage isn't affected by Resistance.",,,Gx2,3,48.0,89.99,999.0,12.0,,Holofoil,
151708,Alolan Raichu - SM72 (Prerelease) [Staff],Alolan Raichu SM72 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/151708_200w.jpg,3,1861,https://cpt.tcgcsv.com/bJd2,2022-09-09T19:22:04.6,0,SM72,Promo,Lightning,110,Stage 1,"<strong>Ability — Surge Surfer</strong>
<br>If there is any Stadium card in play, this Pokémon has no Retreat Cost.","[3] Psychic (70+)
<br>This attack does 20 more damage times the amount of Energy attached to your opponent's Active Pokémon.",,,Fx2,2,99.99,143.07,186.14,126.66,,Holofoil,M-20
151973,Ash's Pikachu - SM108,Ashs Pikachu SM108,https://tcgplayer-cdn.tcgplayer.com/product/151973_200w.jpg,3,1861,https://cpt.tcgcsv.com/tPd2,2022-09-09T19:36:24.343,1,SM108,Promo,Lightning,70,Basic,,"[1] I Choose You!
<br>Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.","[LLL] Thunderbolt (100)
<br>Discard all Energy from this Pokémon.",,Fx2,1,24.86,30.41,9999.0,27.98,33.79,Normal,M-20
151974,Ash's Pikachu - SM109,Ashs Pikachu SM109,https://tcgplayer-cdn.tcgplayer.com/product/151974_200w.jpg,3,1861,https://cpt.tcgcsv.com/vPd2,2024-08-14T05:29:26.01,1,SM109,Promo,Lightning,70,Basic,,"[1] Agility
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.","[1LL] Thunder (80)
<br>Flip a coin. If tails, this Pokémon does 20 damage to itself.",,Fx2,1,46.97,84.25,113.68,77.3,100.49,Normal,M-20
152604,Silvally GX - SM91,Silvally GX SM91,https://tcgplayer-cdn.tcgplayer.com/product/152604_200w.jpg,3,1861,https://cpt.tcgcsv.com/63f2,2025-11-20T20:27:28.64,1,SM91,Promo,Colorless,210,Stage 1,"<strong>Ability — Gyro Unit</strong>
<br>Your Basic Pokémon in play have no Retreat Cost.
<br><br><em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[3] Turbo Drive (120)
<br>Attach a basic Energy card from your discard pile to 1 of your Benched Pokémon.","<span style=""color:Teal""><strong>[3] Rebel GX (50x)</strong>
<br>This attack does 50 damage for each of your opponent's Benched Pokémon.<em> (You can't use more than 1 GX attack in a game.)</em></span>",,Fx2,2,1.48,2.65,9999.0,2.25,96.94,Holofoil,
152606,Silvally - SM64,Silvally SM64,https://tcgplayer-cdn.tcgplayer.com/product/152606_200w.jpg,3,1861,https://cpt.tcgcsv.com/83f2,2025-11-20T20:26:18.5,1,SM64,Promo,Colorless,130,Stage 1,,"[1] Gear Scan
<br>Search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck.","[3] X-Scissor (90+)
<br>Flip a coin. If heads, this attack does 30 more damage.",,Fx2,1,0.99,1.98,3.99,1.96,,Holofoil,
152607,Latios - SM88,Latios SM88,https://tcgplayer-cdn.tcgplayer.com/product/152607_200w.jpg,3,1861,https://cpt.tcgcsv.com/93f2,2026-02-12T20:40:31.15,1,SM88,Promo,Psychic,110,Basic,,"[2] Break Through (30)
<br>This attack does 30 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",[2P] Lagoon Flight (70),,Px2,1,3.32,8.98,20.0,5.86,11.32,Holofoil,
152608,Pikachu - SM86,Pikachu SM86,https://tcgplayer-cdn.tcgplayer.com/product/152608_200w.jpg,3,1861,https://cpt.tcgcsv.com/b3f2,2025-11-20T18:49:25.447,1,SM86,Promo,Lightning,60,Basic,,[1] Tail Whap (10),"[1L] Spark (20)
<br>This attack does 10 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,Fx2,1,11.74,19.5,22.79,17.36,,Holofoil,M-20
152609,Latias - SM87,Latias SM87,https://tcgplayer-cdn.tcgplayer.com/product/152609_200w.jpg,3,1861,https://cpt.tcgcsv.com/c3f2,2025-11-20T18:29:27.18,1,SM87,Promo,Psychic,100,Basic,"<strong>Ability — Flight Support</strong>
<br>Your Latios in play have no Retreat Cost.","[P] Misty Gale (30)
<br>Heal 30 damage from each of your Benched Pokémon.",,,Px2,1,3.25,9.81,96.95,7.47,96.94,Holofoil,
152610,Marshadow - SM85,Marshadow SM85,https://tcgplayer-cdn.tcgplayer.com/product/152610_200w.jpg,3,1861,https://cpt.tcgcsv.com/d3f2,2026-02-12T20:42:28.833,0,SM85,Promo,Psychic,70,Basic,"<strong>Ability — Let Loose</strong>
<br>When you play this Pokémon from your hand onto your Bench during your turn, you may have each player shuffle their hand into their deck and draw 4 cards.","[1P] Shadow Punch (30)
<br>This attack's damage isn't affected by Resistance.",,,Dx2,1,1.99,3.26,11.45,3.3,4.19,Holofoil,F-20
152673,Ash's Pikachu - SM110,Ashs Pikachu SM110,https://tcgplayer-cdn.tcgplayer.com/product/152673_200w.jpg,3,1861,https://cpt.tcgcsv.com/t5f2,2025-03-13T09:51:41.31,1,SM110,Promo,Lightning,70,Basic,,"[1] Iron Tail (20x)
<br>Flip a coin until you get tails. This attack does 20 damage for each heads.","[1LL] Thunder (80)
<br>Flip a coin. If tails, this Pokémon does 20 damage to itself.",,Fx2,1,25.08,45.29,67.99,44.77,35.59,Normal,M-20
153451,Kommo-o GX - SM71,Kommo o GX SM71,https://tcgplayer-cdn.tcgplayer.com/product/153451_200w.jpg,3,1861,https://cpt.tcgcsv.com/2pf2,2022-09-13T18:01:02.973,1,SM71,Promo,Dragon,240,Stage 2,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1] Adamantine Press (30)
<br>During your opponent's next turn, this Pokémon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.","[2LF] Shred (130)
<br>This attack's damage isn't affected by any effects on your opponent's Active Pokémon.","<span style=""color:Teal""><strong>[2LF] Ultra Uppercut GX</strong>
<br><em>(You can't use more than 1 GX attack in a game.)</em></span>",Yx2,2,2.38,4.48,9999.0,4.24,,Holofoil,
153452,Lucario - SM54,Lucario SM54,https://tcgplayer-cdn.tcgplayer.com/product/153452_200w.jpg,3,1861,https://cpt.tcgcsv.com/3pf2,2026-02-12T20:40:43.507,1,SM54,Promo,Fighting,120,Stage 1,"<strong>Ability — Stance</strong>
<br>When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may prevent all effects of your opponent's attacks, including damage, done to this Pokémon until the end of your opponent's next turn.",[FFF] Submarine Blow (120),,,Px2,1,0.7,2.52,6.95,2.52,1.0,Holofoil,
153995,Ash's Pikachu - SM111,Ashs Pikachu SM111,https://tcgplayer-cdn.tcgplayer.com/product/153995_200w.jpg,3,1861,https://cpt.tcgcsv.com/WCf2,2022-09-09T19:40:47.757,1,SM111,Promo,Lightning,70,Basic,,"[1] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 more damage.","[2L] Volt Tackle (60)
<br>This Pokémon does 10 damage to itself.",,Fx2,1,22.81,36.85,96.95,33.77,31.75,Normal,M-20
153996,Ash's Pikachu - SM112,Ashs Pikachu SM112,https://tcgplayer-cdn.tcgplayer.com/product/153996_200w.jpg,3,1861,https://cpt.tcgcsv.com/XCf2,2022-09-09T19:41:49.467,1,SM112,Promo,Lightning,70,Basic,,"[1] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 more damage.",[2L] Electro Ball (50),,Fx2,1,28.85,49.99,96.95,33.04,49.99,Normal,M-20
153997,Ash's Pikachu - SM113,Ashs Pikachu SM113,https://tcgplayer-cdn.tcgplayer.com/product/153997_200w.jpg,3,1861,https://cpt.tcgcsv.com/ZCf2,2026-02-17T16:04:57.107,1,SM113,Promo,Lightning,70,Basic,,"[1] Iron Tail (20x)
<br>Flip a coin until you get tails. This attack does 20 damage for each heads.",[2L] Electro Ball (50),,Fx2,1,32.99,38.76,96.95,36.91,24.83,Normal,M-20
153998,Ash's Pikachu - SM114,Ashs Pikachu SM114,https://tcgplayer-cdn.tcgplayer.com/product/153998_200w.jpg,3,1861,https://cpt.tcgcsv.com/-Cf2,2023-08-01T07:36:24.677,1,SM114,Promo,Lightning,70,Basic,,"[1] Iron Tail (20x)
<br>Flip a coin until you get tails. This attack does 20 damage for each heads.","[LLL] Thunderbolt (100)
<br>Discard all Energy from this Pokémon.",,Fx2,1,25.23,29.99,99.99,25.65,99.99,Normal,M-20
154718,Zoroark - SM89,Zoroark SM89,https://tcgplayer-cdn.tcgplayer.com/product/154718_200w.jpg,3,1861,https://cpt.tcgcsv.com/nVf2,2026-02-11T14:55:06.777,1,SM89,Promo,Darkness,120,Stage 1,,"[2] Rip Claw (30)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.","[1DD] Doom Crush (120)
<br>Discard a Darkness Energy from this Pokémon.",,Fx2,2,0.24,0.68,5.0,0.7,0.77,Holofoil,P-20
155587,Raichu GX - SM90,Raichu GX SM90,https://tcgplayer-cdn.tcgplayer.com/product/155587_200w.jpg,3,1861,https://cpt.tcgcsv.com/Mfg2,2026-02-11T23:59:25.383,1,SM90,Promo,Lightning,210,Stage 1,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[2] Powerful Spark (20+)
<br>This attack does 20 more damage times the amount of Lightning Energy attached to your Pokémon.","[1LL] Thunder (160)
<br>This Pokemon does 30 damage to itself.","<span style=""color:Teal""><strong>[1LL] Voltail GX (120)</strong>
<br>Your opponent's Active Pokémon is now Paralyzed. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Fx2,1,6.49,9.5,40.0,6.77,7.25,Holofoil,M-20
155597,Marshadow - SM93,Marshadow SM93,https://tcgplayer-cdn.tcgplayer.com/product/155597_200w.jpg,3,1861,https://cpt.tcgcsv.com/Zfg2,2025-11-20T18:42:43.177,1,SM93,Promo,Psychic,70,Basic,,"[P] Shadowy Echoes
<br>Put a Basic Pokémon card from each player’s discard pile onto its owner's Bench.","[2] Surprise Attack (40)
<br>Flip a coin. If tails, this attack does nothing.",,Dx2,1,0.43,1.02,96.95,1.46,1.51,Holofoil,F-20
156111,Alolan Raichu - SM65,Alolan Raichu SM65,https://tcgplayer-cdn.tcgplayer.com/product/156111_200w.jpg,3,1861,https://cpt.tcgcsv.com/fsg2,2022-09-09T19:19:03.977,1,SM65,Promo,Lightning,110,Stage 1,,"[L] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 30 more damage.",[2L] Electric Surfer (70),,Fx2,1,2.65,3.5,9.99,3.6,,Holofoil,M-20
158165,Lucario - SM95 (Prerelease),Lucario SM95 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/158165_200w.jpg,3,1861,https://cpt.tcgcsv.com/khh2,2022-09-13T18:23:23.137,1,SM95,Promo,Fighting,110,Stage 1,"<strong>Ability — Precognitive Aura</strong>
<br>Once during your turn <em>(before your attack)</em>, if you have Garchomp in play, you may search your deck for a card and put it into your hand. Then, shuffle your deck.","[1F] Missile Jab (70)
<br>This attack's damage isn't affected by Resistance.",,,Px2,1,34.99,39.0,96.95,20.12,,Holofoil,
158166,Lucario - SM95 (Prerelease) [Staff],Lucario SM95 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/158166_200w.jpg,3,1861,https://cpt.tcgcsv.com/lhh2,2022-09-13T18:24:18.99,1,SM95,Promo,Fighting,110,Stage 1,"<strong>Ability — Precognitive Aura</strong>
<br>Once during your turn <em>(before your attack)</em>, if you have Garchomp in play, you may search your deck for a card and put it into your hand. Then, shuffle your deck.","[1F] Missile Jab (70)
<br>This attack's damage isn't affected by Resistance.",,,Px2,1,,,,,,,None
158167,Wash Rotom - SM94 (Prerelease),Wash Rotom SM94 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/158167_200w.jpg,3,1861,https://cpt.tcgcsv.com/mhh2,2022-09-14T17:23:19.43,1,SM94,Promo,Water,90,Basic,"<strong>Ability — Roto Motor</strong>
<br>If you have 9 or more Pokémon Tool cards in your discard pile, ignore all Energy in the attack cost of each of this Pokémon's attacks.","[2W] Wash Arrow
<br>This attack does 50 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,,Gx2,1,27.0,50.0,112.46,5.08,96.95,Holofoil,
158168,Wash Rotom - SM94 (Prerelease) [Staff],Wash Rotom SM94 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/158168_200w.jpg,3,1861,https://cpt.tcgcsv.com/nhh2,2023-05-23T10:59:36.073,1,SM94,Promo,Water,90,Basic,"<strong>Ability — Roto Motor</strong>
<br>If you have 9 or more Pokemon Tool cards in your discard pile, ignore all Energy in the attack cost of each of this Pokemon's attacks.","[2W] Wash Arrow
<br>This attack does 50 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,,Gx2,1,249.99,249.99,249.99,53.42,,Holofoil,None
158169,Gumshoos - SM97 (Prerelease),Gumshoos SM97 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/158169_200w.jpg,3,1861,https://cpt.tcgcsv.com/phh2,2022-09-13T16:51:10.293,1,SM97,Promo,Colorless,110,Stage 1,,"[1] Identify (20+)
<br>Your opponent reveals their hand. If you find a Pokémon there, this attack does 80 more damage.",[3] Whap Down (70),,Fx2,1,3.18,3.89,14.99,3.78,,Holofoil,
158170,Gumshoos - SM97 (Prerelease) [Staff],Gumshoos SM97 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/158170_200w.jpg,3,1861,https://cpt.tcgcsv.com/qhh2,2022-09-13T16:51:37.373,1,SM97,Promo,Colorless,110,Stage 1,,"[1] Identify (20+)
<br>Your opponent reveals their hand. If you find a Pokémon there, this attack does 80 more damage.",[3] Whap Down (70),,Fx2,1,99.99,100.0,999.0,14.06,,Holofoil,
158171,Heatran - SM96 (Prerelease),Heatran SM96 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/158171_200w.jpg,3,1861,https://cpt.tcgcsv.com/rhh2,2022-09-13T16:53:37.14,1,SM96,Promo,Metal,130,Basic,,"[1M] Guard Press (30)
<br>During your opponent's next turn, this Pokémon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.","[1MM] Boiling Impact (130)
<br>Discard 2 Energy from this Pokémon.",,Rx2,3,1.19,2.54,5.0,2.35,,Holofoil,P-20
158172,Heatran - SM96 (Prerelease) [Staff],Heatran SM96 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/158172_200w.jpg,3,1861,https://cpt.tcgcsv.com/shh2,2022-09-13T16:54:28.65,1,SM96,Promo,Metal,130,Basic,,"[1M] Guard Press (30)
<br>During your opponent's next turn, this Pokémon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.","[1MM] Boiling Impact (130)
<br>Discard 2 Energy from this Pokémon.",,Rx2,3,30.0,57.99,59.95,26.66,,Holofoil,P-20
158255,Suicune - SM149 (Prerelease),Suicune SM149 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/158255_200w.jpg,3,1861,https://cpt.tcgcsv.com/7kh2,2026-02-11T14:53:28.867,1,SM149,Promo,Water,110,Basic,"<strong>Ability — Frozen Flow</strong>
<br>Once during your turn <em>(before your attack)</em>, if this Pokémon is your Active Pokémon, you may have your opponent switch their Active Pokémon with 1 of their Benched Pokémon.","[2W] Aurora Gain (70)
<br>Heal 30 damage from this Pokémon.",,,Gx2,1,9.76,22.47,50.0,11.64,,Holofoil,
158256,Raikou - SM150 (Prerelease),Raikou SM150 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/158256_200w.jpg,3,1861,https://cpt.tcgcsv.com/8kh2,2026-02-12T23:58:19.207,1,SM150,Promo,Lightning,120,Basic,,"[1L] Lost Voltage (30+)
<br>If you have any Lightning Energy in the Lost Zone, this attack does 90 more damage.",,,Fx2,2,7.09,12.87,30.0,9.88,13.74,Holofoil,M-20
162042,Lucario GX - SM100,Lucario GX SM100,https://tcgplayer-cdn.tcgplayer.com/product/162042_200w.jpg,3,1861,https://cpt.tcgcsv.com/SQj2,2023-06-01T14:11:33.007,1,SM100,Promo,Fighting,210,Stage 1,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[F] Aura Strike (30+) 
<br>If this Pokémon evolved from Riolu during this turn, this attack does 90 more damage.",[1FF] Cyclone Kick (130),"<span style=""color:Teal"">[2] Cantankerous Beatdown GX (30x)
<br>This attack does 30 damage for each damage counter on this Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Px2,2,5.06,8.89,9999.0,8.89,,Holofoil,
162460,Dawn Wings Necrozma GX - SM101,Dawn Wings Necrozma GX SM101,https://tcgplayer-cdn.tcgplayer.com/product/162460_200w.jpg,3,1861,https://cpt.tcgcsv.com/d_j2,2026-02-12T20:35:25.793,1,SM101,Promo,Psychic,180,Basic,"<strong>Ability — Invasion</strong>
<br>Once during your turn <em>(before your attack)</em>, if this Pokémon is on your Bench, you may switch it with your Active Pokémon.
<br><br>
<em>Pokémon-GS rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[PPP] Dark Flash (120)
<br>This attack's damage isn't affected by Resistance.","<span style=""color:DarkRed""><strong>[PPP] Moon's Eclipse (180)</strong>
<br>You can use this attack only if you have more Prize cards remaining than your opponent. Prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Dx2,2,3.0,4.25,9999.0,4.27,5.0,Holofoil,F-20
162461,Dusk Mane Necrozma GX - SM102,Dusk Mane Necrozma GX SM102,https://tcgplayer-cdn.tcgplayer.com/product/162461_200w.jpg,3,1861,https://cpt.tcgcsv.com/f_j2,2022-09-13T16:15:08.583,1,SM102,Promo,Metal,190,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>",[3] Claw Slash (60),"[1MMM] Meteor Tempest (220)
<br>Discard 3 Energy from this Pokémon.","<span style=""color:DarkRed""><strong>[MMM] Sun's Eclipse GX (250)</strong>
<br>You can use this attack only if you have more Prize cards remaining than your opponent. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Rx2,3,2.99,5.51,108.2,5.82,,Holofoil,P-20
162603,Dusk Mane Necrozma - SM107,Dusk Mane Necrozma SM107,https://tcgplayer-cdn.tcgplayer.com/product/162603_200w.jpg,3,1861,https://cpt.tcgcsv.com/53k2,2022-09-13T16:13:44.137,1,SM107,Promo,Metal,130,Basic,,"[M] Dusk Shot
<br>This attack does 60 damage to 1 of your opponent's Pokémon-GX or Pokémon-EX. This damage isn't affected by Weakness and Resistance.","[1MM] Rusty Claws (100+)
<br>If your opponent has exactly 1 Prize card remaining, this attack does 100 more damage.",,Rx2,2,1.0,2.24,3.59,2.16,,Holofoil,P-20
162604,Lycanroc - SM105,Lycanroc SM105,https://tcgplayer-cdn.tcgplayer.com/product/162604_200w.jpg,3,1861,https://cpt.tcgcsv.com/63k2,2022-09-13T18:35:42.877,1,SM105,Promo,Fighting,120,Stage 1,,[2] Bite (30),"[1FF] Stone Edge (90+)
<br>Flip a coin. If heads, this attack does 30 more damage.",,Gx2,2,0.7,1.14,2.81,1.26,,Holofoil,
162605,Dawn Wings Necrozma - SM106,Dawn Wings Necrozma SM106,https://tcgplayer-cdn.tcgplayer.com/product/162605_200w.jpg,3,1861,https://cpt.tcgcsv.com/73k2,2022-11-15T05:33:12.057,1,SM106,Promo,Psychic,130,Basic,,"[P] Gulf Stream (20+)
<br>If you have exactly 6 Prize cards remaining, this attack does 20 more damage for each damage counter on this Pokémon.","[PPP] Sword of Dawn (130)
<br>Discard 2 Energy from this Pokémon.",,Dx2,2,1.0,2.51,6.48,2.07,,Holofoil,F-20
162606,Golisopod - SM52,Golisopod SM52,https://tcgplayer-cdn.tcgplayer.com/product/162606_200w.jpg,3,1861,https://cpt.tcgcsv.com/83k2,2022-12-12T05:39:56.707,1,SM52,Promo,Grass,130,Stage 1,"<strong>Ability — Armor</strong>
<br>This Pokémon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.","[2G] Resolute Claws (80+)
<br>If your opponent's Active Pokémon is a Pokémon-GX or a Pokémon-EX, this attack does 70 more damage <em>(before applying Weakness and Resistance)</em>.",,,Rx2,2,0.77,1.24,5.0,1.24,,Holofoil,
162607,Dhelmise - SM53,Dhelmise SM53,https://tcgplayer-cdn.tcgplayer.com/product/162607_200w.jpg,3,1861,https://cpt.tcgcsv.com/93k2,2022-12-14T15:26:04.107,1,SM53,Promo,Psychic,120,Basic,"<strong>Ability — Steelworker</strong>
<br>Your Metal Pokémon's attacks do 10 more damage to your opponent's Active Pokémon <em>(before applying Weakness and Resistance)</em>.","[2P] Anchor Shot (70)
<br>The Defending Pokémon can't retreat during your opponent's next turn.",,,Mx2,2,0.32,0.78,11.99,0.9,0.91,Holofoil,F-20
164233,Raikou GX,Raikou GX,https://tcgplayer-cdn.tcgplayer.com/product/164233_200w.jpg,3,1861,https://cpt.tcgcsv.com/HJk2,2026-01-02T23:28:56.4,1,SM121,Promo,Lightning,170,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>",[2] Dig Claws (30),"[2LL] Thunder (150)
<br>Flip a coin. If tails, this Pokémon does 50 damage to itself.","<span style=""color:Teal""><strong>[LLLL] Thunderous Rain GX</strong>
<br>This attack does 100 damage to each of your opponent's Pokémon that has any Energy attached to it. <em>(Don't apply Weakness and Resistance for Benched Pokemon.) (You can't use more than 1 GX attack in a game.)</em></span>",Fx2,1,6.0,7.92,9999.0,6.89,6.89,Holofoil,M-20
164460,Decidueye - SM55,Decidueye SM55,https://tcgplayer-cdn.tcgplayer.com/product/164460_200w.jpg,3,1861,https://cpt.tcgcsv.com/dPk2,2024-08-25T03:15:59.92,1,SM55,Promo,Grass,140,Stage 2,,"[G] Leaf Blade (30+)
<br>Flip a coin. If heads, this attack does 30 more damage.","[2G] Brave Bird (120)
<br>This Pokémon does 20 damage to itself.",,Rx2,1,0.1,0.35,4.0,0.31,0.23,Holofoil,
166288,Pheromosa - SM115 (Prerelease),Pheromosa SM115 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/166288_200w.jpg,3,1861,https://cpt.tcgcsv.com/Nwl2,2026-02-12T20:45:47.713,1,SM115,Promo,Grass,110,Basic,,[1] High Jump Kick (20),"[2G] White Ray (90+)
<br>If you have only 1 Prize card remaining, this attack does 90 more damage.",,Rx2,,8.0,8.99,13.59,7.78,,Holofoil,
166289,Pheromosa - SM115 (Prerelease) [Staff],Pheromosa SM115 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/166289_200w.jpg,3,1861,https://cpt.tcgcsv.com/Pwl2,2022-09-13T19:57:50.8,1,SM115,Promo,Grass,110,Basic,,[1] High Jump Kick (20),"[2G] White Ray (90+)
<br>If you have only 1 Prize card remaining, this attack does 90 more damage.",,Rx2,,44.99,238.45,431.91,30.65,,Holofoil,
166290,Xurkitree - SM116 (Prerelease),Xurkitree SM116 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/166290_200w.jpg,3,1861,https://cpt.tcgcsv.com/Qwl2,2026-02-12T20:50:36.94,1,SM116,Promo,Lightning,120,Basic,,"[L] Dazzle Blast (20)
<br>Your opponent's Active Pokémon is now Confused.","[1LL] Cablegram (100)
<br>If you have exactly 3 Prize cards remaining, your opponent's Active Pokémon is now Paralyzed.",,Fx2,1,3.5,27.2,96.94,3.86,96.94,Holofoil,M-20
166291,Xurkitree - SM116 (Prerelease) [Staff],Xurkitree SM116 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/166291_200w.jpg,3,1861,https://cpt.tcgcsv.com/Rwl2,2022-09-14T17:26:18.383,1,SM116,Promo,Lightning,120,Basic,,"[L] Dazzle Blast (20)
<br>Your opponent's Active Pokémon is now Confused.","[1LL] Cablegram (100)
<br>If you have exactly 3 Prize cards remaining, your opponent's Active Pokémon is now Paralyzed.",,Fx2,1,20.16,22.41,24.66,20.16,,Holofoil,M-20
166292,Malamar - SM117 (Prerelease),Malamar SM117 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/166292_200w.jpg,3,1861,https://cpt.tcgcsv.com/Swl2,2026-02-12T20:42:22.76,1,SM117,Promo,Psychic,90,Stage 1,"<strong>Ability — Psychic Recharge</strong>
<br>Once during your turn <em>(before your attack)</em>, you may attach a Psychic Energy card from your discard pile to 1 of your Benched Pokémon.",[1PP] Psychic Sphere (60),,,Px2,2,2.0,6.64,9.99,3.6,6.98,Holofoil,None
166293,Malamar - SM117 (Prerelease) [Staff],Malamar SM117 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/166293_200w.jpg,3,1861,https://cpt.tcgcsv.com/Twl2,2022-09-13T18:57:25.263,1,SM117,Promo,Psychic,90,Stage 1,"<strong>Ability — Psychic Recharge</strong>
<br>Once during your turn <em>(before your attack)</em>, you may attach a Psychic Energy card from your discard pile to 1 of your Benched Pokémon.",[1PP] Psychic Sphere (60),,,Px2,2,39.99,64.98,69.69,31.98,,Holofoil,
166294,Lycanroc - SM118 (Prerelease),Lycanroc SM118 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/166294_200w.jpg,3,1861,https://cpt.tcgcsv.com/Vwl2,2024-05-11T17:03:59.187,1,SM118,Promo,Fighting,120,Stage 1,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1F] Dangerous Rogue (20+)
<br>This attack does 20 more damage for each of your opponent's Benched Pokémon.",[1FF] Accelerock (100),"<span style=""color:Teal"">[1FF] Lycanfang GX (200)
<br>Discard 2 Energy from this Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Gx2,2,2.95,5.95,96.94,6.21,96.94,Holofoil,
