productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extAttack3,extAttack4
85241,Energy Search,Energy Search,https://tcgplayer-cdn.tcgplayer.com/product/85241_200w.jpg,3,1398,https://cpt.tcgcsv.com/R6J,2026-02-13T15:56:32.117,1,94/115,Common,Item,,,"Search your deck for a basic Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,,,,4.0,7.81,15.0,7.27,,Reverse Holofoil,,,
85255,Energy Switch,Energy Switch,https://tcgplayer-cdn.tcgplayer.com/product/85255_200w.jpg,3,1398,https://cpt.tcgcsv.com/77J,2023-11-11T06:01:27.117,1,84/115,Uncommon,Item,,,Move a basic Energy card attached to 1 of your Pokemon to another of your Pokemon.,,,,,0.22,0.55,1.47,0.64,,Normal,,,
85255,Energy Switch,Energy Switch,https://tcgplayer-cdn.tcgplayer.com/product/85255_200w.jpg,3,1398,https://cpt.tcgcsv.com/77J,2023-11-11T06:01:27.117,1,84/115,Uncommon,Item,,,Move a basic Energy card attached to 1 of your Pokemon to another of your Pokemon.,,,,,15.0,29.7,38.99,19.43,,Reverse Holofoil,,,
85275,Entei Star,Entei Star,https://tcgplayer-cdn.tcgplayer.com/product/85275_200w.jpg,3,1398,https://cpt.tcgcsv.com/w7J,2021-08-03T20:16:17.627,1,113/115,Ultra Rare,Fire,80,Basic,,"[1R] Burning Turn (20) 
<br>Switch Entei Star with 1 of your Benched Pokemon.",W,None,1,888.0,994.5,2469.69,500.0,,Holofoil,"[RRR] Detonation (70) 
<br>If you have less Prize cards left than your opponent, discard the top 10 cards from your deck.",,
85331,Espeon ex,Espeon ex,https://tcgplayer-cdn.tcgplayer.com/product/85331_200w.jpg,3,1398,https://cpt.tcgcsv.com/F8J,2021-08-03T20:16:25.733,1,102/115,Ultra Rare,Psychic,110,Stage 1,"<b>Poke-POWER</b> Devo Flash 
<br>Once during your turn, when you play Espeon ex from your hand to evolve 1 of your Pokemon, you may choose 1 Evolved Pokemon on your opponent's Bench, remove the highest Stage Evolution card from that Pokemon, and put it back into his or her hand.","[2] Snap Tail 
<br>Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",P,None,0,900.0,1185.0,1469.99,399.0,,Holofoil,"[2P] Psyloop (60+) 
<br>Does 60 damage plus 30 more damage for each Trainer card your opponent has in play.",,
85417,Feraligatr,Feraligatr,https://tcgplayer-cdn.tcgplayer.com/product/85417_200w.jpg,3,1398,https://cpt.tcgcsv.com/mbJ,2022-09-23T16:32:52.873,1,4/115,Holo Rare,Water,120,Stage 2,"<b>Poke-BODY</b> Intimidating Fang 
<br>As long as Feraligatr is your Active Pokemon, any damage done by an opponent's attack is reduced by 10 <em>(before applying Weakness and Resistance).</em>","[1W] Pull Away (30) 
<br>If your opponent has 5 or more cards in his or her hand, you opponent discards a number of cards until your opponent has 4 cards left in his or her hand.",L,None,2,43.25,62.26,99.99,86.48,,Holofoil,"[2W] Tonnage (50+) 
<br>You may do 50 damage plus 30 more damage.  If you do, Feraligatr does 30 damage to itself.",,
85417,Feraligatr,Feraligatr,https://tcgplayer-cdn.tcgplayer.com/product/85417_200w.jpg,3,1398,https://cpt.tcgcsv.com/mbJ,2022-09-23T16:32:52.873,1,4/115,Holo Rare,Water,120,Stage 2,"<b>Poke-BODY</b> Intimidating Fang 
<br>As long as Feraligatr is your Active Pokemon, any damage done by an opponent's attack is reduced by 10 <em>(before applying Weakness and Resistance).</em>","[1W] Pull Away (30) 
<br>If your opponent has 5 or more cards in his or her hand, you opponent discards a number of cards until your opponent has 4 cards left in his or her hand.",L,None,2,99.99,99.99,99.99,199.99,,Reverse Holofoil,"[2W] Tonnage (50+) 
<br>You may do 50 damage plus 30 more damage.  If you do, Feraligatr does 30 damage to itself.",,
85424,Feraligatr ex,Feraligatr ex,https://tcgplayer-cdn.tcgplayer.com/product/85424_200w.jpg,3,1398,https://cpt.tcgcsv.com/vbJ,2021-08-03T20:16:47.44,1,103/115,Ultra Rare,Water,150,Stage 2,"<b>Poke-BODY</b> Overpowering Fang 
<br>As long as Feraligatr ex is your Active Pokemon, each player's Pokemon <em>(excluding Pokemon-ex)</em> can't use any Poke-Powers or Poke-Bodies.","[1W] Tsunami (30) 
<br>Does 10 damage to each of your opponent's Benched Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",L,None,3,154.75,164.88,175.0,175.0,154.75,Holofoil,"[3W] Sore Sport (70+) 
<br>Does 70 damage plus 10 more damage for each damage counter on the Defending Pokemon.",,
85478,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85478_200w.jpg,3,1398,https://cpt.tcgcsv.com/BcJ,2021-08-03T20:16:53.097,1,56/115,Common,Lightning,80,Stage 1,,"[1] Thunder Wave (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,M,1,0.26,0.67,3.0,0.65,,Normal,"[2L] Thunder (50) 
<br>Flaaffy does 10 damage to itself.",,
85478,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85478_200w.jpg,3,1398,https://cpt.tcgcsv.com/BcJ,2021-08-03T20:16:53.097,1,56/115,Common,Lightning,80,Stage 1,,"[1] Thunder Wave (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,M,1,20.0,45.0,69.99,17.96,,Reverse Holofoil,"[2L] Thunder (50) 
<br>Flaaffy does 10 damage to itself.",,
85494,Flareon,Flareon,https://tcgplayer-cdn.tcgplayer.com/product/85494_200w.jpg,3,1398,https://cpt.tcgcsv.com/VcJ,2026-02-24T23:25:16.79,1,5/115,Holo Rare,Fire,70,Stage 1,,"[R] Fire Dance (20) 
<br>Search your discard pile for a Fire Energy card and attach it to 1 of your Pokemon.",W,None,1,65.89,119.99,199.99,69.69,,Holofoil,"[3] Multi Burn (40+) 
<br>If Flareon has 3 or more different types of basic Energy cards attached to it, this attack does 40 damage plus 20 more damage and the Defending Pokemon is now Burned.",,
85494,Flareon,Flareon,https://tcgplayer-cdn.tcgplayer.com/product/85494_200w.jpg,3,1398,https://cpt.tcgcsv.com/VcJ,2026-02-24T23:25:16.79,1,5/115,Holo Rare,Fire,70,Stage 1,,"[R] Fire Dance (20) 
<br>Search your discard pile for a Fire Energy card and attach it to 1 of your Pokemon.",W,None,1,150.93,175.84,229.99,154.94,229.99,Reverse Holofoil,"[3] Multi Burn (40+) 
<br>If Flareon has 3 or more different types of basic Energy cards attached to it, this attack does 40 damage plus 20 more damage and the Defending Pokemon is now Burned.",,
85520,Fluffy Berry,Fluffy Berry,https://tcgplayer-cdn.tcgplayer.com/product/85520_200w.jpg,3,1398,https://cpt.tcgcsv.com/qdJ,2025-11-20T03:42:43.463,1,85/115,Uncommon,Tool,,,"Attach Fluffy Berry to 1 of your Pokemon <em>(excluding Pokemon-ex and Pokemon that has Dark or an owner in its name)</em> that doesn't already have a Pokemon Tool attached to it.  If the Pokemon Fluffy Berry is attached to is Pokemon-ex or has Dark or an owner in its name, discard Fluffy Berry.
<br>
<br>
<br>As long as Fluffy Berry is attached to a Pokemon, that Pokemon's Retreat Cost is 0.",,,,,0.3,0.51,1.99,0.51,0.4,Normal,,,
85520,Fluffy Berry,Fluffy Berry,https://tcgplayer-cdn.tcgplayer.com/product/85520_200w.jpg,3,1398,https://cpt.tcgcsv.com/qdJ,2025-11-20T03:42:43.463,1,85/115,Uncommon,Tool,,,"Attach Fluffy Berry to 1 of your Pokemon <em>(excluding Pokemon-ex and Pokemon that has Dark or an owner in its name)</em> that doesn't already have a Pokemon Tool attached to it.  If the Pokemon Fluffy Berry is attached to is Pokemon-ex or has Dark or an owner in its name, discard Fluffy Berry.
<br>
<br>
<br>As long as Fluffy Berry is attached to a Pokemon, that Pokemon's Retreat Cost is 0.",,,,,2.49,4.13,5.99,4.07,,Reverse Holofoil,,,
85548,Forretress,Forretress,https://tcgplayer-cdn.tcgplayer.com/product/85548_200w.jpg,3,1398,https://cpt.tcgcsv.com/-dJ,2021-08-03T20:17:14.157,1,6/115,Holo Rare,Metal,70,Stage 1,,"[2] Spiky Shell (20) 
<br>Put 3 damage counters on the Defending Pokemon at the end of your opponent's next turn.",R,G,1,7.93,14.48,22.96,14.06,,Holofoil,"[3M] Pop (100) 
<br>Put 7 damage counters on Forretress.  Move all Energy cards attached to Forretress to your Benched Pokemon in any way you like.  <i>(Ignore this effect if you don't have any Benched Pokemon.)</i>",,
85548,Forretress,Forretress,https://tcgplayer-cdn.tcgplayer.com/product/85548_200w.jpg,3,1398,https://cpt.tcgcsv.com/-dJ,2021-08-03T20:17:14.157,1,6/115,Holo Rare,Metal,70,Stage 1,,"[2] Spiky Shell (20) 
<br>Put 3 damage counters on the Defending Pokemon at the end of your opponent's next turn.",R,G,1,20.28,58.99,99.97,52.33,,Reverse Holofoil,"[3M] Pop (100) 
<br>Put 7 damage counters on Forretress.  Move all Energy cards attached to Forretress to your Benched Pokemon in any way you like.  <i>(Ignore this effect if you don't have any Benched Pokemon.)</i>",,
85765,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/85765_200w.jpg,3,1398,https://cpt.tcgcsv.com/kkJ,2021-08-03T20:17:20.387,1,57/115,Common,Fighting,50,Basic,"<b>Poke-BODY</b> Free Flight 
<br>If Gligar has no Energy attached to it, Gligar's Retreat Cost is 0.","[F] Toxic Grip (10) 
<br>The Defending Pokemon is now Poisoned.",L,None,1,0.2,0.34,6.18,0.37,,Normal,,,
85765,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/85765_200w.jpg,3,1398,https://cpt.tcgcsv.com/kkJ,2021-08-03T20:17:20.387,1,57/115,Common,Fighting,50,Basic,"<b>Poke-BODY</b> Free Flight 
<br>If Gligar has no Energy attached to it, Gligar's Retreat Cost is 0.","[F] Toxic Grip (10) 
<br>The Defending Pokemon is now Poisoned.",L,None,1,12.0,12.99,39.95,16.53,,Reverse Holofoil,,,
85783,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/85783_200w.jpg,3,1398,https://cpt.tcgcsv.com/HkJ,2021-08-03T20:17:25.383,1,58/115,Common,Grass,70,Stage 1,,"[1G] Poisonpowder (20) 
<br>The Defending Pokemon is now Poisoned.",P,None,1,0.19,0.5,5.0,0.58,,Normal,,,
85783,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/85783_200w.jpg,3,1398,https://cpt.tcgcsv.com/HkJ,2021-08-03T20:17:25.383,1,58/115,Common,Grass,70,Stage 1,,"[1G] Poisonpowder (20) 
<br>The Defending Pokemon is now Poisoned.",P,None,1,10.0,49.99,49.99,37.51,,Reverse Holofoil,,,
85863,Granbull,Granbull,https://tcgplayer-cdn.tcgplayer.com/product/85863_200w.jpg,3,1398,https://cpt.tcgcsv.com/hmJ,2021-09-22T14:17:49.583,1,39/115,Uncommon,Colorless,70,Stage 1,"<b>Poke-BODY</b> Intimidating Fang  
<br>As long as Granbull is your Active Pokemon, any damage done by an opponent's attack is reduced by 10 <em>(before applying Weakness and Resistance). </em>","[2] Crushing Blow (30) 
<br>Flip a coin.  If heads, discard an Energy attached to the Defending Pokemon.",F,None,2,0.17,0.4,4.7,0.45,0.5,Normal,"[4] Double Lariat (50x) 
<br>Flip 2 coins.  This attack does 50 damage times the number of heads.",,
85863,Granbull,Granbull,https://tcgplayer-cdn.tcgplayer.com/product/85863_200w.jpg,3,1398,https://cpt.tcgcsv.com/hmJ,2021-09-22T14:17:49.583,1,39/115,Uncommon,Colorless,70,Stage 1,"<b>Poke-BODY</b> Intimidating Fang  
<br>As long as Granbull is your Active Pokemon, any damage done by an opponent's attack is reduced by 10 <em>(before applying Weakness and Resistance). </em>","[2] Crushing Blow (30) 
<br>Flip a coin.  If heads, discard an Energy attached to the Defending Pokemon.",F,None,2,11.66,19.95,49.4,10.12,,Reverse Holofoil,"[4] Double Lariat (50x) 
<br>Flip 2 coins.  This attack does 50 damage times the number of heads.",,
86092,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/86092_200w.jpg,3,1398,https://cpt.tcgcsv.com/SrJ,2021-08-03T20:17:36.96,1,24/115,Rare,Fighting,70,Basic,"<b>Poke-BODY</b> Stages of Evolution 
<br>As long as Hitmonchan is an Evolved Pokemon, Hitmonchan gets +30 HP.","[1F] Heavy Punch (10x) 
<br>Does 10 damage times the number of your opponent's Benched Pokemon.",P,None,1,1.5,7.25,96.95,3.89,,Normal,"[3] Speedy Uppercut (50) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",,
86092,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/86092_200w.jpg,3,1398,https://cpt.tcgcsv.com/SrJ,2021-08-03T20:17:36.96,1,24/115,Rare,Fighting,70,Basic,"<b>Poke-BODY</b> Stages of Evolution 
<br>As long as Hitmonchan is an Evolved Pokemon, Hitmonchan gets +30 HP.","[1F] Heavy Punch (10x) 
<br>Does 10 damage times the number of your opponent's Benched Pokemon.",P,None,1,20.0,20.0,20.0,22.18,,Reverse Holofoil,"[3] Speedy Uppercut (50) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",,
86105,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/86105_200w.jpg,3,1398,https://cpt.tcgcsv.com/7sJ,2021-08-03T20:17:44.393,1,25/115,Rare,Fighting,70,Basic,"<b>Poke-BODY</b> Stages of Evolution 
<br>As long as Hitmonlee is an Evolved Pokemon, Hitmonlee's attacks to 20 more damage to your opponent's Pokemon <em>(before applying Weakness and Resistance). </em>","[F] Stretch Kick 
<br>Choose 1 of your opponent's Benched Pokemon.  This attack does 10 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",P,None,1,1.79,2.95,8.0,3.14,,Normal,[2F] Mega Kick (40),,
86105,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/86105_200w.jpg,3,1398,https://cpt.tcgcsv.com/7sJ,2021-08-03T20:17:44.393,1,25/115,Rare,Fighting,70,Basic,"<b>Poke-BODY</b> Stages of Evolution 
<br>As long as Hitmonlee is an Evolved Pokemon, Hitmonlee's attacks to 20 more damage to your opponent's Pokemon <em>(before applying Weakness and Resistance). </em>","[F] Stretch Kick 
<br>Choose 1 of your opponent's Benched Pokemon.  This attack does 10 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",P,None,1,29.68,31.04,50.0,29.39,,Reverse Holofoil,[2F] Mega Kick (40),,
86114,Hitmontop,Hitmontop,https://tcgplayer-cdn.tcgplayer.com/product/86114_200w.jpg,3,1398,https://cpt.tcgcsv.com/jsJ,2024-04-29T07:22:05.837,1,26/115,Rare,Fighting,70,Basic,"<b>Poke-BODY</b> Stages of Evolution 
<br>As long as Hitmontop is an Evolved Pokemon, is your Active Pokemon, and is damaged by an opponent's attack <em>(even if Hitmontop is Knocked Out)</em>, put 2 damage counters on the Attacking Pokemon.","[1F] Upward Kick (20+) 
<br>If the Defending Pokemon already has at least 2 damage counters on it, this attack does 20 damage plus 30 more damage.",P,None,1,1.13,2.15,8.0,1.46,,Normal,[4] Spiral Kick (50),,
86114,Hitmontop,Hitmontop,https://tcgplayer-cdn.tcgplayer.com/product/86114_200w.jpg,3,1398,https://cpt.tcgcsv.com/jsJ,2024-04-29T07:22:05.837,1,26/115,Rare,Fighting,70,Basic,"<b>Poke-BODY</b> Stages of Evolution 
<br>As long as Hitmontop is an Evolved Pokemon, is your Active Pokemon, and is damaged by an opponent's attack <em>(even if Hitmontop is Knocked Out)</em>, put 2 damage counters on the Attacking Pokemon.","[1F] Upward Kick (20+) 
<br>If the Defending Pokemon already has at least 2 damage counters on it, this attack does 20 damage plus 30 more damage.",P,None,1,28.99,39.49,49.99,23.96,,Reverse Holofoil,[4] Spiral Kick (50),,
86122,Ho-Oh,Ho Oh,https://tcgplayer-cdn.tcgplayer.com/product/86122_200w.jpg,3,1398,https://cpt.tcgcsv.com/ssJ,2021-08-03T20:18:41.777,1,27/115,Rare,Fire,80,Basic,,[2] Gust (20),W,None,2,4.96,6.75,30.0,6.76,,Normal,"[2RR] Sacred Fire
<br>Flip a coin.  If heads, choose 1 of your opponent's Pokemon.  This attack does 60 damage to that Pokemon.  This attacks damage isn't affected by Weakness or Resistance.",,
86122,Ho-Oh,Ho Oh,https://tcgplayer-cdn.tcgplayer.com/product/86122_200w.jpg,3,1398,https://cpt.tcgcsv.com/ssJ,2021-08-03T20:18:41.777,1,27/115,Rare,Fire,80,Basic,,[2] Gust (20),W,None,2,99.99,142.66,400.0,41.07,,Reverse Holofoil,"[2RR] Sacred Fire
<br>Flip a coin.  If heads, choose 1 of your opponent's Pokemon.  This attack does 60 damage to that Pokemon.  This attacks damage isn't affected by Weakness or Resistance.",,
86128,Ho-Oh ex,Ho Oh ex,https://tcgplayer-cdn.tcgplayer.com/product/86128_200w.jpg,3,1398,https://cpt.tcgcsv.com/BsJ,2026-01-06T15:19:34.947,1,104/115,Ultra Rare,Fire,110,Basic,"<b>Poke-POWER</b> Golden Wing  
<br>If Ho-Oh ex would be Knocked Out by damage from an opponent's attack, you may move 2 Energy attached to Ho-Oh ex to your Pokemon in any way you like.","[3] Rainbow Burn (10+) 
<br>Does 10 damage plus 20 more damage for each type of basic Energy card attached to Ho-Oh ex.",W,None,2,299.98,299.99,324.0,267.79,299.99,Holofoil,,,
86171,Hoothoot,Hoothoot,https://tcgplayer-cdn.tcgplayer.com/product/86171_200w.jpg,3,1398,https://cpt.tcgcsv.com/rtJ,2022-12-13T17:25:18.537,1,59/115,Common,Colorless,50,Basic,,"[1] Confuse Ray 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.",L,F,1,0.08,0.3,1.99,0.37,,Normal,[2] Peck (20),,
86171,Hoothoot,Hoothoot,https://tcgplayer-cdn.tcgplayer.com/product/86171_200w.jpg,3,1398,https://cpt.tcgcsv.com/rtJ,2022-12-13T17:25:18.537,1,59/115,Common,Colorless,50,Basic,,"[1] Confuse Ray 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.",L,F,1,7.0,9.23,54.0,12.66,,Reverse Holofoil,[2] Peck (20),,
86206,Houndoom,Houndoom,https://tcgplayer-cdn.tcgplayer.com/product/86206_200w.jpg,3,1398,https://cpt.tcgcsv.com/8vJ,2021-08-03T20:19:04.89,1,7/115,Holo Rare,Fire,70,Stage 1,"<b>Poke-BODY</b> Lonesome  
<br>As long as you have less Pokemon in play than your opponent, your opponent can't play any Trainer cards <em>(except for Supporter cards)</em> from his or her hand.","[2] Tight Jaw (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",W,None,1,50.0,75.75,250.0,57.71,,Holofoil,"[1RR] Flamethrower (70) 
<br>Discard a Fire Energy attached to Houndoom.",,
86206,Houndoom,Houndoom,https://tcgplayer-cdn.tcgplayer.com/product/86206_200w.jpg,3,1398,https://cpt.tcgcsv.com/8vJ,2021-08-03T20:19:04.89,1,7/115,Holo Rare,Fire,70,Stage 1,"<b>Poke-BODY</b> Lonesome  
<br>As long as you have less Pokemon in play than your opponent, your opponent can't play any Trainer cards <em>(except for Supporter cards)</em> from his or her hand.","[2] Tight Jaw (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",W,None,1,124.99,137.49,149.99,52.34,,Reverse Holofoil,"[1RR] Flamethrower (70) 
<br>Discard a Fire Energy attached to Houndoom.",,
86227,Houndour,Houndour,https://tcgplayer-cdn.tcgplayer.com/product/86227_200w.jpg,3,1398,https://cpt.tcgcsv.com/zvJ,2021-08-03T20:19:09.893,1,60/115,Common,Fire,50,Basic,,"[R] Smog  
<br>The Defending Pokemon is now Poisoned.",W,None,1,0.31,0.56,9.99,0.53,,Normal,,,
86227,Houndour,Houndour,https://tcgplayer-cdn.tcgplayer.com/product/86227_200w.jpg,3,1398,https://cpt.tcgcsv.com/zvJ,2021-08-03T20:19:09.893,1,60/115,Common,Fire,50,Basic,,"[R] Smog  
<br>The Defending Pokemon is now Poisoned.",W,None,1,37.99,67.92,67.92,22.89,,Reverse Holofoil,,,
86341,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86341_200w.jpg,3,1398,https://cpt.tcgcsv.com/RxJ,2026-02-05T19:26:26.493,1,8/115,Holo Rare,Lightning,70,Stage 1,,"[L] Attract Current (20) 
<br>Flip a coin.  If heads, search your deck for a Lightning Energy card and attach it to 1 of your Pokemon.  Shuffle your deck afterward.",F,M,0,42.69,62.0,99.99,50.98,,Holofoil,"[3] Multi Pulse (40+) 
<br>If Jolteon has 3 or more different types of basic Energy cards attached to it, this attack does 40 damage plus 20 more damage and the Defending Pokemon is now Confused.",,
86341,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86341_200w.jpg,3,1398,https://cpt.tcgcsv.com/RxJ,2026-02-05T19:26:26.493,1,8/115,Holo Rare,Lightning,70,Stage 1,,"[L] Attract Current (20) 
<br>Flip a coin.  If heads, search your deck for a Lightning Energy card and attach it to 1 of your Pokemon.  Shuffle your deck afterward.",F,M,0,285.0,292.5,299.99,59.2,299.99,Reverse Holofoil,"[3] Multi Pulse (40+) 
<br>If Jolteon has 3 or more different types of basic Energy cards attached to it, this attack does 40 damage plus 20 more damage and the Defending Pokemon is now Confused.",,
86375,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/86375_200w.jpg,3,1398,https://cpt.tcgcsv.com/wzJ,2021-08-03T20:19:27.42,1,28/115,Rare,Water,70,Basic,"<b>Poke-BODY</b> Stages of Evolution  
<br>As long as Jynx is an Evolved Pokemon, prevent all effects of opponent's attacks, except damage, done to Jynx, and Jynx has no Weakness.","[1] Freeze Light 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed  If tails, the Defending Pokemon is now Burned.",M,None,1,0.49,2.0,5.0,1.92,,Normal,"[1PW] Pure Power 
<br>Put 4 damage counters on your opponent's Pokemon in any way you like.",,
86375,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/86375_200w.jpg,3,1398,https://cpt.tcgcsv.com/wzJ,2021-08-03T20:19:27.42,1,28/115,Rare,Water,70,Basic,"<b>Poke-BODY</b> Stages of Evolution  
<br>As long as Jynx is an Evolved Pokemon, prevent all effects of opponent's attacks, except damage, done to Jynx, and Jynx has no Weakness.","[1] Freeze Light 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed  If tails, the Defending Pokemon is now Burned.",M,None,1,12.0,17.88,23.4,22.95,,Reverse Holofoil,"[1PW] Pure Power 
<br>Put 4 damage counters on your opponent's Pokemon in any way you like.",,
86605,Lanturn,Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/86605_200w.jpg,3,1398,https://cpt.tcgcsv.com/7GJ,2021-08-03T20:19:33.207,1,40/115,Uncommon,Lightning,80,Stage 1,,"[L] Energy Stream (20) 
<br>Search your discard pile for a basic Energy card and attach it to Lanturn.",F,None,1,0.35,0.69,1.99,0.7,,Normal,"[3] Take Down (50) 
<br>Lanturn does 10 damage to itself.",,
86605,Lanturn,Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/86605_200w.jpg,3,1398,https://cpt.tcgcsv.com/7GJ,2021-08-03T20:19:33.207,1,40/115,Uncommon,Lightning,80,Stage 1,,"[L] Energy Stream (20) 
<br>Search your discard pile for a basic Energy card and attach it to Lanturn.",F,None,1,9.26,16.99,19.99,26.09,,Reverse Holofoil,"[3] Take Down (50) 
<br>Lanturn does 10 damage to itself.",,
86640,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86640_200w.jpg,3,1398,https://cpt.tcgcsv.com/QGJ,2026-02-13T15:57:21.307,1,61/115,Common,Fighting,50,Basic,,"[F] Retaliate (10x) 
<br>Does 10 damage times the number of damage counters on Larvitar.",G,,1,0.11,0.4,5.0,0.41,,Normal,[2] Tackle (20),,
86640,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86640_200w.jpg,3,1398,https://cpt.tcgcsv.com/QGJ,2026-02-13T15:57:21.307,1,61/115,Common,Fighting,50,Basic,,"[F] Retaliate (10x) 
<br>Does 10 damage times the number of damage counters on Larvitar.",G,,1,18.0,25.0,29.99,18.27,,Reverse Holofoil,[2] Tackle (20),,
86906,Lugia,Lugia,https://tcgplayer-cdn.tcgplayer.com/product/86906_200w.jpg,3,1398,https://cpt.tcgcsv.com/8NJ,2021-08-03T20:19:43.517,1,29/115,Rare,Psychic,80,Basic,,"[3] Aeroblast (20+) 
<br>Flip 2 coins.  This attack does 20 damage plus 20 more damage for each heads.",P,None,2,9.5,13.49,25.0,12.94,,Normal,,,
86906,Lugia,Lugia,https://tcgplayer-cdn.tcgplayer.com/product/86906_200w.jpg,3,1398,https://cpt.tcgcsv.com/8NJ,2021-08-03T20:19:43.517,1,29/115,Rare,Psychic,80,Basic,,"[3] Aeroblast (20+) 
<br>Flip 2 coins.  This attack does 20 damage plus 20 more damage for each heads.",P,None,2,99.99,99.99,99.99,225.47,,Reverse Holofoil,,,
86912,Lugia ex,Lugia ex,https://tcgplayer-cdn.tcgplayer.com/product/86912_200w.jpg,3,1398,https://cpt.tcgcsv.com/gNJ,2021-08-03T20:19:49.683,1,105/115,Ultra Rare,Colorless,100,Basic,"<b>Poke-BODY</b> Silver Sparkle  
<br>If Lugia ex is your Active Pokemon and is damaged by an opponent's attack <em>(even if Lugia ex is Knocked Out)</em>, flip a coin.  If heads, choose an Energy card attached to the Attacking Pokemon and return it to your opponent's hand.","[LRW] Elemental Blast (200) 
<br>Discard a Fire Energy, Water Energy, and Lightning Energy attached to Lugia ex.",P,F,1,373.17,399.99,600.0,902.49,,Holofoil,,,
87015,Magcargo,Magcargo,https://tcgplayer-cdn.tcgplayer.com/product/87015_200w.jpg,3,1398,https://cpt.tcgcsv.com/kQJ,2026-02-13T15:57:58.317,1,41/115,Uncommon,Fire,80,Stage 1,"<b>Poke-BODY</b> Dual Armor 
<br>As long as Magcargo has any Fighting Energy attached to it, Magcargo is both FIre and Fighting type.","[1R] Smokescreen (30) 
<br>If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",W,None,2,0.6,1.5,4.5,1.45,2.81,Normal,"[2R] Extra Flame (40+) 
<br>If the Defending Pokemon is Pokemon-ex, this attack does 40 damage plus 30 more damage.",,
87015,Magcargo,Magcargo,https://tcgplayer-cdn.tcgplayer.com/product/87015_200w.jpg,3,1398,https://cpt.tcgcsv.com/kQJ,2026-02-13T15:57:58.317,1,41/115,Uncommon,Fire,80,Stage 1,"<b>Poke-BODY</b> Dual Armor 
<br>As long as Magcargo has any Fighting Energy attached to it, Magcargo is both FIre and Fighting type.","[1R] Smokescreen (30) 
<br>If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",W,None,2,9.99,21.99,24.99,18.54,,Reverse Holofoil,"[2R] Extra Flame (40+) 
<br>If the Defending Pokemon is Pokemon-ex, this attack does 40 damage plus 30 more damage.",,
87199,Mareep,Mareep,https://tcgplayer-cdn.tcgplayer.com/product/87199_200w.jpg,3,1398,https://cpt.tcgcsv.com/_TJ,2022-07-25T04:49:10.753,1,62/115,Common,Lightning,50,Basic,,[L] Tackle (10),F,M,1,0.5,1.0,4.49,0.94,,Normal,,,
