productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extAttack3
98064,Natu (28 Delta),Natu 28 Delta,https://tcgplayer-cdn.tcgplayer.com/product/98064_200w.jpg,3,1534,https://cpt.tcgcsv.com/jfP,2025-02-07T20:23:17.68,1,"<b>Delta Plus</b> <em>If your opponent's Pokemon is Knocked Out by damage from an attack by this Pokemon, take 1 more Prize card.</em>",0.45,0.98,4321.0,1.07,,Reverse Holofoil,28/108,Common,Psychic,40,Basic,"[1P] Psywave (10x)
<br>This attack does 10 damage times the amount of Energy attached to your opponent's Active Pokemon.",,Px2,None,1,
98065,Xatu,Xatu,https://tcgplayer-cdn.tcgplayer.com/product/98065_200w.jpg,3,1534,https://cpt.tcgcsv.com/kfP,2025-12-03T05:24:41.843,1,,0.07,0.26,4.0,0.18,,Normal,29/108,Rare,Psychic,90,Stage 1,"[1] Future Sight 
<br>Look at the top 5 cards of either player's deck and put them back on top of that player's deck in any order.","[1P] Stressful Eye (30)
<br>Your opponent reveals his or her hand. Discard a Trainer card you find there.",Px2,None,1,
98065,Xatu,Xatu,https://tcgplayer-cdn.tcgplayer.com/product/98065_200w.jpg,3,1534,https://cpt.tcgcsv.com/kfP,2025-12-03T05:24:41.843,1,,0.1,0.43,3.0,0.4,,Reverse Holofoil,29/108,Rare,Psychic,90,Stage 1,"[1] Future Sight 
<br>Look at the top 5 cards of either player's deck and put them back on top of that player's deck in any order.","[1P] Stressful Eye (30)
<br>Your opponent reveals his or her hand. Discard a Trainer card you find there.",Px2,None,1,
98066,Shuppet,Shuppet,https://tcgplayer-cdn.tcgplayer.com/product/98066_200w.jpg,3,1534,https://cpt.tcgcsv.com/lfP,2025-12-03T05:14:20.24,1,,0.04,0.24,19.5,0.2,0.12,Normal,30/108,Common,Psychic,60,Basic,"[1] Bleh
<br>Discard a Special Energy attached to 1 of your opponent's Pokemon.",,Dx2,F-20,1,
98066,Shuppet,Shuppet,https://tcgplayer-cdn.tcgplayer.com/product/98066_200w.jpg,3,1534,https://cpt.tcgcsv.com/lfP,2025-12-03T05:14:20.24,1,,0.15,0.5,2.0,0.51,,Reverse Holofoil,30/108,Common,Psychic,60,Basic,"[1] Bleh
<br>Discard a Special Energy attached to 1 of your opponent's Pokemon.",,Dx2,F-20,1,
98067,Banette (31),Banette 31,https://tcgplayer-cdn.tcgplayer.com/product/98067_200w.jpg,3,1534,https://cpt.tcgcsv.com/mfP,2025-02-07T20:23:17.79,1,"<b>Ability</b> Tool Concealment
<br>Each Pokemon Tool card in play has no effect.",0.15,0.33,2.55,0.3,,Normal,31/108,Rare,Psychic,90,Stage 1,[2P] Psyshot (60),,Dx2,F-20,1,
98067,Banette (31),Banette 31,https://tcgplayer-cdn.tcgplayer.com/product/98067_200w.jpg,3,1534,https://cpt.tcgcsv.com/mfP,2025-02-07T20:23:17.79,1,"<b>Ability</b> Tool Concealment
<br>Each Pokemon Tool card in play has no effect.",0.1,0.6,2.0,0.62,,Reverse Holofoil,31/108,Rare,Psychic,90,Stage 1,[2P] Psyshot (60),,Dx2,F-20,1,
98068,Banette (32 Delta),Banette 32 Delta,https://tcgplayer-cdn.tcgplayer.com/product/98068_200w.jpg,3,1534,https://cpt.tcgcsv.com/nfP,2025-02-07T20:23:17.853,1,<b>Delta Evolution</b><em> You may play this card from your hand to evolve a Pokemon during your first turn or the turn you play that Pokemon.,0.24,0.65,4.45,0.65,,Normal,32/108,Rare,Psychic,90,Stage 1,"[P] Evolution Jammer (20)
<br>Your opponent can't play any Pokemon from his or her hand to evolve his or her Pokemon during his or her next turn.","[1P] Curse Deeply
<br>Put 5 damage counters on your opponent's Active Pokemon.",Dx2,F-20,1,
98068,Banette (32 Delta),Banette 32 Delta,https://tcgplayer-cdn.tcgplayer.com/product/98068_200w.jpg,3,1534,https://cpt.tcgcsv.com/nfP,2025-02-07T20:23:17.853,1,<b>Delta Evolution</b><em> You may play this card from your hand to evolve a Pokemon during your first turn or the turn you play that Pokemon.,0.85,2.03,8.0,2.07,,Reverse Holofoil,32/108,Rare,Psychic,90,Stage 1,"[P] Evolution Jammer (20)
<br>Your opponent can't play any Pokemon from his or her hand to evolve his or her Pokemon during his or her next turn.","[1P] Curse Deeply
<br>Put 5 damage counters on your opponent's Active Pokemon.",Dx2,F-20,1,
98069,Deoxys,Deoxys,https://tcgplayer-cdn.tcgplayer.com/product/98069_200w.jpg,3,1534,https://cpt.tcgcsv.com/pfP,2024-12-24T14:31:53.733,1,,0.84,1.69,7.79,2.18,1.69,Holofoil,33/108,Holo Rare,Psychic,110,Basic,"[1] Close Encounter
<br>If you go first, you can use this attack on your first turn. Draw 2 cards.","[1P] Overdrive Smash (30)
<br>During your next turn, this Pokemon's Overdrive Smash attack does 60 more damage <i> (before applying Weakness and Resistance.)</i>",Px2,None,1,
98069,Deoxys,Deoxys,https://tcgplayer-cdn.tcgplayer.com/product/98069_200w.jpg,3,1534,https://cpt.tcgcsv.com/pfP,2024-12-24T14:31:53.733,1,,0.88,1.99,4.95,2.21,,Reverse Holofoil,33/108,Holo Rare,Psychic,110,Basic,"[1] Close Encounter
<br>If you go first, you can use this attack on your first turn. Draw 2 cards.","[1P] Overdrive Smash (30)
<br>During your next turn, this Pokemon's Overdrive Smash attack does 60 more damage <i> (before applying Weakness and Resistance.)</i>",Px2,None,1,
98070,Gallade EX,Gallade EX,https://tcgplayer-cdn.tcgplayer.com/product/98070_200w.jpg,3,1534,https://cpt.tcgcsv.com/qfP,2026-01-28T01:20:46.403,1,"When a Pokemon EX has been Knocked Out, your opponent takes 2 Prize cards.",1.5,2.2,9.97,2.38,3.99,Holofoil,34/108,Ultra Rare,Psychic,170,Basic,"[1P] Swift Lunge (30)
<br>You may have your opponent switch his or her Active Pokemon with 1 of his or her Benched Pokemon.","[PPP] Piercing Prizes (50+)
<br>This attack does 20 more damage for each of your remaining Prize cards.",Px2,None,2,
98071,M Gallade EX,M Gallade EX,https://tcgplayer-cdn.tcgplayer.com/product/98071_200w.jpg,3,1534,https://cpt.tcgcsv.com/rfP,2026-01-28T02:00:28.83,1,"When 1 of your Pokemon becomes a Mega Evolution Pokemon, your turn ends.
<br>
<br>

When a Pokemon EX has been Knocked Out, your opponent takes 2 Prize cards.",7.5,14.24,4321.0,14.24,16.99,Holofoil,35/108,Ultra Rare,Psychic,220,Mega,"[1PP] Unwavering Blade (110)
<br>This attack does 30 damage to each of your opponent's Benched Pokemon that has damage counters on it. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,Px2,None,2,
98072,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/98072_200w.jpg,3,1534,https://cpt.tcgcsv.com/sfP,2022-12-19T20:11:23.827,1,,0.02,0.19,4.0,0.13,,Normal,36/108,Common,Fighting,70,Basic,"[1] Stun Poison
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed and Poisoned.",,Wx2,None,1,
98072,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/98072_200w.jpg,3,1534,https://cpt.tcgcsv.com/sfP,2022-12-19T20:11:23.827,1,,0.07,0.3,2.59,0.27,,Reverse Holofoil,36/108,Common,Fighting,70,Basic,"[1] Stun Poison
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed and Poisoned.",,Wx2,None,1,
98073,Gliscor,Gliscor,https://tcgplayer-cdn.tcgplayer.com/product/98073_200w.jpg,3,1534,https://cpt.tcgcsv.com/tfP,2022-12-19T20:11:33.19,1,,0.02,0.2,19.5,0.18,0.14,Normal,37/108,Uncommon,Fighting,90,Stage 1,"[1] Rock Slide (20)
<br>This attack does 20 damage to 2 of your opponent's Benched Pokemon <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",[1F] Slash (40),Wx2,None,1,
98073,Gliscor,Gliscor,https://tcgplayer-cdn.tcgplayer.com/product/98073_200w.jpg,3,1534,https://cpt.tcgcsv.com/tfP,2022-12-19T20:11:33.19,1,,0.25,0.53,2.0,0.56,,Reverse Holofoil,37/108,Uncommon,Fighting,90,Stage 1,"[1] Rock Slide (20)
<br>This attack does 20 damage to 2 of your opponent's Benched Pokemon <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",[1F] Slash (40),Wx2,None,1,
98074,Binacle,Binacle,https://tcgplayer-cdn.tcgplayer.com/product/98074_200w.jpg,3,1534,https://cpt.tcgcsv.com/vfP,2023-10-21T19:57:49.783,1,,0.01,0.15,4.0,0.09,,Normal,38/108,Common,Fighting,60,Basic,"[F] Sand Attack
<br>If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",[1FF] Mud-Slap (40),Gx2,None,2,
98074,Binacle,Binacle,https://tcgplayer-cdn.tcgplayer.com/product/98074_200w.jpg,3,1534,https://cpt.tcgcsv.com/vfP,2023-10-21T19:57:49.783,1,,0.05,0.31,2.28,0.29,0.35,Reverse Holofoil,38/108,Common,Fighting,60,Basic,"[F] Sand Attack
<br>If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",[1FF] Mud-Slap (40),Gx2,None,2,
98075,Hawlucha,Hawlucha,https://tcgplayer-cdn.tcgplayer.com/product/98075_200w.jpg,3,1534,https://cpt.tcgcsv.com/wfP,2025-12-03T05:09:04.887,1,,0.01,0.18,19.5,0.16,0.05,Normal,39/108,Common,Fighting,80,Basic,[F] Tackle (10),"[3] Midair Strike (40+)
<br>Flip a coin. If heads, this attack does 40 more damage.",Lx2,F-20,1,
98075,Hawlucha,Hawlucha,https://tcgplayer-cdn.tcgplayer.com/product/98075_200w.jpg,3,1534,https://cpt.tcgcsv.com/wfP,2025-12-03T05:09:04.887,1,,0.05,0.3,2.59,0.31,,Reverse Holofoil,39/108,Common,Fighting,80,Basic,[F] Tackle (10),"[3] Midair Strike (40+)
<br>Flip a coin. If heads, this attack does 40 more damage.",Lx2,F-20,1,
98076,Absol,Absol,https://tcgplayer-cdn.tcgplayer.com/product/98076_200w.jpg,3,1534,https://cpt.tcgcsv.com/xfP,2025-10-27T22:41:45.79,1,"<b>Ability - </b>Cursed Eyes
<br>When you play this Pokemon from your hand to your Bench, you may move 3 damage counters from one of your opponent's Pokemon to another of his or her Pokemon.",0.45,0.75,3.49,0.83,0.77,Holofoil,40/108,Holo Rare,Darkness,100,Basic,"[1D] Mach Claw (30)
<br>This attack's damage isn't affected by Resistance.",,Fx2,P-20,1,
98076,Absol,Absol,https://tcgplayer-cdn.tcgplayer.com/product/98076_200w.jpg,3,1534,https://cpt.tcgcsv.com/xfP,2025-10-27T22:41:45.79,1,"<b>Ability - </b>Cursed Eyes
<br>When you play this Pokemon from your hand to your Bench, you may move 3 damage counters from one of your opponent's Pokemon to another of his or her Pokemon.",0.39,0.85,2.0,0.87,,Reverse Holofoil,40/108,Holo Rare,Darkness,100,Basic,"[1D] Mach Claw (30)
<br>This attack's damage isn't affected by Resistance.",,Fx2,P-20,1,
98077,Inkay,Inkay,https://tcgplayer-cdn.tcgplayer.com/product/98077_200w.jpg,3,1534,https://cpt.tcgcsv.com/zfP,2026-01-29T01:42:39.807,1,,0.05,0.25,19.5,0.29,0.1,Normal,41/108,Common,Darkness,50,Basic,"[D] Rip Off
<br>Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck.","[1D] Psybeam (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Confused.",Fx2,P-20,1,
98077,Inkay,Inkay,https://tcgplayer-cdn.tcgplayer.com/product/98077_200w.jpg,3,1534,https://cpt.tcgcsv.com/zfP,2026-01-29T01:42:39.807,1,,0.18,0.49,2.0,0.52,0.5,Reverse Holofoil,41/108,Common,Darkness,50,Basic,"[D] Rip Off
<br>Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck.","[1D] Psybeam (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Confused.",Fx2,P-20,1,
98078,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/98078_200w.jpg,3,1534,https://cpt.tcgcsv.com/BfP,2026-01-28T01:38:35.317,1,,2.0,4.05,4321.0,4.38,9.47,Holofoil,42/108,Holo Rare,Metal,60,Basic,"[M] Diminutive Desire
<br>Look at the top 7 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck.","[1M] Doom Desire
<br>Discard all Energy attached to this Pokemon. The Defending Pokemon is Knocked Out at the end of your opponent's next turn.",Rx2,P-20,1,
98078,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/98078_200w.jpg,3,1534,https://cpt.tcgcsv.com/BfP,2026-01-28T01:38:35.317,1,,2.25,2.94,96.95,2.99,96.95,Reverse Holofoil,42/108,Holo Rare,Metal,60,Basic,"[M] Diminutive Desire
<br>Look at the top 7 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck.","[1M] Doom Desire
<br>Discard all Energy attached to this Pokemon. The Defending Pokemon is Knocked Out at the end of your opponent's next turn.",Rx2,P-20,1,
98079,Togepi,Togepi,https://tcgplayer-cdn.tcgplayer.com/product/98079_200w.jpg,3,1534,https://cpt.tcgcsv.com/CfP,2024-08-28T16:23:24.22,1,,0.1,0.31,4.0,0.32,,Normal,43/108,Common,Fairy,40,Basic,"[1] Sweet Kiss (10)
<br>Your opponent draws a card.",,Mx2,D-20,1,
98079,Togepi,Togepi,https://tcgplayer-cdn.tcgplayer.com/product/98079_200w.jpg,3,1534,https://cpt.tcgcsv.com/CfP,2024-08-28T16:23:24.22,1,,0.3,0.8,2.99,0.75,,Reverse Holofoil,43/108,Common,Fairy,40,Basic,"[1] Sweet Kiss (10)
<br>Your opponent draws a card.",,Mx2,D-20,1,
98080,Togetic,Togetic,https://tcgplayer-cdn.tcgplayer.com/product/98080_200w.jpg,3,1534,https://cpt.tcgcsv.com/DfP,2024-08-28T16:23:14.573,1,,0.15,0.32,1.84,0.31,,Normal,44/108,Uncommon,Fairy,80,Stage 1,"[Y] Go Fetch
<br>Shuffle 3 basic Energy cards from your discard pile into your deck.",[2Y] Fairy Wind (40),Mx2,D-20,1,
98080,Togetic,Togetic,https://tcgplayer-cdn.tcgplayer.com/product/98080_200w.jpg,3,1534,https://cpt.tcgcsv.com/DfP,2024-08-28T16:23:14.573,1,,0.3,0.79,2.99,0.9,,Reverse Holofoil,44/108,Uncommon,Fairy,80,Stage 1,"[Y] Go Fetch
<br>Shuffle 3 basic Energy cards from your discard pile into your deck.",[2Y] Fairy Wind (40),Mx2,D-20,1,
98081,Togekiss (45),Togekiss 45,https://tcgplayer-cdn.tcgplayer.com/product/98081_200w.jpg,3,1534,https://cpt.tcgcsv.com/FfP,2026-02-02T21:14:39.21,1,,0.48,0.8,2.0,0.84,,Normal,45/108,Rare,Fairy,140,Stage 2,"[1] Powerful Slap (50x)
<br>Flip a coin for each Energy attached to this Pokemon. This attack does 50 damage times the number of heads.","[1YY] Aura Sphere (70)
<br>This attack does 20 damage to 1 of your opponent's Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)",Mx2,D-20,2,
98081,Togekiss (45),Togekiss 45,https://tcgplayer-cdn.tcgplayer.com/product/98081_200w.jpg,3,1534,https://cpt.tcgcsv.com/FfP,2026-02-02T21:14:39.21,1,,1.3,1.78,2.4,1.72,1.99,Reverse Holofoil,45/108,Rare,Fairy,140,Stage 2,"[1] Powerful Slap (50x)
<br>Flip a coin for each Energy attached to this Pokemon. This attack does 50 damage times the number of heads.","[1YY] Aura Sphere (70)
<br>This attack does 20 damage to 1 of your opponent's Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)",Mx2,D-20,2,
98082,Togekiss (46 Delta),Togekiss 46 Delta,https://tcgplayer-cdn.tcgplayer.com/product/98082_200w.jpg,3,1534,https://cpt.tcgcsv.com/GfP,2026-01-28T03:21:54.54,1,"<b>Delta Evolution</b> <em>You may play this card from your hand to evolve a Pokemon during your first turn or the turn you play that Pokemon.</em>
<br>
<br>
<br><b>Ability -</b> Serene Grace
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon, you may look at the top 8 cards of your deck. Choose any basic Energy cards you find there and attach them to your Pokemon in any way you like. Shuffle the other cards back into your deck.",1.24,2.5,6.2,2.54,,Holofoil,46/108,Holo Rare,Fairy,130,Stage 2,[2Y] Fairy Wind (60),,Mx2,D-20,1,
98082,Togekiss (46 Delta),Togekiss 46 Delta,https://tcgplayer-cdn.tcgplayer.com/product/98082_200w.jpg,3,1534,https://cpt.tcgcsv.com/GfP,2026-01-28T03:21:54.54,1,"<b>Delta Evolution</b> <em>You may play this card from your hand to evolve a Pokemon during your first turn or the turn you play that Pokemon.</em>
<br>
<br>
<br><b>Ability -</b> Serene Grace
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon, you may look at the top 8 cards of your deck. Choose any basic Energy cards you find there and attach them to your Pokemon in any way you like. Shuffle the other cards back into your deck.",1.25,2.94,4.97,3.12,,Reverse Holofoil,46/108,Holo Rare,Fairy,130,Stage 2,[2Y] Fairy Wind (60),,Mx2,D-20,1,
98083,Carbink,Carbink,https://tcgplayer-cdn.tcgplayer.com/product/98083_200w.jpg,3,1534,https://cpt.tcgcsv.com/HfP,2025-02-07T20:23:17.947,1,"<b>Ability -</b> Jewel Armor
<br>As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks <em>(both yours and your opponent's).</em>",0.09,0.35,2.25,0.32,,Normal,47/108,Rare,Fairy,70,Basic,"[2Y] Spin Tackle (60)
<br>Flip a coin. If tails, this Pokemon does 20 damage to itself.",,Mx2,D-20,2,
98083,Carbink,Carbink,https://tcgplayer-cdn.tcgplayer.com/product/98083_200w.jpg,3,1534,https://cpt.tcgcsv.com/HfP,2025-02-07T20:23:17.947,1,"<b>Ability -</b> Jewel Armor
<br>As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks <em>(both yours and your opponent's).</em>",0.25,0.51,2.0,0.46,,Reverse Holofoil,47/108,Rare,Fairy,70,Basic,"[2Y] Spin Tackle (60)
<br>Flip a coin. If tails, this Pokemon does 20 damage to itself.",,Mx2,D-20,2,
98084,Klefki,Klefki,https://tcgplayer-cdn.tcgplayer.com/product/98084_200w.jpg,3,1534,https://cpt.tcgcsv.com/JfP,2024-08-28T16:22:35.183,1,,0.1,0.34,3.3,0.34,,Normal,48/108,Rare,Fairy,60,Basic,"[Y] Look for Keys
<br>Reveal cards from the top of your deck until you reveal an Item card. Put it into your hand. Shuffle the other cards back into your deck.","[1Y] Play Rough (20+)
<br>Flip a coin. IF heads, this attack does 20 more damage.",Mx2,D-20,1,
98084,Klefki,Klefki,https://tcgplayer-cdn.tcgplayer.com/product/98084_200w.jpg,3,1534,https://cpt.tcgcsv.com/JfP,2024-08-28T16:22:35.183,1,,0.25,0.54,4.08,0.51,,Reverse Holofoil,48/108,Rare,Fairy,60,Basic,"[Y] Look for Keys
<br>Reveal cards from the top of your deck until you reveal an Item card. Put it into your hand. Shuffle the other cards back into your deck.","[1Y] Play Rough (20+)
<br>Flip a coin. IF heads, this attack does 20 more damage.",Mx2,D-20,1,
98085,Dratini,Dratini,https://tcgplayer-cdn.tcgplayer.com/product/98085_200w.jpg,3,1534,https://cpt.tcgcsv.com/KfP,2025-02-07T20:23:18.003,1,,0.05,0.23,4.0,0.23,,Normal,49/108,Common,Dragon,50,Basic,[G] Hook (10),"[1L] Slam (20x)
<br>Flip 2 coins. This attack does 20 damage times the number of heads.",Yx2,None,1,
98085,Dratini,Dratini,https://tcgplayer-cdn.tcgplayer.com/product/98085_200w.jpg,3,1534,https://cpt.tcgcsv.com/KfP,2025-02-07T20:23:18.003,1,,0.21,0.51,2.95,0.8,,Reverse Holofoil,49/108,Common,Dragon,50,Basic,[G] Hook (10),"[1L] Slam (20x)
<br>Flip 2 coins. This attack does 20 damage times the number of heads.",Yx2,None,1,
98086,Dragonair,Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/98086_200w.jpg,3,1534,https://cpt.tcgcsv.com/LfP,2025-12-02T23:35:24.903,1,,0.1,0.31,19.5,0.34,0.27,Normal,50/108,Uncommon,Dragon,80,Stage 1,"[G] Shed Skin
<br>Heal 30 damage from this Pokemon.","[1GL] Slam (60x)
<br>Flip 2 coins. This attack does 60 damage times the number of heads.",Yx2,None,2,
98086,Dragonair,Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/98086_200w.jpg,3,1534,https://cpt.tcgcsv.com/LfP,2025-12-02T23:35:24.903,1,,0.4,1.14,2.29,1.21,,Reverse Holofoil,50/108,Uncommon,Dragon,80,Stage 1,"[G] Shed Skin
<br>Heal 30 damage from this Pokemon.","[1GL] Slam (60x)
<br>Flip 2 coins. This attack does 60 damage times the number of heads.",Yx2,None,2,
98087,Dragonite (51),Dragonite 51,https://tcgplayer-cdn.tcgplayer.com/product/98087_200w.jpg,3,1534,https://cpt.tcgcsv.com/MfP,2022-12-19T20:32:50,1,"<b>Ability - </b>Max Wind
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon, you may heal all damage from 1 of your Pokemon.",0.7,1.34,2.51,1.69,,Normal,51/108,Rare,Dragon,150,Stage 2,"[1GL] Mach Press (80)
<br>Flip 2 coins. If both of them are heads, your opponent's Active Pokemon is now Paralyzed.",,Yx2,None,3,
98087,Dragonite (51),Dragonite 51,https://tcgplayer-cdn.tcgplayer.com/product/98087_200w.jpg,3,1534,https://cpt.tcgcsv.com/MfP,2022-12-19T20:32:50,1,"<b>Ability - </b>Max Wind
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon, you may heal all damage from 1 of your Pokemon.",2.7,5.84,15.0,5.93,,Reverse Holofoil,51/108,Rare,Dragon,150,Stage 2,"[1GL] Mach Press (80)
<br>Flip 2 coins. If both of them are heads, your opponent's Active Pokemon is now Paralyzed.",,Yx2,None,3,
98088,Dragonite (52 Delta),Dragonite 52 Delta,https://tcgplayer-cdn.tcgplayer.com/product/98088_200w.jpg,3,1534,https://cpt.tcgcsv.com/NfP,2026-01-28T01:09:13.137,1,"<b>Delta Plus</b> <em>If your opponent's Pokemon is Knocked Out by damage from an attack by this Pokemon, take 1 more Prize card.",8.75,19.23,39.99,18.86,,Holofoil,52/108,Holo Rare,Dragon,160,Stage 2,"[L] Wrapped in Wind
<br>Attach up to 2 basic Energy cards from your hand to this Pokemon.",[1GGGL] Heavy Impact (150),Yx2,None,4,
98088,Dragonite (52 Delta),Dragonite 52 Delta,https://tcgplayer-cdn.tcgplayer.com/product/98088_200w.jpg,3,1534,https://cpt.tcgcsv.com/NfP,2026-01-28T01:09:13.137,1,"<b>Delta Plus</b> <em>If your opponent's Pokemon is Knocked Out by damage from an attack by this Pokemon, take 1 more Prize card.",9.91,21.34,32.39,20.32,,Reverse Holofoil,52/108,Holo Rare,Dragon,160,Stage 2,"[L] Wrapped in Wind
<br>Attach up to 2 basic Energy cards from your hand to this Pokemon.",[1GGGL] Heavy Impact (150),Yx2,None,4,
98089,Altaria (53),Altaria 53,https://tcgplayer-cdn.tcgplayer.com/product/98089_200w.jpg,3,1534,https://cpt.tcgcsv.com/PfP,2025-02-07T20:23:18.04,1,,0.05,0.22,1.51,0.22,,Normal,53/108,Uncommon,Dragon,80,Stage 1,"[1] Song of Echoes
<br>Shuffle your hand into your deck. Then, draw a number of cards equal to the number of Benched Pokemon <i>(both yours and your opponent's).</i>","[WM] Midnight Eyes (30)
<br>Your opponent's Active Pokemon is now Asleep.",Yx2,None,1,
98089,Altaria (53),Altaria 53,https://tcgplayer-cdn.tcgplayer.com/product/98089_200w.jpg,3,1534,https://cpt.tcgcsv.com/PfP,2025-02-07T20:23:18.04,1,,0.15,0.48,2.55,0.5,,Reverse Holofoil,53/108,Uncommon,Dragon,80,Stage 1,"[1] Song of Echoes
<br>Shuffle your hand into your deck. Then, draw a number of cards equal to the number of Benched Pokemon <i>(both yours and your opponent's).</i>","[WM] Midnight Eyes (30)
<br>Your opponent's Active Pokemon is now Asleep.",Yx2,None,1,
98090,Bagon (54),Bagon 54,https://tcgplayer-cdn.tcgplayer.com/product/98090_200w.jpg,3,1534,https://cpt.tcgcsv.com/QfP,2026-02-27T01:22:58.003,1,,0.02,0.16,5.0,0.11,,Normal,54/108,Common,Dragon,60,Basic,"[1R] Continuous Headbutt (30x)
<br>Flip a coin until you get tails. This attack does 30 damage times the number of heads.",,Yx2,None,1,
98090,Bagon (54),Bagon 54,https://tcgplayer-cdn.tcgplayer.com/product/98090_200w.jpg,3,1534,https://cpt.tcgcsv.com/QfP,2026-02-27T01:22:58.003,1,,0.08,0.3,2.25,0.3,0.15,Reverse Holofoil,54/108,Common,Dragon,60,Basic,"[1R] Continuous Headbutt (30x)
<br>Flip a coin until you get tails. This attack does 30 damage times the number of heads.",,Yx2,None,1,
98091,Bagon (55),Bagon 55,https://tcgplayer-cdn.tcgplayer.com/product/98091_200w.jpg,3,1534,https://cpt.tcgcsv.com/RfP,2026-02-27T01:22:23.42,1,,0.03,0.18,4.0,0.12,,Normal,55/108,Common,Dragon,60,Basic,"[1] Leer
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","[RW] Almost Flight (30)
<br>This Pokemon does 10 damage to itself.",Yx2,None,1,
98091,Bagon (55),Bagon 55,https://tcgplayer-cdn.tcgplayer.com/product/98091_200w.jpg,3,1534,https://cpt.tcgcsv.com/RfP,2026-02-27T01:22:23.42,1,,0.1,0.4,10.37,0.36,0.23,Reverse Holofoil,55/108,Common,Dragon,60,Basic,"[1] Leer
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","[RW] Almost Flight (30)
<br>This Pokemon does 10 damage to itself.",Yx2,None,1,
98092,Shelgon,Shelgon,https://tcgplayer-cdn.tcgplayer.com/product/98092_200w.jpg,3,1534,https://cpt.tcgcsv.com/SfP,2022-12-19T20:33:28.62,1,"<b>Ability -</b> Exoskeleton
<br>Any damage done to this Pokemon by attacks is reduced by 10 <em>(after applying Weakness and Resistance.)</em>",0.03,0.21,4.0,0.17,,Normal,56/108,Uncommon,Dragon,80,Stage 1,[1RW] Rolling Tackle (60),,Yx2,None,3,
98092,Shelgon,Shelgon,https://tcgplayer-cdn.tcgplayer.com/product/98092_200w.jpg,3,1534,https://cpt.tcgcsv.com/SfP,2022-12-19T20:33:28.62,1,"<b>Ability -</b> Exoskeleton
<br>Any damage done to this Pokemon by attacks is reduced by 10 <em>(after applying Weakness and Resistance.)</em>",0.4,0.59,2.0,0.56,,Reverse Holofoil,56/108,Uncommon,Dragon,80,Stage 1,[1RW] Rolling Tackle (60),,Yx2,None,3,
98093,Salamence,Salamence,https://tcgplayer-cdn.tcgplayer.com/product/98093_200w.jpg,3,1534,https://cpt.tcgcsv.com/TfP,2023-03-08T12:18:58.797,1,,0.65,1.09,9.09,1.38,,Holofoil,57/108,Holo Rare,Dragon,160,Stage 2,"[R] Shatter (60)
<br>Discard any Stadium card in play.","[2W] Power Howl (20x)
<br>This attack does 20 damage times the number of cards in your opponent's hand.",Yx2,None,4,"[1RRW] Steam Blast (170)
<br>Discard 3 Energy attached to this Pokemon."
